2023-04-20 05:18:18,026 INFO Tickers: ['MCD']
2023-04-20 05:21:36,055 INFO Negative OS: -0.9632676975872914 --- ticker MCD --- day 2019-01-30 --- time 41400
2023-04-20 05:21:36,278 INFO Negative OS: -0.21074183202555896 --- ticker MCD --- day 2019-01-30 --- time 50400
2023-04-20 05:23:07,611 INFO in_r2: 0.8660705465083512 , std 0.058393383867026055 
2023-04-20 05:23:07,611 INFO os_r2: 0.8364996709342366 , std 0.07963892817911951 
2023-04-20 05:23:07,611 INFO intercept: -5.605915362153763e-08 , std 4.890998274782092e-06 
2023-04-20 05:23:07,611 INFO ofi_order_1: 5.789733374297308e-05 , std 4.469015567724419e-05 
2023-04-20 05:23:07,611 INFO ofi_order_2: 7.783836466094099e-05 , std 4.7713964699869415e-05 
2023-04-20 05:23:07,611 INFO ofi_order_3: 5.0984616858469786e-05 , std 4.0572736844261425e-05 
2023-04-20 05:23:07,611 INFO ofi_order_4: 3.709877543320746e-05 , std 3.6005521604874085e-05 
2023-04-20 05:23:07,611 INFO ofi_order_5: 2.8940238652853126e-05 , std 3.211601290421971e-05 
2023-04-20 05:23:07,611 INFO ofi_order_6: 2.4207217086229432e-05 , std 3.1142633218727576e-05 
2023-04-20 05:23:07,611 INFO ofi_order_7: 2.059641525628035e-05 , std 3.0304870644372752e-05 
2023-04-20 05:23:07,611 INFO ofi_order_8: 1.7757341436654045e-05 , std 2.8620206989377468e-05 
2023-04-20 05:23:07,611 INFO ofi_order_9: 1.742979748435665e-05 , std 2.895108072519753e-05 
2023-04-20 05:23:07,611 INFO ofi_order_10: 1.9373899833735074e-05 , std 3.0794546538690393e-05 
2023-04-20 05:23:07,611 INFO ofi_trade_1: 2.8109459017216873e-05 , std 6.362011793683856e-05 
2023-04-20 05:23:07,611 INFO ofi_trade_2: 5.191395130280578e-05 , std 7.23130734871932e-05 
2023-04-20 05:23:07,611 INFO ofi_trade_3: 4.80452125054737e-05 , std 6.407122698148351e-05 
2023-04-20 05:23:07,611 INFO ofi_trade_4: 4.3568736545265974e-05 , std 5.5982147167852774e-05 
2023-04-20 05:23:07,611 INFO ofi_trade_5: 3.913012416460518e-05 , std 5.4278918934539754e-05 
2023-04-20 05:23:07,612 INFO ofi_trade_6: 3.576815252255751e-05 , std 5.37625068298546e-05 
2023-04-20 05:23:07,612 INFO ofi_trade_7: 3.344588201960012e-05 , std 5.2253595273391726e-05 
2023-04-20 05:23:07,612 INFO ofi_trade_8: 3.0162392649515736e-05 , std 4.955577445302694e-05 
2023-04-20 05:23:07,612 INFO ofi_trade_9: 2.9245356780799513e-05 , std 5.125003176431351e-05 
2023-04-20 05:23:07,612 INFO ofi_trade_10: 3.176098406575907e-05 , std 5.455166411397455e-05 
2023-04-20 05:23:07,612 INFO t_intercept: -0.01732481314900738 , std 0.8629363865506346 
2023-04-20 05:23:07,612 INFO t_ofi_order_1: 1.7570202600560545 , std 1.2757581115060264 
2023-04-20 05:23:07,612 INFO t_ofi_order_2: 2.070954909329219 , std 1.1547818282540363 
2023-04-20 05:23:07,612 INFO t_ofi_order_3: 1.3366819390733329 , std 0.9827845631866787 
2023-04-20 05:23:07,612 INFO t_ofi_order_4: 0.9978459916860887 , std 0.9296706057295808 
2023-04-20 05:23:07,612 INFO t_ofi_order_5: 0.7817907107046742 , std 0.8388451889251967 
2023-04-20 05:23:07,612 INFO t_ofi_order_6: 0.6589345203606416 , std 0.8117269454372595 
2023-04-20 05:23:07,612 INFO t_ofi_order_7: 0.5531909242441707 , std 0.7678491245838459 
2023-04-20 05:23:07,612 INFO t_ofi_order_8: 0.47922292393290805 , std 0.7243054819845552 
2023-04-20 05:23:07,612 INFO t_ofi_order_9: 0.43499559887255396 , std 0.6992105004636648 
2023-04-20 05:23:07,612 INFO t_ofi_order_10: 0.5437777085025376 , std 0.8221556481891986 
2023-04-20 05:23:07,612 INFO t_ofi_trade_1: 0.3603377264703555 , std 0.748383900943304 
2023-04-20 05:23:07,612 INFO t_ofi_trade_2: 0.6377838635985539 , std 0.8317145516491987 
2023-04-20 05:23:07,612 INFO t_ofi_trade_3: 0.6312733531605637 , std 0.7781869107759176 
2023-04-20 05:23:07,612 INFO t_ofi_trade_4: 0.6191623023724591 , std 0.7649899203960491 
2023-04-20 05:23:07,612 INFO t_ofi_trade_5: 0.5636276809187849 , std 0.7448732790463568 
2023-04-20 05:23:07,612 INFO t_ofi_trade_6: 0.5244797594191005 , std 0.7280573369457117 
2023-04-20 05:23:07,612 INFO t_ofi_trade_7: 0.48468383897342293 , std 0.708701622201673 
2023-04-20 05:23:07,612 INFO t_ofi_trade_8: 0.42636659669696125 , std 0.655193701345048 
2023-04-20 05:23:07,612 INFO t_ofi_trade_9: 0.39761078527086074 , std 0.6374504361642246 
2023-04-20 05:23:07,612 INFO t_ofi_trade_10: 0.4539040841400325 , std 0.7348203401164597 
2023-04-20 05:23:07,612 INFO p_intercept: 0.5549991241762209 , std 0.27551285762904504 
2023-04-20 05:23:07,612 INFO p_ofi_order_1: 0.27168514335593047 , std 0.344492556245304 
2023-04-20 05:23:07,612 INFO p_ofi_order_2: 0.1734793119622613 , std 0.2690097641366323 
2023-04-20 05:23:07,612 INFO p_ofi_order_3: 0.3393966622731699 , std 0.3449402038684908 
2023-04-20 05:23:07,612 INFO p_ofi_order_4: 0.4612023392065003 , std 0.3731466400683435 
2023-04-20 05:23:07,612 INFO p_ofi_order_5: 0.5382400234806884 , std 0.3638151603230934 
2023-04-20 05:23:07,612 INFO p_ofi_order_6: 0.5885016594114645 , std 0.3613738550906694 
2023-04-20 05:23:07,612 INFO p_ofi_order_7: 0.6316083100829338 , std 0.3521962869309003 
2023-04-20 05:23:07,612 INFO p_ofi_order_8: 0.6646208815142008 , std 0.3454451561730736 
2023-04-20 05:23:07,612 INFO p_ofi_order_9: 0.6934454997709395 , std 0.3374685915439798 
2023-04-20 05:23:07,612 INFO p_ofi_order_10: 0.6471957243211698 , std 0.3635443681632207 
2023-04-20 05:23:07,612 INFO p_ofi_trade_1: 0.7884815371384238 , std 0.337561188410594 
2023-04-20 05:23:07,612 INFO p_ofi_trade_2: 0.643606528425915 , std 0.3806665831800857 
2023-04-20 05:23:07,612 INFO p_ofi_trade_3: 0.6296009049344593 , std 0.367833908969007 
2023-04-20 05:23:07,612 INFO p_ofi_trade_4: 0.6301884515432075 , std 0.3654243487350561 
2023-04-20 05:23:07,612 INFO p_ofi_trade_5: 0.650870424414117 , std 0.3573276909248675 
2023-04-20 05:23:07,612 INFO p_ofi_trade_6: 0.6690270766326747 , std 0.3526102586314548 
2023-04-20 05:23:07,612 INFO p_ofi_trade_7: 0.692990599120813 , std 0.34942117335143164 
2023-04-20 05:23:07,612 INFO p_ofi_trade_8: 0.7205458872925595 , std 0.3344823395598201 
2023-04-20 05:23:07,612 INFO p_ofi_trade_9: 0.7417152247656734 , std 0.3295189083111735 
2023-04-20 05:23:07,613 INFO p_ofi_trade_10: 0.7219401471146214 , std 0.3490039682122976 
