2023-04-20 05:47:39,395 INFO Tickers: ['BDX']
2023-04-20 05:48:03,838 INFO Negative OS: -0.2699439138380928 --- ticker BDX --- day 2018-03-01 --- time 52200
2023-04-20 05:48:17,129 INFO Negative OS: -0.13848415442225903 --- ticker BDX --- day 2018-10-08 --- time 45000
2023-04-20 05:48:18,970 INFO Negative OS: -0.8865365689875453 --- ticker BDX --- day 2018-10-17 --- time 41400
2023-04-20 05:48:19,711 INFO Negative OS: -1.7593565575589873 --- ticker BDX --- day 2018-10-22 --- time 52200
2023-04-20 05:48:21,171 INFO Negative OS: -0.5946887732350459 --- ticker BDX --- day 2018-10-26 --- time 48600
2023-04-20 05:48:22,085 INFO Negative OS: -1.0326861765618913 --- ticker BDX --- day 2018-11-02 --- time 41400
2023-04-20 05:48:23,307 INFO Negative OS: -0.04686212006977852 --- ticker BDX --- day 2018-11-16 --- time 36000
2023-04-20 05:48:24,101 INFO Negative OS: -0.5184720073022824 --- ticker BDX --- day 2018-11-20 --- time 45000
2023-04-20 05:48:24,664 INFO Negative OS: -0.8570036131865362 --- ticker BDX --- day 2018-11-27 --- time 45000
2023-04-20 05:48:25,523 INFO Negative OS: -0.1493246602289604 --- ticker BDX --- day 2018-12-04 --- time 48600
2023-04-20 05:48:26,140 INFO Negative OS: -1.0154523797317156 --- ticker BDX --- day 2018-12-07 --- time 37800
2023-04-20 05:48:27,216 INFO Negative OS: -1.323598328967131 --- ticker BDX --- day 2018-12-13 --- time 41400
2023-04-20 05:48:27,898 INFO Negative OS: -0.2920051635761929 --- ticker BDX --- day 2018-12-17 --- time 52200
2023-04-20 05:48:28,189 INFO Negative OS: -1.0923077620962434 --- ticker BDX --- day 2018-12-19 --- time 45000
2023-04-20 05:48:28,750 INFO Negative OS: -0.4549278317177017 --- ticker BDX --- day 2018-12-20 --- time 50400
2023-04-20 05:48:29,231 INFO Negative OS: -0.8522261063881023 --- ticker BDX --- day 2018-12-21 --- time 52200
2023-04-20 05:48:30,228 INFO Negative OS: -0.11025372933986954 --- ticker BDX --- day 2018-12-28 --- time 41400
2023-04-20 05:48:31,234 INFO Negative OS: -0.431156874718609 --- ticker BDX --- day 2019-01-04 --- time 41400
2023-04-20 05:48:36,059 INFO Negative OS: -0.7533599923350438 --- ticker BDX --- day 2019-03-07 --- time 41400
2023-04-20 05:48:36,146 INFO Negative OS: -0.18073685445157417 --- ticker BDX --- day 2019-03-07 --- time 45000
2023-04-20 05:48:59,459 INFO in_r2: 0.7210093334789388 , std 0.16048651309427867 
2023-04-20 05:48:59,459 INFO os_r2: 0.6083324673096553 , std 0.2938734389860768 
2023-04-20 05:48:59,459 INFO intercept: 1.3981003545369168e-06 , std 1.755087540459838e-05 
2023-04-20 05:48:59,459 INFO ofi_order_1: 0.00014328691283516549 , std 0.00015757178937013253 
2023-04-20 05:48:59,459 INFO ofi_order_2: 0.00015920792989730493 , std 0.00016627720554836752 
2023-04-20 05:48:59,459 INFO ofi_order_3: 0.00012287695102935413 , std 0.00016113097914810369 
2023-04-20 05:48:59,459 INFO ofi_order_4: 7.28493493441689e-05 , std 0.00013794871733653445 
2023-04-20 05:48:59,459 INFO ofi_order_5: 4.5750795736525406e-05 , std 0.00011824144163175258 
2023-04-20 05:48:59,459 INFO ofi_order_6: 3.820487001754075e-05 , std 0.0001151344075623887 
2023-04-20 05:48:59,459 INFO ofi_order_7: 3.3065672328653176e-05 , std 0.00010657624065762916 
2023-04-20 05:48:59,459 INFO ofi_order_8: 2.0946177769234248e-05 , std 9.191693867265896e-05 
2023-04-20 05:48:59,459 INFO ofi_order_9: 2.3882832650425892e-05 , std 9.501945988424775e-05 
2023-04-20 05:48:59,459 INFO ofi_order_10: 3.2831313635293075e-05 , std 0.00011922099934999551 
2023-04-20 05:48:59,459 INFO ofi_trade_1: 0.00016989367708280379 , std 0.00026986013702518663 
2023-04-20 05:48:59,459 INFO ofi_trade_2: 0.00012055079081201844 , std 0.00026495372080685215 
2023-04-20 05:48:59,459 INFO ofi_trade_3: 6.284494835087024e-05 , std 0.00021930618181288295 
2023-04-20 05:48:59,459 INFO ofi_trade_4: 7.401155664020094e-05 , std 0.00022487417123684183 
2023-04-20 05:48:59,459 INFO ofi_trade_5: 7.911548384759143e-05 , std 0.00022123318817349996 
2023-04-20 05:48:59,459 INFO ofi_trade_6: 7.997633858332035e-05 , std 0.0002933894941457761 
2023-04-20 05:48:59,459 INFO ofi_trade_7: 9.166768067393584e-05 , std 0.0003056612255408876 
2023-04-20 05:48:59,459 INFO ofi_trade_8: 7.026678025155822e-05 , std 0.0002173413621336987 
2023-04-20 05:48:59,459 INFO ofi_trade_9: 0.00010373569230601779 , std 0.00022070876405224673 
2023-04-20 05:48:59,459 INFO ofi_trade_10: 0.0001362545226946765 , std 0.00027725166238229073 
