2023-04-20 05:34:25,128 INFO Tickers: ['GE']
2023-04-20 05:34:36,289 INFO Negative OS: -0.00557965752421663 --- ticker GE --- day 2017-01-31 --- time 52200
2023-04-20 05:34:37,524 INFO Negative OS: -1.9438908153016103 --- ticker GE --- day 2017-02-03 --- time 39600
2023-04-20 05:34:37,581 INFO Negative OS: -0.0003534956794970512 --- ticker GE --- day 2017-02-03 --- time 41400
2023-04-20 05:35:09,234 INFO Negative OS: -0.008364312267657548 --- ticker GE --- day 2017-04-17 --- time 45000
2023-04-20 05:36:30,292 INFO Negative OS: -0.18327530622777832 --- ticker GE --- day 2017-09-25 --- time 43200
2023-04-20 05:36:58,757 INFO Negative OS: -8.270024318383372 --- ticker GE --- day 2017-11-30 --- time 43200
2023-04-20 05:37:06,538 INFO Negative OS: -1.8932538601767281 --- ticker GE --- day 2017-12-06 --- time 52200
2023-04-20 05:37:19,500 INFO Error --- ticker GE --- day 2017-12-08 --- time 46800 --- shapes (180,21) and (20,) not aligned: 21 (dim 1) != 20 (dim 0)
2023-04-20 05:37:27,620 INFO Error --- ticker GE --- day 2017-12-27 --- time 52200 --- shapes (180,21) and (20,) not aligned: 21 (dim 1) != 20 (dim 0)
2023-04-20 05:37:43,083 INFO Error --- ticker GE --- day 2017-12-28 --- time 46800 --- shapes (180,21) and (20,) not aligned: 21 (dim 1) != 20 (dim 0)
2023-04-20 05:37:47,581 INFO Negative OS: -0.3950264821516323 --- ticker GE --- day 2018-01-04 --- time 41400
2023-04-20 05:38:18,375 INFO Negative OS: -2.289040165007577 --- ticker GE --- day 2018-03-19 --- time 43200
2023-04-20 05:38:50,735 INFO Negative OS: -0.5422641032739952 --- ticker GE --- day 2018-05-25 --- time 36000
2023-04-20 05:38:51,974 INFO Negative OS: -0.4898949225410876 --- ticker GE --- day 2018-05-30 --- time 37800
2023-04-20 05:39:04,039 INFO Negative OS: -0.9726990079415703 --- ticker GE --- day 2018-06-22 --- time 45000
2023-04-20 05:39:06,604 INFO Negative OS: -0.4664273409406494 --- ticker GE --- day 2018-06-29 --- time 37800
2023-04-20 05:39:14,277 INFO Negative OS: -2.68516265357073 --- ticker GE --- day 2018-07-13 --- time 50400
2023-04-20 05:39:23,698 INFO Negative OS: -1.1328376612234896 --- ticker GE --- day 2018-07-20 --- time 45000
2023-04-20 05:39:24,636 INFO Negative OS: -2.343555420399374 --- ticker GE --- day 2018-07-24 --- time 36000
2023-04-20 05:39:39,883 INFO Error --- ticker GE --- day 2018-07-25 --- time 46800 --- shapes (180,21) and (20,) not aligned: 21 (dim 1) != 20 (dim 0)
2023-04-20 05:40:00,368 INFO Error --- ticker GE --- day 2018-08-03 --- time 50400 --- shapes (180,21) and (20,) not aligned: 21 (dim 1) != 20 (dim 0)
2023-04-20 05:40:02,535 INFO Negative OS: -0.0027855153203342198 --- ticker GE --- day 2018-08-03 --- time 52200
2023-04-20 05:40:14,760 INFO Error --- ticker GE --- day 2018-08-08 --- time 50400 --- shapes (180,21) and (20,) not aligned: 21 (dim 1) != 20 (dim 0)
2023-04-20 05:40:29,238 INFO Error --- ticker GE --- day 2018-08-09 --- time 45000 --- shapes (180,21) and (20,) not aligned: 21 (dim 1) != 20 (dim 0)
2023-04-20 05:40:31,749 INFO Negative OS: -0.022346368715083553 --- ticker GE --- day 2018-08-09 --- time 48600
2023-04-20 05:40:33,918 INFO Negative OS: -0.0021475335288894115 --- ticker GE --- day 2018-08-09 --- time 50400
2023-04-20 05:40:37,754 INFO Negative OS: -0.11214957345873611 --- ticker GE --- day 2018-08-14 --- time 50400
2023-04-20 05:40:39,171 INFO Negative OS: -0.419890662586359 --- ticker GE --- day 2018-08-17 --- time 41400
2023-04-20 05:40:53,692 INFO Error --- ticker GE --- day 2018-08-17 --- time 45000 --- shapes (180,21) and (20,) not aligned: 21 (dim 1) != 20 (dim 0)
2023-04-20 05:41:04,206 INFO Error --- ticker GE --- day 2018-08-22 --- time 48600 --- shapes (180,21) and (20,) not aligned: 21 (dim 1) != 20 (dim 0)
2023-04-20 05:41:07,322 INFO Negative OS: -1.1079292433780146 --- ticker GE --- day 2018-08-30 --- time 43200
2023-04-20 05:41:29,927 INFO Negative OS: -0.015518311607697344 --- ticker GE --- day 2018-09-28 --- time 43200
2023-04-20 05:42:41,093 INFO Error --- ticker GE --- day 2019-02-19 --- time 46800 --- shapes (180,21) and (20,) not aligned: 21 (dim 1) != 20 (dim 0)
2023-04-20 05:42:54,409 INFO Error --- ticker GE --- day 2019-02-21 --- time 48600 --- shapes (180,21) and (20,) not aligned: 21 (dim 1) != 20 (dim 0)
2023-04-20 05:43:11,755 INFO Negative OS: -0.007421150278292821 --- ticker GE --- day 2019-03-28 --- time 48600
2023-04-20 05:43:17,314 INFO Negative OS: -0.28092335543838653 --- ticker GE --- day 2019-04-05 --- time 46800
2023-04-20 05:43:23,329 INFO Negative OS: -0.27730245887362504 --- ticker GE --- day 2019-04-10 --- time 48600
2023-04-20 05:43:40,915 INFO Error --- ticker GE --- day 2019-04-18 --- time 52200 --- shapes (180,21) and (20,) not aligned: 21 (dim 1) != 20 (dim 0)
2023-04-20 05:44:08,313 INFO Negative OS: -0.07475338342611448 --- ticker GE --- day 2019-05-24 --- time 50400
2023-04-20 05:44:24,788 INFO Negative OS: -3.5850522004044265 --- ticker GE --- day 2019-06-14 --- time 50400
2023-04-20 05:44:34,894 INFO Negative OS: -3.069418992569208 --- ticker GE --- day 2019-06-28 --- time 50400
2023-04-20 05:44:49,890 INFO Error --- ticker GE --- day 2019-07-05 --- time 48600 --- shapes (180,21) and (20,) not aligned: 21 (dim 1) != 20 (dim 0)
2023-04-20 05:44:57,412 INFO Error --- ticker GE --- day 2019-07-12 --- time 39600 --- shapes (180,21) and (20,) not aligned: 21 (dim 1) != 20 (dim 0)
2023-04-20 05:45:13,917 INFO Error --- ticker GE --- day 2019-07-17 --- time 50400 --- shapes (180,21) and (20,) not aligned: 21 (dim 1) != 20 (dim 0)
2023-04-20 05:45:29,556 INFO Negative OS: -0.0009259259259246644 --- ticker GE --- day 2019-07-26 --- time 46800
2023-04-20 05:45:46,926 INFO Error --- ticker GE --- day 2019-08-12 --- time 50400 --- shapes (180,21) and (20,) not aligned: 21 (dim 1) != 20 (dim 0)
2023-04-20 05:46:07,224 INFO Error --- ticker GE --- day 2019-08-30 --- time 48600 --- shapes (180,21) and (20,) not aligned: 21 (dim 1) != 20 (dim 0)
2023-04-20 05:46:15,914 INFO Negative OS: -0.007421150278293265 --- ticker GE --- day 2019-09-06 --- time 39600
2023-04-20 05:46:20,237 INFO Negative OS: -0.2938382826499015 --- ticker GE --- day 2019-09-11 --- time 52200
2023-04-20 05:46:40,637 INFO Error --- ticker GE --- day 2019-09-30 --- time 50400 --- shapes (180,21) and (20,) not aligned: 21 (dim 1) != 20 (dim 0)
2023-04-20 05:46:51,486 INFO Negative OS: -0.008364312267657548 --- ticker GE --- day 2019-10-09 --- time 45000
2023-04-20 05:46:55,958 INFO Negative OS: -1.8761386132689468 --- ticker GE --- day 2019-10-15 --- time 52200
2023-04-20 05:47:03,928 INFO Negative OS: -0.0013888888888884399 --- ticker GE --- day 2019-10-24 --- time 52200
2023-04-20 05:47:06,552 INFO Negative OS: -0.022570532915360042 --- ticker GE --- day 2019-10-25 --- time 37800
2023-04-20 05:47:11,969 INFO Negative OS: -0.0013966480446923057 --- ticker GE --- day 2019-10-28 --- time 48600
2023-04-20 05:47:22,790 INFO Error --- ticker GE --- day 2019-10-28 --- time 52200 --- shapes (180,21) and (20,) not aligned: 21 (dim 1) != 20 (dim 0)
2023-04-20 05:47:30,297 INFO Negative OS: -0.0024829298572299763 --- ticker GE --- day 2019-11-08 --- time 52200
2023-04-20 05:47:44,668 INFO Error --- ticker GE --- day 2019-11-19 --- time 45000 --- shapes (180,21) and (20,) not aligned: 21 (dim 1) != 20 (dim 0)
2023-04-20 05:47:54,398 INFO Negative OS: -0.9395497680765748 --- ticker GE --- day 2019-11-26 --- time 52200
2023-04-20 05:47:59,638 INFO Negative OS: -0.018414322250638993 --- ticker GE --- day 2019-11-29 --- time 36000
2023-04-20 05:48:00,918 INFO Negative OS: -0.5189786755987982 --- ticker GE --- day 2019-12-03 --- time 52200
2023-04-20 05:48:05,288 INFO in_r2: 0.9886963771061714 , std 0.06109220987779705 
2023-04-20 05:48:05,289 INFO os_r2: 0.9386391243499377 , std 0.20574069776898507 
2023-04-20 05:48:05,289 INFO intercept: -5.855553688945189e-08 , std 1.9000365399546115e-06 
2023-04-20 05:48:05,289 INFO ofi_order_1: 0.0001624016702511205 , std 0.00025115647116724866 
2023-04-20 05:48:05,289 INFO ofi_order_2: 0.00041246128980673556 , std 0.0004322514079301075 
2023-04-20 05:48:05,289 INFO ofi_order_3: 0.0004137906027938123 , std 0.0004118482419568236 
2023-04-20 05:48:05,289 INFO ofi_order_4: 0.0004405877686206489 , std 0.0004259199254927085 
2023-04-20 05:48:05,289 INFO ofi_order_5: 0.00037018578655409413 , std 0.0003906415518538432 
2023-04-20 05:48:05,289 INFO ofi_order_6: 0.0003865374500469813 , std 0.0004224426343570496 
2023-04-20 05:48:05,289 INFO ofi_order_7: 0.00028712670688980875 , std 0.00034624373483295326 
2023-04-20 05:48:05,289 INFO ofi_order_8: 0.0002344476074838128 , std 0.00030811542696912615 
2023-04-20 05:48:05,289 INFO ofi_order_9: 0.00017752342507933917 , std 0.00026512186897000776 
2023-04-20 05:48:05,289 INFO ofi_order_10: 0.00017709105447232638 , std 0.0002761714916080776 
2023-04-20 05:48:05,289 INFO ofi_trade_1: 4.481352994606806e-05 , std 0.00012875898376514988 
2023-04-20 05:48:05,289 INFO ofi_trade_2: 0.0004527034600948806 , std 0.0005192886083261998 
2023-04-20 05:48:05,289 INFO ofi_trade_3: 0.0005757095733276906 , std 0.0006257617367614021 
2023-04-20 05:48:05,289 INFO ofi_trade_4: 0.0004423159809726089 , std 0.00047838108429853706 
2023-04-20 05:48:05,289 INFO ofi_trade_5: 0.0003462050080955315 , std 0.0004118399144974945 
2023-04-20 05:48:05,289 INFO ofi_trade_6: 0.0003503969300691647 , std 0.0004275690327034885 
2023-04-20 05:48:05,289 INFO ofi_trade_7: 0.0002571545520094719 , std 0.0003722032465605181 
2023-04-20 05:48:05,289 INFO ofi_trade_8: 0.00020232567328547734 , std 0.0003078221294481855 
2023-04-20 05:48:05,289 INFO ofi_trade_9: 0.00017119486743409556 , std 0.00027290485267876107 
2023-04-20 05:48:05,289 INFO ofi_trade_10: 0.00016599849236998101 , std 0.0002809778192172105 
2023-04-20 05:48:05,289 INFO t_intercept: -0.03386557748550165 , std 1.0036149981157108 
2023-04-20 05:48:05,289 INFO t_ofi_order_1: 5.424185702739042 , std 2.6227993181275058 
2023-04-20 05:48:05,289 INFO t_ofi_order_2: 5.0052494075589085 , std 3.3156409217524416 
2023-04-20 05:48:05,289 INFO t_ofi_order_3: 4.153859079588282 , std 3.339866546705665 
2023-04-20 05:48:05,289 INFO t_ofi_order_4: 3.8714709770867155 , std 3.494207251528563 
2023-04-20 05:48:05,289 INFO t_ofi_order_5: 3.3768188717211505 , std 3.6815519950946647 
2023-04-20 05:48:05,289 INFO t_ofi_order_6: 3.799169892007917 , std 4.6686437944288395 
2023-04-20 05:48:05,289 INFO t_ofi_order_7: 2.9429101191307563 , std 4.189308111523917 
2023-04-20 05:48:05,289 INFO t_ofi_order_8: 2.5904675211301353 , std 4.040796479297496 
2023-04-20 05:48:05,289 INFO t_ofi_order_9: 2.180116972472617 , std 3.7636433582012976 
2023-04-20 05:48:05,289 INFO t_ofi_order_10: 2.260501651106653 , std 3.846296911118433 
2023-04-20 05:48:05,289 INFO t_ofi_trade_1: 0.5712337741029746 , std 1.3730965758730984 
2023-04-20 05:48:05,289 INFO t_ofi_trade_2: 3.7310907324921865 , std 9.317678993691203 
2023-04-20 05:48:05,289 INFO t_ofi_trade_3: 3.844985390456105 , std 8.505809802520956 
2023-04-20 05:48:05,289 INFO t_ofi_trade_4: 3.281742357503479 , std 7.845494193642635 
2023-04-20 05:48:05,289 INFO t_ofi_trade_5: 3.0240584898171585 , std 14.216935934907019 
2023-04-20 05:48:05,289 INFO t_ofi_trade_6: 3.5248593932803973 , std 9.77239736059149 
2023-04-20 05:48:05,289 INFO t_ofi_trade_7: 2.609393929940907 , std 5.6582417800085745 
2023-04-20 05:48:05,289 INFO t_ofi_trade_8: 2.396240556780908 , std 12.645077831769452 
2023-04-20 05:48:05,290 INFO t_ofi_trade_9: 2.139971072314052 , std 10.809690889116935 
2023-04-20 05:48:05,290 INFO t_ofi_trade_10: 2.0957508605864508 , std 4.169279121718092 
2023-04-20 05:48:05,290 INFO p_intercept: 0.5030545675659379 , std 0.2890510285298927 
2023-04-20 05:48:05,290 INFO p_ofi_order_1: 0.05024042904906793 , std 0.1872052425463051 
2023-04-20 05:48:05,290 INFO p_ofi_order_2: 0.11214332597631158 , std 0.28768430829560715 
2023-04-20 05:48:05,290 INFO p_ofi_order_3: 0.18458932967229608 , std 0.3605566448312417 
2023-04-20 05:48:05,290 INFO p_ofi_order_4: 0.23098178998852933 , std 0.39018771351353937 
2023-04-20 05:48:05,290 INFO p_ofi_order_5: 0.30918174815834537 , std 0.42718548149793095 
2023-04-20 05:48:05,290 INFO p_ofi_order_6: 0.35743751368306165 , std 0.4459316881034268 
2023-04-20 05:48:05,290 INFO p_ofi_order_7: 0.4393998894455298 , std 0.46026732606241616 
2023-04-20 05:48:05,290 INFO p_ofi_order_8: 0.5103092294687028 , std 0.46801208557713375 
2023-04-20 05:48:05,290 INFO p_ofi_order_9: 0.5775821085391777 , std 0.46400704123561853 
2023-04-20 05:48:05,290 INFO p_ofi_order_10: 0.5900190216068276 , std 0.4651789194650398 
2023-04-20 05:48:05,290 INFO p_ofi_trade_1: 0.7867509934470003 , std 0.37211771084340145 
2023-04-20 05:48:05,290 INFO p_ofi_trade_2: 0.25969985233704945 , std 0.3906824384928216 
2023-04-20 05:48:05,290 INFO p_ofi_trade_3: 0.2738427045488279 , std 0.4028247940527198 
2023-04-20 05:48:05,290 INFO p_ofi_trade_4: 0.35386340192500454 , std 0.43623038236290185 
2023-04-20 05:48:05,290 INFO p_ofi_trade_5: 0.43390834710591586 , std 0.4563883447075355 
2023-04-20 05:48:05,290 INFO p_ofi_trade_6: 0.4504962540654612 , std 0.465173753140161 
2023-04-20 05:48:05,290 INFO p_ofi_trade_7: 0.5331970975086466 , std 0.467264378955911 
2023-04-20 05:48:05,290 INFO p_ofi_trade_8: 0.5895707771032741 , std 0.4618330811858029 
2023-04-20 05:48:05,290 INFO p_ofi_trade_9: 0.6283066470544798 , std 0.4564375091631755 
2023-04-20 05:48:05,290 INFO p_ofi_trade_10: 0.6456442723994341 , std 0.45265879334190795 
