2023-04-20 05:45:23,575 INFO Tickers: ['ANTM']
2023-04-20 05:46:01,018 INFO Negative OS: -1.282783146077799 --- ticker ANTM --- day 2018-10-11 --- time 43200
2023-04-20 05:46:01,296 INFO Negative OS: -0.36160116316147217 --- ticker ANTM --- day 2018-10-12 --- time 37800
2023-04-20 05:46:02,059 INFO Negative OS: -0.23014915268824088 --- ticker ANTM --- day 2018-10-17 --- time 37800
2023-04-20 05:46:03,593 INFO Negative OS: -2.9235342791188317 --- ticker ANTM --- day 2018-10-24 --- time 52200
2023-04-20 05:46:04,186 INFO Negative OS: -0.4273188329273905 --- ticker ANTM --- day 2018-10-26 --- time 41400
2023-04-20 05:46:04,757 INFO Negative OS: -0.4364720860583551 --- ticker ANTM --- day 2018-10-29 --- time 50400
2023-04-20 05:46:08,342 INFO Negative OS: -0.49336258408586753 --- ticker ANTM --- day 2018-11-27 --- time 48600
2023-04-20 05:46:08,446 INFO Negative OS: -0.5305304297785882 --- ticker ANTM --- day 2018-11-27 --- time 52200
2023-04-20 05:46:09,802 INFO Negative OS: -0.3915470607731708 --- ticker ANTM --- day 2018-12-06 --- time 52200
2023-04-20 05:46:10,034 INFO Negative OS: -0.7127417325222654 --- ticker ANTM --- day 2018-12-07 --- time 41400
2023-04-20 05:46:10,132 INFO Negative OS: -0.15251041600949256 --- ticker ANTM --- day 2018-12-07 --- time 50400
2023-04-20 05:46:11,534 INFO Negative OS: -0.19780967566374907 --- ticker ANTM --- day 2018-12-18 --- time 43200
2023-04-20 05:46:11,911 INFO Negative OS: -2.9524414276439557 --- ticker ANTM --- day 2018-12-19 --- time 52200
2023-04-20 05:46:14,113 INFO Negative OS: -0.11064209028178373 --- ticker ANTM --- day 2019-01-04 --- time 52200
2023-04-20 05:46:14,375 INFO Negative OS: -0.3058345539031462 --- ticker ANTM --- day 2019-01-07 --- time 43200
2023-04-20 05:46:14,557 INFO Negative OS: -0.07373190114355865 --- ticker ANTM --- day 2019-01-08 --- time 36000
2023-04-20 05:46:14,658 INFO Negative OS: -0.11470319914380833 --- ticker ANTM --- day 2019-01-08 --- time 39600
2023-04-20 05:46:16,616 INFO Negative OS: -0.6569269060867342 --- ticker ANTM --- day 2019-01-31 --- time 41400
2023-04-20 05:46:17,545 INFO Negative OS: -0.3406251361387602 --- ticker ANTM --- day 2019-02-07 --- time 37800
2023-04-20 05:46:28,378 INFO Negative OS: -0.3271436246264563 --- ticker ANTM --- day 2019-05-07 --- time 50400
2023-04-20 05:46:35,202 INFO Negative OS: -0.3213634812741255 --- ticker ANTM --- day 2019-07-25 --- time 36000
2023-04-20 05:46:39,613 INFO Negative OS: -0.07617359832621085 --- ticker ANTM --- day 2019-09-04 --- time 36000
2023-04-20 05:46:41,469 INFO Negative OS: -0.04915500202310907 --- ticker ANTM --- day 2019-10-03 --- time 36000
2023-04-20 05:46:46,678 INFO in_r2: 0.7148163297160856 , std 0.17688530590247348 
2023-04-20 05:46:46,678 INFO os_r2: 0.591621886851165 , std 0.32131553986098205 
2023-04-20 05:46:46,678 INFO intercept: -2.670829802500157e-07 , std 2.1165717797683865e-05 
2023-04-20 05:46:46,678 INFO ofi_order_1: 0.00016454909435288244 , std 0.00018671765798727275 
2023-04-20 05:46:46,678 INFO ofi_order_2: 0.00016546476709057388 , std 0.00019167506265915614 
2023-04-20 05:46:46,678 INFO ofi_order_3: 0.00012274582988457155 , std 0.0001760445603233695 
2023-04-20 05:46:46,678 INFO ofi_order_4: 8.549438091803178e-05 , std 0.00015036701370468245 
2023-04-20 05:46:46,678 INFO ofi_order_5: 6.292695900861349e-05 , std 0.0001233499206153825 
2023-04-20 05:46:46,678 INFO ofi_order_6: 4.108336105231283e-05 , std 0.00010829449245429859 
2023-04-20 05:46:46,678 INFO ofi_order_7: 4.364784405328102e-05 , std 0.0001236268191310099 
2023-04-20 05:46:46,678 INFO ofi_order_8: 3.2107778483092445e-05 , std 0.00015106469396782864 
2023-04-20 05:46:46,678 INFO ofi_order_9: 3.602625904032571e-05 , std 0.0001228321659357854 
2023-04-20 05:46:46,678 INFO ofi_order_10: 3.616841432930524e-05 , std 0.0001284859175305472 
2023-04-20 05:46:46,678 INFO ofi_trade_1: 0.0001600792365344358 , std 0.00024177344474643277 
2023-04-20 05:46:46,678 INFO ofi_trade_2: 0.0001096616175852345 , std 0.00027990489814705937 
2023-04-20 05:46:46,678 INFO ofi_trade_3: 6.82119834898931e-05 , std 0.00024066848656290903 
2023-04-20 05:46:46,678 INFO ofi_trade_4: 7.741759778279608e-05 , std 0.00027148755127258314 
2023-04-20 05:46:46,678 INFO ofi_trade_5: 8.672730559861617e-05 , std 0.00023328300276646415 
2023-04-20 05:46:46,678 INFO ofi_trade_6: 9.638635698922652e-05 , std 0.00027171478260906246 
2023-04-20 05:46:46,678 INFO ofi_trade_7: 8.001128563797547e-05 , std 0.00021639124444433738 
2023-04-20 05:46:46,678 INFO ofi_trade_8: 9.074091065788721e-05 , std 0.00028568008032685104 
2023-04-20 05:46:46,678 INFO ofi_trade_9: 0.00010237962394600747 , std 0.00026264961718025216 
2023-04-20 05:46:46,678 INFO ofi_trade_10: 0.00014309784224455734 , std 0.0002758674560175085 
2023-04-20 05:46:46,678 INFO t_intercept: -0.0010911028656045213 , std 1.0622703786316863 
2023-04-20 05:46:46,678 INFO t_ofi_order_1: 2.6234479750472675 , std 1.5776048683836774 
2023-04-20 05:46:46,678 INFO t_ofi_order_2: 1.9789405325380718 , std 1.3806041657530863 
2023-04-20 05:46:46,678 INFO t_ofi_order_3: 1.4403961834478913 , std 1.2644266151023789 
