2023-04-20 05:32:25,457 INFO Tickers: ['LIN']
2023-04-20 05:32:26,468 INFO Negative OS: -4.867832057061472 --- ticker LIN --- day 2018-11-01 --- time 52200
2023-04-20 05:32:26,849 INFO Negative OS: -0.06807623625989367 --- ticker LIN --- day 2018-11-02 --- time 46800
2023-04-20 05:32:27,019 INFO Negative OS: -0.3413587198837529 --- ticker LIN --- day 2018-11-02 --- time 52200
2023-04-20 05:32:27,263 INFO Negative OS: -0.8868567953397384 --- ticker LIN --- day 2018-11-05 --- time 45000
2023-04-20 05:32:27,387 INFO Negative OS: -0.016838009777680796 --- ticker LIN --- day 2018-11-05 --- time 52200
2023-04-20 05:32:33,384 INFO Negative OS: -0.9341194481479491 --- ticker LIN --- day 2018-12-10 --- time 46800
2023-04-20 05:32:33,664 INFO Negative OS: -0.16980774605652837 --- ticker LIN --- day 2018-12-11 --- time 41400
2023-04-20 05:32:35,225 INFO Negative OS: -0.025399775612785946 --- ticker LIN --- day 2018-12-14 --- time 52200
2023-04-20 05:32:35,475 INFO Negative OS: -0.2870698181621536 --- ticker LIN --- day 2018-12-17 --- time 46800
2023-04-20 05:32:36,468 INFO Negative OS: -0.01283368754219505 --- ticker LIN --- day 2018-12-19 --- time 48600
2023-04-20 05:32:37,437 INFO Negative OS: -1.082193700605334 --- ticker LIN --- day 2018-12-21 --- time 43200
2023-04-20 05:32:40,928 INFO Negative OS: -0.7149705307564009 --- ticker LIN --- day 2019-01-07 --- time 41400
2023-04-20 05:32:41,029 INFO Negative OS: -0.054518340742193416 --- ticker LIN --- day 2019-01-07 --- time 45000
2023-04-20 05:32:44,732 INFO Negative OS: -0.005027631396975707 --- ticker LIN --- day 2019-01-30 --- time 50400
2023-04-20 05:32:45,599 INFO Negative OS: -0.11106949410442613 --- ticker LIN --- day 2019-02-05 --- time 45000
2023-04-20 05:32:45,794 INFO Negative OS: -0.10613913322698809 --- ticker LIN --- day 2019-02-06 --- time 39600
2023-04-20 05:32:49,043 INFO Negative OS: -0.8674592229183045 --- ticker LIN --- day 2019-02-26 --- time 46800
2023-04-20 05:33:19,470 INFO Negative OS: -0.13156819445231482 --- ticker LIN --- day 2019-10-02 --- time 39600
2023-04-20 05:33:26,458 INFO in_r2: 0.7729790348584067 , std 0.1512904022538328 
2023-04-20 05:33:26,459 INFO os_r2: 0.6608822389531247 , std 0.3102643716084545 
2023-04-20 05:33:26,459 INFO intercept: 9.354871068204515e-07 , std 1.1611849709353798e-05 
2023-04-20 05:33:26,459 INFO ofi_order_1: 0.0001642971834428271 , std 0.0001552666046165125 
2023-04-20 05:33:26,459 INFO ofi_order_2: 0.0001744762018489408 , std 0.0001650690305357822 
2023-04-20 05:33:26,459 INFO ofi_order_3: 0.00010499996001216403 , std 0.00011990098843052805 
2023-04-20 05:33:26,459 INFO ofi_order_4: 5.67948040997727e-05 , std 7.61463616838076e-05 
2023-04-20 05:33:26,459 INFO ofi_order_5: 3.021409941037239e-05 , std 8.412262555842248e-05 
2023-04-20 05:33:26,459 INFO ofi_order_6: 2.701410587372285e-05 , std 0.00013787225282665546 
2023-04-20 05:33:26,459 INFO ofi_order_7: 1.6126445279356265e-05 , std 0.00012011175011615139 
2023-04-20 05:33:26,459 INFO ofi_order_8: 1.4227097369297178e-05 , std 0.00011144621485908196 
2023-04-20 05:33:26,459 INFO ofi_order_9: 7.94892161781818e-06 , std 6.547930041099023e-05 
2023-04-20 05:33:26,459 INFO ofi_order_10: 1.3182297842267194e-05 , std 8.533305671093641e-05 
2023-04-20 05:33:26,459 INFO ofi_trade_1: 0.00010252253623487387 , std 0.00018046261144930365 
2023-04-20 05:33:26,459 INFO ofi_trade_2: 0.00010058161447204336 , std 0.0001769290066582417 
2023-04-20 05:33:26,459 INFO ofi_trade_3: 7.671002117683501e-05 , std 0.00014597482944922965 
2023-04-20 05:33:26,459 INFO ofi_trade_4: 6.811230901712953e-05 , std 0.0001579833383302055 
2023-04-20 05:33:26,459 INFO ofi_trade_5: 7.53801962025944e-05 , std 0.00016588041419427372 
2023-04-20 05:33:26,459 INFO ofi_trade_6: 6.257360582813344e-05 , std 0.00021912299520186694 
2023-04-20 05:33:26,459 INFO ofi_trade_7: 6.75018921494425e-05 , std 0.0002088313826048868 
2023-04-20 05:33:26,459 INFO ofi_trade_8: 6.897311414807922e-05 , std 0.0002318604287834679 
2023-04-20 05:33:26,459 INFO ofi_trade_9: 7.132853728152528e-05 , std 0.0001863831973312014 
2023-04-20 05:33:26,459 INFO ofi_trade_10: 9.432674826728963e-05 , std 0.00019400045435028263 
2023-04-20 05:33:26,459 INFO t_intercept: 0.11069781579730259 , std 1.0841836326831398 
2023-04-20 05:33:26,459 INFO t_ofi_order_1: 3.1081880055452524 , std 1.8315210122357666 
2023-04-20 05:33:26,459 INFO t_ofi_order_2: 2.9354622253150664 , std 1.4907367386026764 
2023-04-20 05:33:26,459 INFO t_ofi_order_3: 1.818493224627355 , std 1.3413498982235805 
2023-04-20 05:33:26,459 INFO t_ofi_order_4: 1.0383304840499505 , std 1.0221916672538371 
2023-04-20 05:33:26,459 INFO t_ofi_order_5: 0.5892364811173986 , std 0.8848466979881776 
2023-04-20 05:33:26,459 INFO t_ofi_order_6: 0.38231825585177864 , std 0.7550376347875823 
2023-04-20 05:33:26,459 INFO t_ofi_order_7: 0.2408629653425039 , std 0.7831257491085549 
2023-04-20 05:33:26,459 INFO t_ofi_order_8: 0.21680192764749676 , std 0.9075669257087968 
2023-04-20 05:33:26,459 INFO t_ofi_order_9: 0.12776380063432063 , std 0.6201091109764262 
2023-04-20 05:33:26,459 INFO t_ofi_order_10: 0.1553005035280981 , std 0.7846338978879442 
2023-04-20 05:33:26,459 INFO t_ofi_trade_1: 0.8559341265722986 , std 1.1387056827698214 
2023-04-20 05:33:26,459 INFO t_ofi_trade_2: 0.8827657472041381 , std 1.0669542852734406 
2023-04-20 05:33:26,459 INFO t_ofi_trade_3: 0.6693172972495504 , std 0.913371099703345 
