2023-04-21 12:11:01,935 INFO Tickers: ['CME']
2023-04-21 12:11:16,006 INFO Negative OS: -4.89351456446479 --- ticker CME --- day 2017-11-15 --- time 36000
2023-04-21 12:11:19,606 INFO Negative OS: -1.335298131233643 --- ticker CME --- day 2018-02-08 --- time 41400
2023-04-21 12:11:21,301 INFO Negative OS: -0.4031316770179765 --- ticker CME --- day 2018-03-15 --- time 45000
2023-04-21 12:11:23,350 INFO Negative OS: -0.050103723377302956 --- ticker CME --- day 2018-04-26 --- time 46800
2023-04-21 12:11:31,324 INFO Negative OS: -0.058595709953263464 --- ticker CME --- day 2018-10-11 --- time 48600
2023-04-21 12:11:32,156 INFO Negative OS: -0.11238930837105165 --- ticker CME --- day 2018-10-26 --- time 43200
2023-04-21 12:11:32,291 INFO Negative OS: -5.155115306853543 --- ticker CME --- day 2018-10-30 --- time 36000
2023-04-21 12:11:32,296 INFO Negative OS: -0.34246602682370253 --- ticker CME --- day 2018-10-30 --- time 37800
2023-04-21 12:11:32,678 INFO Negative OS: -0.6763381891345035 --- ticker CME --- day 2018-11-06 --- time 37800
2023-04-21 12:11:33,226 INFO Negative OS: -0.036448183994619576 --- ticker CME --- day 2018-11-15 --- time 45000
2023-04-21 12:11:33,402 INFO Negative OS: -0.0717639694925829 --- ticker CME --- day 2018-11-19 --- time 52200
2023-04-21 12:11:33,890 INFO Negative OS: -0.0026435678143703623 --- ticker CME --- day 2018-11-29 --- time 37800
2023-04-21 12:11:34,963 INFO Negative OS: -0.033940453839939044 --- ticker CME --- day 2018-12-20 --- time 45000
2023-04-21 12:11:35,112 INFO Negative OS: -0.09087201154875646 --- ticker CME --- day 2018-12-24 --- time 41400
2023-04-21 12:11:35,428 INFO Negative OS: -0.13391006609682798 --- ticker CME --- day 2018-12-31 --- time 48600
2023-04-21 12:11:35,790 INFO Negative OS: -0.06529651381099932 --- ticker CME --- day 2019-01-08 --- time 39600
2023-04-21 12:11:36,772 INFO Negative OS: -0.2759478618293585 --- ticker CME --- day 2019-01-30 --- time 45000
2023-04-21 12:11:36,952 INFO Negative OS: -1.034804701841527 --- ticker CME --- day 2019-02-04 --- time 36000
2023-04-21 12:11:38,248 INFO Negative OS: -0.841933292756639 --- ticker CME --- day 2019-03-01 --- time 39600
2023-04-21 12:11:40,173 INFO Negative OS: -2.637020753932695 --- ticker CME --- day 2019-04-05 --- time 52200
2023-04-21 12:11:41,977 INFO Negative OS: -0.8471675630758257 --- ticker CME --- day 2019-05-14 --- time 48600
2023-04-21 12:11:43,201 INFO Negative OS: -0.029532443726652646 --- ticker CME --- day 2019-06-07 --- time 52200
2023-04-21 12:11:45,712 INFO Negative OS: -1.4911049462030674 --- ticker CME --- day 2019-08-02 --- time 39600
2023-04-21 12:11:47,299 INFO Negative OS: -4.0136806886022205 --- ticker CME --- day 2019-09-05 --- time 36000
2023-04-21 12:11:47,499 INFO Negative OS: -0.64867961087634 --- ticker CME --- day 2019-09-10 --- time 37800
2023-04-21 12:11:49,853 INFO Negative OS: -40.01118621298597 --- ticker CME --- day 2019-10-31 --- time 52200
2023-04-21 12:11:51,068 INFO Negative OS: -3.202500757829883 --- ticker CME --- day 2019-11-29 --- time 39600
2023-04-21 12:11:51,739 INFO in_r2: 0.8118879751939965 , std 0.09821314330694329 
2023-04-21 12:11:51,739 INFO os_r2: 0.7098632867488824 , std 0.8371508840956131 
2023-04-21 12:11:51,739 INFO intercept: -3.712757511177967e-07 , std 1.7919028760704758e-05 
2023-04-21 12:11:51,739 INFO pca_1: 2.287718541454071e-06 , std 6.635586577342673e-05 
2023-04-21 12:11:51,739 INFO pca_2: -3.94880766070315e-06 , std 0.00012184324327333737 
2023-04-21 12:11:51,739 INFO pca_3: -9.149299685679373e-07 , std 0.00010558779751988332 
2023-04-21 12:11:51,739 INFO pca_4: -4.266466695906385e-07 , std 0.00011396051375698743 
2023-04-21 12:11:51,739 INFO pca_5: 8.932978867073074e-07 , std 0.00010986747842611824 
2023-04-21 12:11:51,740 INFO pca_6: 4.769989804716824e-07 , std 0.00010559427386603333 
2023-04-21 12:11:51,740 INFO pca_7: -3.3052102094485787e-06 , std 9.682570871446129e-05 
2023-04-21 12:11:51,740 INFO pca_8: -3.2292239118954675e-06 , std 8.818971934358189e-05 
2023-04-21 12:11:51,740 INFO pca_9: -1.3102377846995728e-06 , std 8.343880474813476e-05 
2023-04-21 12:11:51,740 INFO pca_10: 6.191201917927805e-07 , std 7.827216084589941e-05 
2023-04-21 12:11:51,740 INFO t_intercept: -0.022252119103119465 , std 2.7111846093975647 
2023-04-21 12:11:51,740 INFO t_pca_1: 0.5947088525379045 , std 20.2259412960644 
2023-04-21 12:11:51,740 INFO t_pca_2: -0.6183986222865948 , std 16.688341937958736 
2023-04-21 12:11:51,740 INFO t_pca_3: -0.06496283608653072 , std 10.78553561717816 
2023-04-21 12:11:51,740 INFO t_pca_4: -0.07715269976134406 , std 9.031986262403304 
2023-04-21 12:11:51,740 INFO t_pca_5: 0.04645652600327079 , std 7.328153164817542 
2023-04-21 12:11:51,740 INFO t_pca_6: 0.010220314225881237 , std 5.861387843467912 
2023-04-21 12:11:51,740 INFO t_pca_7: -0.10407792207835065 , std 4.858955271441019 
2023-04-21 12:11:51,740 INFO t_pca_8: -0.16008368128154216 , std 3.8495830581028674 
2023-04-21 12:11:51,740 INFO t_pca_9: -0.04568531263240318 , std 3.3457438213637727 
2023-04-21 12:11:51,740 INFO t_pca_10: 0.036544108712059827 , std 2.72087701689434 
2023-04-21 12:11:51,740 INFO p_intercept: 0.24682091480689594 , std 0.3003655960486519 
2023-04-21 12:11:51,740 INFO p_pca_1: 0.006707643858307492 , std 0.060407467497026975 
2023-04-21 12:11:51,740 INFO p_pca_2: 0.04450393037109501 , std 0.15392358406687165 
2023-04-21 12:11:51,740 INFO p_pca_3: 0.07484894458188641 , std 0.19946236098715744 
2023-04-21 12:11:51,740 INFO p_pca_4: 0.07599700269661623 , std 0.19471273874072534 
2023-04-21 12:11:51,740 INFO p_pca_5: 0.10220073264332735 , std 0.21726919157240873 
2023-04-21 12:11:51,740 INFO p_pca_6: 0.13458252499298687 , std 0.25005994778720525 
2023-04-21 12:11:51,740 INFO p_pca_7: 0.17235126295222367 , std 0.26984381568531945 
2023-04-21 12:11:51,740 INFO p_pca_8: 0.21666971203255736 , std 0.2924500969101022 
