2023-04-21 12:07:24,077 INFO Tickers: ['UNP']
2023-04-21 12:07:42,194 INFO Negative OS: -0.3433507804630256 --- ticker UNP --- day 2018-01-24 --- time 36000
2023-04-21 12:07:42,721 INFO Negative OS: -0.2902305137913421 --- ticker UNP --- day 2018-02-02 --- time 50400
2023-04-21 12:07:42,837 INFO Negative OS: -0.07372667528969123 --- ticker UNP --- day 2018-02-06 --- time 37800
2023-04-21 12:07:42,986 INFO Negative OS: -0.01711553863305393 --- ticker UNP --- day 2018-02-08 --- time 36000
2023-04-21 12:07:43,021 INFO Negative OS: -0.08656888756938685 --- ticker UNP --- day 2018-02-08 --- time 48600
2023-04-21 12:07:56,965 INFO Negative OS: -0.5066842144268107 --- ticker UNP --- day 2018-11-06 --- time 41400
2023-04-21 12:07:58,125 INFO Negative OS: -0.09797583649993546 --- ticker UNP --- day 2018-11-29 --- time 39600
2023-04-21 12:08:00,788 INFO Negative OS: -0.6528895667968186 --- ticker UNP --- day 2019-01-24 --- time 45000
2023-04-21 12:08:01,115 INFO Negative OS: -0.6040458970431695 --- ticker UNP --- day 2019-01-30 --- time 50400
2023-04-21 12:08:03,642 INFO Negative OS: -1.1751838537093087 --- ticker UNP --- day 2019-03-19 --- time 37800
2023-04-21 12:08:06,248 INFO Negative OS: -0.04729183344029386 --- ticker UNP --- day 2019-05-07 --- time 37800
2023-04-21 12:08:12,297 INFO Negative OS: -6.517301893697588 --- ticker UNP --- day 2019-08-27 --- time 36000
2023-04-21 12:08:13,268 INFO Negative OS: -10.772101203621725 --- ticker UNP --- day 2019-09-13 --- time 52200
2023-04-21 12:08:14,557 INFO Negative OS: -2.2289588660578405 --- ticker UNP --- day 2019-10-08 --- time 45000
2023-04-21 12:08:16,666 INFO Negative OS: -0.10983419829844543 --- ticker UNP --- day 2019-11-15 --- time 36000
2023-04-21 12:08:17,117 INFO Negative OS: -2.414532317816099 --- ticker UNP --- day 2019-11-25 --- time 39600
2023-04-21 12:08:17,189 INFO Negative OS: -1.3390189927608165 --- ticker UNP --- day 2019-11-26 --- time 39600
2023-04-21 12:08:17,652 INFO Negative OS: -0.5832123503092361 --- ticker UNP --- day 2019-12-05 --- time 45000
2023-04-21 12:08:17,780 INFO Negative OS: -0.14550097619689706 --- ticker UNP --- day 2019-12-09 --- time 36000
2023-04-21 12:08:17,810 INFO Negative OS: -0.0021134572141812136 --- ticker UNP --- day 2019-12-09 --- time 46800
2023-04-21 12:08:17,903 INFO Negative OS: -0.09722177677275812 --- ticker UNP --- day 2019-12-10 --- time 52200
2023-04-21 12:08:18,162 INFO in_r2: 0.8631990583091973 , std 0.061232842471270296 
2023-04-21 12:08:18,162 INFO os_r2: 0.8207197069455957 , std 0.2241173986551542 
2023-04-21 12:08:18,162 INFO intercept: -2.7534939042521557e-07 , std 1.6682430749634574e-05 
2023-04-21 12:08:18,162 INFO pca_1: -2.5217715127081447e-06 , std 8.383068341778211e-05 
2023-04-21 12:08:18,162 INFO pca_2: -1.2273799013422709e-05 , std 0.00016470016222547415 
2023-04-21 12:08:18,162 INFO pca_3: -1.8090347218961e-06 , std 9.561589772934769e-05 
2023-04-21 12:08:18,162 INFO pca_4: -5.084582109624252e-06 , std 7.389453538268917e-05 
2023-04-21 12:08:18,162 INFO pca_5: -7.986581207857581e-07 , std 6.753001424295264e-05 
2023-04-21 12:08:18,162 INFO pca_6: -2.2376289002412915e-06 , std 5.9109642911684894e-05 
2023-04-21 12:08:18,162 INFO pca_7: -1.9895874345798164e-06 , std 5.5582032711278006e-05 
2023-04-21 12:08:18,162 INFO pca_8: -5.207313770953402e-07 , std 5.281300720272466e-05 
2023-04-21 12:08:18,162 INFO pca_9: 5.510318281399597e-07 , std 5.929233746719862e-05 
2023-04-21 12:08:18,162 INFO pca_10: 3.358336785483528e-07 , std 6.245027721136428e-05 
2023-04-21 12:08:18,162 INFO t_intercept: -0.007214449854280223 , std 2.7926832183702923 
2023-04-21 12:08:18,162 INFO t_pca_1: -0.8320081618897842 , std 25.411788808916803 
2023-04-21 12:08:18,162 INFO t_pca_2: -1.6688912349450231 , std 23.283857046033006 
2023-04-21 12:08:18,162 INFO t_pca_3: -0.14298036559546315 , std 10.190110506541716 
2023-04-21 12:08:18,162 INFO t_pca_4: -0.37697728400714214 , std 6.365164461376338 
2023-04-21 12:08:18,162 INFO t_pca_5: -0.07494124922341226 , std 4.638401854903948 
2023-04-21 12:08:18,162 INFO t_pca_6: -0.1161974093227635 , std 3.3937204978809494 
2023-04-21 12:08:18,162 INFO t_pca_7: -0.11572464123311745 , std 2.6980286266654607 
2023-04-21 12:08:18,162 INFO t_pca_8: -0.030300299095814772 , std 2.2435719155267644 
2023-04-21 12:08:18,162 INFO t_pca_9: 0.01224830743248854 , std 2.152185176981092 
2023-04-21 12:08:18,162 INFO t_pca_10: 0.012119173397354901 , std 2.0992326128100265 
2023-04-21 12:08:18,162 INFO p_intercept: 0.23468528997961566 , std 0.2945004814459321 
2023-04-21 12:08:18,162 INFO p_pca_1: 0.006638457332332858 , std 0.0638830075041378 
2023-04-21 12:08:18,162 INFO p_pca_2: 0.010482417087619938 , std 0.07676015281826006 
2023-04-21 12:08:18,162 INFO p_pca_3: 0.08768328863775642 , std 0.207247698094522 
2023-04-21 12:08:18,162 INFO p_pca_4: 0.13251821957073576 , std 0.2487983047458884 
2023-04-21 12:08:18,162 INFO p_pca_5: 0.1750133243886256 , std 0.27490555597446825 
2023-04-21 12:08:18,162 INFO p_pca_6: 0.2420567327623162 , std 0.2984464096723328 
2023-04-21 12:08:18,162 INFO p_pca_7: 0.28428105128819997 , std 0.3065279828744834 
2023-04-21 12:08:18,162 INFO p_pca_8: 0.3135551617496198 , std 0.31047411627495947 
2023-04-21 12:08:18,162 INFO p_pca_9: 0.32184464940395796 , std 0.31239381024373064 
2023-04-21 12:08:18,162 INFO p_pca_10: 0.3149507150167998 , std 0.30856644206410905 
2023-04-21 12:08:18,162 INFO pca_explained_1: 0.6079044845034844 , std 0.09650403100945854 
2023-04-21 12:08:18,162 INFO pca_explained_2: 0.735432129938807 , std 0.06872152919455882 
