2023-04-20 05:52:22,687 INFO Tickers: ['ADBE']
2023-04-20 05:54:19,991 INFO Negative OS: -0.0029249759237728323 --- ticker ADBE --- day 2017-11-01 --- time 41400
2023-04-20 05:54:48,381 INFO Negative OS: -1.1924610345455555 --- ticker ADBE --- day 2018-01-16 --- time 37800
2023-04-20 05:55:35,930 INFO Negative OS: -3.449707732353689 --- ticker ADBE --- day 2018-02-22 --- time 36000
2023-04-20 05:55:50,153 INFO Negative OS: -0.016437575188869458 --- ticker ADBE --- day 2018-03-05 --- time 37800
2023-04-20 05:55:54,247 INFO Negative OS: -0.32532697004501565 --- ticker ADBE --- day 2018-03-07 --- time 43200
2023-04-20 05:55:57,488 INFO Negative OS: -0.8246580302351536 --- ticker ADBE --- day 2018-03-09 --- time 36000
2023-04-20 05:55:58,867 INFO Negative OS: -0.012740183572504504 --- ticker ADBE --- day 2018-03-09 --- time 37800
2023-04-20 05:56:12,060 INFO Negative OS: -0.40530772685448446 --- ticker ADBE --- day 2018-03-15 --- time 39600
2023-04-20 05:57:12,632 INFO Negative OS: -1.0738893879470135 --- ticker ADBE --- day 2018-05-03 --- time 43200
2023-04-20 05:57:39,663 INFO Negative OS: -2.0387370969474143 --- ticker ADBE --- day 2018-06-06 --- time 41400
2023-04-20 05:57:46,269 INFO Negative OS: -0.045259177488562674 --- ticker ADBE --- day 2018-06-13 --- time 48600
2023-04-20 05:58:30,967 INFO Negative OS: -1.1527734810621522 --- ticker ADBE --- day 2018-08-02 --- time 36000
2023-04-20 06:01:09,378 INFO Negative OS: -0.06073652950801445 --- ticker ADBE --- day 2019-01-16 --- time 52200
2023-04-20 06:02:00,908 INFO Negative OS: -0.059021021463736556 --- ticker ADBE --- day 2019-03-18 --- time 45000
2023-04-20 06:02:03,921 INFO Negative OS: -0.07383866214757306 --- ticker ADBE --- day 2019-03-20 --- time 37800
2023-04-20 06:02:21,506 INFO Negative OS: -1.156440914837975 --- ticker ADBE --- day 2019-04-09 --- time 48600
2023-04-20 06:02:42,210 INFO Negative OS: -0.19728786825553923 --- ticker ADBE --- day 2019-05-02 --- time 45000
2023-04-20 06:04:51,906 INFO Negative OS: -0.21280341256624413 --- ticker ADBE --- day 2019-10-10 --- time 37800
2023-04-20 06:05:14,226 INFO Negative OS: -0.19887735995796763 --- ticker ADBE --- day 2019-10-30 --- time 36000
2023-04-20 06:05:15,157 INFO Negative OS: -0.1347394067992802 --- ticker ADBE --- day 2019-10-30 --- time 52200
2023-04-20 06:05:45,012 INFO Negative OS: -0.04211277980944561 --- ticker ADBE --- day 2019-12-09 --- time 39600
2023-04-20 06:05:47,075 INFO Negative OS: -0.6172214002675147 --- ticker ADBE --- day 2019-12-11 --- time 37800
2023-04-20 06:05:53,716 INFO in_r2: 0.8749948091061959 , std 0.06695685484194983 
2023-04-20 06:05:53,716 INFO os_r2: 0.8060214412052459 , std 0.14623293601086995 
2023-04-20 06:05:53,716 INFO intercept: 1.025158348023933e-06 , std 1.1650104554724665e-05 
2023-04-20 06:05:53,716 INFO ofi_add_1: 4.210997031769305e-05 , std 3.952289825254525e-05 
2023-04-20 06:05:53,716 INFO ofi_add_2: 5.572404217247671e-05 , std 4.309208777228799e-05 
2023-04-20 06:05:53,716 INFO ofi_add_3: 5.119893052091036e-05 , std 4.198526089907234e-05 
2023-04-20 06:05:53,716 INFO ofi_add_4: 3.764833374185134e-05 , std 3.663297814486375e-05 
2023-04-20 06:05:53,716 INFO ofi_add_5: 3.095588610781402e-05 , std 3.446607961141039e-05 
2023-04-20 06:05:53,716 INFO ofi_add_6: 2.587037255437518e-05 , std 3.310565580449494e-05 
2023-04-20 06:05:53,716 INFO ofi_add_7: 2.5401830582834382e-05 , std 3.179749331680444e-05 
2023-04-20 06:05:53,716 INFO ofi_add_8: 2.4425367379294386e-05 , std 3.290339937352731e-05 
2023-04-20 06:05:53,716 INFO ofi_add_9: 2.3070826962677092e-05 , std 3.140276119207667e-05 
2023-04-20 06:05:53,716 INFO ofi_add_10: 2.715825858229749e-05 , std 3.3327413842315886e-05 
2023-04-20 06:05:53,716 INFO ofi_cancel_1: 5.235200105917753e-05 , std 4.8954477636020436e-05 
2023-04-20 06:05:53,716 INFO ofi_cancel_2: 6.304123878882643e-05 , std 4.6244696289959175e-05 
2023-04-20 06:05:53,716 INFO ofi_cancel_3: 4.949000035970351e-05 , std 4.318436475879241e-05 
2023-04-20 06:05:53,716 INFO ofi_cancel_4: 3.559886913534391e-05 , std 3.846536420544306e-05 
2023-04-20 06:05:53,716 INFO ofi_cancel_5: 2.968474698566213e-05 , std 3.6239259210361396e-05 
2023-04-20 06:05:53,716 INFO ofi_cancel_6: 2.38511081255125e-05 , std 3.4038258060532905e-05 
2023-04-20 06:05:53,716 INFO ofi_cancel_7: 2.191037611850299e-05 , std 3.242817591592704e-05 
2023-04-20 06:05:53,716 INFO ofi_cancel_8: 2.0296640374955598e-05 , std 3.358808564907967e-05 
2023-04-20 06:05:53,716 INFO ofi_cancel_9: 2.017441710798603e-05 , std 3.2607885987845536e-05 
2023-04-20 06:05:53,716 INFO ofi_cancel_10: 2.5756528460681115e-05 , std 3.530526176686648e-05 
2023-04-20 06:05:53,716 INFO ofi_trade_1: 4.968256566859813e-05 , std 7.664155410603715e-05 
2023-04-20 06:05:53,716 INFO ofi_trade_2: 4.461607638682535e-05 , std 6.877233792256592e-05 
2023-04-20 06:05:53,716 INFO ofi_trade_3: 4.6004013408419796e-05 , std 6.685031964482947e-05 
2023-04-20 06:05:53,717 INFO ofi_trade_4: 4.00888119358355e-05 , std 6.289856032718837e-05 
2023-04-20 06:05:53,717 INFO ofi_trade_5: 3.735720304600881e-05 , std 5.975439238987145e-05 
2023-04-20 06:05:53,717 INFO ofi_trade_6: 3.50902775255783e-05 , std 6.264808488141856e-05 
2023-04-20 06:05:53,717 INFO ofi_trade_7: 3.795706041289902e-05 , std 6.603690033373893e-05 
2023-04-20 06:05:53,717 INFO ofi_trade_8: 4.0993820241350155e-05 , std 6.542772054512227e-05 
2023-04-20 06:05:53,717 INFO ofi_trade_9: 4.696799100547324e-05 , std 7.220575351890971e-05 
2023-04-20 06:05:53,717 INFO ofi_trade_10: 5.715295458093697e-05 , std 7.698864945869406e-05 
2023-04-20 06:05:53,717 INFO t_intercept: 0.07170009280871098 , std 1.0845508032361286 
2023-04-20 06:05:53,717 INFO t_ofi_add_1: 1.4592554340901025 , std 1.247873472552684 
2023-04-20 06:05:53,717 INFO t_ofi_add_2: 1.5010877490156747 , std 1.0451838444060373 
2023-04-20 06:05:53,717 INFO t_ofi_add_3: 1.2602102153473032 , std 0.9572477382937978 
2023-04-20 06:05:53,717 INFO t_ofi_add_4: 0.907007884623215 , std 0.8335622226592297 
2023-04-20 06:05:53,717 INFO t_ofi_add_5: 0.7509456025371597 , std 0.7998405266210463 
2023-04-20 06:05:53,717 INFO t_ofi_add_6: 0.6147437087231129 , std 0.7166299449405411 
2023-04-20 06:05:53,717 INFO t_ofi_add_7: 0.5851587460330084 , std 0.6923778844876608 
2023-04-20 06:05:53,717 INFO t_ofi_add_8: 0.5387199573779874 , std 0.6704127354589335 
2023-04-20 06:05:53,717 INFO t_ofi_add_9: 0.5014738528666618 , std 0.6465235268592744 
2023-04-20 06:05:53,717 INFO t_ofi_add_10: 0.7166535935280137 , std 0.8145949827124265 
2023-04-20 06:05:53,717 INFO t_ofi_cancel_1: 1.474249547074011 , std 1.2344213514041955 
2023-04-20 06:05:53,717 INFO t_ofi_cancel_2: 1.646654701216812 , std 1.0909886792397725 
2023-04-20 06:05:53,717 INFO t_ofi_cancel_3: 1.1834159929248294 , std 0.9616101192473316 
2023-04-20 06:05:53,717 INFO t_ofi_cancel_4: 0.8263966179716074 , std 0.828419442415568 
2023-04-20 06:05:53,717 INFO t_ofi_cancel_5: 0.6932302188037711 , std 0.8056017885305167 
2023-04-20 06:05:53,717 INFO t_ofi_cancel_6: 0.535850476879131 , std 0.7030505458915144 
2023-04-20 06:05:53,717 INFO t_ofi_cancel_7: 0.47883831944915944 , std 0.6669510478641711 
2023-04-20 06:05:53,717 INFO t_ofi_cancel_8: 0.42055472653929327 , std 0.6453122121117087 
2023-04-20 06:05:53,717 INFO t_ofi_cancel_9: 0.4140138690228868 , std 0.633982857052398 
2023-04-20 06:05:53,717 INFO t_ofi_cancel_10: 0.6221242684896823 , std 0.8027862771956228 
2023-04-20 06:05:53,717 INFO t_ofi_trade_1: 0.7010035741663071 , std 0.9485678375350941 
2023-04-20 06:05:53,717 INFO t_ofi_trade_2: 0.5786235600474359 , std 0.7949298180626947 
2023-04-20 06:05:53,717 INFO t_ofi_trade_3: 0.5896961938396263 , std 0.7754028766087936 
2023-04-20 06:05:53,717 INFO t_ofi_trade_4: 0.525746903387725 , std 0.7387290169849546 
2023-04-20 06:05:53,717 INFO t_ofi_trade_5: 0.503853256241717 , std 0.7194933028322072 
2023-04-20 06:05:53,717 INFO t_ofi_trade_6: 0.45925540184808333 , std 0.7036232718782052 
2023-04-20 06:05:53,717 INFO t_ofi_trade_7: 0.47367071386259385 , std 0.7149738767407925 
