2023-04-20 06:49:28,229 INFO Tickers: ['ADP']
2023-04-20 06:49:34,964 INFO Negative OS: -0.6150419966272034 --- ticker ADP --- day 2017-01-17 --- time 36000
2023-04-20 06:50:00,639 INFO Negative OS: -0.5851010392548837 --- ticker ADP --- day 2017-03-06 --- time 50400
2023-04-20 06:50:07,132 INFO Negative OS: -0.33886002576953933 --- ticker ADP --- day 2017-03-17 --- time 48600
2023-04-20 06:50:37,683 INFO Negative OS: -1.7112191856419527 --- ticker ADP --- day 2017-05-23 --- time 46800
2023-04-20 06:51:10,273 INFO Negative OS: -3.04373021243153 --- ticker ADP --- day 2017-07-27 --- time 45000
2023-04-20 06:51:52,190 INFO Negative OS: -0.17946471346461035 --- ticker ADP --- day 2018-01-24 --- time 50400
2023-04-20 06:51:55,223 INFO Negative OS: -0.14764465386762815 --- ticker ADP --- day 2018-02-01 --- time 52200
2023-04-20 06:52:03,377 INFO Negative OS: -5.628671017585163 --- ticker ADP --- day 2018-02-14 --- time 50400
2023-04-20 06:52:05,423 INFO Negative OS: -0.9413794520218275 --- ticker ADP --- day 2018-02-14 --- time 52200
2023-04-20 06:52:05,819 INFO Negative OS: -7.533870292499628 --- ticker ADP --- day 2018-02-15 --- time 48600
2023-04-20 06:52:09,560 INFO Negative OS: -0.012452745417797173 --- ticker ADP --- day 2018-02-28 --- time 41400
2023-04-20 06:52:13,420 INFO Negative OS: -4.972000207056845 --- ticker ADP --- day 2018-03-08 --- time 37800
2023-04-20 06:52:17,602 INFO Negative OS: -0.004473042995776222 --- ticker ADP --- day 2018-03-08 --- time 41400
2023-04-20 06:52:25,369 INFO Negative OS: -0.9859553952387137 --- ticker ADP --- day 2018-03-15 --- time 37800
2023-04-20 06:52:29,246 INFO Negative OS: -0.29027077374399646 --- ticker ADP --- day 2018-03-21 --- time 36000
2023-04-20 06:52:36,411 INFO Negative OS: -0.013235844888308756 --- ticker ADP --- day 2018-04-02 --- time 52200
2023-04-20 06:52:50,739 INFO Negative OS: -2.266771188570962 --- ticker ADP --- day 2018-05-10 --- time 45000
2023-04-20 06:54:09,454 INFO Negative OS: -6.867120876024689 --- ticker ADP --- day 2018-11-06 --- time 41400
2023-04-20 06:55:34,114 INFO Negative OS: -0.00870018304261544 --- ticker ADP --- day 2019-03-05 --- time 39600
2023-04-20 06:56:52,128 INFO Negative OS: -2.7862515567164956 --- ticker ADP --- day 2019-09-03 --- time 36000
2023-04-20 06:57:58,413 INFO in_r2: 0.8767624428296814 , std 0.0704859818958708 
2023-04-20 06:57:58,413 INFO os_r2: 0.8111542705746128 , std 0.24869318033308882 
2023-04-20 06:57:58,413 INFO intercept: 3.9053328649178484e-07 , std 8.698102788595444e-06 
2023-04-20 06:57:58,413 INFO ofi_add_1: 5.294691460575997e-05 , std 4.7308024663380836e-05 
2023-04-20 06:57:58,413 INFO ofi_add_2: 7.170737689661659e-05 , std 5.294532601707589e-05 
2023-04-20 06:57:58,413 INFO ofi_add_3: 6.0695271715118905e-05 , std 4.7535387006269524e-05 
2023-04-20 06:57:58,413 INFO ofi_add_4: 4.4905916962435166e-05 , std 4.2561615110703164e-05 
2023-04-20 06:57:58,413 INFO ofi_add_5: 3.9067847245738665e-05 , std 4.206805695663652e-05 
2023-04-20 06:57:58,413 INFO ofi_add_6: 3.217963364566382e-05 , std 3.9172463031917594e-05 
2023-04-20 06:57:58,413 INFO ofi_add_7: 3.0129418586656855e-05 , std 3.8503200052482874e-05 
2023-04-20 06:57:58,413 INFO ofi_add_8: 2.6565768368702568e-05 , std 3.749235013071814e-05 
2023-04-20 06:57:58,413 INFO ofi_add_9: 2.1507457514622398e-05 , std 3.4718529475498956e-05 
2023-04-20 06:57:58,413 INFO ofi_add_10: 1.8322461819381587e-05 , std 3.55386472715607e-05 
2023-04-20 06:57:58,413 INFO ofi_cancel_1: 6.589657387915143e-05 , std 6.337398662481565e-05 
2023-04-20 06:57:58,413 INFO ofi_cancel_2: 7.999252740149161e-05 , std 5.78207971461436e-05 
2023-04-20 06:57:58,413 INFO ofi_cancel_3: 5.671571049538006e-05 , std 4.960692794131819e-05 
2023-04-20 06:57:58,413 INFO ofi_cancel_4: 4.227563267437535e-05 , std 4.4529752660511255e-05 
2023-04-20 06:57:58,413 INFO ofi_cancel_5: 3.53840015390466e-05 , std 4.397153945580647e-05 
2023-04-20 06:57:58,413 INFO ofi_cancel_6: 2.7894140629961558e-05 , std 4.1496068887892146e-05 
2023-04-20 06:57:58,413 INFO ofi_cancel_7: 2.3612231642118407e-05 , std 3.982367604403748e-05 
2023-04-20 06:57:58,414 INFO ofi_cancel_8: 2.0767178943696333e-05 , std 3.862310746566793e-05 
2023-04-20 06:57:58,414 INFO ofi_cancel_9: 1.8289619535780124e-05 , std 3.745910015566573e-05 
