2023-04-20 06:07:48,899 INFO Tickers: ['COST']
2023-04-20 06:08:12,491 INFO Negative OS: -0.23621297906827055 --- ticker COST --- day 2017-03-30 --- time 46800
2023-04-20 06:09:26,141 INFO Negative OS: -0.00953053841579199 --- ticker COST --- day 2017-12-01 --- time 41400
2023-04-20 06:09:31,954 INFO Negative OS: -5.904529814233965 --- ticker COST --- day 2017-12-15 --- time 52200
2023-04-20 06:09:34,224 INFO Negative OS: -0.012431633920251262 --- ticker COST --- day 2017-12-20 --- time 37800
2023-04-20 06:09:38,110 INFO Negative OS: -0.9172060809851286 --- ticker COST --- day 2018-01-09 --- time 52200
2023-04-20 06:09:40,413 INFO Negative OS: -0.5965943246554521 --- ticker COST --- day 2018-01-16 --- time 37800
2023-04-20 06:09:44,288 INFO Negative OS: -0.49972575656447193 --- ticker COST --- day 2018-01-25 --- time 39600
2023-04-20 06:10:26,877 INFO Negative OS: -0.14744657068010314 --- ticker COST --- day 2018-04-11 --- time 41400
2023-04-20 06:10:32,954 INFO Negative OS: -0.6535855007527263 --- ticker COST --- day 2018-04-27 --- time 43200
2023-04-20 06:10:42,265 INFO Negative OS: -0.6270660189096624 --- ticker COST --- day 2018-05-22 --- time 48600
2023-04-20 06:10:52,871 INFO Negative OS: -2.4943920831295108 --- ticker COST --- day 2018-06-18 --- time 37800
2023-04-20 06:11:21,513 INFO Negative OS: -0.19276435364582922 --- ticker COST --- day 2018-08-21 --- time 52200
2023-04-20 06:11:25,569 INFO Negative OS: -0.4135829040829637 --- ticker COST --- day 2018-08-24 --- time 36000
2023-04-20 06:11:26,695 INFO Negative OS: -0.34641346337989853 --- ticker COST --- day 2018-08-27 --- time 37800
2023-04-20 06:11:43,659 INFO Negative OS: -1.01345709931207 --- ticker COST --- day 2018-09-06 --- time 52200
2023-04-20 06:11:55,027 INFO Negative OS: -0.3016235503476521 --- ticker COST --- day 2018-09-11 --- time 45000
2023-04-20 06:12:10,890 INFO Negative OS: -0.8135979037927432 --- ticker COST --- day 2018-09-14 --- time 43200
2023-04-20 06:12:13,123 INFO Negative OS: -2.8192939796713055 --- ticker COST --- day 2018-09-14 --- time 52200
2023-04-20 06:12:19,858 INFO Negative OS: -0.315054083826213 --- ticker COST --- day 2018-09-25 --- time 46800
2023-04-20 06:12:31,130 INFO Negative OS: -0.018369921218308827 --- ticker COST --- day 2018-09-25 --- time 48600
2023-04-20 06:12:31,560 INFO Negative OS: -2.2258344002007986 --- ticker COST --- day 2018-09-26 --- time 41400
2023-04-20 06:14:07,183 INFO Negative OS: -1.332617766630905 --- ticker COST --- day 2019-01-07 --- time 41400
2023-04-20 06:14:29,614 INFO Negative OS: -0.038488566490982645 --- ticker COST --- day 2019-02-06 --- time 43200
2023-04-20 06:14:33,656 INFO Negative OS: -0.00025915201675208444 --- ticker COST --- day 2019-02-06 --- time 45000
2023-04-20 06:14:48,192 INFO Negative OS: -1.4026113739734996 --- ticker COST --- day 2019-02-28 --- time 45000
2023-04-20 06:15:10,277 INFO Negative OS: -0.4134025346276635 --- ticker COST --- day 2019-04-02 --- time 39600
2023-04-20 06:15:17,881 INFO Negative OS: -0.5052953815860435 --- ticker COST --- day 2019-04-16 --- time 46800
2023-04-20 06:15:48,058 INFO Negative OS: -0.8849987594685738 --- ticker COST --- day 2019-06-19 --- time 39600
2023-04-20 06:16:11,231 INFO Negative OS: -1.332639653112662 --- ticker COST --- day 2019-08-15 --- time 39600
2023-04-20 06:16:15,047 INFO Negative OS: -2.3231676092047526 --- ticker COST --- day 2019-08-22 --- time 39600
2023-04-20 06:16:24,624 INFO Negative OS: -18.827374434126092 --- ticker COST --- day 2019-09-06 --- time 46800
2023-04-20 06:17:18,798 INFO Negative OS: -1.3366841164888368 --- ticker COST --- day 2019-11-01 --- time 50400
2023-04-20 06:17:29,562 INFO Negative OS: -0.1599745837758515 --- ticker COST --- day 2019-11-19 --- time 41400
2023-04-20 06:17:31,205 INFO Negative OS: -0.7616377615948191 --- ticker COST --- day 2019-11-20 --- time 43200
2023-04-20 06:17:42,972 INFO in_r2: 0.8488434271169606 , std 0.07417213694217423 
2023-04-20 06:17:42,972 INFO os_r2: 0.7561767934616751 , std 0.33827592791197764 
2023-04-20 06:17:42,972 INFO intercept: 1.6370476223544338e-07 , std 8.479328188265561e-06 
2023-04-20 06:17:42,972 INFO ofi_add_1: 4.848255107236052e-05 , std 4.0713129070448185e-05 
2023-04-20 06:17:42,972 INFO ofi_add_2: 6.142725743500878e-05 , std 4.327975849298211e-05 
2023-04-20 06:17:42,972 INFO ofi_add_3: 4.81776351038786e-05 , std 3.9171840775817445e-05 
2023-04-20 06:17:42,972 INFO ofi_add_4: 3.4028157096831075e-05 , std 3.296624862919504e-05 
2023-04-20 06:17:42,973 INFO ofi_add_5: 2.5272181436610054e-05 , std 2.8329614314336528e-05 
2023-04-20 06:17:42,973 INFO ofi_add_6: 2.1556481053291543e-05 , std 2.6069881854800277e-05 
2023-04-20 06:17:42,973 INFO ofi_add_7: 2.0334305896416672e-05 , std 2.6086403233374585e-05 
2023-04-20 06:17:42,973 INFO ofi_add_8: 1.7462043841983534e-05 , std 2.517872322140831e-05 
2023-04-20 06:17:42,973 INFO ofi_add_9: 1.6077229588430622e-05 , std 2.4370589835298993e-05 
2023-04-20 06:17:42,973 INFO ofi_add_10: 1.650506947720099e-05 , std 2.4962171598090046e-05 
2023-04-20 06:17:42,973 INFO ofi_cancel_1: 5.791113948367661e-05 , std 5.3417060456691e-05 
2023-04-20 06:17:42,973 INFO ofi_cancel_2: 6.737408388604729e-05 , std 4.744020808456093e-05 
2023-04-20 06:17:42,973 INFO ofi_cancel_3: 4.735168940385984e-05 , std 4.023021763074467e-05 
2023-04-20 06:17:42,973 INFO ofi_cancel_4: 3.283152643765963e-05 , std 3.48169659652952e-05 
2023-04-20 06:17:42,973 INFO ofi_cancel_5: 2.2759766944111077e-05 , std 2.9371201990980634e-05 
2023-04-20 06:17:42,973 INFO ofi_cancel_6: 1.808701893387775e-05 , std 2.6688888440071877e-05 
2023-04-20 06:17:42,973 INFO ofi_cancel_7: 1.5233131635481384e-05 , std 2.593927167268017e-05 
2023-04-20 06:17:42,973 INFO ofi_cancel_8: 1.3481558341267079e-05 , std 2.5243605317877974e-05 
2023-04-20 06:17:42,973 INFO ofi_cancel_9: 1.2203602274032299e-05 , std 2.4410827980986936e-05 
2023-04-20 06:17:42,973 INFO ofi_cancel_10: 1.4189910142344742e-05 , std 2.6056781104391975e-05 
2023-04-20 06:17:42,973 INFO ofi_trade_1: 4.906703868223613e-05 , std 7.124357812160068e-05 
2023-04-20 06:17:42,973 INFO ofi_trade_2: 4.654168344371923e-05 , std 6.593275501710292e-05 
2023-04-20 06:17:42,973 INFO ofi_trade_3: 4.388004518162136e-05 , std 6.226920080958216e-05 
2023-04-20 06:17:42,973 INFO ofi_trade_4: 3.605157898990944e-05 , std 5.53035488471235e-05 
2023-04-20 06:17:42,973 INFO ofi_trade_5: 3.450712541818649e-05 , std 5.6071474478311654e-05 
2023-04-20 06:17:42,973 INFO ofi_trade_6: 3.3684677873255546e-05 , std 5.400637607638414e-05 
2023-04-20 06:17:42,973 INFO ofi_trade_7: 3.644529346612279e-05 , std 5.585433597914812e-05 
2023-04-20 06:17:42,973 INFO ofi_trade_8: 3.849521520100896e-05 , std 5.9124311261835064e-05 
2023-04-20 06:17:42,973 INFO ofi_trade_9: 4.166780142328266e-05 , std 6.108529102344116e-05 
2023-04-20 06:17:42,973 INFO ofi_trade_10: 4.5946853864576514e-05 , std 6.581078847021672e-05 
2023-04-20 06:17:42,973 INFO t_intercept: -0.020554728641487 , std 1.083495130551083 
2023-04-20 06:17:42,973 INFO t_ofi_add_1: 1.666294748216981 , std 1.3200213937414225 
2023-04-20 06:17:42,973 INFO t_ofi_add_2: 1.7501634951873286 , std 1.1241865471529742 
2023-04-20 06:17:42,973 INFO t_ofi_add_3: 1.3104166345712365 , std 1.0054223087780794 
