2023-04-20 06:05:53,726 INFO Tickers: ['ACN']
2023-04-20 06:05:58,720 INFO Negative OS: -2.5276044603582797 --- ticker ACN --- day 2017-01-25 --- time 52200
2023-04-20 06:06:46,426 INFO Negative OS: -0.04133633106166257 --- ticker ACN --- day 2018-02-06 --- time 48600
2023-04-20 06:06:49,480 INFO Negative OS: -0.6588660289972814 --- ticker ACN --- day 2018-02-07 --- time 45000
2023-04-20 06:06:56,174 INFO Negative OS: -0.0016366010565707079 --- ticker ACN --- day 2018-02-09 --- time 43200
2023-04-20 06:07:00,376 INFO Negative OS: -0.014277527386519662 --- ticker ACN --- day 2018-02-09 --- time 45000
2023-04-20 06:07:02,740 INFO Negative OS: -0.014441458979810307 --- ticker ACN --- day 2018-02-09 --- time 46800
2023-04-20 06:07:08,766 INFO Negative OS: -0.029336715103477795 --- ticker ACN --- day 2018-02-12 --- time 52200
2023-04-20 06:07:16,951 INFO Negative OS: -0.023896518178321946 --- ticker ACN --- day 2018-03-09 --- time 36000
2023-04-20 06:07:21,392 INFO Negative OS: -0.6085317297394066 --- ticker ACN --- day 2018-03-23 --- time 37800
2023-04-20 06:07:23,736 INFO Negative OS: -0.185505355796993 --- ticker ACN --- day 2018-03-27 --- time 41400
2023-04-20 06:07:25,376 INFO Negative OS: -0.596219651043842 --- ticker ACN --- day 2018-03-28 --- time 39600
2023-04-20 06:07:40,920 INFO Negative OS: -0.5435590470893819 --- ticker ACN --- day 2018-04-24 --- time 41400
2023-04-20 06:07:43,478 INFO Negative OS: -1.3873831914512933 --- ticker ACN --- day 2018-05-03 --- time 36000
2023-04-20 06:08:47,552 INFO Negative OS: -0.0018380267308082399 --- ticker ACN --- day 2018-11-06 --- time 39600
2023-04-20 06:08:50,300 INFO Negative OS: -0.008843408068371694 --- ticker ACN --- day 2018-11-06 --- time 41400
2023-04-20 06:08:57,715 INFO Negative OS: -0.034603623751788604 --- ticker ACN --- day 2018-11-14 --- time 41400
2023-04-20 06:09:18,746 INFO Negative OS: -0.12125460193244031 --- ticker ACN --- day 2018-12-19 --- time 48600
2023-04-20 06:10:17,135 INFO Negative OS: -2.6939533652973866 --- ticker ACN --- day 2019-03-18 --- time 43200
2023-04-20 06:10:18,184 INFO Negative OS: -1.617343506620565 --- ticker ACN --- day 2019-03-18 --- time 48600
2023-04-20 06:10:38,328 INFO Negative OS: -0.08871823699097692 --- ticker ACN --- day 2019-05-03 --- time 41400
2023-04-20 06:10:39,019 INFO Negative OS: -0.6897437496782772 --- ticker ACN --- day 2019-05-07 --- time 36000
2023-04-20 06:10:56,632 INFO Negative OS: -1.7964501802097113 --- ticker ACN --- day 2019-06-05 --- time 36000
2023-04-20 06:11:10,030 INFO Negative OS: -2.794559174012982 --- ticker ACN --- day 2019-06-28 --- time 52200
2023-04-20 06:11:22,889 INFO Negative OS: -1.0536672545620998 --- ticker ACN --- day 2019-08-09 --- time 41400
2023-04-20 06:11:48,978 INFO Negative OS: -2.0152474919581236 --- ticker ACN --- day 2019-09-30 --- time 43200
2023-04-20 06:11:50,740 INFO Negative OS: -148.4830003250674 --- ticker ACN --- day 2019-10-03 --- time 36000
2023-04-20 06:12:04,086 INFO Negative OS: -1.8083420861365997 --- ticker ACN --- day 2019-11-01 --- time 50400
2023-04-20 06:12:13,590 INFO in_r2: 0.8344702372120057 , std 0.09039275903215867 
2023-04-20 06:12:13,590 INFO os_r2: 0.7171664767680532 , std 2.6236121378317594 
2023-04-20 06:12:13,590 INFO intercept: 2.2445065345115073e-07 , std 1.0186302071956216e-05 
2023-04-20 06:12:13,590 INFO ofi_add_1: 8.708196883586142e-05 , std 7.161515529272108e-05 
2023-04-20 06:12:13,590 INFO ofi_add_2: 0.0001004646371964844 , std 6.880629630616586e-05 
2023-04-20 06:12:13,590 INFO ofi_add_3: 6.692976531111228e-05 , std 5.846469466754137e-05 
2023-04-20 06:12:13,590 INFO ofi_add_4: 4.5208348405515265e-05 , std 5.051676220453656e-05 
2023-04-20 06:12:13,590 INFO ofi_add_5: 3.529984081864875e-05 , std 4.789567778502714e-05 
2023-04-20 06:12:13,590 INFO ofi_add_6: 3.0267935273682472e-05 , std 4.45803097576542e-05 
2023-04-20 06:12:13,590 INFO ofi_add_7: 2.3289005483383272e-05 , std 3.836681894585144e-05 
2023-04-20 06:12:13,590 INFO ofi_add_8: 1.963869910000202e-05 , std 3.986597744846288e-05 
2023-04-20 06:12:13,591 INFO ofi_add_9: 1.627626140684721e-05 , std 3.632304789618204e-05 
2023-04-20 06:12:13,591 INFO ofi_add_10: 1.4230303383989982e-05 , std 3.533907789526264e-05 
2023-04-20 06:12:13,591 INFO ofi_cancel_1: 9.735652672416833e-05 , std 8.487050807716167e-05 
2023-04-20 06:12:13,591 INFO ofi_cancel_2: 0.00010870202787522828 , std 7.271753598202527e-05 
2023-04-20 06:12:13,591 INFO ofi_cancel_3: 6.348583309649349e-05 , std 6.027260879223002e-05 
2023-04-20 06:12:13,591 INFO ofi_cancel_4: 3.999837100290481e-05 , std 4.926777953502491e-05 
2023-04-20 06:12:13,591 INFO ofi_cancel_5: 3.0109035930448608e-05 , std 4.634182208987779e-05 
2023-04-20 06:12:13,591 INFO ofi_cancel_6: 2.32714595398576e-05 , std 4.592735183356701e-05 
2023-04-20 06:12:13,591 INFO ofi_cancel_7: 1.7675977959881648e-05 , std 3.983065821243386e-05 
2023-04-20 06:12:13,591 INFO ofi_cancel_8: 1.5120051500906725e-05 , std 3.980099321367689e-05 
2023-04-20 06:12:13,591 INFO ofi_cancel_9: 1.2174407547691803e-05 , std 3.682376117938883e-05 
2023-04-20 06:12:13,591 INFO ofi_cancel_10: 1.5075522958474746e-05 , std 3.660016519867721e-05 
2023-04-20 06:12:13,591 INFO ofi_trade_1: 6.246937208488902e-05 , std 0.0001133341921168369 
2023-04-20 06:12:13,591 INFO ofi_trade_2: 6.697597951560228e-05 , std 0.00010453933359573025 
2023-04-20 06:12:13,591 INFO ofi_trade_3: 4.8063299382347876e-05 , std 9.116048048872715e-05 
2023-04-20 06:12:13,591 INFO ofi_trade_4: 4.5190391666553525e-05 , std 9.391989917473751e-05 
2023-04-20 06:12:13,591 INFO ofi_trade_5: 4.279680188896579e-05 , std 8.251785395591408e-05 
2023-04-20 06:12:13,591 INFO ofi_trade_6: 5.062054506991081e-05 , std 0.00010391421321123765 
2023-04-20 06:12:13,591 INFO ofi_trade_7: 5.149045110242775e-05 , std 9.728000672601085e-05 
