2023-04-20 06:02:14,137 INFO Tickers: ['CRM']
2023-04-20 06:02:25,235 INFO Negative OS: -0.0037158010078204295 --- ticker CRM --- day 2017-01-24 --- time 46800
2023-04-20 06:02:46,294 INFO Negative OS: -0.04072873046536696 --- ticker CRM --- day 2017-03-02 --- time 37800
2023-04-20 06:02:46,735 INFO Negative OS: -0.9494271548794853 --- ticker CRM --- day 2017-03-02 --- time 48600
2023-04-20 06:05:04,508 INFO Negative OS: -1.9298775392952545 --- ticker CRM --- day 2018-01-16 --- time 45000
2023-04-20 06:05:32,981 INFO Negative OS: -0.23321934286087642 --- ticker CRM --- day 2018-02-28 --- time 41400
2023-04-20 06:05:46,688 INFO Negative OS: -0.13814999950366302 --- ticker CRM --- day 2018-03-20 --- time 41400
2023-04-20 06:05:48,084 INFO Negative OS: -0.16822191206197545 --- ticker CRM --- day 2018-03-21 --- time 50400
2023-04-20 06:06:12,421 INFO Negative OS: -0.007737047473077352 --- ticker CRM --- day 2018-05-02 --- time 52200
2023-04-20 06:06:14,532 INFO Negative OS: -0.38650121045398644 --- ticker CRM --- day 2018-05-07 --- time 39600
2023-04-20 06:06:40,199 INFO Negative OS: -0.3035191323261286 --- ticker CRM --- day 2018-06-21 --- time 37800
2023-04-20 06:11:39,894 INFO Negative OS: -2.5989429120298473 --- ticker CRM --- day 2019-08-19 --- time 50400
2023-04-20 06:12:25,317 INFO Negative OS: -0.41418896259330307 --- ticker CRM --- day 2019-10-11 --- time 46800
2023-04-20 06:12:30,948 INFO Negative OS: -0.3250882172987337 --- ticker CRM --- day 2019-10-16 --- time 43200
2023-04-20 06:13:21,171 INFO Negative OS: -0.1525287174663128 --- ticker CRM --- day 2019-12-09 --- time 43200
2023-04-20 06:13:30,159 INFO in_r2: 0.8879054743372414 , std 0.06245178510155916 
2023-04-20 06:13:30,159 INFO os_r2: 0.8362134148077642 , std 0.12325053253834448 
2023-04-20 06:13:30,159 INFO intercept: -2.0756065219991936e-07 , std 1.0491596636844361e-05 
2023-04-20 06:13:30,159 INFO ofi_add_1: 7.566940311694782e-05 , std 5.7590031680542225e-05 
2023-04-20 06:13:30,160 INFO ofi_add_2: 9.149684063350518e-05 , std 5.960439886462921e-05 
2023-04-20 06:13:30,160 INFO ofi_add_3: 6.919758466034151e-05 , std 5.347518386366725e-05 
2023-04-20 06:13:30,160 INFO ofi_add_4: 5.5395061802742334e-05 , std 4.878608538927784e-05 
2023-04-20 06:13:30,160 INFO ofi_add_5: 4.346580430274298e-05 , std 4.3565403522786495e-05 
2023-04-20 06:13:30,160 INFO ofi_add_6: 3.856418540611797e-05 , std 4.1609335737816984e-05 
2023-04-20 06:13:30,160 INFO ofi_add_7: 3.343097069348241e-05 , std 3.965058125481823e-05 
2023-04-20 06:13:30,160 INFO ofi_add_8: 2.9653742998422457e-05 , std 3.894426881469371e-05 
2023-04-20 06:13:30,160 INFO ofi_add_9: 2.624632960640331e-05 , std 3.607779058225106e-05 
2023-04-20 06:13:30,160 INFO ofi_add_10: 2.6961526120357717e-05 , std 3.7828557418214706e-05 
2023-04-20 06:13:30,160 INFO ofi_cancel_1: 8.070275229930689e-05 , std 6.575671044738626e-05 
2023-04-20 06:13:30,160 INFO ofi_cancel_2: 9.896022543678853e-05 , std 6.180551637689434e-05 
2023-04-20 06:13:30,160 INFO ofi_cancel_3: 6.774387067406318e-05 , std 5.462239056778507e-05 
