2023-04-20 06:12:41,098 INFO Tickers: ['TMO']
2023-04-20 06:13:44,784 INFO Negative OS: -0.0011695906432749315 --- ticker TMO --- day 2018-02-14 --- time 52200
2023-04-20 06:13:46,771 INFO Negative OS: -0.4079473515244534 --- ticker TMO --- day 2018-03-01 --- time 52200
2023-04-20 06:13:47,088 INFO Negative OS: -1.8256562742945754 --- ticker TMO --- day 2018-03-05 --- time 37800
2023-04-20 06:13:48,578 INFO Negative OS: -8.775781008257958 --- ticker TMO --- day 2018-03-23 --- time 39600
2023-04-20 06:13:49,459 INFO Negative OS: -0.19761321888694172 --- ticker TMO --- day 2018-03-23 --- time 46800
2023-04-20 06:13:51,172 INFO Negative OS: -2.299606704360669 --- ticker TMO --- day 2018-03-28 --- time 37800
2023-04-20 06:13:51,606 INFO Negative OS: -2.4275913580377173 --- ticker TMO --- day 2018-04-02 --- time 39600
2023-04-20 06:13:53,937 INFO Negative OS: -0.07968096773810474 --- ticker TMO --- day 2018-04-02 --- time 50400
2023-04-20 06:13:55,885 INFO Negative OS: -0.20478639850217695 --- ticker TMO --- day 2018-04-03 --- time 52200
2023-04-20 06:13:58,001 INFO Negative OS: -0.1594650640782136 --- ticker TMO --- day 2018-04-10 --- time 52200
2023-04-20 06:13:59,975 INFO Negative OS: -0.9345337980652473 --- ticker TMO --- day 2018-05-03 --- time 36000
2023-04-20 06:14:11,854 INFO Negative OS: -0.4698996465190963 --- ticker TMO --- day 2018-09-27 --- time 50400
2023-04-20 06:14:13,988 INFO Negative OS: -0.018428461735346957 --- ticker TMO --- day 2018-10-02 --- time 37800
2023-04-20 06:14:17,056 INFO Negative OS: -0.18774891861507492 --- ticker TMO --- day 2018-10-11 --- time 37800
2023-04-20 06:14:18,740 INFO Negative OS: -0.9169930617616193 --- ticker TMO --- day 2018-10-12 --- time 37800
2023-04-20 06:14:25,019 INFO Negative OS: -0.07863665926721009 --- ticker TMO --- day 2018-10-18 --- time 41400
2023-04-20 06:14:25,678 INFO Negative OS: -0.17604890726544098 --- ticker TMO --- day 2018-10-18 --- time 46800
2023-04-20 06:14:29,467 INFO Negative OS: -0.2206299366024309 --- ticker TMO --- day 2018-10-22 --- time 45000
2023-04-20 06:14:30,311 INFO Negative OS: -0.02709467190495829 --- ticker TMO --- day 2018-10-23 --- time 36000
2023-04-20 06:14:32,200 INFO Negative OS: -4.391763511472013 --- ticker TMO --- day 2018-10-24 --- time 41400
2023-04-20 06:14:33,281 INFO Negative OS: -0.13230862336309346 --- ticker TMO --- day 2018-10-24 --- time 50400
2023-04-20 06:14:39,340 INFO Negative OS: -0.27370588637573245 --- ticker TMO --- day 2018-10-26 --- time 39600
2023-04-20 06:14:43,426 INFO Negative OS: -1.1644311372051233 --- ticker TMO --- day 2018-10-29 --- time 41400
2023-04-20 06:14:49,716 INFO Negative OS: -0.6950069481902719 --- ticker TMO --- day 2018-10-30 --- time 48600
2023-04-20 06:14:55,537 INFO Negative OS: -0.11253143630612406 --- ticker TMO --- day 2018-11-01 --- time 41400
2023-04-20 06:14:57,655 INFO Negative OS: -0.0554357737501594 --- ticker TMO --- day 2018-11-02 --- time 45000
2023-04-20 06:14:58,506 INFO Negative OS: -0.005913958969147259 --- ticker TMO --- day 2018-11-02 --- time 48600
2023-04-20 06:15:00,915 INFO Negative OS: -0.12233735823358738 --- ticker TMO --- day 2018-11-07 --- time 36000
2023-04-20 06:15:05,908 INFO Negative OS: -0.024758455170138083 --- ticker TMO --- day 2018-11-15 --- time 46800
2023-04-20 06:15:09,005 INFO Negative OS: -0.16574110284310128 --- ticker TMO --- day 2018-11-28 --- time 41400
2023-04-20 06:15:09,799 INFO Negative OS: -0.027580808464940043 --- ticker TMO --- day 2018-11-29 --- time 41400
2023-04-20 06:15:10,336 INFO Negative OS: -2.4299171718561854 --- ticker TMO --- day 2018-11-30 --- time 52200
2023-04-20 06:15:13,150 INFO Negative OS: -1.2150129832762047 --- ticker TMO --- day 2018-12-04 --- time 45000
2023-04-20 06:15:15,546 INFO Negative OS: -0.03173124450820808 --- ticker TMO --- day 2018-12-06 --- time 43200
2023-04-20 06:15:18,631 INFO Negative OS: -0.07196422320584706 --- ticker TMO --- day 2018-12-07 --- time 37800
2023-04-20 06:15:20,534 INFO Negative OS: -0.00030770740322805246 --- ticker TMO --- day 2018-12-10 --- time 41400
2023-04-20 06:15:20,884 INFO Negative OS: -0.01454632265177036 --- ticker TMO --- day 2018-12-10 --- time 52200
2023-04-20 06:15:22,408 INFO Negative OS: -0.2969622857239478 --- ticker TMO --- day 2018-12-12 --- time 50400
2023-04-20 06:15:27,833 INFO Negative OS: -0.05773260051841311 --- ticker TMO --- day 2018-12-19 --- time 48600
2023-04-20 06:15:31,753 INFO Negative OS: -0.3870902383651975 --- ticker TMO --- day 2018-12-20 --- time 39600
2023-04-20 06:15:33,309 INFO Negative OS: -0.8123163019994251 --- ticker TMO --- day 2018-12-20 --- time 41400
2023-04-20 06:15:34,294 INFO Negative OS: -0.7893250834296581 --- ticker TMO --- day 2018-12-20 --- time 45000
2023-04-20 06:15:38,048 INFO Negative OS: -0.15760308047329463 --- ticker TMO --- day 2018-12-24 --- time 41400
2023-04-20 06:15:38,500 INFO Negative OS: -0.0008936446865632774 --- ticker TMO --- day 2018-12-26 --- time 39600
2023-04-20 06:15:38,783 INFO Negative OS: -0.004154655523563644 --- ticker TMO --- day 2018-12-26 --- time 48600
2023-04-20 06:15:39,271 INFO Negative OS: -0.08139248043275482 --- ticker TMO --- day 2018-12-26 --- time 52200
2023-04-20 06:15:41,360 INFO Negative OS: -0.8081010389297745 --- ticker TMO --- day 2018-12-28 --- time 45000
2023-04-20 06:15:42,507 INFO Negative OS: -0.4766765623471281 --- ticker TMO --- day 2018-12-28 --- time 50400
2023-04-20 06:15:43,175 INFO Negative OS: -0.18029540985006065 --- ticker TMO --- day 2018-12-31 --- time 46800
2023-04-20 06:15:54,781 INFO Negative OS: -0.09195089734827411 --- ticker TMO --- day 2019-01-23 --- time 41400
2023-04-20 06:15:55,313 INFO Negative OS: -0.6499372522586662 --- ticker TMO --- day 2019-01-23 --- time 43200
2023-04-20 06:15:57,649 INFO Negative OS: -0.6692608682246 --- ticker TMO --- day 2019-01-24 --- time 52200
2023-04-20 06:15:58,930 INFO Negative OS: -0.04260893707137181 --- ticker TMO --- day 2019-01-28 --- time 50400
2023-04-20 06:16:00,297 INFO Negative OS: -0.058827060447805835 --- ticker TMO --- day 2019-01-30 --- time 50400
2023-04-20 06:16:00,929 INFO Negative OS: -0.058446506281896404 --- ticker TMO --- day 2019-01-31 --- time 39600
2023-04-20 06:16:06,131 INFO Negative OS: -4.364934994250333 --- ticker TMO --- day 2019-03-05 --- time 36000
2023-04-20 06:16:21,740 INFO Negative OS: -4.207367936440772 --- ticker TMO --- day 2019-05-07 --- time 50400
2023-04-20 06:16:40,728 INFO Negative OS: -0.14511740065292988 --- ticker TMO --- day 2019-08-06 --- time 41400
2023-04-20 06:16:52,784 INFO Negative OS: -0.6258451353696166 --- ticker TMO --- day 2019-09-04 --- time 36000
2023-04-20 06:17:01,133 INFO Negative OS: -1.4095668191907738 --- ticker TMO --- day 2019-10-22 --- time 52200
2023-04-20 06:17:05,773 INFO Negative OS: -0.7209419332930829 --- ticker TMO --- day 2019-12-12 --- time 52200
2023-04-20 06:17:06,052 INFO in_r2: 0.7247192186474943 , std 0.2003157279385623 
2023-04-20 06:17:06,052 INFO os_r2: 0.5565781548773009 , std 0.49408551285709185 
2023-04-20 06:17:06,052 INFO intercept: -1.2279283794967828e-06 , std 2.200353346218065e-05 
2023-04-20 06:17:06,052 INFO ofi_add_1: 0.00012110114211454834 , std 0.00012586932636938627 
2023-04-20 06:17:06,052 INFO ofi_add_2: 0.00012702646261149582 , std 0.00012834613626333915 
2023-04-20 06:17:06,052 INFO ofi_add_3: 8.731080084956237e-05 , std 0.00010917440454657828 
2023-04-20 06:17:06,052 INFO ofi_add_4: 5.3089243142110855e-05 , std 8.731640704461988e-05 
2023-04-20 06:17:06,052 INFO ofi_add_5: 3.8499772963786936e-05 , std 8.103901533937973e-05 
2023-04-20 06:17:06,052 INFO ofi_add_6: 2.704517812574771e-05 , std 8.446468090028049e-05 
2023-04-20 06:17:06,052 INFO ofi_add_7: 2.657975693105678e-05 , std 8.779998204694559e-05 
2023-04-20 06:17:06,052 INFO ofi_add_8: 3.2050813245898784e-05 , std 0.00010787467644570971 
2023-04-20 06:17:06,052 INFO ofi_add_9: 2.743796428454692e-05 , std 8.357076422565733e-05 
2023-04-20 06:17:06,052 INFO ofi_add_10: 3.2855923481252185e-05 , std 0.00010136092580931981 
2023-04-20 06:17:06,052 INFO ofi_cancel_1: 0.0001402792375269336 , std 0.00017450743962849722 
2023-04-20 06:17:06,052 INFO ofi_cancel_2: 0.00013569398061062885 , std 0.00013637676037015227 
2023-04-20 06:17:06,052 INFO ofi_cancel_3: 8.100599348838943e-05 , std 0.00010882848465703153 
2023-04-20 06:17:06,053 INFO ofi_cancel_4: 3.975623957544928e-05 , std 8.476947086057002e-05 
2023-04-20 06:17:06,053 INFO ofi_cancel_5: 3.1296941185266964e-05 , std 7.539831009819818e-05 
2023-04-20 06:17:06,053 INFO ofi_cancel_6: 1.945520940149755e-05 , std 8.482816762648846e-05 
2023-04-20 06:17:06,053 INFO ofi_cancel_7: 1.946700842199524e-05 , std 9.188351808854719e-05 
2023-04-20 06:17:06,053 INFO ofi_cancel_8: 2.8062087684315233e-05 , std 0.00010603403428830659 
2023-04-20 06:17:06,053 INFO ofi_cancel_9: 2.428916781773739e-05 , std 8.38885844273202e-05 
2023-04-20 06:17:06,053 INFO ofi_cancel_10: 3.7286513385980105e-05 , std 0.0001082809514179875 
2023-04-20 06:17:06,053 INFO ofi_trade_1: 0.00012052133481742211 , std 0.00019294007319203935 
2023-04-20 06:17:06,053 INFO ofi_trade_2: 8.887199528203258e-05 , std 0.00018452405646137267 
2023-04-20 06:17:06,053 INFO ofi_trade_3: 7.412638780938278e-05 , std 0.0001818788070038674 
2023-04-20 06:17:06,053 INFO ofi_trade_4: 5.543221995559327e-05 , std 0.00019193754133387626 
2023-04-20 06:17:06,053 INFO ofi_trade_5: 5.490780273314907e-05 , std 0.00016031992236089114 
2023-04-20 06:17:06,053 INFO ofi_trade_6: 6.0185751502144375e-05 , std 0.00019765523709666273 
2023-04-20 06:17:06,053 INFO ofi_trade_7: 6.912195824668418e-05 , std 0.00017397391140224578 
2023-04-20 06:17:06,053 INFO ofi_trade_8: 8.422499800473918e-05 , std 0.00019835002272056 
2023-04-20 06:17:06,053 INFO ofi_trade_9: 8.88718561409326e-05 , std 0.00018196976690817464 
2023-04-20 06:17:06,053 INFO ofi_trade_10: 0.00011724576520316665 , std 0.00021372033104034884 
2023-04-20 06:17:06,053 INFO t_intercept: -0.008497455015621162 , std 1.0950246279500229 
2023-04-20 06:17:06,053 INFO t_ofi_add_1: 2.187091533789566 , std 1.451249683908362 
2023-04-20 06:17:06,053 INFO t_ofi_add_2: 1.8074640861162787 , std 1.1933130457043353 
2023-04-20 06:17:06,053 INFO t_ofi_add_3: 1.206987728713365 , std 1.0175083728866492 
2023-04-20 06:17:06,053 INFO t_ofi_add_4: 0.722708646126661 , std 0.8317647195158244 
2023-04-20 06:17:06,053 INFO t_ofi_add_5: 0.46241536472269107 , std 0.6706261028439932 
2023-04-20 06:17:06,053 INFO t_ofi_add_6: 0.3476341338614493 , std 0.6626836832763261 
2023-04-20 06:17:06,053 INFO t_ofi_add_7: 0.3128757648342079 , std 0.6177944403887797 
2023-04-20 06:17:06,053 INFO t_ofi_add_8: 0.2992308208842299 , std 0.6089421119150041 
2023-04-20 06:17:06,053 INFO t_ofi_add_9: 0.27746392533838393 , std 0.5861667719355022 
2023-04-20 06:17:06,053 INFO t_ofi_add_10: 0.3477786291361697 , std 0.7292562480831891 
2023-04-20 06:17:06,053 INFO t_ofi_cancel_1: 1.8784283175633463 , std 1.391879872542879 
2023-04-20 06:17:06,053 INFO t_ofi_cancel_2: 1.8946370014001832 , std 1.2831215242787364 
2023-04-20 06:17:06,053 INFO t_ofi_cancel_3: 1.112485947216456 , std 1.0324429397285562 
2023-04-20 06:17:06,053 INFO t_ofi_cancel_4: 0.5885840953196613 , std 0.8127482848826643 
2023-04-20 06:17:06,053 INFO t_ofi_cancel_5: 0.387518192921037 , std 0.6846781006153224 
2023-04-20 06:17:06,053 INFO t_ofi_cancel_6: 0.25843658233284844 , std 0.6230047240368072 
2023-04-20 06:17:06,053 INFO t_ofi_cancel_7: 0.210268165566522 , std 0.5695158432874871 
2023-04-20 06:17:06,053 INFO t_ofi_cancel_8: 0.23271304389412537 , std 0.5933119430893518 
2023-04-20 06:17:06,053 INFO t_ofi_cancel_9: 0.21864280500614078 , std 0.5910221409018624 
2023-04-20 06:17:06,053 INFO t_ofi_cancel_10: 0.35633908874698245 , std 0.7421649908400849 
2023-04-20 06:17:06,053 INFO t_ofi_trade_1: 0.9850551152850712 , std 1.1553062293130358 
2023-04-20 06:17:06,053 INFO t_ofi_trade_2: 0.5724313402692357 , std 0.8052174121599963 
2023-04-20 06:17:06,053 INFO t_ofi_trade_3: 0.4213931328010293 , std 0.7195885450826867 
2023-04-20 06:17:06,053 INFO t_ofi_trade_4: 0.3118780234005517 , std 0.7100066978514081 
2023-04-20 06:17:06,053 INFO t_ofi_trade_5: 0.28896001395161686 , std 0.6048289567889416 
2023-04-20 06:17:06,053 INFO t_ofi_trade_6: 0.30077896350714 , std 0.6229679567842474 
2023-04-20 06:17:06,053 INFO t_ofi_trade_7: 0.33661986489048545 , std 0.6405681512612552 
2023-04-20 06:17:06,053 INFO t_ofi_trade_8: 0.380587458106346 , std 0.6946089764364524 
2023-04-20 06:17:06,053 INFO t_ofi_trade_9: 0.4453521597971749 , std 0.7477061521463375 
2023-04-20 06:17:06,053 INFO t_ofi_trade_10: 0.6127261620463976 , std 0.8661965866710187 
2023-04-20 06:17:06,053 INFO p_intercept: 0.4795191641360692 , std 0.28541244598341475 
2023-04-20 06:17:06,053 INFO p_ofi_add_1: 0.19910300833111289 , std 0.30271489150366665 
2023-04-20 06:17:06,053 INFO p_ofi_add_2: 0.24512796898232428 , std 0.32275763938877816 
2023-04-20 06:17:06,053 INFO p_ofi_add_3: 0.39675742915544226 , std 0.3599852744837847 
2023-04-20 06:17:06,053 INFO p_ofi_add_4: 0.5693035588034352 , std 0.3570955363596125 
2023-04-20 06:17:06,054 INFO p_ofi_add_5: 0.6797882481526397 , std 0.3263916559057247 
