2023-04-20 06:35:36,066 INFO Tickers: ['LOW']
2023-04-20 06:39:09,268 INFO Negative OS: -0.6833192900016496 --- ticker LOW --- day 2018-01-22 --- time 39600
2023-04-20 06:39:10,108 INFO Negative OS: -0.12448521783645305 --- ticker LOW --- day 2018-01-24 --- time 39600
2023-04-20 06:39:10,775 INFO Negative OS: -0.09111644197216084 --- ticker LOW --- day 2018-01-24 --- time 48600
2023-04-20 06:39:17,190 INFO Negative OS: -0.14115740038215963 --- ticker LOW --- day 2018-02-02 --- time 46800
2023-04-20 06:39:31,039 INFO Negative OS: -0.2872810552011056 --- ticker LOW --- day 2018-02-14 --- time 46800
2023-04-20 06:39:32,607 INFO Negative OS: -0.5119984065098191 --- ticker LOW --- day 2018-02-14 --- time 50400
2023-04-20 06:39:42,410 INFO Negative OS: -0.013493748567021902 --- ticker LOW --- day 2018-02-27 --- time 52200
2023-04-20 06:41:38,535 INFO Negative OS: -0.8400567144123041 --- ticker LOW --- day 2018-10-17 --- time 36000
2023-04-20 06:41:49,630 INFO Negative OS: -0.3648803541210559 --- ticker LOW --- day 2018-11-06 --- time 39600
2023-04-20 06:41:51,398 INFO Negative OS: -0.5604112132834429 --- ticker LOW --- day 2018-11-06 --- time 41400
2023-04-20 06:41:57,442 INFO Negative OS: -0.8996124382828137 --- ticker LOW --- day 2018-11-06 --- time 46800
2023-04-20 06:43:18,472 INFO Negative OS: -3.4929442953328094 --- ticker LOW --- day 2019-04-17 --- time 37800
2023-04-20 06:43:26,165 INFO Negative OS: -2.3380123437269744 --- ticker LOW --- day 2019-04-17 --- time 41400
2023-04-20 06:43:29,386 INFO Negative OS: -0.014565143553575632 --- ticker LOW --- day 2019-04-17 --- time 43200
2023-04-20 06:44:32,527 INFO Negative OS: -2.088375990909208 --- ticker LOW --- day 2019-08-13 --- time 48600
2023-04-20 06:44:46,730 INFO Negative OS: -4.6399734790864136 --- ticker LOW --- day 2019-08-21 --- time 37800
2023-04-20 06:45:13,793 INFO Negative OS: -34.54518055173439 --- ticker LOW --- day 2019-09-25 --- time 50400
2023-04-20 06:45:31,375 INFO Negative OS: -0.12693686079023814 --- ticker LOW --- day 2019-10-23 --- time 46800
2023-04-20 06:45:33,436 INFO Negative OS: -0.1863632092614873 --- ticker LOW --- day 2019-10-30 --- time 36000
2023-04-20 06:45:38,011 INFO Negative OS: -0.37477460160584397 --- ticker LOW --- day 2019-11-13 --- time 50400
2023-04-20 06:45:52,449 INFO Negative OS: -15.823646416465113 --- ticker LOW --- day 2019-12-04 --- time 50400
2023-04-20 06:45:57,115 INFO Negative OS: -2.2301322791686395 --- ticker LOW --- day 2019-12-05 --- time 46800
2023-04-20 06:46:02,029 INFO in_r2: 0.9092295972119385 , std 0.06571419075961056 
2023-04-20 06:46:02,029 INFO os_r2: 0.8590382662661742 , std 0.49985414967228287 
2023-04-20 06:46:02,029 INFO intercept: -3.012325116735792e-07 , std 8.932510705077534e-06 
2023-04-20 06:46:02,029 INFO ofi_add_1: 7.90168034507942e-05 , std 6.395715457740686e-05 
2023-04-20 06:46:02,029 INFO ofi_add_2: 8.85092674415115e-05 , std 5.8964625865911255e-05 
2023-04-20 06:46:02,029 INFO ofi_add_3: 6.817517179199051e-05 , std 4.932829635715376e-05 
2023-04-20 06:46:02,029 INFO ofi_add_4: 5.48603986406642e-05 , std 4.392812472091135e-05 
2023-04-20 06:46:02,030 INFO ofi_add_5: 4.552098120256306e-05 , std 4.1444082395650326e-05 
2023-04-20 06:46:02,030 INFO ofi_add_6: 4.538980073938729e-05 , std 4.445261342129829e-05 
2023-04-20 06:46:02,030 INFO ofi_add_7: 5.00661497253195e-05 , std 4.713357195606153e-05 
2023-04-20 06:46:02,030 INFO ofi_add_8: 4.310330149146522e-05 , std 4.5794317027767024e-05 
2023-04-20 06:46:02,030 INFO ofi_add_9: 4.0382143782979975e-05 , std 4.891058649186773e-05 
2023-04-20 06:46:02,030 INFO ofi_add_10: 4.1610788519226235e-05 , std 5.157514140638306e-05 
2023-04-20 06:46:02,030 INFO ofi_cancel_1: 7.226220862033087e-05 , std 7.343845987085824e-05 
2023-04-20 06:46:02,030 INFO ofi_cancel_2: 9.172996509071979e-05 , std 6.330010014687364e-05 
2023-04-20 06:46:02,030 INFO ofi_cancel_3: 6.748768667923165e-05 , std 5.125989679686622e-05 
2023-04-20 06:46:02,030 INFO ofi_cancel_4: 5.360056199751775e-05 , std 4.7162193246751094e-05 
2023-04-20 06:46:02,030 INFO ofi_cancel_5: 4.286957156377036e-05 , std 4.350340812109354e-05 
2023-04-20 06:46:02,030 INFO ofi_cancel_6: 4.12764292973162e-05 , std 4.621895088275253e-05 
2023-04-20 06:46:02,030 INFO ofi_cancel_7: 4.164357135133442e-05 , std 4.862202150244128e-05 
2023-04-20 06:46:02,030 INFO ofi_cancel_8: 3.8048160417444206e-05 , std 4.88906482345044e-05 
2023-04-20 06:46:02,030 INFO ofi_cancel_9: 3.6136362479479254e-05 , std 5.229916184792647e-05 
2023-04-20 06:46:02,030 INFO ofi_cancel_10: 3.950296559386163e-05 , std 5.5696900808460936e-05 
2023-04-20 06:46:02,030 INFO ofi_trade_1: 5.1083595557837535e-05 , std 8.753827649642859e-05 
2023-04-20 06:46:02,030 INFO ofi_trade_2: 6.269934697367469e-05 , std 8.008396795032872e-05 
