2023-04-20 06:53:22,186 INFO Tickers: ['INTU']
2023-04-20 06:55:00,149 INFO Negative OS: -0.18387288897674559 --- ticker INTU --- day 2018-06-15 --- time 52200
2023-04-20 06:55:14,622 INFO Negative OS: -0.01217158616079872 --- ticker INTU --- day 2018-09-11 --- time 43200
2023-04-20 06:55:57,931 INFO Negative OS: -0.07214672220010976 --- ticker INTU --- day 2018-10-25 --- time 48600
2023-04-20 06:55:59,995 INFO Negative OS: -0.0646745982004342 --- ticker INTU --- day 2018-10-26 --- time 41400
2023-04-20 06:56:11,475 INFO Negative OS: -0.2195175515940151 --- ticker INTU --- day 2018-10-31 --- time 43200
2023-04-20 06:56:37,161 INFO Negative OS: -0.060902732016097305 --- ticker INTU --- day 2018-11-16 --- time 41400
2023-04-20 06:57:46,729 INFO Negative OS: -0.3671060127413974 --- ticker INTU --- day 2018-12-27 --- time 41400
2023-04-20 06:58:00,345 INFO Negative OS: -1.1843441809776674 --- ticker INTU --- day 2019-01-07 --- time 36000
2023-04-20 06:58:12,813 INFO Negative OS: -0.4847531778950622 --- ticker INTU --- day 2019-01-18 --- time 36000
2023-04-20 06:58:23,799 INFO Negative OS: -0.37095892034531897 --- ticker INTU --- day 2019-01-31 --- time 36000
2023-04-20 06:58:26,492 INFO Negative OS: -0.9172374436431834 --- ticker INTU --- day 2019-02-04 --- time 39600
2023-04-20 06:59:02,207 INFO Negative OS: -1.5288445586209058 --- ticker INTU --- day 2019-04-11 --- time 36000
2023-04-20 06:59:07,573 INFO Negative OS: -2.884266019213808 --- ticker INTU --- day 2019-04-26 --- time 36000
2023-04-20 06:59:18,133 INFO Negative OS: -1.2111992750821328 --- ticker INTU --- day 2019-05-08 --- time 37800
2023-04-20 06:59:40,008 INFO Negative OS: -1.221318818210945 --- ticker INTU --- day 2019-06-26 --- time 36000
2023-04-20 07:00:13,043 INFO Negative OS: -29.533047154424008 --- ticker INTU --- day 2019-09-10 --- time 52200
2023-04-20 07:00:20,332 INFO Negative OS: -0.0210641773672835 --- ticker INTU --- day 2019-10-08 --- time 52200
2023-04-20 07:00:33,468 INFO Negative OS: -0.6606658949240187 --- ticker INTU --- day 2019-11-14 --- time 52200
2023-04-20 07:00:37,894 INFO Negative OS: -0.0061126026234856745 --- ticker INTU --- day 2019-11-29 --- time 43200
2023-04-20 07:00:40,492 INFO Negative OS: -0.19349760193990262 --- ticker INTU --- day 2019-12-11 --- time 48600
2023-04-20 07:00:41,905 INFO in_r2: 0.8353102348242074 , std 0.09208792975095491 
2023-04-20 07:00:41,905 INFO os_r2: 0.7237490272911363 , std 0.5965126198782205 
2023-04-20 07:00:41,905 INFO intercept: 7.911166420648199e-07 , std 1.4340755110576211e-05 
2023-04-20 07:00:41,905 INFO ofi_add_1: 4.894803324561626e-05 , std 4.6241674759602495e-05 
2023-04-20 07:00:41,905 INFO ofi_add_2: 8.182780953976452e-05 , std 6.463438771286614e-05 
2023-04-20 07:00:41,905 INFO ofi_add_3: 7.246270674234658e-05 , std 6.171045536828009e-05 
2023-04-20 07:00:41,905 INFO ofi_add_4: 4.662926788905364e-05 , std 4.9439539918165385e-05 
2023-04-20 07:00:41,905 INFO ofi_add_5: 3.677135433383333e-05 , std 4.683290044351516e-05 
2023-04-20 07:00:41,905 INFO ofi_add_6: 3.20345668981289e-05 , std 4.6745270860884856e-05 
2023-04-20 07:00:41,905 INFO ofi_add_7: 2.9220034245208585e-05 , std 4.488027800470736e-05 
2023-04-20 07:00:41,905 INFO ofi_add_8: 2.6984339791829e-05 , std 4.341534695118368e-05 
2023-04-20 07:00:41,905 INFO ofi_add_9: 2.4558159016495556e-05 , std 4.451705411456738e-05 
2023-04-20 07:00:41,905 INFO ofi_add_10: 2.166741495456235e-05 , std 4.395910605589643e-05 
2023-04-20 07:00:41,905 INFO ofi_cancel_1: 7.124782474611947e-05 , std 6.707778490955961e-05 
2023-04-20 07:00:41,905 INFO ofi_cancel_2: 9.131968335588514e-05 , std 6.961160787300865e-05 
2023-04-20 07:00:41,905 INFO ofi_cancel_3: 7.06565965186802e-05 , std 6.280634530252917e-05 
2023-04-20 07:00:41,905 INFO ofi_cancel_4: 4.375100020784898e-05 , std 5.099452276788974e-05 
2023-04-20 07:00:41,905 INFO ofi_cancel_5: 3.250967417848565e-05 , std 4.766950882987824e-05 
2023-04-20 07:00:41,905 INFO ofi_cancel_6: 2.5466368513212062e-05 , std 4.527736933500174e-05 
2023-04-20 07:00:41,905 INFO ofi_cancel_7: 2.4340112787519224e-05 , std 4.476307493848846e-05 
2023-04-20 07:00:41,905 INFO ofi_cancel_8: 2.2768786035098223e-05 , std 4.494179410668099e-05 
2023-04-20 07:00:41,905 INFO ofi_cancel_9: 2.0998573367323927e-05 , std 4.583357795554469e-05 
