2023-04-20 06:54:47,824 INFO Tickers: ['ISRG']
2023-04-20 06:55:02,731 INFO Negative OS: -1.5117011683893318 --- ticker ISRG --- day 2017-11-29 --- time 37800
2023-04-20 06:55:03,333 INFO Negative OS: -0.42216662059810517 --- ticker ISRG --- day 2017-12-01 --- time 36000
2023-04-20 06:55:03,511 INFO Negative OS: -1.1916490468014138 --- ticker ISRG --- day 2017-12-01 --- time 39600
2023-04-20 06:55:14,554 INFO Negative OS: -0.011246380172233561 --- ticker ISRG --- day 2018-02-05 --- time 52200
2023-04-20 06:55:14,851 INFO Negative OS: -3.3276129477823853 --- ticker ISRG --- day 2018-02-06 --- time 37800
2023-04-20 06:55:18,106 INFO Negative OS: -0.20875160986262808 --- ticker ISRG --- day 2018-03-23 --- time 37800
2023-04-20 06:55:22,117 INFO Negative OS: -0.1313711305896239 --- ticker ISRG --- day 2018-03-27 --- time 36000
2023-04-20 06:55:23,044 INFO Negative OS: -1.8347558513585662 --- ticker ISRG --- day 2018-03-28 --- time 36000
2023-04-20 06:55:26,846 INFO Negative OS: -0.16902883753316456 --- ticker ISRG --- day 2018-04-02 --- time 36000
2023-04-20 06:55:34,748 INFO Negative OS: -0.17474182058844057 --- ticker ISRG --- day 2018-04-20 --- time 36000
2023-04-20 06:55:36,132 INFO Negative OS: -24.2060588077258 --- ticker ISRG --- day 2018-04-25 --- time 52200
2023-04-20 06:55:37,793 INFO Negative OS: -0.8960165705340297 --- ticker ISRG --- day 2018-05-30 --- time 39600
2023-04-20 06:55:40,168 INFO Negative OS: -0.077382663229421 --- ticker ISRG --- day 2018-06-01 --- time 36000
2023-04-20 06:55:41,474 INFO Negative OS: -0.03919036015466637 --- ticker ISRG --- day 2018-06-05 --- time 36000
2023-04-20 06:55:42,946 INFO Negative OS: -0.015808931632605994 --- ticker ISRG --- day 2018-06-08 --- time 37800
2023-04-20 06:55:45,467 INFO Negative OS: -4.440784170608255 --- ticker ISRG --- day 2018-07-02 --- time 52200
2023-04-20 06:55:48,220 INFO Negative OS: -0.007846232415618104 --- ticker ISRG --- day 2018-07-12 --- time 50400
2023-04-20 06:55:55,490 INFO Negative OS: -0.06162692118170865 --- ticker ISRG --- day 2018-09-18 --- time 52200
2023-04-20 06:56:12,886 INFO Negative OS: -0.3557661675243713 --- ticker ISRG --- day 2018-10-15 --- time 45000
2023-04-20 06:56:14,152 INFO Negative OS: -1.5838126933644325 --- ticker ISRG --- day 2018-10-16 --- time 37800
2023-04-20 06:56:14,389 INFO Negative OS: -0.003732995290060881 --- ticker ISRG --- day 2018-10-16 --- time 39600
2023-04-20 06:56:15,258 INFO Negative OS: -0.012766783527122127 --- ticker ISRG --- day 2018-10-16 --- time 48600
2023-04-20 06:56:16,975 INFO Negative OS: -0.08956875273506437 --- ticker ISRG --- day 2018-10-17 --- time 50400
2023-04-20 06:56:17,545 INFO Negative OS: -0.04009182243687204 --- ticker ISRG --- day 2018-10-17 --- time 52200
2023-04-20 06:56:26,154 INFO Negative OS: -0.0788795889146856 --- ticker ISRG --- day 2018-10-26 --- time 41400
2023-04-20 06:56:32,084 INFO Negative OS: -0.6020914591710733 --- ticker ISRG --- day 2018-10-30 --- time 36000
2023-04-20 06:56:41,363 INFO Negative OS: -0.5943564003609487 --- ticker ISRG --- day 2018-11-01 --- time 48600
2023-04-20 06:56:46,297 INFO Negative OS: -0.9381582809142084 --- ticker ISRG --- day 2018-11-06 --- time 36000
2023-04-20 06:56:51,811 INFO Negative OS: -0.0655173634822499 --- ticker ISRG --- day 2018-11-06 --- time 37800
2023-04-20 06:57:13,051 INFO Negative OS: -0.33353642883809886 --- ticker ISRG --- day 2018-11-16 --- time 48600
2023-04-20 06:57:39,223 INFO Negative OS: -0.17856858735681902 --- ticker ISRG --- day 2018-12-04 --- time 41400
2023-04-20 06:57:51,243 INFO Negative OS: -0.5716043612083024 --- ticker ISRG --- day 2018-12-07 --- time 37800
2023-04-20 06:58:00,978 INFO Negative OS: -0.17002433852486876 --- ticker ISRG --- day 2018-12-12 --- time 36000
2023-04-20 06:58:08,594 INFO Negative OS: -0.22335499922339386 --- ticker ISRG --- day 2018-12-19 --- time 50400
2023-04-20 06:58:10,345 INFO Negative OS: -0.13060734101682225 --- ticker ISRG --- day 2018-12-21 --- time 37800
2023-04-20 06:58:23,000 INFO Negative OS: -0.21219048784449246 --- ticker ISRG --- day 2019-01-07 --- time 52200
2023-04-20 06:58:28,738 INFO Negative OS: -0.10598538886496045 --- ticker ISRG --- day 2019-01-18 --- time 37800
2023-04-20 06:58:29,858 INFO Negative OS: -0.0670057615622015 --- ticker ISRG --- day 2019-01-22 --- time 37800
2023-04-20 06:58:31,437 INFO Negative OS: -0.0747370340793736 --- ticker ISRG --- day 2019-01-24 --- time 41400
2023-04-20 06:58:32,842 INFO Negative OS: -1.3734857655203254 --- ticker ISRG --- day 2019-01-30 --- time 50400
2023-04-20 06:58:37,564 INFO Negative OS: -0.05294440992117888 --- ticker ISRG --- day 2019-02-20 --- time 52200
2023-04-20 06:58:38,776 INFO Negative OS: -5.16597348018107 --- ticker ISRG --- day 2019-03-07 --- time 36000
2023-04-20 06:58:40,749 INFO Negative OS: -3.4976750860952626 --- ticker ISRG --- day 2019-03-19 --- time 37800
2023-04-20 06:58:48,357 INFO Negative OS: -0.15226639410453213 --- ticker ISRG --- day 2019-04-04 --- time 41400
2023-04-20 06:58:51,325 INFO Negative OS: -2.1639355315216697 --- ticker ISRG --- day 2019-04-22 --- time 52200
2023-04-20 06:58:52,641 INFO Negative OS: -2.5431967384859524 --- ticker ISRG --- day 2019-04-25 --- time 52200
2023-04-20 06:58:54,907 INFO Negative OS: -0.08680046768397354 --- ticker ISRG --- day 2019-05-08 --- time 43200
2023-04-20 06:59:02,489 INFO Negative OS: -0.9873238666370727 --- ticker ISRG --- day 2019-06-10 --- time 36000
2023-04-20 06:59:06,940 INFO Negative OS: -0.6146877492666414 --- ticker ISRG --- day 2019-07-24 --- time 36000
2023-04-20 06:59:09,053 INFO Negative OS: -0.1738846353498016 --- ticker ISRG --- day 2019-08-01 --- time 43200
2023-04-20 06:59:15,826 INFO Negative OS: -2.252002932075346 --- ticker ISRG --- day 2019-08-15 --- time 37800
2023-04-20 06:59:19,709 INFO Negative OS: -0.5654145953984431 --- ticker ISRG --- day 2019-08-28 --- time 37800
2023-04-20 06:59:22,395 INFO Negative OS: -0.3873802917015854 --- ticker ISRG --- day 2019-09-24 --- time 52200
2023-04-20 06:59:24,689 INFO Negative OS: -0.17809013240940152 --- ticker ISRG --- day 2019-10-02 --- time 46800
2023-04-20 06:59:33,663 INFO Negative OS: -0.30059111445839926 --- ticker ISRG --- day 2019-11-07 --- time 36000
2023-04-20 06:59:35,893 INFO Negative OS: -0.08105714772188222 --- ticker ISRG --- day 2019-11-19 --- time 39600
2023-04-20 06:59:40,801 INFO Negative OS: -0.7937139494505467 --- ticker ISRG --- day 2019-12-12 --- time 41400
2023-04-20 06:59:41,255 INFO in_r2: 0.7136113623817691 , std 0.13818652584036184 
2023-04-20 06:59:41,255 INFO os_r2: 0.47628168961262346 , std 0.8176067018105537 
2023-04-20 06:59:41,255 INFO intercept: 1.452045887089989e-06 , std 2.5928182354615603e-05 
2023-04-20 06:59:41,255 INFO ofi_add_1: 4.573716496871761e-05 , std 6.614439440997774e-05 
2023-04-20 06:59:41,255 INFO ofi_add_2: 0.00010517471363320718 , std 9.82724048009925e-05 
2023-04-20 06:59:41,255 INFO ofi_add_3: 8.418156172790779e-05 , std 9.397914171511599e-05 
2023-04-20 06:59:41,255 INFO ofi_add_4: 6.019303434767276e-05 , std 9.812932753524489e-05 
2023-04-20 06:59:41,255 INFO ofi_add_5: 4.95174990480385e-05 , std 7.715855783794541e-05 
2023-04-20 06:59:41,255 INFO ofi_add_6: 4.315907692536651e-05 , std 7.063525217885397e-05 
2023-04-20 06:59:41,255 INFO ofi_add_7: 4.0576341589657926e-05 , std 7.212149831130733e-05 
2023-04-20 06:59:41,255 INFO ofi_add_8: 3.85467805967386e-05 , std 7.320184806415287e-05 
2023-04-20 06:59:41,255 INFO ofi_add_9: 3.806040158217375e-05 , std 7.86058822407295e-05 
2023-04-20 06:59:41,255 INFO ofi_add_10: 4.107525897493234e-05 , std 6.718358915313083e-05 
2023-04-20 06:59:41,255 INFO ofi_cancel_1: 8.219145620610577e-05 , std 0.00010259214862799347 
2023-04-20 06:59:41,255 INFO ofi_cancel_2: 0.0001097460884316038 , std 0.00010777281227350526 
2023-04-20 06:59:41,255 INFO ofi_cancel_3: 7.811894109976662e-05 , std 9.412191439732185e-05 
2023-04-20 06:59:41,255 INFO ofi_cancel_4: 5.2554736132116505e-05 , std 9.160306600049506e-05 
2023-04-20 06:59:41,255 INFO ofi_cancel_5: 4.4027820169661824e-05 , std 7.873297277341156e-05 
2023-04-20 06:59:41,255 INFO ofi_cancel_6: 3.7137725427467696e-05 , std 7.253722573146224e-05 
2023-04-20 06:59:41,255 INFO ofi_cancel_7: 3.534937806958453e-05 , std 7.234752937157814e-05 
2023-04-20 06:59:41,255 INFO ofi_cancel_8: 3.6848118344286746e-05 , std 7.358573620221807e-05 
2023-04-20 06:59:41,256 INFO ofi_cancel_9: 3.409354052720816e-05 , std 7.817975941056165e-05 
2023-04-20 06:59:41,256 INFO ofi_cancel_10: 4.1161167800809924e-05 , std 6.806978078138482e-05 
2023-04-20 06:59:41,256 INFO ofi_trade_1: 0.00016326935069457208 , std 0.0002295905263893397 
2023-04-20 06:59:41,256 INFO ofi_trade_2: 0.00010694287035418935 , std 0.00018249905190954947 
2023-04-20 06:59:41,256 INFO ofi_trade_3: 9.84239437358627e-05 , std 0.00020435295289852117 
2023-04-20 06:59:41,256 INFO ofi_trade_4: 8.597324114678352e-05 , std 0.00020239641124564537 
2023-04-20 06:59:41,256 INFO ofi_trade_5: 9.364054025224865e-05 , std 0.0001960697282025157 
2023-04-20 06:59:41,256 INFO ofi_trade_6: 9.386348980255254e-05 , std 0.00022567919114901912 
2023-04-20 06:59:41,256 INFO ofi_trade_7: 0.00010859587500715666 , std 0.0002005405943014338 
2023-04-20 06:59:41,256 INFO ofi_trade_8: 0.00011742236144337591 , std 0.00021643173149624896 
2023-04-20 06:59:41,256 INFO ofi_trade_9: 0.0001367512963830248 , std 0.00023239644692054327 
2023-04-20 06:59:41,256 INFO ofi_trade_10: 0.00016172697275404415 , std 0.00023299843423528404 
2023-04-20 06:59:41,256 INFO t_intercept: 0.047287264711143785 , std 1.1428072274870353 
2023-04-20 06:59:41,256 INFO t_ofi_add_1: 0.9998722220840036 , std 1.213287726599077 
2023-04-20 06:59:41,256 INFO t_ofi_add_2: 1.5683236164765841 , std 1.1640279647835672 
2023-04-20 06:59:41,256 INFO t_ofi_add_3: 1.1216876069002906 , std 1.0059176111612909 
2023-04-20 06:59:41,256 INFO t_ofi_add_4: 0.7167523126028791 , std 0.8514346632147217 
2023-04-20 06:59:41,256 INFO t_ofi_add_5: 0.581649294676012 , std 0.7231449137542655 
2023-04-20 06:59:41,256 INFO t_ofi_add_6: 0.4726154251476849 , std 0.6684654004676926 
2023-04-20 06:59:41,256 INFO t_ofi_add_7: 0.4293725701384565 , std 0.6389444483572533 
2023-04-20 06:59:41,256 INFO t_ofi_add_8: 0.4120525703543251 , std 0.6519083804457755 
2023-04-20 06:59:41,256 INFO t_ofi_add_9: 0.4257019171979472 , std 0.6764711192639461 
2023-04-20 06:59:41,256 INFO t_ofi_add_10: 0.5747981899060458 , std 0.847870140373777 
2023-04-20 06:59:41,256 INFO t_ofi_cancel_1: 1.212611612448776 , std 1.1831285368329683 
2023-04-20 06:59:41,256 INFO t_ofi_cancel_2: 1.5904573431395095 , std 1.2275824984625923 
2023-04-20 06:59:41,256 INFO t_ofi_cancel_3: 1.05962765083235 , std 1.019340172384967 
2023-04-20 06:59:41,256 INFO t_ofi_cancel_4: 0.6321389003917119 , std 0.8080408568594768 
2023-04-20 06:59:41,256 INFO t_ofi_cancel_5: 0.48997788978296103 , std 0.7113053260752396 
2023-04-20 06:59:41,256 INFO t_ofi_cancel_6: 0.38341077599402473 , std 0.6465442027667515 
2023-04-20 06:59:41,256 INFO t_ofi_cancel_7: 0.3570163082917212 , std 0.6228669741995757 
2023-04-20 06:59:41,256 INFO t_ofi_cancel_8: 0.37321871236682014 , std 0.6330009168079223 
2023-04-20 06:59:41,256 INFO t_ofi_cancel_9: 0.37468371905500514 , std 0.6791004069175445 
2023-04-20 06:59:41,256 INFO t_ofi_cancel_10: 0.5788718140920793 , std 0.8654348202701654 
2023-04-20 06:59:41,256 INFO t_ofi_trade_1: 1.1399824954109266 , std 1.2392904435467984 
2023-04-20 06:59:41,256 INFO t_ofi_trade_2: 0.5856750618528989 , std 0.8723352026975971 
2023-04-20 06:59:41,256 INFO t_ofi_trade_3: 0.43337799863238374 , std 0.7318475160901241 
2023-04-20 06:59:41,256 INFO t_ofi_trade_4: 0.35484980297887453 , std 0.6799362686312133 
2023-04-20 06:59:41,256 INFO t_ofi_trade_5: 0.3988149674240683 , std 0.7139375199985133 
2023-04-20 06:59:41,256 INFO t_ofi_trade_6: 0.3782647089822871 , std 0.7290228586518859 
2023-04-20 06:59:41,256 INFO t_ofi_trade_7: 0.477615999044164 , std 0.7714676018206708 
2023-04-20 06:59:41,256 INFO t_ofi_trade_8: 0.487233353621158 , std 0.8054115148060522 
2023-04-20 06:59:41,256 INFO t_ofi_trade_9: 0.6084471646261492 , std 0.9130377428289003 
2023-04-20 06:59:41,256 INFO t_ofi_trade_10: 0.904579016472218 , std 1.0542666957829563 
2023-04-20 06:59:41,256 INFO p_intercept: 0.4561392266285713 , std 0.2957410780219434 
2023-04-20 06:59:41,256 INFO p_ofi_add_1: 0.4592297951844677 , std 0.382833841541495 
2023-04-20 06:59:41,256 INFO p_ofi_add_2: 0.29897119105183767 , std 0.33973776374632075 
