2023-04-20 05:03:02,935 INFO Tickers: ['AMZN']
2023-04-20 05:03:23,234 INFO Negative OS: -0.720657632151734 --- ticker AMZN --- day 2017-02-01 --- time 36000
2023-04-20 05:03:23,824 INFO Negative OS: -0.10220604537373723 --- ticker AMZN --- day 2017-02-01 --- time 39600
2023-04-20 05:03:27,673 INFO Negative OS: -0.03436011871211031 --- ticker AMZN --- day 2017-02-06 --- time 43200
2023-04-20 05:03:43,005 INFO Negative OS: -0.003344895315187335 --- ticker AMZN --- day 2017-03-08 --- time 43200
2023-04-20 05:03:48,261 INFO Negative OS: -53.71892932962535 --- ticker AMZN --- day 2017-03-17 --- time 52200
2023-04-20 05:05:22,068 INFO Negative OS: -0.03776934840180579 --- ticker AMZN --- day 2017-06-30 --- time 48600
2023-04-20 05:05:22,925 INFO Negative OS: -0.38899475278489404 --- ticker AMZN --- day 2017-07-05 --- time 36000
2023-04-20 05:06:06,135 INFO Negative OS: -0.5732810161321111 --- ticker AMZN --- day 2017-08-14 --- time 45000
2023-04-20 05:06:19,983 INFO Negative OS: -0.3955156305555285 --- ticker AMZN --- day 2017-08-22 --- time 43200
2023-04-20 05:06:22,861 INFO Negative OS: -0.04553645097821879 --- ticker AMZN --- day 2017-08-23 --- time 46800
2023-04-20 05:06:35,803 INFO Negative OS: -0.1354952944064851 --- ticker AMZN --- day 2017-09-05 --- time 37800
2023-04-20 05:06:39,004 INFO Negative OS: -0.07485454240409095 --- ticker AMZN --- day 2017-09-06 --- time 39600
2023-04-20 05:06:53,772 INFO Negative OS: -0.09022558121658686 --- ticker AMZN --- day 2017-09-19 --- time 45000
2023-04-20 05:07:19,111 INFO Negative OS: -0.049088317342755206 --- ticker AMZN --- day 2017-10-24 --- time 36000
2023-04-20 05:07:38,350 INFO Negative OS: -0.2942984546635361 --- ticker AMZN --- day 2017-11-09 --- time 39600
2023-04-20 05:07:43,440 INFO Negative OS: -2.2699676908291546 --- ticker AMZN --- day 2017-11-14 --- time 39600
2023-04-20 05:07:45,139 INFO Negative OS: -0.20631945686823672 --- ticker AMZN --- day 2017-11-16 --- time 36000
2023-04-20 05:07:46,401 INFO Negative OS: -0.1354463158044279 --- ticker AMZN --- day 2017-11-20 --- time 39600
2023-04-20 05:07:47,221 INFO Negative OS: -0.41649860135381633 --- ticker AMZN --- day 2017-11-21 --- time 41400
2023-04-20 05:07:48,234 INFO Negative OS: -14.492698488247445 --- ticker AMZN --- day 2017-11-22 --- time 48600
2023-04-20 05:08:15,697 INFO Negative OS: -1.7533783959403064 --- ticker AMZN --- day 2017-12-12 --- time 52200
2023-04-20 05:08:17,409 INFO Negative OS: -0.18965024253880558 --- ticker AMZN --- day 2017-12-13 --- time 52200
2023-04-20 05:08:18,937 INFO Negative OS: -0.35428507673283427 --- ticker AMZN --- day 2017-12-14 --- time 46800
2023-04-20 05:08:23,097 INFO Negative OS: -0.000295945546019194 --- ticker AMZN --- day 2017-12-18 --- time 50400
2023-04-20 05:08:25,007 INFO Negative OS: -0.041097972747119904 --- ticker AMZN --- day 2017-12-19 --- time 43200
2023-04-20 05:08:25,684 INFO Negative OS: -35.46390199369003 --- ticker AMZN --- day 2017-12-19 --- time 48600
2023-04-20 05:08:32,567 INFO Negative OS: -0.017204667597862322 --- ticker AMZN --- day 2017-12-19 --- time 50400
2023-04-20 05:08:35,539 INFO Negative OS: -0.09333149363083448 --- ticker AMZN --- day 2017-12-22 --- time 39600
2023-04-20 05:08:36,628 INFO Negative OS: -0.004309714148897692 --- ticker AMZN --- day 2017-12-26 --- time 39600
2023-04-20 05:08:36,949 INFO Negative OS: -1.3230630933452403 --- ticker AMZN --- day 2017-12-26 --- time 50400
2023-04-20 05:08:41,205 INFO Negative OS: -0.5075271651935678 --- ticker AMZN --- day 2018-01-03 --- time 37800
2023-04-20 05:08:41,763 INFO Negative OS: -2.9256602573144956 --- ticker AMZN --- day 2018-01-03 --- time 39600
2023-04-20 05:08:45,493 INFO Negative OS: -0.41341186728736545 --- ticker AMZN --- day 2018-01-03 --- time 45000
2023-04-20 05:08:45,819 INFO Negative OS: -1.8407145311790671 --- ticker AMZN --- day 2018-01-03 --- time 46800
2023-04-20 05:08:55,511 INFO Negative OS: -1.8450093116035218 --- ticker AMZN --- day 2018-01-09 --- time 45000
2023-04-20 05:09:03,676 INFO Negative OS: -0.3139544527490863 --- ticker AMZN --- day 2018-01-11 --- time 41400
2023-04-20 05:09:12,993 INFO Negative OS: -0.09200097522281303 --- ticker AMZN --- day 2018-01-16 --- time 52200
2023-04-20 05:09:21,266 INFO Negative OS: -0.04349031791336233 --- ticker AMZN --- day 2018-01-18 --- time 45000
2023-04-20 05:09:22,868 INFO Negative OS: -0.10288943448430521 --- ticker AMZN --- day 2018-01-19 --- time 37800
2023-04-20 05:09:34,670 INFO Negative OS: -0.10650091913717707 --- ticker AMZN --- day 2018-01-23 --- time 50400
2023-04-20 05:09:47,819 INFO Negative OS: -0.3432077627949288 --- ticker AMZN --- day 2018-01-29 --- time 41400
2023-04-20 05:10:14,926 INFO Negative OS: -0.4332251706803867 --- ticker AMZN --- day 2018-02-07 --- time 41400
2023-04-20 05:10:17,418 INFO Negative OS: -0.15071124435222472 --- ticker AMZN --- day 2018-02-08 --- time 36000
2023-04-20 05:10:20,241 INFO Negative OS: -5.17270482392506 --- ticker AMZN --- day 2018-02-08 --- time 45000
2023-04-20 05:10:49,176 INFO Negative OS: -0.002261251278813159 --- ticker AMZN --- day 2018-02-08 --- time 46800
2023-04-20 05:10:54,253 INFO Negative OS: -0.3015066723044608 --- ticker AMZN --- day 2018-02-12 --- time 46800
2023-04-20 05:10:59,949 INFO Negative OS: -0.34060400156413473 --- ticker AMZN --- day 2018-02-14 --- time 48600
2023-04-20 05:11:19,518 INFO Negative OS: -0.3797081111864149 --- ticker AMZN --- day 2018-02-23 --- time 50400
2023-04-20 05:11:26,176 INFO Negative OS: -0.03332881389357967 --- ticker AMZN --- day 2018-02-23 --- time 52200
2023-04-20 05:11:31,730 INFO Negative OS: -0.20969577309246912 --- ticker AMZN --- day 2018-03-01 --- time 41400
2023-04-20 05:11:37,751 INFO Negative OS: -0.047364251783263756 --- ticker AMZN --- day 2018-03-06 --- time 48600
2023-04-20 05:11:42,441 INFO Negative OS: -0.6057506584248737 --- ticker AMZN --- day 2018-03-09 --- time 46800
2023-04-20 05:11:43,150 INFO Negative OS: -0.14342234433548917 --- ticker AMZN --- day 2018-03-09 --- time 48600
2023-04-20 05:11:56,095 INFO Negative OS: -0.5187921153267399 --- ticker AMZN --- day 2018-03-21 --- time 45000
2023-04-20 05:12:05,239 INFO Negative OS: -0.08032680537634951 --- ticker AMZN --- day 2018-03-27 --- time 52200
2023-04-20 05:12:35,099 INFO Negative OS: -0.07250582759886592 --- ticker AMZN --- day 2018-05-09 --- time 52200
2023-04-20 05:12:44,928 INFO Negative OS: -0.257508233772169 --- ticker AMZN --- day 2018-05-24 --- time 41400
2023-04-20 05:12:53,508 INFO Negative OS: -0.12960718622592826 --- ticker AMZN --- day 2018-06-04 --- time 45000
2023-04-20 05:12:54,046 INFO Negative OS: -0.1638474433169821 --- ticker AMZN --- day 2018-06-04 --- time 50400
2023-04-20 05:13:01,145 INFO Negative OS: -0.6058088319487733 --- ticker AMZN --- day 2018-06-11 --- time 52200
2023-04-20 05:13:04,007 INFO Negative OS: -0.4211821409193244 --- ticker AMZN --- day 2018-06-14 --- time 45000
2023-04-20 05:13:05,162 INFO Negative OS: -0.02020782705146429 --- ticker AMZN --- day 2018-06-15 --- time 45000
2023-04-20 05:13:55,939 INFO Negative OS: -0.25805868099480045 --- ticker AMZN --- day 2018-07-13 --- time 50400
2023-04-20 05:16:36,391 INFO Negative OS: -0.009631003228321555 --- ticker AMZN --- day 2018-10-03 --- time 37800
2023-04-20 05:21:57,444 INFO Negative OS: -0.6009052661891761 --- ticker AMZN --- day 2019-04-29 --- time 39600
2023-04-20 05:22:39,033 INFO Negative OS: -0.47121281177659013 --- ticker AMZN --- day 2019-06-06 --- time 41400
2023-04-20 05:22:47,235 INFO Negative OS: -0.16610801787483087 --- ticker AMZN --- day 2019-06-13 --- time 37800
2023-04-20 05:22:59,345 INFO Negative OS: -0.03338996042082609 --- ticker AMZN --- day 2019-06-28 --- time 39600
2023-04-20 05:25:07,513 INFO Negative OS: -0.05685809277027465 --- ticker AMZN --- day 2019-12-05 --- time 52200
2023-04-20 05:25:14,263 INFO in_r2: 0.7938826978589135 , std 0.11132956512379412 
2023-04-20 05:25:14,263 INFO os_r2: 0.6684609586797482 , std 0.835086651110151 
2023-04-20 05:25:14,263 INFO intercept: 1.2812524871297405e-06 , std 1.1362271796580472e-05 
2023-04-20 05:25:14,263 INFO ofi_add_1: 1.7651450453629456e-05 , std 2.263492730477075e-05 
2023-04-20 05:25:14,263 INFO ofi_add_2: 2.19526231953153e-05 , std 2.4058551968398325e-05 
2023-04-20 05:25:14,263 INFO ofi_add_3: 2.289957405381318e-05 , std 2.450608896831916e-05 
2023-04-20 05:25:14,263 INFO ofi_add_4: 1.9868994667905807e-05 , std 2.2552804255964005e-05 
2023-04-20 05:25:14,263 INFO ofi_add_5: 1.8547726676712727e-05 , std 2.254108010894953e-05 
2023-04-20 05:25:14,263 INFO ofi_add_6: 1.7084929865906067e-05 , std 2.0457541455646172e-05 
2023-04-20 05:25:14,263 INFO ofi_add_7: 1.6136915388978972e-05 , std 2.0080419054343774e-05 
2023-04-20 05:25:14,263 INFO ofi_add_8: 1.558155799253113e-05 , std 2.0112129186069285e-05 
2023-04-20 05:25:14,263 INFO ofi_add_9: 1.5850107844077505e-05 , std 2.0371823172561296e-05 
2023-04-20 05:25:14,263 INFO ofi_add_10: 2.2654277865752428e-05 , std 2.382167771052104e-05 
2023-04-20 05:25:14,263 INFO ofi_cancel_1: 1.754912854588902e-05 , std 2.763762406486727e-05 
2023-04-20 05:25:14,263 INFO ofi_cancel_2: 2.1259451960714226e-05 , std 2.5349914898620738e-05 
2023-04-20 05:25:14,263 INFO ofi_cancel_3: 2.21911019473524e-05 , std 2.5701136039138156e-05 
2023-04-20 05:25:14,263 INFO ofi_cancel_4: 1.9019992681637227e-05 , std 2.3178182697832117e-05 
2023-04-20 05:25:14,264 INFO ofi_cancel_5: 1.7639210326454964e-05 , std 2.296974095669224e-05 
2023-04-20 05:25:14,264 INFO ofi_cancel_6: 1.651517443508429e-05 , std 2.0984658671027454e-05 
2023-04-20 05:25:14,264 INFO ofi_cancel_7: 1.50598212858042e-05 , std 2.0432023104666333e-05 
2023-04-20 05:25:14,264 INFO ofi_cancel_8: 1.4191027305343377e-05 , std 2.0314154437150143e-05 
2023-04-20 05:25:14,264 INFO ofi_cancel_9: 1.4805811360848212e-05 , std 2.061539222914632e-05 
2023-04-20 05:25:14,264 INFO ofi_cancel_10: 2.170385871970895e-05 , std 2.46351034261336e-05 
2023-04-20 05:25:14,264 INFO ofi_trade_1: 2.1432240184484522e-05 , std 2.9883535290467013e-05 
2023-04-20 05:25:14,264 INFO ofi_trade_2: 1.854145543069703e-05 , std 2.9665186322033104e-05 
2023-04-20 05:25:14,264 INFO ofi_trade_3: 1.7951998354038113e-05 , std 2.9727119561189703e-05 
2023-04-20 05:25:14,264 INFO ofi_trade_4: 1.6164577695627016e-05 , std 2.898997981990355e-05 
2023-04-20 05:25:14,264 INFO ofi_trade_5: 1.9165510276120725e-05 , std 3.1040134614458335e-05 
2023-04-20 05:25:14,264 INFO ofi_trade_6: 1.978663877234317e-05 , std 3.0602566837016306e-05 
2023-04-20 05:25:14,264 INFO ofi_trade_7: 2.0130578189609985e-05 , std 3.007443379757901e-05 
2023-04-20 05:25:14,264 INFO ofi_trade_8: 2.1637275875307048e-05 , std 3.1148746354555254e-05 
2023-04-20 05:25:14,264 INFO ofi_trade_9: 2.3927787424464652e-05 , std 3.14706461138448e-05 
2023-04-20 05:25:14,264 INFO ofi_trade_10: 3.2701597416460564e-05 , std 3.35789480747054e-05 
2023-04-20 05:25:14,264 INFO t_intercept: 0.11327953803411325 , std 1.1329954760312706 
2023-04-20 05:25:14,264 INFO t_ofi_add_1: 0.9523525573952243 , std 1.0209147734638073 
2023-04-20 05:25:14,264 INFO t_ofi_add_2: 0.9643813374657934 , std 0.8798962871765078 
2023-04-20 05:25:14,264 INFO t_ofi_add_3: 0.9179102473074499 , std 0.8186902009611493 
2023-04-20 05:25:14,264 INFO t_ofi_add_4: 0.7735931134150182 , std 0.7474581860779915 
2023-04-20 05:25:14,264 INFO t_ofi_add_5: 0.6944998317535397 , std 0.7109661634581401 
2023-04-20 05:25:14,264 INFO t_ofi_add_6: 0.6420439864165804 , std 0.688850055024868 
2023-04-20 05:25:14,264 INFO t_ofi_add_7: 0.6006570880181623 , std 0.6588193952193876 
2023-04-20 05:25:14,264 INFO t_ofi_add_8: 0.585449438875625 , std 0.6724897622536145 
2023-04-20 05:25:14,264 INFO t_ofi_add_9: 0.6061039786841417 , std 0.686784020469189 
2023-04-20 05:25:14,264 INFO t_ofi_add_10: 1.137661157314424 , std 1.0142993875603388 
2023-04-20 05:25:14,264 INFO t_ofi_cancel_1: 0.735761185823833 , std 0.9622251508671706 
2023-04-20 05:25:14,264 INFO t_ofi_cancel_2: 0.8989371088903579 , std 0.909747204876908 
2023-04-20 05:25:14,264 INFO t_ofi_cancel_3: 0.8652130364447406 , std 0.8425043971868511 
2023-04-20 05:25:14,264 INFO t_ofi_cancel_4: 0.7192841492419687 , std 0.7509393251885037 
2023-04-20 05:25:14,264 INFO t_ofi_cancel_5: 0.6482575129953625 , std 0.7123859604498548 
2023-04-20 05:25:14,264 INFO t_ofi_cancel_6: 0.6090420901939049 , std 0.6952380583865507 
2023-04-20 05:25:14,264 INFO t_ofi_cancel_7: 0.5516763042017665 , std 0.6599876663717292 
2023-04-20 05:25:14,264 INFO t_ofi_cancel_8: 0.5262115427614679 , std 0.6692463099439622 
2023-04-20 05:25:14,264 INFO t_ofi_cancel_9: 0.5584705157784642 , std 0.6885609532191087 
2023-04-20 05:25:14,264 INFO t_ofi_cancel_10: 1.064806821146473 , std 1.029830018246287 
2023-04-20 05:25:14,264 INFO t_ofi_trade_1: 0.7501748273723179 , std 0.9343955539656661 
2023-04-20 05:25:14,264 INFO t_ofi_trade_2: 0.5240805000508361 , std 0.7482287905795435 
2023-04-20 05:25:14,264 INFO t_ofi_trade_3: 0.470467927520191 , std 0.6991891864509486 
2023-04-20 05:25:14,264 INFO t_ofi_trade_4: 0.4129379948345717 , std 0.6624937591306487 
2023-04-20 05:25:14,264 INFO t_ofi_trade_5: 0.4695445067393209 , std 0.6922811112991131 
2023-04-20 05:25:14,264 INFO t_ofi_trade_6: 0.4948142973203457 , std 0.6963973765189941 
2023-04-20 05:25:14,264 INFO t_ofi_trade_7: 0.5039584172003295 , std 0.6847334643830498 
2023-04-20 05:25:14,264 INFO t_ofi_trade_8: 0.540490988328077 , std 0.6949248847353693 
2023-04-20 05:25:14,264 INFO t_ofi_trade_9: 0.638251483854593 , std 0.7617418145068617 
2023-04-20 05:25:14,264 INFO t_ofi_trade_10: 1.0518430977365292 , std 0.9759978503652974 
2023-04-20 05:25:14,265 INFO p_intercept: 0.46344209225423155 , std 0.2980632422108772 
2023-04-20 05:25:14,265 INFO p_ofi_add_1: 0.4822431392952138 , std 0.37170281313335224 
2023-04-20 05:25:14,265 INFO p_ofi_add_2: 0.47090614878500686 , std 0.3543878829276271 
2023-04-20 05:25:14,265 INFO p_ofi_add_3: 0.48129501465857216 , std 0.34768122944137037 
2023-04-20 05:25:14,265 INFO p_ofi_add_4: 0.535820503854648 , std 0.3393957146055966 
2023-04-20 05:25:14,265 INFO p_ofi_add_5: 0.5735717018928069 , std 0.33615181096318825 
2023-04-20 05:25:14,265 INFO p_ofi_add_6: 0.5991308743995385 , std 0.3331627009450447 
2023-04-20 05:25:14,265 INFO p_ofi_add_7: 0.6162448983474168 , std 0.3272658243295271 
2023-04-20 05:25:14,265 INFO p_ofi_add_8: 0.6288707089401903 , std 0.32588206667164676 
2023-04-20 05:25:14,265 INFO p_ofi_add_9: 0.6175634610554642 , std 0.32981842800416894 
2023-04-20 05:25:14,265 INFO p_ofi_add_10: 0.4222351940077175 , std 0.35737088386087 
2023-04-20 05:25:14,265 INFO p_ofi_cancel_1: 0.5909464185870423 , std 0.3878993011434344 
2023-04-20 05:25:14,265 INFO p_ofi_cancel_2: 0.5101677339044491 , std 0.37400579880911405 
2023-04-20 05:25:14,265 INFO p_ofi_cancel_3: 0.5151593408715506 , std 0.36377897087009575 
2023-04-20 05:25:14,265 INFO p_ofi_cancel_4: 0.5678820214741771 , std 0.34913531369948114 
2023-04-20 05:25:14,265 INFO p_ofi_cancel_5: 0.5994903185747835 , std 0.3411187307127636 
