2023-04-20 06:26:17,998 INFO Tickers: ['LLY']
2023-04-20 06:26:53,370 INFO Negative OS: -0.0005616518784443691 --- ticker LLY --- day 2017-02-03 --- time 36000
2023-04-20 06:28:38,795 INFO Negative OS: -0.2987402669797201 --- ticker LLY --- day 2018-01-31 --- time 48600
2023-04-20 06:28:46,563 INFO Negative OS: -0.0077079247100928505 --- ticker LLY --- day 2018-02-09 --- time 36000
2023-04-20 06:28:52,072 INFO Negative OS: -0.45359880911742145 --- ticker LLY --- day 2018-02-20 --- time 52200
2023-04-20 06:29:00,560 INFO Negative OS: -4.599244205621899 --- ticker LLY --- day 2018-03-09 --- time 36000
2023-04-20 06:29:03,926 INFO Negative OS: -0.005693506804731685 --- ticker LLY --- day 2018-03-09 --- time 37800
2023-04-20 06:29:06,877 INFO Negative OS: -0.1795859362859935 --- ticker LLY --- day 2018-03-19 --- time 43200
2023-04-20 06:29:11,424 INFO Negative OS: -1.472531352245528 --- ticker LLY --- day 2018-03-29 --- time 52200
2023-04-20 06:31:00,645 INFO Negative OS: -0.7517117187528191 --- ticker LLY --- day 2018-11-05 --- time 50400
2023-04-20 06:32:11,484 INFO Negative OS: -3.032644669243334 --- ticker LLY --- day 2019-03-13 --- time 36000
2023-04-20 06:33:42,466 INFO Negative OS: -0.9487676620840457 --- ticker LLY --- day 2019-09-11 --- time 41400
2023-04-20 06:33:56,713 INFO Negative OS: -5.4138267879146325 --- ticker LLY --- day 2019-10-23 --- time 41400
2023-04-20 06:34:01,515 INFO Negative OS: -3.8100567493954633 --- ticker LLY --- day 2019-10-31 --- time 43200
2023-04-20 06:34:09,850 INFO Negative OS: -0.0028150585043409393 --- ticker LLY --- day 2019-10-31 --- time 45000
2023-04-20 06:34:15,146 INFO Negative OS: -0.19488794879735183 --- ticker LLY --- day 2019-11-21 --- time 46800
2023-04-20 06:34:23,828 INFO in_r2: 0.9073767975549114 , std 0.059809558851702714 
2023-04-20 06:34:23,829 INFO os_r2: 0.86376730556083 , std 0.17496812295271366 
2023-04-20 06:34:23,829 INFO intercept: -4.742319167375082e-07 , std 7.323708211712734e-06 
2023-04-20 06:34:23,829 INFO ofi_add_1: 8.193854385491066e-05 , std 6.98051261315812e-05 
2023-04-20 06:34:23,829 INFO ofi_add_2: 8.887039193865279e-05 , std 6.378983980156466e-05 
2023-04-20 06:34:23,829 INFO ofi_add_3: 6.988509953189688e-05 , std 5.13957271733794e-05 
2023-04-20 06:34:23,829 INFO ofi_add_4: 5.907381982641929e-05 , std 4.98998759062415e-05 
2023-04-20 06:34:23,829 INFO ofi_add_5: 4.875163014627004e-05 , std 4.602998494455882e-05 
2023-04-20 06:34:23,829 INFO ofi_add_6: 4.622023554672991e-05 , std 4.651498573040301e-05 
2023-04-20 06:34:23,829 INFO ofi_add_7: 4.016618128781328e-05 , std 4.456301284816077e-05 
2023-04-20 06:34:23,829 INFO ofi_add_8: 3.463894294287512e-05 , std 4.281563931105213e-05 
2023-04-20 06:34:23,829 INFO ofi_add_9: 3.0452415434200315e-05 , std 4.3478070094998375e-05 
2023-04-20 06:34:23,829 INFO ofi_add_10: 2.8514786256655444e-05 , std 4.3607056824965934e-05 
2023-04-20 06:34:23,829 INFO ofi_cancel_1: 7.566053037672828e-05 , std 7.467719604445349e-05 
2023-04-20 06:34:23,829 INFO ofi_cancel_2: 9.418150836858556e-05 , std 6.963124019676341e-05 
2023-04-20 06:34:23,829 INFO ofi_cancel_3: 6.704789030863978e-05 , std 5.403870044852462e-05 
2023-04-20 06:34:23,829 INFO ofi_cancel_4: 5.4301931242791383e-05 , std 5.091995757166847e-05 
2023-04-20 06:34:23,829 INFO ofi_cancel_5: 4.439313019933318e-05 , std 4.859097171182719e-05 
2023-04-20 06:34:23,829 INFO ofi_cancel_6: 4.023489842743839e-05 , std 4.9358078935314635e-05 
2023-04-20 06:34:23,829 INFO ofi_cancel_7: 3.262139132918018e-05 , std 4.6698378876069406e-05 
2023-04-20 06:34:23,829 INFO ofi_cancel_8: 2.9944488940878433e-05 , std 4.5670828537047125e-05 
2023-04-20 06:34:23,829 INFO ofi_cancel_9: 2.6651740890398903e-05 , std 4.59148265174098e-05 
2023-04-20 06:34:23,829 INFO ofi_cancel_10: 2.9704420165906376e-05 , std 4.731413373403855e-05 
2023-04-20 06:34:23,829 INFO ofi_trade_1: 4.792646259884302e-05 , std 8.422171723681897e-05 
2023-04-20 06:34:23,829 INFO ofi_trade_2: 5.93563106514009e-05 , std 7.976673512305953e-05 
