2023-04-20 06:28:06,532 INFO Tickers: ['MMM']
2023-04-20 06:29:12,835 INFO Negative OS: -2.16550142076149 --- ticker MMM --- day 2018-01-19 --- time 52200
2023-04-20 06:29:14,262 INFO Negative OS: -0.8582820995511633 --- ticker MMM --- day 2018-01-24 --- time 41400
2023-04-20 06:31:18,152 INFO Negative OS: -0.016782783841639226 --- ticker MMM --- day 2018-10-11 --- time 36000
2023-04-20 06:31:39,423 INFO Negative OS: -0.19115499381802992 --- ticker MMM --- day 2018-10-19 --- time 41400
2023-04-20 06:31:45,187 INFO Negative OS: -0.4053640531984273 --- ticker MMM --- day 2018-10-24 --- time 41400
2023-04-20 06:31:50,437 INFO Negative OS: -0.47657879841380635 --- ticker MMM --- day 2018-10-30 --- time 36000
2023-04-20 06:31:54,063 INFO Negative OS: -0.3894704724586857 --- ticker MMM --- day 2018-11-02 --- time 41400
2023-04-20 06:31:55,276 INFO Negative OS: -0.07612004335979483 --- ticker MMM --- day 2018-11-05 --- time 48600
2023-04-20 06:31:59,298 INFO Negative OS: -0.2579011409748069 --- ticker MMM --- day 2018-11-12 --- time 41400
2023-04-20 06:32:02,231 INFO Negative OS: -0.32668553021140534 --- ticker MMM --- day 2018-11-14 --- time 46800
2023-04-20 06:32:22,328 INFO Negative OS: -0.055911830551739206 --- ticker MMM --- day 2018-12-20 --- time 45000
2023-04-20 06:32:23,331 INFO Negative OS: -0.8464743466981726 --- ticker MMM --- day 2018-12-21 --- time 37800
2023-04-20 06:32:30,498 INFO Negative OS: -0.013700579365264698 --- ticker MMM --- day 2018-12-28 --- time 39600
2023-04-20 06:32:40,342 INFO Negative OS: -0.027670584393347797 --- ticker MMM --- day 2019-01-15 --- time 43200
2023-04-20 06:32:49,943 INFO Negative OS: -0.5712549125717836 --- ticker MMM --- day 2019-01-29 --- time 36000
2023-04-20 06:32:52,769 INFO Negative OS: -1.2054581888615048 --- ticker MMM --- day 2019-01-30 --- time 50400
2023-04-20 06:32:55,931 INFO Negative OS: -0.090938636320959 --- ticker MMM --- day 2019-02-06 --- time 39600
2023-04-20 06:33:17,773 INFO Negative OS: -2.15273536078743 --- ticker MMM --- day 2019-03-19 --- time 39600
2023-04-20 06:33:33,277 INFO Negative OS: -0.1567421827259492 --- ticker MMM --- day 2019-05-02 --- time 37800
2023-04-20 06:34:34,871 INFO Negative OS: -1.2021995754635704 --- ticker MMM --- day 2019-10-14 --- time 48600
2023-04-20 06:34:36,486 INFO Negative OS: -0.8352029480810623 --- ticker MMM --- day 2019-10-14 --- time 52200
2023-04-20 06:34:44,385 INFO Negative OS: -3.440952542257808 --- ticker MMM --- day 2019-11-04 --- time 36000
2023-04-20 06:34:59,862 INFO Negative OS: -0.006022055944855609 --- ticker MMM --- day 2019-11-07 --- time 41400
2023-04-20 06:35:13,215 INFO in_r2: 0.8557114589734688 , std 0.08149825456777622 
2023-04-20 06:35:13,215 INFO os_r2: 0.7853949308743853 , std 0.18452211470416977 
2023-04-20 06:35:13,215 INFO intercept: 9.96479633996811e-07 , std 1.1433596076450428e-05 
2023-04-20 06:35:13,215 INFO ofi_add_1: 7.745085689524752e-05 , std 7.680833277611313e-05 
2023-04-20 06:35:13,215 INFO ofi_add_2: 8.919545222616022e-05 , std 6.857048708175811e-05 
2023-04-20 06:35:13,215 INFO ofi_add_3: 6.37226684273496e-05 , std 5.664526980886089e-05 
2023-04-20 06:35:13,215 INFO ofi_add_4: 4.20192101301677e-05 , std 4.557339210200994e-05 
2023-04-20 06:35:13,215 INFO ofi_add_5: 3.1081296534003654e-05 , std 4.051725745260354e-05 
2023-04-20 06:35:13,215 INFO ofi_add_6: 2.6383373972200732e-05 , std 3.675348747388057e-05 
2023-04-20 06:35:13,215 INFO ofi_add_7: 2.4408008077550484e-05 , std 3.62349807128608e-05 
2023-04-20 06:35:13,215 INFO ofi_add_8: 2.3134925292597705e-05 , std 3.548037993244844e-05 
2023-04-20 06:35:13,215 INFO ofi_add_9: 2.0699633970272454e-05 , std 3.428410431694622e-05 
2023-04-20 06:35:13,215 INFO ofi_add_10: 2.146655154156301e-05 , std 3.430346353114696e-05 
2023-04-20 06:35:13,215 INFO ofi_cancel_1: 9.181286055779045e-05 , std 9.369532254292903e-05 
2023-04-20 06:35:13,215 INFO ofi_cancel_2: 9.886595101486341e-05 , std 7.146985490352799e-05 
2023-04-20 06:35:13,215 INFO ofi_cancel_3: 5.9869179191297975e-05 , std 5.557339291248559e-05 
2023-04-20 06:35:13,216 INFO ofi_cancel_4: 3.799606244885564e-05 , std 4.637375803466051e-05 
2023-04-20 06:35:13,216 INFO ofi_cancel_5: 2.7953103308783083e-05 , std 4.0456775875571995e-05 
2023-04-20 06:35:13,216 INFO ofi_cancel_6: 2.2355247765833426e-05 , std 3.760992091992607e-05 
2023-04-20 06:35:13,216 INFO ofi_cancel_7: 1.9767331546738305e-05 , std 3.674620342300771e-05 
2023-04-20 06:35:13,216 INFO ofi_cancel_8: 1.8599579242840283e-05 , std 3.665616357382739e-05 
2023-04-20 06:35:13,216 INFO ofi_cancel_9: 1.599074645916989e-05 , std 3.534818260566854e-05 
2023-04-20 06:35:13,216 INFO ofi_cancel_10: 1.7935853992217163e-05 , std 3.751588389651537e-05 
2023-04-20 06:35:13,216 INFO ofi_trade_1: 6.030393804009279e-05 , std 0.00010648952317723626 
2023-04-20 06:35:13,216 INFO ofi_trade_2: 7.21236723143605e-05 , std 0.00010261540810592677 
2023-04-20 06:35:13,216 INFO ofi_trade_3: 5.4994786226211864e-05 , std 8.131307273579738e-05 
2023-04-20 06:35:13,216 INFO ofi_trade_4: 4.4103141156066566e-05 , std 7.66945562404588e-05 
2023-04-20 06:35:13,216 INFO ofi_trade_5: 3.7421040797744685e-05 , std 7.385416096298307e-05 
2023-04-20 06:35:13,216 INFO ofi_trade_6: 4.1677731036566e-05 , std 7.608078331469795e-05 
2023-04-20 06:35:13,216 INFO ofi_trade_7: 4.1998935804247095e-05 , std 7.928682559511369e-05 
2023-04-20 06:35:13,216 INFO ofi_trade_8: 4.489682222093932e-05 , std 7.818329425025047e-05 
2023-04-20 06:35:13,216 INFO ofi_trade_9: 4.54225145901498e-05 , std 8.21796103886365e-05 
2023-04-20 06:35:13,216 INFO ofi_trade_10: 5.031930692152893e-05 , std 8.157607776895198e-05 
2023-04-20 06:35:13,216 INFO t_intercept: 0.06032929127382383 , std 1.012944587048808 
2023-04-20 06:35:13,216 INFO t_ofi_add_1: 1.8817454735132768 , std 1.3286988528559878 
2023-04-20 06:35:13,216 INFO t_ofi_add_2: 1.911664936452459 , std 1.1417134096501278 
2023-04-20 06:35:13,216 INFO t_ofi_add_3: 1.3002109032083862 , std 0.9568652046760954 
2023-04-20 06:35:13,216 INFO t_ofi_add_4: 0.8441413943571439 , std 0.7861148371855154 
2023-04-20 06:35:13,216 INFO t_ofi_add_5: 0.6059016567691148 , std 0.6805260098030296 
2023-04-20 06:35:13,216 INFO t_ofi_add_6: 0.5211804448683252 , std 0.6486644281398407 
2023-04-20 06:35:13,216 INFO t_ofi_add_7: 0.4655072074171481 , std 0.6053113032531579 
2023-04-20 06:35:13,216 INFO t_ofi_add_8: 0.42973532287568644 , std 0.5771504457983121 
2023-04-20 06:35:13,216 INFO t_ofi_add_9: 0.3757159837787796 , std 0.547565716829514 
2023-04-20 06:35:13,216 INFO t_ofi_add_10: 0.47943587366939405 , std 0.6677204704684252 
2023-04-20 06:35:13,216 INFO t_ofi_cancel_1: 1.8880510904369139 , std 1.3524282364374056 
2023-04-20 06:35:13,216 INFO t_ofi_cancel_2: 2.0699603090897667 , std 1.1638943851888763 
2023-04-20 06:35:13,216 INFO t_ofi_cancel_3: 1.1981087012132239 , std 0.9529119002044129 
2023-04-20 06:35:13,216 INFO t_ofi_cancel_4: 0.7464171453970323 , std 0.7798251273510424 
2023-04-20 06:35:13,216 INFO t_ofi_cancel_5: 0.5311169262541405 , std 0.6539229914467981 
2023-04-20 06:35:13,216 INFO t_ofi_cancel_6: 0.4221250569936788 , std 0.6298617725994519 
2023-04-20 06:35:13,216 INFO t_ofi_cancel_7: 0.3532803891678315 , std 0.5816371750992755 
2023-04-20 06:35:13,216 INFO t_ofi_cancel_8: 0.32020540073456444 , std 0.5478382475266824 
2023-04-20 06:35:13,216 INFO t_ofi_cancel_9: 0.27361170087245973 , std 0.5271232512831281 
2023-04-20 06:35:13,216 INFO t_ofi_cancel_10: 0.35599149255225404 , std 0.6655964047691844 
2023-04-20 06:35:13,216 INFO t_ofi_trade_1: 0.6254490465702116 , std 0.9294989921384146 
2023-04-20 06:35:13,216 INFO t_ofi_trade_2: 0.722676525496965 , std 0.8718538070957201 
2023-04-20 06:35:13,216 INFO t_ofi_trade_3: 0.5735279073294044 , std 0.7425003099642521 
2023-04-20 06:35:13,216 INFO t_ofi_trade_4: 0.470900908639043 , std 0.6932031062146193 
2023-04-20 06:35:13,216 INFO t_ofi_trade_5: 0.40611201066024166 , std 0.6512355619367219 
2023-04-20 06:35:13,216 INFO t_ofi_trade_6: 0.42991475561264575 , std 0.6601820080875573 
2023-04-20 06:35:13,216 INFO t_ofi_trade_7: 0.42708685923767076 , std 0.6504034123846958 
2023-04-20 06:35:13,216 INFO t_ofi_trade_8: 0.45053918270421744 , std 0.6550715248632862 
2023-04-20 06:35:13,216 INFO t_ofi_trade_9: 0.4484685616065178 , std 0.6727784232417882 
2023-04-20 06:35:13,216 INFO t_ofi_trade_10: 0.5322872255834515 , std 0.7510603831136594 
2023-04-20 06:35:13,216 INFO p_intercept: 0.500273644858138 , std 0.2877961230353282 
2023-04-20 06:35:13,216 INFO p_ofi_add_1: 0.2484822516792302 , std 0.32789453745180686 
2023-04-20 06:35:13,216 INFO p_ofi_add_2: 0.20546625491498932 , std 0.2861561192001261 
2023-04-20 06:35:13,217 INFO p_ofi_add_3: 0.34815305219849524 , std 0.3356837280853273 
2023-04-20 06:35:13,217 INFO p_ofi_add_4: 0.5029690652076809 , std 0.345595720906805 
2023-04-20 06:35:13,217 INFO p_ofi_add_5: 0.6033790673540324 , std 0.331576537088068 
2023-04-20 06:35:13,217 INFO p_ofi_add_6: 0.6424470145636284 , std 0.3218685182467694 
2023-04-20 06:35:13,217 INFO p_ofi_add_7: 0.6734938857847494 , std 0.3130782677119057 
2023-04-20 06:35:13,217 INFO p_ofi_add_8: 0.6908658080293537 , std 0.30451042569523257 
2023-04-20 06:35:13,217 INFO p_ofi_add_9: 0.7176519492476094 , std 0.295291918800371 
2023-04-20 06:35:13,217 INFO p_ofi_add_10: 0.6606112608215108 , std 0.3214520577130955 
2023-04-20 06:35:13,217 INFO p_ofi_cancel_1: 0.2599957748150041 , std 0.34530771154172457 
2023-04-20 06:35:13,217 INFO p_ofi_cancel_2: 0.17767557503835374 , std 0.2716811784068924 
2023-04-20 06:35:13,217 INFO p_ofi_cancel_3: 0.3866680782835923 , std 0.3502915698895617 
2023-04-20 06:35:13,217 INFO p_ofi_cancel_4: 0.5476651932634325 , std 0.35217165508016457 
2023-04-20 06:35:13,217 INFO p_ofi_cancel_5: 0.6444764781055162 , std 0.32872507048877947 
2023-04-20 06:35:13,217 INFO p_ofi_cancel_6: 0.6948540148634864 , std 0.3171387937473026 
