2023-04-20 05:11:10,962 INFO Tickers: ['GS']
2023-04-20 05:11:11,211 INFO Negative OS: -0.29466663048097796 --- ticker GS --- day 2017-01-06 --- time 36000
2023-04-20 05:11:11,574 INFO Negative OS: -0.6184232717223819 --- ticker GS --- day 2017-01-13 --- time 41400
2023-04-20 05:11:11,667 INFO Negative OS: -0.318548109418324 --- ticker GS --- day 2017-01-17 --- time 50400
2023-04-20 05:11:11,735 INFO Negative OS: -0.20216321964893513 --- ticker GS --- day 2017-01-18 --- time 46800
2023-04-20 05:11:12,378 INFO Negative OS: -0.31027177275659135 --- ticker GS --- day 2017-01-31 --- time 36000
2023-04-20 05:11:27,335 INFO Negative OS: -4.681362831148544 --- ticker GS --- day 2017-12-12 --- time 48600
2023-04-20 05:11:28,976 INFO Negative OS: -2.038372904046357 --- ticker GS --- day 2018-01-19 --- time 50400
2023-04-20 05:11:29,740 INFO Negative OS: -2.1849176712607594 --- ticker GS --- day 2018-02-05 --- time 45000
2023-04-20 05:11:29,757 INFO Negative OS: -0.09724982062583343 --- ticker GS --- day 2018-02-05 --- time 50400
2023-04-20 05:11:31,923 INFO Negative OS: -0.3987636407542403 --- ticker GS --- day 2018-03-21 --- time 52200
2023-04-20 05:11:32,084 INFO Negative OS: -0.4125685694712453 --- ticker GS --- day 2018-03-23 --- time 50400
2023-04-20 05:11:32,434 INFO Negative OS: -0.2510627252746138 --- ticker GS --- day 2018-04-02 --- time 36000
2023-04-20 05:11:32,462 INFO Negative OS: -0.27097739006568644 --- ticker GS --- day 2018-04-02 --- time 45000
2023-04-20 05:11:32,479 INFO Negative OS: -1.0207837229584058 --- ticker GS --- day 2018-04-02 --- time 50400
2023-04-20 05:11:34,659 INFO Negative OS: -0.4775872713982514 --- ticker GS --- day 2018-05-10 --- time 43200
2023-04-20 05:11:40,344 INFO Negative OS: -0.4967263990651478 --- ticker GS --- day 2018-08-21 --- time 36000
2023-04-20 05:11:44,890 INFO Negative OS: -3.142586312641569 --- ticker GS --- day 2018-11-06 --- time 52200
2023-04-20 05:11:45,098 INFO Negative OS: -0.2508722997468622 --- ticker GS --- day 2018-11-09 --- time 37800
2023-04-20 05:11:49,735 INFO Negative OS: -0.3864363514657736 --- ticker GS --- day 2019-02-04 --- time 52200
2023-04-20 05:11:55,410 INFO Negative OS: -0.296210611061827 --- ticker GS --- day 2019-05-14 --- time 45000
2023-04-20 05:11:55,809 INFO Negative OS: -2.4882628961477784 --- ticker GS --- day 2019-05-21 --- time 41400
2023-04-20 05:11:55,891 INFO Negative OS: -0.48165858398341266 --- ticker GS --- day 2019-05-22 --- time 43200
2023-04-20 05:12:04,112 INFO Negative OS: -0.046520061694351744 --- ticker GS --- day 2019-10-15 --- time 46800
2023-04-20 05:12:05,056 INFO Negative OS: -0.13044763348128163 --- ticker GS --- day 2019-10-31 --- time 52200
2023-04-20 05:12:07,452 INFO in_r2: 0.8864233336661941 , std 0.04949251633126521 
2023-04-20 05:12:07,453 INFO os_r2: 0.7952223072188415 , std 0.17774184643744265 
2023-04-20 05:12:07,453 INFO intercept: -4.4249214344870663e-07 , std 9.089928857921413e-06 
2023-04-20 05:12:07,453 INFO ofi_add_1: 7.608274146452046e-05 , std 6.60816174513643e-05 
2023-04-20 05:12:07,453 INFO ofi_add_2: 8.75247156605616e-05 , std 6.354991947272399e-05 
2023-04-20 05:12:07,453 INFO ofi_add_3: 6.339672573817076e-05 , std 6.0418106428023787e-05 
2023-04-20 05:12:07,453 INFO ofi_add_4: 4.0534962217456654e-05 , std 6.067233081913665e-05 
2023-04-20 05:12:07,453 INFO ofi_add_5: 2.9511498512234364e-05 , std 6.174781132163584e-05 
2023-04-20 05:12:07,453 INFO ofi_add_6: 2.3780911072616637e-05 , std 6.11506970575102e-05 
2023-04-20 05:12:07,453 INFO ofi_add_7: 2.13300066379274e-05 , std 6.093606092357373e-05 
2023-04-20 05:12:07,453 INFO ofi_add_8: 1.7905271254127974e-05 , std 6.270822153248341e-05 
2023-04-20 05:12:07,453 INFO ofi_add_9: 1.772557552926585e-05 , std 6.525347690511e-05 
2023-04-20 05:12:07,453 INFO ofi_add_10: 2.1708465059022877e-05 , std 5.6186478228556446e-05 
2023-04-20 05:12:07,453 INFO ofi_cancel_1: 9.353797703606407e-05 , std 7.15986535625279e-05 
2023-04-20 05:12:07,453 INFO ofi_cancel_2: 9.441887139640596e-05 , std 6.476830373353873e-05 
2023-04-20 05:12:07,453 INFO ofi_cancel_3: 6.351262915978673e-05 , std 6.215760193620034e-05 
2023-04-20 05:12:07,453 INFO ofi_cancel_4: 3.978946832866711e-05 , std 6.184794741421088e-05 
2023-04-20 05:12:07,453 INFO ofi_cancel_5: 2.794973806337077e-05 , std 6.422332515810424e-05 
2023-04-20 05:12:07,453 INFO ofi_cancel_6: 2.157201726002214e-05 , std 6.305375861172104e-05 
2023-04-20 05:12:07,453 INFO ofi_cancel_7: 1.85880227236677e-05 , std 6.362301701141597e-05 
2023-04-20 05:12:07,453 INFO ofi_cancel_8: 1.4314849979350527e-05 , std 6.327334339444802e-05 
2023-04-20 05:12:07,453 INFO ofi_cancel_9: 1.3435883705483021e-05 , std 6.637907137994435e-05 
2023-04-20 05:12:07,453 INFO ofi_cancel_10: 1.943433435663461e-05 , std 5.7979506274551086e-05 
2023-04-20 05:12:07,453 INFO ofi_trade_1: 5.5924869661769006e-05 , std 0.00012809002330050378 
2023-04-20 05:12:07,453 INFO ofi_trade_2: 7.670628634436474e-05 , std 0.0001389694411965455 
2023-04-20 05:12:07,453 INFO ofi_trade_3: 6.112364671809783e-05 , std 0.0001359340114282196 
