2023-04-20 05:06:14,971 INFO Tickers: ['ABBV']
2023-04-20 05:06:46,196 INFO Negative OS: -0.13732729304149638 --- ticker ABBV --- day 2017-10-02 --- time 36000
2023-04-20 05:06:53,675 INFO Negative OS: -0.06885192599956902 --- ticker ABBV --- day 2017-12-15 --- time 36000
2023-04-20 05:06:55,229 INFO Negative OS: -0.026752311864731926 --- ticker ABBV --- day 2018-01-03 --- time 52200
2023-04-20 05:06:55,331 INFO Negative OS: -0.5894248035171363 --- ticker ABBV --- day 2018-01-04 --- time 45000
2023-04-20 05:06:55,698 INFO Negative OS: -0.1456282407850631 --- ticker ABBV --- day 2018-01-09 --- time 36000
2023-04-20 05:06:56,660 INFO Negative OS: -0.14249496939234207 --- ticker ABBV --- day 2018-01-19 --- time 36000
2023-04-20 05:06:56,791 INFO Negative OS: -1.771850655098897 --- ticker ABBV --- day 2018-01-22 --- time 36000
2023-04-20 05:06:57,211 INFO Negative OS: -1.3202523883673014 --- ticker ABBV --- day 2018-01-25 --- time 37800
2023-04-20 05:06:57,285 INFO Negative OS: -4.085474111071411 --- ticker ABBV --- day 2018-01-25 --- time 52200
2023-04-20 05:06:57,380 INFO Negative OS: -0.016400803590318924 --- ticker ABBV --- day 2018-01-26 --- time 39600
2023-04-20 05:06:57,412 INFO Negative OS: -0.7359106835534548 --- ticker ABBV --- day 2018-01-26 --- time 46800
2023-04-20 05:06:57,566 INFO Negative OS: -0.8561970110482722 --- ticker ABBV --- day 2018-01-29 --- time 43200
2023-04-20 05:06:57,621 INFO Negative OS: -0.4166822956364642 --- ticker ABBV --- day 2018-01-29 --- time 52200
2023-04-20 05:06:57,723 INFO Negative OS: -2.9528042664837746 --- ticker ABBV --- day 2018-01-30 --- time 41400
2023-04-20 05:06:57,793 INFO Negative OS: -1.4406549188558402 --- ticker ABBV --- day 2018-01-30 --- time 50400
2023-04-20 05:06:57,902 INFO Negative OS: -0.6374649179454837 --- ticker ABBV --- day 2018-01-31 --- time 41400
2023-04-20 05:06:57,977 INFO Negative OS: -1.1553768792316599 --- ticker ABBV --- day 2018-01-31 --- time 52200
2023-04-20 05:06:58,056 INFO Negative OS: -0.21370166721135986 --- ticker ABBV --- day 2018-02-01 --- time 37800
2023-04-20 05:06:58,092 INFO Negative OS: -0.09650780294584038 --- ticker ABBV --- day 2018-02-01 --- time 45000
2023-04-20 05:06:58,402 INFO Negative OS: -0.03176318803193179 --- ticker ABBV --- day 2018-02-05 --- time 37800
2023-04-20 05:06:58,427 INFO Negative OS: -4.698604724232806 --- ticker ABBV --- day 2018-02-05 --- time 41400
2023-04-20 05:06:58,446 INFO Negative OS: -0.13903777221534286 --- ticker ABBV --- day 2018-02-05 --- time 43200
2023-04-20 05:06:58,791 INFO Negative OS: -0.483942831548015 --- ticker ABBV --- day 2018-02-07 --- time 43200
2023-04-20 05:06:58,950 INFO Negative OS: -1.00132757319663 --- ticker ABBV --- day 2018-02-08 --- time 41400
2023-04-20 05:06:59,688 INFO Negative OS: -2.8540536079201653 --- ticker ABBV --- day 2018-02-14 --- time 50400
2023-04-20 05:06:59,707 INFO Negative OS: -5.468261048336928 --- ticker ABBV --- day 2018-02-14 --- time 52200
2023-04-20 05:06:59,816 INFO Negative OS: -1.533038276561443 --- ticker ABBV --- day 2018-02-15 --- time 46800
2023-04-20 05:07:00,156 INFO Negative OS: -0.29374329711279046 --- ticker ABBV --- day 2018-02-20 --- time 50400
2023-04-20 05:07:00,656 INFO Negative OS: -0.01926715423352232 --- ticker ABBV --- day 2018-02-26 --- time 36000
2023-04-20 05:07:00,682 INFO Negative OS: -0.2289660033170624 --- ticker ABBV --- day 2018-02-26 --- time 41400
2023-04-20 05:07:01,813 INFO Negative OS: -9.29790709523553 --- ticker ABBV --- day 2018-03-07 --- time 52200
2023-04-20 05:07:01,894 INFO Negative OS: -0.10152150371539559 --- ticker ABBV --- day 2018-03-08 --- time 39600
2023-04-20 05:07:01,946 INFO Negative OS: -10.81056054958614 --- ticker ABBV --- day 2018-03-08 --- time 50400
2023-04-20 05:07:02,415 INFO Negative OS: -0.13749512737403102 --- ticker ABBV --- day 2018-03-13 --- time 50400
2023-04-20 05:07:02,641 INFO Negative OS: -0.41846305915969495 --- ticker ABBV --- day 2018-03-15 --- time 36000
2023-04-20 05:07:02,976 INFO Negative OS: -128.47424378324905 --- ticker ABBV --- day 2018-03-19 --- time 37800
2023-04-20 05:07:03,329 INFO Negative OS: -0.4851948084465407 --- ticker ABBV --- day 2018-03-21 --- time 50400
2023-04-20 05:07:05,697 INFO Negative OS: -0.13863606305869136 --- ticker ABBV --- day 2018-04-11 --- time 43200
2023-04-20 05:07:06,354 INFO Negative OS: -0.5469203747319111 --- ticker ABBV --- day 2018-04-17 --- time 52200
2023-04-20 05:07:06,919 INFO Negative OS: -0.4156686424352596 --- ticker ABBV --- day 2018-04-23 --- time 50400
2023-04-20 05:07:07,023 INFO Negative OS: -0.4514482055059823 --- ticker ABBV --- day 2018-04-24 --- time 39600
2023-04-20 05:07:07,098 INFO Negative OS: -0.3616936717279773 --- ticker ABBV --- day 2018-04-24 --- time 52200
2023-04-20 05:07:07,172 INFO Negative OS: -0.5872749139455584 --- ticker ABBV --- day 2018-04-25 --- time 36000
2023-04-20 05:07:07,197 INFO Negative OS: -3.10541592588862 --- ticker ABBV --- day 2018-04-25 --- time 39600
2023-04-20 05:07:07,203 INFO Negative OS: -2.800771619136685 --- ticker ABBV --- day 2018-04-25 --- time 41400
2023-04-20 05:07:07,234 INFO Negative OS: -3.3074748017312245 --- ticker ABBV --- day 2018-04-25 --- time 48600
2023-04-20 05:07:07,254 INFO Negative OS: -0.038281443659777814 --- ticker ABBV --- day 2018-04-25 --- time 50400
2023-04-20 05:07:07,358 INFO Negative OS: -0.2960458115281803 --- ticker ABBV --- day 2018-04-26 --- time 39600
2023-04-20 05:07:08,052 INFO Negative OS: -0.03883751051574236 --- ticker ABBV --- day 2018-05-02 --- time 43200
2023-04-20 05:07:11,924 INFO Negative OS: -0.4908125549740916 --- ticker ABBV --- day 2018-06-05 --- time 36000
2023-04-20 05:07:11,968 INFO Negative OS: -5.58871905171866 --- ticker ABBV --- day 2018-06-05 --- time 41400
2023-04-20 05:07:12,642 INFO Negative OS: -0.03560303992620506 --- ticker ABBV --- day 2018-06-11 --- time 43200
2023-04-20 05:07:12,674 INFO Negative OS: -0.09801482656075922 --- ticker ABBV --- day 2018-06-11 --- time 50400
2023-04-20 05:07:25,009 INFO Negative OS: -0.0259110542054255 --- ticker ABBV --- day 2018-09-25 --- time 36000
2023-04-20 05:07:25,500 INFO Negative OS: -2.6360664350623164 --- ticker ABBV --- day 2018-09-28 --- time 39600
2023-04-20 05:07:33,589 INFO Negative OS: -0.20977163036664748 --- ticker ABBV --- day 2018-12-06 --- time 43200
2023-04-20 05:07:35,203 INFO Negative OS: -0.8817692061505171 --- ticker ABBV --- day 2018-12-19 --- time 50400
2023-04-20 05:07:49,085 INFO Negative OS: -5.097169476950035 --- ticker ABBV --- day 2019-04-18 --- time 37800
2023-04-20 05:08:05,839 INFO Negative OS: -0.09878477376403416 --- ticker ABBV --- day 2019-09-06 --- time 45000
2023-04-20 05:08:08,408 INFO Negative OS: -5.899072022930441 --- ticker ABBV --- day 2019-09-27 --- time 41400
2023-04-20 05:08:08,902 INFO Negative OS: -0.6888576754402267 --- ticker ABBV --- day 2019-10-02 --- time 37800
2023-04-20 05:08:17,344 INFO Negative OS: -4.091840698060253 --- ticker ABBV --- day 2019-12-11 --- time 36000
2023-04-20 05:08:17,839 INFO in_r2: 0.9265060113903573 , std 0.06988139838895152 
2023-04-20 05:08:17,840 INFO os_r2: 0.822596594341895 , std 1.681827007821125 
2023-04-20 05:08:17,840 INFO intercept: -2.4119739987015785e-07 , std 1.201587330056285e-05 
2023-04-20 05:08:17,840 INFO ofi_add_1: 9.360858245439513e-05 , std 0.000135894310648558 
2023-04-20 05:08:17,840 INFO ofi_add_2: 0.00011736435400603467 , std 0.0001227561421272498 
2023-04-20 05:08:17,840 INFO ofi_add_3: 8.375378918168591e-05 , std 9.570390502424641e-05 
2023-04-20 05:08:17,840 INFO ofi_add_4: 7.565814123851535e-05 , std 9.563033680469406e-05 
2023-04-20 05:08:17,840 INFO ofi_add_5: 6.37378937055452e-05 , std 9.755082384278353e-05 
2023-04-20 05:08:17,840 INFO ofi_add_6: 6.355177560397661e-05 , std 9.887630277843472e-05 
2023-04-20 05:08:17,840 INFO ofi_add_7: 5.6723008819478756e-05 , std 0.00010136090086804821 
2023-04-20 05:08:17,840 INFO ofi_add_8: 5.785885207771291e-05 , std 0.00010022647138661662 
2023-04-20 05:08:17,840 INFO ofi_add_9: 4.898666556078881e-05 , std 9.937719020564226e-05 
2023-04-20 05:08:17,840 INFO ofi_add_10: 5.786753479365503e-05 , std 9.973265149774792e-05 
2023-04-20 05:08:17,840 INFO ofi_cancel_1: 9.79184122874848e-05 , std 0.00015391153979502678 
2023-04-20 05:08:17,840 INFO ofi_cancel_2: 0.00012430939986448648 , std 0.0001394072339053182 
2023-04-20 05:08:17,840 INFO ofi_cancel_3: 8.221572783186369e-05 , std 0.00010741545806277871 
2023-04-20 05:08:17,840 INFO ofi_cancel_4: 7.232654458547689e-05 , std 0.00010090365985694127 
2023-04-20 05:08:17,840 INFO ofi_cancel_5: 6.118460717426441e-05 , std 0.00010604037885661799 
2023-04-20 05:08:17,840 INFO ofi_cancel_6: 5.939626035465897e-05 , std 0.00010653491029751699 
2023-04-20 05:08:17,840 INFO ofi_cancel_7: 5.3542634196386714e-05 , std 0.00010927432555135954 
2023-04-20 05:08:17,840 INFO ofi_cancel_8: 5.494350145590665e-05 , std 0.00010671255105410383 
2023-04-20 05:08:17,840 INFO ofi_cancel_9: 4.5562315384191184e-05 , std 0.00010851872623335093 
2023-04-20 05:08:17,840 INFO ofi_cancel_10: 5.873484735343081e-05 , std 0.00010910598741126868 
2023-04-20 05:08:17,840 INFO ofi_trade_1: 6.127280825112405e-05 , std 0.00020835092103313314 
2023-04-20 05:08:17,840 INFO ofi_trade_2: 0.00010552113648671557 , std 0.0001781332701531036 
2023-04-20 05:08:17,840 INFO ofi_trade_3: 7.384569151259371e-05 , std 0.00016286113648109713 
2023-04-20 05:08:17,840 INFO ofi_trade_4: 6.640046578320275e-05 , std 0.00015744888504421126 
2023-04-20 05:08:17,840 INFO ofi_trade_5: 6.770509330314868e-05 , std 0.00015646024465634426 
2023-04-20 05:08:17,840 INFO ofi_trade_6: 7.332617322926091e-05 , std 0.00016073783089344464 
2023-04-20 05:08:17,840 INFO ofi_trade_7: 7.15203360826709e-05 , std 0.00016081299225246428 
2023-04-20 05:08:17,840 INFO ofi_trade_8: 7.741769995389577e-05 , std 0.00015726918871271698 
2023-04-20 05:08:17,840 INFO ofi_trade_9: 6.975293587507806e-05 , std 0.00015376030482357967 
2023-04-20 05:08:17,840 INFO ofi_trade_10: 8.650758563578173e-05 , std 0.0001540195578941569 
2023-04-20 05:08:17,840 INFO t_intercept: 0.008110161243274851 , std 1.05203772230955 
2023-04-20 05:08:17,840 INFO t_ofi_add_1: 1.7596140372137374 , std 1.767586601501691 
2023-04-20 05:08:17,840 INFO t_ofi_add_2: 2.232795200069808 , std 1.4751668096643842 
2023-04-20 05:08:17,840 INFO t_ofi_add_3: 1.6363939989984948 , std 1.3610377483033353 
2023-04-20 05:08:17,840 INFO t_ofi_add_4: 1.512616692026481 , std 1.4126239335260258 
2023-04-20 05:08:17,840 INFO t_ofi_add_5: 1.2973093209790723 , std 1.4148458871710086 
2023-04-20 05:08:17,840 INFO t_ofi_add_6: 1.2500959544581352 , std 1.4660876192010313 
2023-04-20 05:08:17,840 INFO t_ofi_add_7: 1.0962905113689054 , std 1.4392866524195882 
2023-04-20 05:08:17,840 INFO t_ofi_add_8: 1.0690970912680724 , std 1.451724293976382 
2023-04-20 05:08:17,840 INFO t_ofi_add_9: 0.8855094849541123 , std 1.4120117726858696 
2023-04-20 05:08:17,840 INFO t_ofi_add_10: 1.1544058548587914 , std 1.5532070140512095 
2023-04-20 05:08:17,840 INFO t_ofi_cancel_1: 1.4969469230627603 , std 1.7053189107589994 
2023-04-20 05:08:17,840 INFO t_ofi_cancel_2: 2.190054586994816 , std 1.4952061598264341 
2023-04-20 05:08:17,840 INFO t_ofi_cancel_3: 1.4845707690076644 , std 1.3592494099131514 
2023-04-20 05:08:17,840 INFO t_ofi_cancel_4: 1.3353945727177576 , std 1.384858382861786 
2023-04-20 05:08:17,840 INFO t_ofi_cancel_5: 1.1198057311215786 , std 1.3832316122810095 
2023-04-20 05:08:17,840 INFO t_ofi_cancel_6: 1.0694865676726646 , std 1.4220477120375845 
2023-04-20 05:08:17,840 INFO t_ofi_cancel_7: 0.9386598805067623 , std 1.422275641645529 
2023-04-20 05:08:17,841 INFO t_ofi_cancel_8: 0.9170798637265778 , std 1.4166485478059383 
2023-04-20 05:08:17,841 INFO t_ofi_cancel_9: 0.756015959936729 , std 1.397480622652698 
2023-04-20 05:08:17,841 INFO t_ofi_cancel_10: 1.057585185128087 , std 1.526730672020736 
2023-04-20 05:08:17,841 INFO t_ofi_trade_1: 0.5934000786720872 , std 1.484340562099429 
2023-04-20 05:08:17,841 INFO t_ofi_trade_2: 1.19417326172311 , std 1.405877874521444 
2023-04-20 05:08:17,841 INFO t_ofi_trade_3: 0.9411939484016553 , std 1.4064730228238949 
2023-04-20 05:08:17,841 INFO t_ofi_trade_4: 0.8991467930988163 , std 1.4152481840653426 
2023-04-20 05:08:17,841 INFO t_ofi_trade_5: 0.8648165906605046 , std 1.373345787870624 
2023-04-20 05:08:17,841 INFO t_ofi_trade_6: 0.8871867038539867 , std 1.3865565377172622 
2023-04-20 05:08:17,841 INFO t_ofi_trade_7: 0.8509984031891886 , std 1.4168635044199156 
2023-04-20 05:08:17,841 INFO t_ofi_trade_8: 0.8959127172006378 , std 1.3973965238485353 
2023-04-20 05:08:17,841 INFO t_ofi_trade_9: 0.8190682249875886 , std 1.404437229045941 
2023-04-20 05:08:17,841 INFO t_ofi_trade_10: 1.0578031683372355 , std 1.4792640313392593 
2023-04-20 05:08:17,841 INFO p_intercept: 0.49137944509589404 , std 0.2911314811977581 
2023-04-20 05:08:17,841 INFO p_ofi_add_1: 0.23186415410756764 , std 0.2916310804850017 
2023-04-20 05:08:17,841 INFO p_ofi_add_2: 0.1578229383745088 , std 0.24698838279647034 
2023-04-20 05:08:17,841 INFO p_ofi_add_3: 0.23930936167356975 , std 0.28552373793650526 
2023-04-20 05:08:17,841 INFO p_ofi_add_4: 0.2650877042565512 , std 0.2963294362863967 
2023-04-20 05:08:17,841 INFO p_ofi_add_5: 0.2940334510807207 , std 0.3013250626924477 
2023-04-20 05:08:17,841 INFO p_ofi_add_6: 0.30531344480542866 , std 0.304852483513533 
2023-04-20 05:08:17,841 INFO p_ofi_add_7: 0.32562787743104715 , std 0.30811407522811435 
2023-04-20 05:08:17,841 INFO p_ofi_add_8: 0.3316348565752865 , std 0.30859182932582835 
