2023-04-20 05:08:43,111 INFO Tickers: ['QCOM']
2023-04-20 05:08:47,465 INFO Negative OS: -0.5047514097891208 --- ticker QCOM --- day 2017-03-17 --- time 43200
2023-04-20 05:08:49,679 INFO Negative OS: -3.342061071590418 --- ticker QCOM --- day 2017-04-25 --- time 50400
2023-04-20 05:08:54,977 INFO Negative OS: -0.24292500264103634 --- ticker QCOM --- day 2017-07-25 --- time 52200
2023-04-20 05:08:58,207 INFO Negative OS: -4.375441238188523 --- ticker QCOM --- day 2017-09-19 --- time 50400
2023-04-20 05:08:59,825 INFO Negative OS: -0.8354198535378876 --- ticker QCOM --- day 2017-10-17 --- time 45000
2023-04-20 05:08:59,961 INFO Negative OS: -3.940094252558411 --- ticker QCOM --- day 2017-10-19 --- time 39600
2023-04-20 05:09:01,989 INFO Negative OS: -3.600812625346946 --- ticker QCOM --- day 2017-11-22 --- time 52200
2023-04-20 05:09:05,579 INFO Negative OS: -2.8079201478744937 --- ticker QCOM --- day 2018-02-01 --- time 37800
2023-04-20 05:09:06,625 INFO Negative OS: -14.248631496899236 --- ticker QCOM --- day 2018-02-20 --- time 52200
2023-04-20 05:09:07,383 INFO Negative OS: -0.32997685597154747 --- ticker QCOM --- day 2018-03-05 --- time 52200
2023-04-20 05:09:16,155 INFO Negative OS: -7.510123814012344 --- ticker QCOM --- day 2018-08-02 --- time 45000
2023-04-20 05:09:17,580 INFO Negative OS: -1.194445534436809 --- ticker QCOM --- day 2018-08-27 --- time 43200
2023-04-20 05:09:17,591 INFO Negative OS: -6.2056638775126025 --- ticker QCOM --- day 2018-08-27 --- time 46800
2023-04-20 05:09:26,748 INFO Negative OS: -3.9279512907732865 --- ticker QCOM --- day 2019-02-05 --- time 50400
2023-04-20 05:09:30,880 INFO Negative OS: -2.5928835351949573 --- ticker QCOM --- day 2019-04-16 --- time 52200
2023-04-20 05:09:41,296 INFO Negative OS: -0.3015768226966793 --- ticker QCOM --- day 2019-10-11 --- time 46800
2023-04-20 05:09:42,910 INFO Negative OS: -0.49045266320890835 --- ticker QCOM --- day 2019-11-07 --- time 52200
2023-04-20 05:09:44,552 INFO Negative OS: -0.6336026492846232 --- ticker QCOM --- day 2019-12-06 --- time 43200
2023-04-20 05:09:45,034 INFO in_r2: 0.9830815031170895 , std 0.01744310809241085 
2023-04-20 05:09:45,035 INFO os_r2: 0.9471171584803708 , std 0.27497008270401796 
2023-04-20 05:09:45,035 INFO intercept: -1.8636178638390826e-07 , std 4.788278061399859e-06 
2023-04-20 05:09:45,035 INFO ofi_add_1: 2.5871841102869435e-05 , std 3.903459862257312e-05 
2023-04-20 05:09:45,035 INFO ofi_add_2: 6.882454820470871e-05 , std 6.0912282772210895e-05 
2023-04-20 05:09:45,035 INFO ofi_add_3: 7.861151041971705e-05 , std 6.374832376287765e-05 
2023-04-20 05:09:45,035 INFO ofi_add_4: 7.993880800430946e-05 , std 6.220583627583851e-05 
2023-04-20 05:09:45,035 INFO ofi_add_5: 8.767399137550453e-05 , std 6.432818907211308e-05 
2023-04-20 05:09:45,035 INFO ofi_add_6: 9.88599363853106e-05 , std 7.340645971182276e-05 
2023-04-20 05:09:45,035 INFO ofi_add_7: 9.694899971985915e-05 , std 8.047584341963585e-05 
2023-04-20 05:09:45,035 INFO ofi_add_8: 9.485062491807401e-05 , std 9.099036528589167e-05 
2023-04-20 05:09:45,035 INFO ofi_add_9: 9.600554417611107e-05 , std 9.727932833770556e-05 
2023-04-20 05:09:45,035 INFO ofi_add_10: 0.00010723393327629553 , std 8.484727220108991e-05 
2023-04-20 05:09:45,035 INFO ofi_cancel_1: 2.1040412859624674e-05 , std 4.424790925784147e-05 
2023-04-20 05:09:45,035 INFO ofi_cancel_2: 6.185763472578644e-05 , std 5.977610513371843e-05 
2023-04-20 05:09:45,035 INFO ofi_cancel_3: 7.497363664716949e-05 , std 6.551206571189838e-05 
2023-04-20 05:09:45,035 INFO ofi_cancel_4: 8.026070245471757e-05 , std 6.730563044648654e-05 
2023-04-20 05:09:45,035 INFO ofi_cancel_5: 8.17151280902071e-05 , std 7.094077879629419e-05 
2023-04-20 05:09:45,035 INFO ofi_cancel_6: 9.892780123396826e-05 , std 8.614929722827712e-05 
2023-04-20 05:09:45,035 INFO ofi_cancel_7: 9.254222929782425e-05 , std 9.068049235778443e-05 
2023-04-20 05:09:45,035 INFO ofi_cancel_8: 0.00010177015956165168 , std 0.0001132337160209564 
2023-04-20 05:09:45,035 INFO ofi_cancel_9: 0.00010494037058993018 , std 0.00012749513401822134 
2023-04-20 05:09:45,035 INFO ofi_cancel_10: 0.00011401569456751394 , std 0.00010537963069404686 
2023-04-20 05:09:45,035 INFO ofi_trade_1: 1.6848710018922863e-05 , std 7.925821476564073e-05 
2023-04-20 05:09:45,035 INFO ofi_trade_2: 7.480713006110306e-05 , std 7.566274778813417e-05 
2023-04-20 05:09:45,035 INFO ofi_trade_3: 8.1824575033784e-05 , std 7.885968619478308e-05 
2023-04-20 05:09:45,035 INFO ofi_trade_4: 8.378075013979592e-05 , std 8.09134620793658e-05 
2023-04-20 05:09:45,035 INFO ofi_trade_5: 8.904618626397966e-05 , std 9.501252028659306e-05 
2023-04-20 05:09:45,035 INFO ofi_trade_6: 9.571101759730327e-05 , std 9.031098801172186e-05 
2023-04-20 05:09:45,035 INFO ofi_trade_7: 8.916743249588876e-05 , std 0.00010579393335586687 
2023-04-20 05:09:45,035 INFO ofi_trade_8: 8.96951284654921e-05 , std 0.0001241475020762598 
2023-04-20 05:09:45,035 INFO ofi_trade_9: 9.106001496782005e-05 , std 0.00012508038827167289 
2023-04-20 05:09:45,035 INFO ofi_trade_10: 0.00010675002280169648 , std 0.00010690175324098681 
2023-04-20 05:09:45,035 INFO t_intercept: -0.030386229503646257 , std 1.107389017083443 
2023-04-20 05:09:45,035 INFO t_ofi_add_1: 1.3564862026715931 , std 1.7714196116055154 
2023-04-20 05:09:45,035 INFO t_ofi_add_2: 2.6701094633095686 , std 2.283287595692588 
2023-04-20 05:09:45,035 INFO t_ofi_add_3: 2.867648662228803 , std 2.4019964108466856 
2023-04-20 05:09:45,035 INFO t_ofi_add_4: 2.8620861570309564 , std 2.4196144035121225 
2023-04-20 05:09:45,035 INFO t_ofi_add_5: 3.1104832128960207 , std 2.8120873249195997 
2023-04-20 05:09:45,035 INFO t_ofi_add_6: 3.2871586826815133 , std 2.9567510544954785 
2023-04-20 05:09:45,035 INFO t_ofi_add_7: 3.0308880397507556 , std 2.8037608951721196 
2023-04-20 05:09:45,035 INFO t_ofi_add_8: 2.8552078272030497 , std 2.6925857534514774 
2023-04-20 05:09:45,035 INFO t_ofi_add_9: 2.843103954682591 , std 2.6549515523024882 
2023-04-20 05:09:45,035 INFO t_ofi_add_10: 3.4601220879925063 , std 2.735949005003883 
2023-04-20 05:09:45,035 INFO t_ofi_cancel_1: 0.8819493929735044 , std 1.6261874311831928 
2023-04-20 05:09:45,035 INFO t_ofi_cancel_2: 2.1752279924715623 , std 1.9207829734043904 
2023-04-20 05:09:45,035 INFO t_ofi_cancel_3: 2.305064432432525 , std 1.9227629564493256 
2023-04-20 05:09:45,035 INFO t_ofi_cancel_4: 2.377225856744126 , std 1.9113274966930651 
2023-04-20 05:09:45,035 INFO t_ofi_cancel_5: 2.3272336824173827 , std 2.023526994106772 
2023-04-20 05:09:45,035 INFO t_ofi_cancel_6: 2.5367142278478116 , std 2.1351366245064205 
2023-04-20 05:09:45,036 INFO t_ofi_cancel_7: 2.281683881161155 , std 2.0624515278330264 
2023-04-20 05:09:45,036 INFO t_ofi_cancel_8: 2.27610447912597 , std 2.0701921264545713 
2023-04-20 05:09:45,036 INFO t_ofi_cancel_9: 2.2817557690431745 , std 2.11193643781781 
2023-04-20 05:09:45,036 INFO t_ofi_cancel_10: 2.803291019971389 , std 2.1864224482421415 
2023-04-20 05:09:45,036 INFO t_ofi_trade_1: 0.5138586165088828 , std 1.7857562584213265 
2023-04-20 05:09:45,036 INFO t_ofi_trade_2: -3462118909.5789194 , std 293219194068.7411 
2023-04-20 05:09:45,036 INFO t_ofi_trade_3: 3406727602.160963 , std 288527906357.5904 
2023-04-20 05:09:45,036 INFO t_ofi_trade_4: -9024837432.11296 , std 764345658420.7988 
2023-04-20 05:09:45,036 INFO t_ofi_trade_5: 8667601751.076876 , std 734090094514.373 
2023-04-20 05:09:45,036 INFO t_ofi_trade_6: -8567154346.463437 , std 725582846143.6218 
2023-04-20 05:09:45,036 INFO t_ofi_trade_7: -6732931231.385371 , std 570235950985.6198 
2023-04-20 05:09:45,036 INFO t_ofi_trade_8: 9918172184.422928 , std 840005363165.2366 
2023-04-20 05:09:45,036 INFO t_ofi_trade_9: -6590143397.912005 , std 558142740283.657 
2023-04-20 05:09:45,036 INFO t_ofi_trade_10: 9544376376.357885 , std 808347263436.7212 
2023-04-20 05:09:45,036 INFO p_intercept: 0.47226771539950774 , std 0.29655080830565467 
