2023-04-20 05:06:56,971 INFO Tickers: ['PYPL']
2023-04-20 05:06:57,105 INFO Negative OS: -3.649073124212938 --- ticker PYPL --- day 2017-01-04 --- time 41400
2023-04-20 05:06:57,111 INFO Negative OS: -131.4161654875316 --- ticker PYPL --- day 2017-01-04 --- time 43200
2023-04-20 05:06:57,117 INFO Negative OS: -0.42087426052764143 --- ticker PYPL --- day 2017-01-04 --- time 45000
2023-04-20 05:06:57,206 INFO Negative OS: -0.042975361380308774 --- ticker PYPL --- day 2017-01-05 --- time 46800
2023-04-20 05:06:57,948 INFO Negative OS: -0.988387336792566 --- ticker PYPL --- day 2017-01-19 --- time 48600
2023-04-20 05:06:58,126 INFO Negative OS: -1.5412976844971307 --- ticker PYPL --- day 2017-01-23 --- time 52200
2023-04-20 05:06:58,294 INFO Negative OS: -16.162131167758446 --- ticker PYPL --- day 2017-01-25 --- time 52200
2023-04-20 05:06:59,193 INFO Negative OS: -2.747588396179632 --- ticker PYPL --- day 2017-02-09 --- time 46800
2023-04-20 05:06:59,198 INFO Negative OS: -1.8545701878923233 --- ticker PYPL --- day 2017-02-09 --- time 48600
2023-04-20 05:06:59,543 INFO Negative OS: -0.3827294282968283 --- ticker PYPL --- day 2017-02-15 --- time 52200
2023-04-20 05:06:59,782 INFO Negative OS: -0.8188209139360776 --- ticker PYPL --- day 2017-02-21 --- time 48600
2023-04-20 05:07:00,442 INFO Negative OS: -0.5049571260762185 --- ticker PYPL --- day 2017-03-03 --- time 48600
2023-04-20 05:07:00,531 INFO Negative OS: -1.3837324333896457 --- ticker PYPL --- day 2017-03-06 --- time 50400
2023-04-20 05:07:00,949 INFO Negative OS: -0.8413670582323478 --- ticker PYPL --- day 2017-03-13 --- time 50400
2023-04-20 05:07:03,426 INFO Negative OS: -21.9478766312225 --- ticker PYPL --- day 2017-04-25 --- time 43200
2023-04-20 05:07:03,443 INFO Negative OS: -0.554933593865645 --- ticker PYPL --- day 2017-04-25 --- time 48600
2023-04-20 05:07:03,756 INFO Negative OS: -1.8443701408633872 --- ticker PYPL --- day 2017-05-01 --- time 41400
2023-04-20 05:07:05,743 INFO Negative OS: -0.46306647897941144 --- ticker PYPL --- day 2017-06-05 --- time 41400
2023-04-20 05:07:08,508 INFO Negative OS: -0.2601109955288654 --- ticker PYPL --- day 2017-07-21 --- time 46800
2023-04-20 05:07:17,529 INFO Negative OS: -0.2658709201158447 --- ticker PYPL --- day 2017-12-22 --- time 52200
2023-04-20 05:07:26,717 INFO Negative OS: -0.8742787078185017 --- ticker PYPL --- day 2018-06-04 --- time 45000
2023-04-20 05:07:57,767 INFO Negative OS: -0.9132186732172356 --- ticker PYPL --- day 2019-11-20 --- time 43200
2023-04-20 05:07:59,166 INFO in_r2: 0.9671009228175896 , std 0.025608919809979862 
2023-04-20 05:07:59,167 INFO os_r2: 0.909983031298944 , std 1.5858153067394438 
2023-04-20 05:07:59,167 INFO intercept: 2.137772845003361e-08 , std 5.073207230208411e-06 
2023-04-20 05:07:59,167 INFO ofi_add_1: 3.2768244038259234e-05 , std 4.624427149415256e-05 
2023-04-20 05:07:59,167 INFO ofi_add_2: 6.416996866770013e-05 , std 6.018802360500864e-05 
2023-04-20 05:07:59,167 INFO ofi_add_3: 6.729714641707954e-05 , std 6.10386282615151e-05 
2023-04-20 05:07:59,167 INFO ofi_add_4: 6.950044807478563e-05 , std 6.510453263387115e-05 
2023-04-20 05:07:59,167 INFO ofi_add_5: 6.416347379814434e-05 , std 6.453835099082268e-05 
2023-04-20 05:07:59,167 INFO ofi_add_6: 6.917953077802237e-05 , std 7.185472459329173e-05 
2023-04-20 05:07:59,167 INFO ofi_add_7: 6.704906968489043e-05 , std 7.638741876312818e-05 
2023-04-20 05:07:59,167 INFO ofi_add_8: 7.004244180444926e-05 , std 7.728826328261188e-05 
2023-04-20 05:07:59,167 INFO ofi_add_9: 6.731577083592324e-05 , std 7.931094730842658e-05 
2023-04-20 05:07:59,167 INFO ofi_add_10: 8.036648950676993e-05 , std 7.514438765432368e-05 
2023-04-20 05:07:59,167 INFO ofi_cancel_1: 3.7045940382249415e-05 , std 5.744958982141402e-05 
2023-04-20 05:07:59,167 INFO ofi_cancel_2: 6.261422896026583e-05 , std 6.1290776662895e-05 
2023-04-20 05:07:59,167 INFO ofi_cancel_3: 6.851656612681713e-05 , std 6.462582581917954e-05 
2023-04-20 05:07:59,167 INFO ofi_cancel_4: 6.801067212340157e-05 , std 6.93181436173062e-05 
2023-04-20 05:07:59,167 INFO ofi_cancel_5: 6.309770460031014e-05 , std 7.039405797066407e-05 
2023-04-20 05:07:59,167 INFO ofi_cancel_6: 6.566813003667947e-05 , std 7.800731722807913e-05 
2023-04-20 05:07:59,167 INFO ofi_cancel_7: 6.130785905879703e-05 , std 8.180546103411298e-05 
2023-04-20 05:07:59,167 INFO ofi_cancel_8: 6.851985269434192e-05 , std 8.708881204480811e-05 
2023-04-20 05:07:59,167 INFO ofi_cancel_9: 6.873887421132417e-05 , std 9.331127046490187e-05 
2023-04-20 05:07:59,167 INFO ofi_cancel_10: 8.227457483873e-05 , std 8.660721005468853e-05 
2023-04-20 05:07:59,167 INFO ofi_trade_1: 3.3509383390129635e-05 , std 9.464898216141808e-05 
2023-04-20 05:07:59,167 INFO ofi_trade_2: 6.373628623764924e-05 , std 0.00011634353463563894 
2023-04-20 05:07:59,167 INFO ofi_trade_3: 6.769822783964067e-05 , std 0.00010028065444722873 
2023-04-20 05:07:59,167 INFO ofi_trade_4: 6.881695123188228e-05 , std 9.723486459258276e-05 
2023-04-20 05:07:59,167 INFO ofi_trade_5: 6.439046940012306e-05 , std 9.549651332423377e-05 
2023-04-20 05:07:59,167 INFO ofi_trade_6: 7.254895258385698e-05 , std 0.00010894590308680902 
2023-04-20 05:07:59,167 INFO ofi_trade_7: 6.844122863289276e-05 , std 0.0001845152925266669 
2023-04-20 05:07:59,167 INFO ofi_trade_8: 7.300567257122613e-05 , std 0.00011249177193895063 
2023-04-20 05:07:59,167 INFO ofi_trade_9: 7.089162444040499e-05 , std 0.0001126255586276674 
2023-04-20 05:07:59,167 INFO ofi_trade_10: 8.004946051932559e-05 , std 0.0001414926989105865 
2023-04-20 05:07:59,167 INFO t_intercept: 0.013852558424320491 , std 1.0157355876672025 
2023-04-20 05:07:59,167 INFO t_ofi_add_1: 1.1532597612237885 , std 1.529357821523176 
2023-04-20 05:07:59,167 INFO t_ofi_add_2: 1.8846494894475987 , std 1.8007305147370958 
2023-04-20 05:07:59,167 INFO t_ofi_add_3: 1.8924281935691813 , std 1.8057125084066774 
2023-04-20 05:07:59,167 INFO t_ofi_add_4: 1.9357841915466423 , std 2.0343522940703127 
2023-04-20 05:07:59,167 INFO t_ofi_add_5: 1.8062705313642708 , std 2.2035867550026884 
2023-04-20 05:07:59,167 INFO t_ofi_add_6: 1.8864013365902186 , std 2.202361526837742 
2023-04-20 05:07:59,167 INFO t_ofi_add_7: 1.7524770136704702 , std 2.146686146734823 
2023-04-20 05:07:59,167 INFO t_ofi_add_8: 1.7853933585442228 , std 2.023842127698057 
2023-04-20 05:07:59,167 INFO t_ofi_add_9: 1.7635654459447423 , std 2.0959822300377238 
2023-04-20 05:07:59,167 INFO t_ofi_add_10: 2.3174589907456875 , std 2.192668190915042 
2023-04-20 05:07:59,168 INFO t_ofi_cancel_1: 0.9988448211961839 , std 1.5071557670413633 
2023-04-20 05:07:59,168 INFO t_ofi_cancel_2: 1.6978829111086189 , std 1.6057678995141318 
2023-04-20 05:07:59,168 INFO t_ofi_cancel_3: 1.6964865164821237 , std 1.6014167198288711 
2023-04-20 05:07:59,168 INFO t_ofi_cancel_4: 1.6269118979820651 , std 1.762590467665058 
2023-04-20 05:07:59,168 INFO t_ofi_cancel_5: 1.5044413298576635 , std 1.8731003914356097 
2023-04-20 05:07:59,168 INFO t_ofi_cancel_6: 1.4923200145178903 , std 1.719766342829092 
2023-04-20 05:07:59,168 INFO t_ofi_cancel_7: 1.3465449380408159 , std 1.6279113456858814 
2023-04-20 05:07:59,168 INFO t_ofi_cancel_8: 1.4543708762083694 , std 1.6095949545359547 
2023-04-20 05:07:59,168 INFO t_ofi_cancel_9: 1.4613095254138078 , std 1.7289339291655874 
2023-04-20 05:07:59,168 INFO t_ofi_cancel_10: 1.9554850457328623 , std 1.8013563791103215 
2023-04-20 05:07:59,168 INFO t_ofi_trade_1: 0.590422864817019 , std 1.573795917434855 
2023-04-20 05:07:59,168 INFO t_ofi_trade_2: 1.368728653647345 , std 1.8897042984639358 
2023-04-20 05:07:59,168 INFO t_ofi_trade_3: 1.4421324144921752 , std 1.9133033992502038 
2023-04-20 05:07:59,168 INFO t_ofi_trade_4: 1.4856296265247368 , std 2.0661717572369063 
2023-04-20 05:07:59,168 INFO t_ofi_trade_5: 1.4258478119969542 , std 2.1909198526787574 
2023-04-20 05:07:59,168 INFO t_ofi_trade_6: 1.5427323263258799 , std 2.1840928291738746 
