2023-04-20 05:09:03,673 INFO Tickers: ['CVS']
2023-04-20 05:09:10,509 INFO Negative OS: -227.42080693657934 --- ticker CVS --- day 2017-05-01 --- time 52200
2023-04-20 05:09:22,064 INFO Negative OS: -0.03801048392726103 --- ticker CVS --- day 2017-11-30 --- time 46800
2023-04-20 05:09:22,379 INFO Negative OS: -0.25465915327269895 --- ticker CVS --- day 2017-12-06 --- time 41400
2023-04-20 05:09:22,796 INFO Negative OS: -1.971795674189913 --- ticker CVS --- day 2017-12-13 --- time 46800
2023-04-20 05:09:22,891 INFO Negative OS: -0.07120077441289552 --- ticker CVS --- day 2017-12-14 --- time 52200
2023-04-20 05:09:25,773 INFO Negative OS: -2.2792572110450195 --- ticker CVS --- day 2018-02-08 --- time 46800
2023-04-20 05:09:25,864 INFO Negative OS: -0.010198105353432352 --- ticker CVS --- day 2018-02-09 --- time 48600
2023-04-20 05:09:26,978 INFO Negative OS: -0.5824287317918855 --- ticker CVS --- day 2018-03-02 --- time 41400
2023-04-20 05:09:27,144 INFO Negative OS: -0.41267866901124783 --- ticker CVS --- day 2018-03-06 --- time 41400
2023-04-20 05:09:27,698 INFO Negative OS: -0.28380606221654037 --- ticker CVS --- day 2018-03-15 --- time 37800
2023-04-20 05:09:27,927 INFO Negative OS: -0.05466168018742601 --- ticker CVS --- day 2018-03-20 --- time 36000
2023-04-20 05:09:29,036 INFO Negative OS: -0.37122750132958027 --- ticker CVS --- day 2018-04-09 --- time 50400
2023-04-20 05:09:29,963 INFO Negative OS: -0.039407399839282764 --- ticker CVS --- day 2018-04-25 --- time 39600
2023-04-20 05:09:31,414 INFO Negative OS: -1.545766380846712 --- ticker CVS --- day 2018-05-22 --- time 36000
2023-04-20 05:09:31,420 INFO Negative OS: -2.5803874189992992 --- ticker CVS --- day 2018-05-22 --- time 37800
2023-04-20 05:09:31,709 INFO Negative OS: -0.43138105553182116 --- ticker CVS --- day 2018-05-29 --- time 37800
2023-04-20 05:09:31,714 INFO Negative OS: -0.32623935726227793 --- ticker CVS --- day 2018-05-29 --- time 39600
2023-04-20 05:09:46,011 INFO Negative OS: -0.762863124108853 --- ticker CVS --- day 2019-02-06 --- time 50400
2023-04-20 05:10:01,190 INFO Negative OS: -0.07224365384472775 --- ticker CVS --- day 2019-10-24 --- time 45000
2023-04-20 05:10:02,952 INFO Negative OS: -0.22995701565454807 --- ticker CVS --- day 2019-11-22 --- time 43200
2023-04-20 05:10:04,171 INFO in_r2: 0.948494950766369 , std 0.05826668292935358 
2023-04-20 05:10:04,171 INFO os_r2: 0.8626596984722695 , std 2.8253856150496532 
2023-04-20 05:10:04,171 INFO intercept: -3.4475016099446455e-07 , std 8.206244008419963e-06 
2023-04-20 05:10:04,171 INFO ofi_add_1: 5.861666549355973e-05 , std 8.890408014100748e-05 
2023-04-20 05:10:04,171 INFO ofi_add_2: 9.040213259548875e-05 , std 7.22895246958966e-05 
2023-04-20 05:10:04,171 INFO ofi_add_3: 8.538996993686531e-05 , std 6.999700499941912e-05 
2023-04-20 05:10:04,171 INFO ofi_add_4: 7.638010060167902e-05 , std 6.793977605622272e-05 
2023-04-20 05:10:04,171 INFO ofi_add_5: 6.82545327917879e-05 , std 6.736689582867626e-05 
2023-04-20 05:10:04,171 INFO ofi_add_6: 7.507352872016363e-05 , std 7.370233152834944e-05 
2023-04-20 05:10:04,171 INFO ofi_add_7: 7.738210003065848e-05 , std 7.988851016833728e-05 
2023-04-20 05:10:04,171 INFO ofi_add_8: 7.243355412001283e-05 , std 8.843287898830559e-05 
2023-04-20 05:10:04,171 INFO ofi_add_9: 7.290571828319161e-05 , std 9.025714674682586e-05 
2023-04-20 05:10:04,171 INFO ofi_add_10: 8.172494558151561e-05 , std 8.924679804529908e-05 
2023-04-20 05:10:04,171 INFO ofi_cancel_1: 5.765007399046893e-05 , std 0.00010117271188152327 
2023-04-20 05:10:04,171 INFO ofi_cancel_2: 9.221094627872752e-05 , std 7.754605747924884e-05 
2023-04-20 05:10:04,172 INFO ofi_cancel_3: 8.425937411043125e-05 , std 7.493189155221369e-05 
2023-04-20 05:10:04,172 INFO ofi_cancel_4: 7.455409143946729e-05 , std 7.531695406055706e-05 
2023-04-20 05:10:04,172 INFO ofi_cancel_5: 6.654130086626891e-05 , std 7.361317060692824e-05 
2023-04-20 05:10:04,172 INFO ofi_cancel_6: 7.215932760295664e-05 , std 8.015842304076194e-05 
2023-04-20 05:10:04,172 INFO ofi_cancel_7: 7.21079122057795e-05 , std 8.658635081269896e-05 
2023-04-20 05:10:04,172 INFO ofi_cancel_8: 7.062963736589282e-05 , std 9.490912838534975e-05 
2023-04-20 05:10:04,172 INFO ofi_cancel_9: 7.102711773599463e-05 , std 9.860170277177705e-05 
2023-04-20 05:10:04,172 INFO ofi_cancel_10: 8.446515357408146e-05 , std 9.915311168747179e-05 
