2023-04-20 05:13:41,252 INFO Tickers: ['AGN']
2023-04-20 05:13:42,496 INFO Negative OS: -0.3710558346750903 --- ticker AGN --- day 2018-01-31 --- time 37800
2023-04-20 05:13:42,690 INFO Negative OS: -0.20463536218453826 --- ticker AGN --- day 2018-02-05 --- time 36000
2023-04-20 05:13:42,769 INFO Negative OS: -4.591216819063175 --- ticker AGN --- day 2018-02-06 --- time 39600
2023-04-20 05:13:42,791 INFO Negative OS: -0.09945879531444235 --- ticker AGN --- day 2018-02-06 --- time 46800
2023-04-20 05:13:42,796 INFO Negative OS: -0.06871731531776337 --- ticker AGN --- day 2018-02-06 --- time 48600
2023-04-20 05:13:42,850 INFO Negative OS: -0.007604999335584228 --- ticker AGN --- day 2018-02-07 --- time 39600
2023-04-20 05:13:42,855 INFO Negative OS: -0.06298731731589191 --- ticker AGN --- day 2018-02-07 --- time 41400
2023-04-20 05:13:42,877 INFO Negative OS: -0.5195829874853368 --- ticker AGN --- day 2018-02-07 --- time 48600
2023-04-20 05:13:42,997 INFO Negative OS: -0.05601847360917933 --- ticker AGN --- day 2018-02-09 --- time 39600
2023-04-20 05:13:43,002 INFO Negative OS: -0.7405890771503005 --- ticker AGN --- day 2018-02-09 --- time 41400
2023-04-20 05:13:43,024 INFO Negative OS: -3.3854906321638056 --- ticker AGN --- day 2018-02-09 --- time 48600
2023-04-20 05:13:43,078 INFO Negative OS: -0.8194459305739101 --- ticker AGN --- day 2018-02-12 --- time 39600
2023-04-20 05:13:43,399 INFO Negative OS: -0.5901010552867074 --- ticker AGN --- day 2018-02-20 --- time 39600
2023-04-20 05:13:43,424 INFO Negative OS: -4.060182141276549 --- ticker AGN --- day 2018-02-20 --- time 52200
2023-04-20 05:13:44,489 INFO Negative OS: -0.13090060009463578 --- ticker AGN --- day 2018-03-15 --- time 36000
2023-04-20 05:13:44,710 INFO Negative OS: -0.18829241228126503 --- ticker AGN --- day 2018-03-20 --- time 43200
2023-04-20 05:13:44,733 INFO Negative OS: -2.7344255322075 --- ticker AGN --- day 2018-03-20 --- time 52200
2023-04-20 05:13:44,807 INFO Negative OS: -0.0841007576446815 --- ticker AGN --- day 2018-03-21 --- time 52200
2023-04-20 05:13:45,264 INFO Negative OS: -0.07414452365340019 --- ticker AGN --- day 2018-04-02 --- time 48600
2023-04-20 05:13:46,040 INFO Negative OS: -0.1924408357248848 --- ticker AGN --- day 2018-04-19 --- time 43200
2023-04-20 05:13:46,895 INFO Negative OS: -0.13741204733417556 --- ticker AGN --- day 2018-05-08 --- time 48600
2023-04-20 05:13:47,806 INFO Negative OS: -0.07331389768713525 --- ticker AGN --- day 2018-05-30 --- time 36000
2023-04-20 05:13:48,335 INFO Negative OS: -0.1759315109275994 --- ticker AGN --- day 2018-06-11 --- time 36000
2023-04-20 05:13:51,197 INFO Negative OS: -0.04602452090762754 --- ticker AGN --- day 2018-08-14 --- time 37800
2023-04-20 05:13:54,254 INFO Negative OS: -0.2314582773924665 --- ticker AGN --- day 2018-10-16 --- time 37800
2023-04-20 05:13:54,713 INFO Negative OS: -8.652650887451044 --- ticker AGN --- day 2018-10-24 --- time 39600
2023-04-20 05:13:55,050 INFO Negative OS: -0.7884909934329898 --- ticker AGN --- day 2018-10-30 --- time 43200
2023-04-20 05:13:55,795 INFO Negative OS: -1.3390222963388392 --- ticker AGN --- day 2018-11-13 --- time 43200
2023-04-20 05:13:55,861 INFO Negative OS: -0.12368312923669467 --- ticker AGN --- day 2018-11-14 --- time 39600
2023-04-20 05:13:55,872 INFO Negative OS: -0.23504006984064207 --- ticker AGN --- day 2018-11-14 --- time 43200
2023-04-20 05:13:56,419 INFO Negative OS: -0.5015108392720766 --- ticker AGN --- day 2018-11-27 --- time 36000
2023-04-20 05:13:56,516 INFO Negative OS: -0.18651834308071025 --- ticker AGN --- day 2018-11-28 --- time 43200
2023-04-20 05:13:56,527 INFO Negative OS: -0.5045329496370454 --- ticker AGN --- day 2018-11-28 --- time 46800
2023-04-20 05:13:57,047 INFO Negative OS: -0.24763547135965314 --- ticker AGN --- day 2018-12-10 --- time 39600
2023-04-20 05:13:57,457 INFO Negative OS: -0.09858165114982631 --- ticker AGN --- day 2018-12-17 --- time 43200
2023-04-20 05:13:57,693 INFO Negative OS: -0.1800815531884714 --- ticker AGN --- day 2018-12-20 --- time 41400
2023-04-20 05:13:58,011 INFO Negative OS: -0.0912018685110676 --- ticker AGN --- day 2018-12-27 --- time 45000
2023-04-20 05:13:58,083 INFO Negative OS: -0.09112742887138747 --- ticker AGN --- day 2018-12-28 --- time 41400
2023-04-20 05:13:58,164 INFO Negative OS: -0.21867459896412056 --- ticker AGN --- day 2018-12-31 --- time 41400
2023-04-20 05:13:58,731 INFO Negative OS: -0.3508740534000394 --- ticker AGN --- day 2019-01-11 --- time 48600
2023-04-20 05:13:59,060 INFO Negative OS: -0.3102795553050537 --- ticker AGN --- day 2019-01-18 --- time 37800
2023-04-20 05:13:59,078 INFO Negative OS: -0.17121450168276287 --- ticker AGN --- day 2019-01-18 --- time 45000
2023-04-20 05:13:59,281 INFO Negative OS: -0.15206698387858575 --- ticker AGN --- day 2019-01-24 --- time 36000
2023-04-20 05:14:01,576 INFO Negative OS: -0.9787870537412462 --- ticker AGN --- day 2019-03-08 --- time 50400
2023-04-20 05:14:06,546 INFO Negative OS: -0.15929930653239976 --- ticker AGN --- day 2019-06-18 --- time 50400
2023-04-20 05:14:07,209 INFO Negative OS: -3.0244076759769474 --- ticker AGN --- day 2019-07-01 --- time 37800
2023-04-20 05:14:08,784 INFO Negative OS: -0.08910427049184744 --- ticker AGN --- day 2019-07-31 --- time 41400
2023-04-20 05:14:09,904 INFO Negative OS: -1.9100798895061275 --- ticker AGN --- day 2019-08-20 --- time 48600
2023-04-20 05:14:12,791 INFO Negative OS: -0.1259381084089657 --- ticker AGN --- day 2019-10-11 --- time 46800
2023-04-20 05:14:12,867 INFO Negative OS: -0.09700784773451665 --- ticker AGN --- day 2019-10-14 --- time 50400
2023-04-20 05:14:13,361 INFO Negative OS: -0.34620032849267934 --- ticker AGN --- day 2019-10-23 --- time 52200
2023-04-20 05:14:13,750 INFO Negative OS: -0.20705259932297437 --- ticker AGN --- day 2019-10-31 --- time 43200
2023-04-20 05:14:14,052 INFO Negative OS: -18.881802453000198 --- ticker AGN --- day 2019-11-06 --- time 50400
2023-04-20 05:14:14,057 INFO Negative OS: -1.8116119494216485 --- ticker AGN --- day 2019-11-06 --- time 52200
2023-04-20 05:14:14,159 INFO Negative OS: -0.1897259536664877 --- ticker AGN --- day 2019-11-08 --- time 36000
2023-04-20 05:14:14,765 INFO Negative OS: -0.3966125951959003 --- ticker AGN --- day 2019-11-21 --- time 36000
2023-04-20 05:14:15,424 INFO Negative OS: -0.2141643377008564 --- ticker AGN --- day 2019-12-05 --- time 46800
2023-04-20 05:14:15,429 INFO Negative OS: -0.1619259574101095 --- ticker AGN --- day 2019-12-05 --- time 48600
2023-04-20 05:14:15,867 INFO in_r2: 0.8334148968699613 , std 0.07963801261156236 
2023-04-20 05:14:15,867 INFO os_r2: 0.6565463747047942 , std 0.5312191495945744 
2023-04-20 05:14:15,867 INFO intercept: -3.7255916291597076e-07 , std 1.3798994621332036e-05 
2023-04-20 05:14:15,867 INFO ofi_add_1: 0.00013719684449647318 , std 0.00013423647272248703 
2023-04-20 05:14:15,867 INFO ofi_add_2: 0.00013694506105190303 , std 0.00014343215954415705 
2023-04-20 05:14:15,867 INFO ofi_add_3: 9.181116001457684e-05 , std 0.000121348236533434 
2023-04-20 05:14:15,867 INFO ofi_add_4: 5.659275225480178e-05 , std 0.0001065616604884576 
2023-04-20 05:14:15,867 INFO ofi_add_5: 4.2365983722265015e-05 , std 0.00012112082454501852 
2023-04-20 05:14:15,867 INFO ofi_add_6: 3.067112411411039e-05 , std 0.00011557166168249354 
2023-04-20 05:14:15,867 INFO ofi_add_7: 2.6783869811363605e-05 , std 0.00012283947227746125 
2023-04-20 05:14:15,867 INFO ofi_add_8: 1.5836436405169518e-05 , std 0.00011840513742590883 
2023-04-20 05:14:15,867 INFO ofi_add_9: 1.7375395815816303e-05 , std 0.0001173625578525041 
2023-04-20 05:14:15,867 INFO ofi_add_10: 2.5288382193968086e-05 , std 0.00010155405092572648 
2023-04-20 05:14:15,867 INFO ofi_cancel_1: 0.00017263976001957932 , std 0.00017595362021276484 
2023-04-20 05:14:15,867 INFO ofi_cancel_2: 0.00015250102493361388 , std 0.00015004124280500284 
2023-04-20 05:14:15,867 INFO ofi_cancel_3: 9.218516305992715e-05 , std 0.0001180519466634907 
2023-04-20 05:14:15,867 INFO ofi_cancel_4: 5.5520589798381104e-05 , std 0.00011456926534965245 
2023-04-20 05:14:15,867 INFO ofi_cancel_5: 3.979658624031744e-05 , std 0.00012548660056703825 
2023-04-20 05:14:15,867 INFO ofi_cancel_6: 2.6055550156033083e-05 , std 0.00011981870940553968 
2023-04-20 05:14:15,868 INFO ofi_cancel_7: 2.22119308621845e-05 , std 0.0001234349979839332 
2023-04-20 05:14:15,868 INFO ofi_cancel_8: 9.690260789493833e-06 , std 0.00011988137183553339 
2023-04-20 05:14:15,868 INFO ofi_cancel_9: 1.1232411549076e-05 , std 0.0001200502942404743 
2023-04-20 05:14:15,868 INFO ofi_cancel_10: 2.7416749585242994e-05 , std 0.00010296181859603275 
2023-04-20 05:14:15,868 INFO ofi_trade_1: 0.00012522061063503404 , std 0.0002771573909144726 
2023-04-20 05:14:15,868 INFO ofi_trade_2: 0.00010786078475401977 , std 0.00031611185370347965 
2023-04-20 05:14:15,868 INFO ofi_trade_3: 7.677913009703887e-05 , std 0.00031478326465348257 
2023-04-20 05:14:15,868 INFO ofi_trade_4: 4.468133967171874e-05 , std 0.0003358123617139697 
2023-04-20 05:14:15,868 INFO ofi_trade_5: 5.88119993478008e-05 , std 0.0003684960404851922 
2023-04-20 05:14:15,868 INFO ofi_trade_6: 5.347078930234243e-05 , std 0.00040027606295654636 
2023-04-20 05:14:15,868 INFO ofi_trade_7: 8.451715387571384e-05 , std 0.000369091335262671 
2023-04-20 05:14:15,868 INFO ofi_trade_8: 6.591935166811981e-05 , std 0.0003568130213387281 
2023-04-20 05:14:15,868 INFO ofi_trade_9: 8.114325913311283e-05 , std 0.0003635093288210973 
2023-04-20 05:14:15,868 INFO ofi_trade_10: 0.00010535632947282421 , std 0.0003290691367296542 
2023-04-20 05:14:15,868 INFO t_intercept: -0.055555923500525364 , std 1.010939865466126 
2023-04-20 05:14:15,868 INFO t_ofi_add_1: 2.6212439575350284 , std 1.495351615589126 
2023-04-20 05:14:15,868 INFO t_ofi_add_2: 2.213671366462574 , std 1.4181919476082008 
2023-04-20 05:14:15,868 INFO t_ofi_add_3: 1.4376231623832099 , std 1.2774767643844243 
2023-04-20 05:14:15,868 INFO t_ofi_add_4: 0.9382186107073811 , std 1.2231553779847266 
2023-04-20 05:14:15,868 INFO t_ofi_add_5: 0.672379661487925 , std 1.253247459745395 
2023-04-20 05:14:15,868 INFO t_ofi_add_6: 0.5155782086725926 , std 1.2107215066290595 
2023-04-20 05:14:15,868 INFO t_ofi_add_7: 0.43178514148954344 , std 1.2076534666742704 
2023-04-20 05:14:15,868 INFO t_ofi_add_8: 0.3000216933498234 , std 1.2311620228990887 
2023-04-20 05:14:15,868 INFO t_ofi_add_9: 0.2999488004706573 , std 1.2018566976963228 
2023-04-20 05:14:15,868 INFO t_ofi_add_10: 0.44244711110313373 , std 1.2705303674151476 
2023-04-20 05:14:15,868 INFO t_ofi_cancel_1: 2.6765808663496387 , std 1.4506605443086573 
2023-04-20 05:14:15,868 INFO t_ofi_cancel_2: 2.401233157327199 , std 1.3829920338466744 
2023-04-20 05:14:15,868 INFO t_ofi_cancel_3: 1.4474881935378683 , std 1.2755874692710052 
2023-04-20 05:14:15,868 INFO t_ofi_cancel_4: 0.9206867168106675 , std 1.2705435222832475 
2023-04-20 05:14:15,868 INFO t_ofi_cancel_5: 0.5935772244900828 , std 1.2434473306376932 
2023-04-20 05:14:15,868 INFO t_ofi_cancel_6: 0.41595918887724836 , std 1.2154819149037737 
2023-04-20 05:14:15,868 INFO t_ofi_cancel_7: 0.33817057516524124 , std 1.2255238541508682 
2023-04-20 05:14:15,868 INFO t_ofi_cancel_8: 0.1866192301331532 , std 1.2375579436059696 
2023-04-20 05:14:15,868 INFO t_ofi_cancel_9: 0.18384904198181112 , std 1.2071548002842765 
2023-04-20 05:14:15,868 INFO t_ofi_cancel_10: 0.45429668868402184 , std 1.2817560371061478 
2023-04-20 05:14:15,868 INFO t_ofi_trade_1: 1.0515939341825054 , std 1.4375950634775883 
2023-04-20 05:14:15,868 INFO t_ofi_trade_2: 0.6731868110469197 , std 1.4346570349697052 
2023-04-20 05:14:15,868 INFO t_ofi_trade_3: 0.5128197626997256 , std 1.3313455205413811 
2023-04-20 05:14:15,868 INFO t_ofi_trade_4: 0.37115674357096046 , std 1.325577107685947 
2023-04-20 05:14:15,868 INFO t_ofi_trade_5: 0.3812835771622931 , std 1.3057112433863576 
2023-04-20 05:14:15,868 INFO t_ofi_trade_6: 0.39362770311569956 , std 1.318782747378767 
2023-04-20 05:14:15,868 INFO t_ofi_trade_7: 0.4549550343304056 , std 1.326233878334402 
2023-04-20 05:14:15,868 INFO t_ofi_trade_8: 0.4333367145396174 , std 1.3074873970508023 
2023-04-20 05:14:15,868 INFO t_ofi_trade_9: 0.488102391866326 , std 1.345720866420381 
2023-04-20 05:14:15,868 INFO t_ofi_trade_10: 0.6912028113024239 , std 1.372364749424411 
2023-04-20 05:14:15,868 INFO p_intercept: 0.5023371673561271 , std 0.28834905574455344 
2023-04-20 05:14:15,868 INFO p_ofi_add_1: 0.11348847142313763 , std 0.2120281597796217 
2023-04-20 05:14:15,868 INFO p_ofi_add_2: 0.1593482100519133 , std 0.2522099234234592 
