2023-04-20 05:06:14,505 INFO Tickers: ['NFLX']
2023-04-20 05:06:16,611 INFO Negative OS: -0.08481252137619277 --- ticker NFLX --- day 2017-02-08 --- time 41400
2023-04-20 05:06:34,831 INFO Negative OS: -0.37909621207329036 --- ticker NFLX --- day 2017-12-22 --- time 48600
2023-04-20 05:06:35,225 INFO Negative OS: -0.5558117144513168 --- ticker NFLX --- day 2018-01-02 --- time 43200
2023-04-20 05:06:36,397 INFO Negative OS: -1.216660810327416 --- ticker NFLX --- day 2018-01-23 --- time 43200
2023-04-20 05:06:36,742 INFO Negative OS: -0.19564540577841605 --- ticker NFLX --- day 2018-01-29 --- time 45000
2023-04-20 05:06:37,160 INFO Negative OS: -0.31982205309171774 --- ticker NFLX --- day 2018-02-05 --- time 43200
2023-04-20 05:06:37,183 INFO Negative OS: -0.16172858563429227 --- ticker NFLX --- day 2018-02-05 --- time 50400
2023-04-20 05:06:37,397 INFO Negative OS: -0.7598963148706872 --- ticker NFLX --- day 2018-02-08 --- time 37800
2023-04-20 05:06:37,493 INFO Negative OS: -0.06562509254863103 --- ticker NFLX --- day 2018-02-09 --- time 41400
2023-04-20 05:06:37,859 INFO Negative OS: -0.15311020896396066 --- ticker NFLX --- day 2018-02-15 --- time 50400
2023-04-20 05:06:38,254 INFO Negative OS: -6.5062393579612525 --- ticker NFLX --- day 2018-02-23 --- time 41400
2023-04-20 05:06:38,282 INFO Negative OS: -0.32387859142525155 --- ticker NFLX --- day 2018-02-23 --- time 50400
2023-04-20 05:06:38,287 INFO Negative OS: -1.4192225468401123 --- ticker NFLX --- day 2018-02-23 --- time 52200
2023-04-20 05:06:39,787 INFO Negative OS: -0.2149994782571254 --- ticker NFLX --- day 2018-03-21 --- time 46800
2023-04-20 05:06:43,913 INFO Negative OS: -0.6916697272086585 --- ticker NFLX --- day 2018-05-31 --- time 46800
2023-04-20 05:06:57,877 INFO Negative OS: -0.9216531016742848 --- ticker NFLX --- day 2019-01-30 --- time 45000
2023-04-20 05:06:59,151 INFO Negative OS: -1.5701168930038993 --- ticker NFLX --- day 2019-02-21 --- time 48600
2023-04-20 05:07:01,558 INFO Negative OS: -3.3807265239573985 --- ticker NFLX --- day 2019-04-03 --- time 39600
2023-04-20 05:07:02,491 INFO Negative OS: -0.6249496176040925 --- ticker NFLX --- day 2019-04-18 --- time 43200
2023-04-20 05:07:02,554 INFO Negative OS: -0.1002970572798434 --- ticker NFLX --- day 2019-04-22 --- time 36000
2023-04-20 05:07:03,102 INFO Negative OS: -0.02051162637181747 --- ticker NFLX --- day 2019-04-30 --- time 50400
2023-04-20 05:07:03,153 INFO Negative OS: -0.12392985752863361 --- ticker NFLX --- day 2019-05-01 --- time 39600
2023-04-20 05:07:05,272 INFO Negative OS: -0.7584524701435809 --- ticker NFLX --- day 2019-06-06 --- time 45000
2023-04-20 05:07:05,283 INFO Negative OS: -0.11420740018217379 --- ticker NFLX --- day 2019-06-06 --- time 48600
2023-04-20 05:07:05,357 INFO Negative OS: -2.557728779381855 --- ticker NFLX --- day 2019-06-07 --- time 45000
2023-04-20 05:07:06,201 INFO Negative OS: -0.29835352056415965 --- ticker NFLX --- day 2019-06-21 --- time 46800
2023-04-20 05:07:15,555 INFO Negative OS: -0.37017243829631075 --- ticker NFLX --- day 2019-11-29 --- time 41400
2023-04-20 05:07:16,452 INFO in_r2: 0.8844040417222505 , std 0.04953920119990137 
2023-04-20 05:07:16,452 INFO os_r2: 0.780092235268395 , std 0.17745551769688256 
2023-04-20 05:07:16,452 INFO intercept: 8.033957903618737e-07 , std 1.5311163826269878e-05 
2023-04-20 05:07:16,452 INFO ofi_add_1: 4.5294196837207636e-05 , std 4.569189146019345e-05 
2023-04-20 05:07:16,452 INFO ofi_add_2: 5.685118882708552e-05 , std 5.586510446910581e-05 
2023-04-20 05:07:16,452 INFO ofi_add_3: 5.3529971507158495e-05 , std 5.576005744935754e-05 
2023-04-20 05:07:16,452 INFO ofi_add_4: 4.129586382596722e-05 , std 5.6139832699225876e-05 
2023-04-20 05:07:16,452 INFO ofi_add_5: 3.442477512353338e-05 , std 5.749172086843633e-05 
2023-04-20 05:07:16,452 INFO ofi_add_6: 3.0095636047328022e-05 , std 5.8645428756515336e-05 
2023-04-20 05:07:16,452 INFO ofi_add_7: 2.7300183057415414e-05 , std 5.890695135878501e-05 
2023-04-20 05:07:16,452 INFO ofi_add_8: 2.590985272432136e-05 , std 5.9140806735901064e-05 
2023-04-20 05:07:16,452 INFO ofi_add_9: 2.4476214546196934e-05 , std 5.5901410858669446e-05 
2023-04-20 05:07:16,452 INFO ofi_add_10: 4.177329891627938e-05 , std 4.9104276425196795e-05 
2023-04-20 05:07:16,452 INFO ofi_cancel_1: 6.419318698873033e-05 , std 6.413843225540439e-05 
2023-04-20 05:07:16,452 INFO ofi_cancel_2: 6.198565734474229e-05 , std 5.849459474425545e-05 
2023-04-20 05:07:16,452 INFO ofi_cancel_3: 5.4351916895907766e-05 , std 5.81657123640268e-05 
2023-04-20 05:07:16,452 INFO ofi_cancel_4: 4.1002489201182376e-05 , std 5.793124633679297e-05 
2023-04-20 05:07:16,452 INFO ofi_cancel_5: 3.312578863062906e-05 , std 5.875348622722596e-05 
2023-04-20 05:07:16,452 INFO ofi_cancel_6: 2.7790711183846822e-05 , std 6.00239653627333e-05 
2023-04-20 05:07:16,452 INFO ofi_cancel_7: 2.5156140365388364e-05 , std 6.038005687657559e-05 
2023-04-20 05:07:16,452 INFO ofi_cancel_8: 2.3145425327268644e-05 , std 6.027860225672479e-05 
2023-04-20 05:07:16,452 INFO ofi_cancel_9: 2.2169681105363086e-05 , std 5.705342464088171e-05 
2023-04-20 05:07:16,452 INFO ofi_cancel_10: 4.1165197756443555e-05 , std 5.0673758929436725e-05 
2023-04-20 05:07:16,452 INFO ofi_trade_1: 2.9798244707629612e-05 , std 6.991066833521021e-05 
2023-04-20 05:07:16,452 INFO ofi_trade_2: 4.4847262140746155e-05 , std 7.734137917959938e-05 
2023-04-20 05:07:16,452 INFO ofi_trade_3: 4.7993699733200635e-05 , std 7.919523809596955e-05 
2023-04-20 05:07:16,452 INFO ofi_trade_4: 3.904607049855006e-05 , std 8.048358528342713e-05 
2023-04-20 05:07:16,452 INFO ofi_trade_5: 3.5531800731522736e-05 , std 8.302037242917368e-05 
2023-04-20 05:07:16,452 INFO ofi_trade_6: 3.524229214096788e-05 , std 8.396328669254488e-05 
2023-04-20 05:07:16,452 INFO ofi_trade_7: 3.808902940132328e-05 , std 8.370744396962162e-05 
2023-04-20 05:07:16,452 INFO ofi_trade_8: 3.8457039497590163e-05 , std 8.332384736910761e-05 
2023-04-20 05:07:16,452 INFO ofi_trade_9: 3.8886125082464175e-05 , std 7.982232904393954e-05 
2023-04-20 05:07:16,452 INFO ofi_trade_10: 6.283060770085567e-05 , std 7.178902356713472e-05 
2023-04-20 05:07:16,452 INFO t_intercept: 0.07576731779359516 , std 1.1050173358186703 
2023-04-20 05:07:16,452 INFO t_ofi_add_1: 1.540167067683449 , std 1.3706656719470816 
2023-04-20 05:07:16,452 INFO t_ofi_add_2: 1.5223528208322676 , std 1.291944281814065 
2023-04-20 05:07:16,452 INFO t_ofi_add_3: 1.3679049751743266 , std 1.2387205562750156 
2023-04-20 05:07:16,452 INFO t_ofi_add_4: 1.0561230741870251 , std 1.2475465151394447 
2023-04-20 05:07:16,452 INFO t_ofi_add_5: 0.843000125290034 , std 1.2051592283832833 
2023-04-20 05:07:16,452 INFO t_ofi_add_6: 0.7194017281110182 , std 1.2104790415439912 
2023-04-20 05:07:16,452 INFO t_ofi_add_7: 0.6566986981162893 , std 1.2197549546518867 
2023-04-20 05:07:16,452 INFO t_ofi_add_8: 0.610776445583391 , std 1.2156961574776664 
