2023-04-20 05:04:18,795 INFO Tickers: ['BA']
2023-04-20 05:04:22,361 INFO Negative OS: -0.991211009887305 --- ticker BA --- day 2017-02-07 --- time 50400
2023-04-20 05:04:22,366 INFO Negative OS: -0.24446235564874974 --- ticker BA --- day 2017-02-07 --- time 52200
2023-04-20 05:04:22,704 INFO Negative OS: -3.3595607568732104 --- ticker BA --- day 2017-02-10 --- time 36000
2023-04-20 05:04:23,174 INFO Negative OS: -0.8957324363750643 --- ticker BA --- day 2017-02-15 --- time 45000
2023-04-20 05:04:23,451 INFO Negative OS: -1.6234129772005104 --- ticker BA --- day 2017-02-17 --- time 43200
2023-04-20 05:04:30,904 INFO Negative OS: -0.3850702059269955 --- ticker BA --- day 2017-05-01 --- time 52200
2023-04-20 05:04:31,882 INFO Negative OS: -1.5010889880402725 --- ticker BA --- day 2017-05-10 --- time 50400
2023-04-20 05:04:54,435 INFO Negative OS: -1.4839137126088784 --- ticker BA --- day 2018-01-05 --- time 52200
2023-04-20 05:04:54,514 INFO Negative OS: -0.5132587392993446 --- ticker BA --- day 2018-01-08 --- time 37800
2023-04-20 05:04:54,566 INFO Negative OS: -1.1396426854066748 --- ticker BA --- day 2018-01-08 --- time 48600
2023-04-20 05:04:55,648 INFO Negative OS: -1.794471618917704 --- ticker BA --- day 2018-01-18 --- time 45000
2023-04-20 05:04:55,667 INFO Negative OS: -1.575625218371909 --- ticker BA --- day 2018-01-18 --- time 46800
2023-04-20 05:04:55,698 INFO Negative OS: -0.06390278562017082 --- ticker BA --- day 2018-01-18 --- time 52200
2023-04-20 05:04:55,979 INFO Negative OS: -0.1214427274951464 --- ticker BA --- day 2018-01-22 --- time 41400
2023-04-20 05:04:56,268 INFO Negative OS: -0.7051731839168343 --- ticker BA --- day 2018-01-24 --- time 41400
2023-04-20 05:04:56,474 INFO Negative OS: -9.315881108085334 --- ticker BA --- day 2018-01-25 --- time 52200
2023-04-20 05:04:56,996 INFO Negative OS: -1.5605625591314163 --- ticker BA --- day 2018-01-31 --- time 39600
2023-04-20 05:04:57,152 INFO Negative OS: -0.1427346275668211 --- ticker BA --- day 2018-02-01 --- time 41400
2023-04-20 05:04:57,158 INFO Negative OS: -0.022112951270374603 --- ticker BA --- day 2018-02-01 --- time 43200
2023-04-20 05:04:57,313 INFO Negative OS: -0.33043943102406836 --- ticker BA --- day 2018-02-02 --- time 43200
2023-04-20 05:04:57,333 INFO Negative OS: -0.19792899172371037 --- ticker BA --- day 2018-02-02 --- time 45000
2023-04-20 05:04:57,339 INFO Negative OS: -5.348537612454896 --- ticker BA --- day 2018-02-02 --- time 46800
2023-04-20 05:04:57,358 INFO Negative OS: -0.17412090886255838 --- ticker BA --- day 2018-02-02 --- time 48600
2023-04-20 05:04:57,958 INFO Negative OS: -7.582756172381684 --- ticker BA --- day 2018-02-08 --- time 36000
2023-04-20 05:04:58,379 INFO Negative OS: -0.742303435829228 --- ticker BA --- day 2018-02-12 --- time 48600
2023-04-20 05:04:58,684 INFO Negative OS: -0.8809521568208396 --- ticker BA --- day 2018-02-14 --- time 45000
2023-04-20 05:04:59,409 INFO Negative OS: -1.344833935730244 --- ticker BA --- day 2018-02-22 --- time 36000
2023-04-20 05:04:59,487 INFO Negative OS: -3.610234564051125 --- ticker BA --- day 2018-02-22 --- time 52200
2023-04-20 05:04:59,696 INFO Negative OS: -0.911700130466405 --- ticker BA --- day 2018-02-26 --- time 37800
2023-04-20 05:05:14,448 INFO Negative OS: -0.10901459195116936 --- ticker BA --- day 2018-07-09 --- time 41400
2023-04-20 05:05:15,449 INFO Negative OS: -5.969530904284533 --- ticker BA --- day 2018-07-17 --- time 39600
2023-04-20 05:05:22,561 INFO Negative OS: -0.14504958855834804 --- ticker BA --- day 2018-09-14 --- time 45000
2023-04-20 05:05:23,373 INFO Negative OS: -1.3808966409872383 --- ticker BA --- day 2018-09-21 --- time 36000
2023-04-20 05:05:25,806 INFO Negative OS: -1.0277806009531143 --- ticker BA --- day 2018-10-11 --- time 41400
2023-04-20 05:05:28,887 INFO Negative OS: -3.6287623918189142 --- ticker BA --- day 2018-11-06 --- time 37800
2023-04-20 05:05:29,298 INFO Negative OS: -0.02814634012877293 --- ticker BA --- day 2018-11-08 --- time 46800
2023-04-20 05:05:31,334 INFO Negative OS: -25.996778940905862 --- ticker BA --- day 2018-11-27 --- time 43200
2023-04-20 05:05:33,292 INFO Negative OS: -0.8760404794779679 --- ticker BA --- day 2018-12-13 --- time 52200
2023-04-20 05:05:33,372 INFO Negative OS: -0.6087716431435783 --- ticker BA --- day 2018-12-14 --- time 39600
2023-04-20 05:05:33,567 INFO Negative OS: -0.05722282239669174 --- ticker BA --- day 2018-12-17 --- time 41400
2023-04-20 05:05:33,587 INFO Negative OS: -0.6897831112189732 --- ticker BA --- day 2018-12-17 --- time 43200
2023-04-20 05:05:33,903 INFO Negative OS: -0.1864213091476392 --- ticker BA --- day 2018-12-19 --- time 39600
2023-04-20 05:05:34,749 INFO Negative OS: -0.2602879891465424 --- ticker BA --- day 2018-12-27 --- time 41400
2023-04-20 05:05:35,111 INFO Negative OS: -0.08331187020496333 --- ticker BA --- day 2018-12-31 --- time 43200
2023-04-20 05:05:38,205 INFO Negative OS: -0.00841269716714832 --- ticker BA --- day 2019-01-29 --- time 48600
2023-04-20 05:05:42,428 INFO Negative OS: -0.38022441979778154 --- ticker BA --- day 2019-03-06 --- time 36000
2023-04-20 05:05:47,133 INFO Negative OS: -2.1657745657102847 --- ticker BA --- day 2019-04-12 --- time 39600
2023-04-20 05:05:58,868 INFO Negative OS: -0.4854505128275155 --- ticker BA --- day 2019-07-24 --- time 41400
2023-04-20 05:05:59,877 INFO Negative OS: -0.2403200329410795 --- ticker BA --- day 2019-08-01 --- time 43200
2023-04-20 05:06:02,855 INFO Negative OS: -4.429829842177482 --- ticker BA --- day 2019-08-27 --- time 36000
2023-04-20 05:06:02,886 INFO Negative OS: -0.7827420068595523 --- ticker BA --- day 2019-08-27 --- time 41400
2023-04-20 05:06:03,441 INFO Negative OS: -2.4185141634261558 --- ticker BA --- day 2019-08-30 --- time 48600
2023-04-20 05:06:04,094 INFO Negative OS: -0.32695412255233625 --- ticker BA --- day 2019-09-06 --- time 48600
2023-04-20 05:06:09,455 INFO Negative OS: -30.335390129299878 --- ticker BA --- day 2019-10-25 --- time 39600
2023-04-20 05:06:09,749 INFO Negative OS: -1.6509630870335155 --- ticker BA --- day 2019-10-29 --- time 36000
2023-04-20 05:06:09,768 INFO Negative OS: -10.042170961786928 --- ticker BA --- day 2019-10-29 --- time 37800
2023-04-20 05:06:10,410 INFO Negative OS: -4.121174358213269 --- ticker BA --- day 2019-11-04 --- time 39600
2023-04-20 05:06:11,545 INFO Negative OS: -0.08511555242879365 --- ticker BA --- day 2019-11-13 --- time 39600
2023-04-20 05:06:11,732 INFO Negative OS: -1.0003970494507226 --- ticker BA --- day 2019-11-14 --- time 43200
2023-04-20 05:06:11,751 INFO Negative OS: -13.940390432770904 --- ticker BA --- day 2019-11-14 --- time 45000
2023-04-20 05:06:14,950 INFO in_r2: 0.8605092894749434 , std 0.060266488174008925 
2023-04-20 05:06:14,951 INFO os_r2: 0.70264072218165 , std 0.7243156297168514 
2023-04-20 05:06:14,951 INFO intercept: 2.3302526762154004e-07 , std 1.4150165480943662e-05 
2023-04-20 05:06:14,951 INFO ofi_add_1: 9.149500080098218e-05 , std 7.536511124033517e-05 
2023-04-20 05:06:14,951 INFO ofi_add_2: 8.110006675091752e-05 , std 6.980778618930287e-05 
2023-04-20 05:06:14,951 INFO ofi_add_3: 5.8678755640933184e-05 , std 6.5575722400928e-05 
2023-04-20 05:06:14,951 INFO ofi_add_4: 4.0539320646134785e-05 , std 6.565112330006253e-05 
2023-04-20 05:06:14,951 INFO ofi_add_5: 3.0854583437226354e-05 , std 6.750825330872253e-05 
2023-04-20 05:06:14,951 INFO ofi_add_6: 2.6492098984185045e-05 , std 6.849408232607385e-05 
2023-04-20 05:06:14,951 INFO ofi_add_7: 2.3749479490264716e-05 , std 6.892500013352059e-05 
2023-04-20 05:06:14,951 INFO ofi_add_8: 2.0695315487549057e-05 , std 6.883040449367097e-05 
2023-04-20 05:06:14,951 INFO ofi_add_9: 1.815568619969578e-05 , std 7.011626890693679e-05 
2023-04-20 05:06:14,951 INFO ofi_add_10: 2.373495624121005e-05 , std 5.746088908123546e-05 
2023-04-20 05:06:14,951 INFO ofi_cancel_1: 0.00011072431638055591 , std 8.497958185683908e-05 
2023-04-20 05:06:14,951 INFO ofi_cancel_2: 9.071198308898986e-05 , std 7.033192233108186e-05 
2023-04-20 05:06:14,951 INFO ofi_cancel_3: 5.660933368097738e-05 , std 6.647725545239106e-05 
2023-04-20 05:06:14,951 INFO ofi_cancel_4: 3.90728201939806e-05 , std 6.899856571654866e-05 
2023-04-20 05:06:14,951 INFO ofi_cancel_5: 2.622196076928914e-05 , std 7.011672608421611e-05 
2023-04-20 05:06:14,951 INFO ofi_cancel_6: 2.247760211208075e-05 , std 7.218545110461661e-05 
2023-04-20 05:06:14,951 INFO ofi_cancel_7: 1.9212785780963543e-05 , std 7.210063355880018e-05 
2023-04-20 05:06:14,951 INFO ofi_cancel_8: 1.654178330229575e-05 , std 6.989524013822718e-05 
2023-04-20 05:06:14,951 INFO ofi_cancel_9: 1.5299458476547597e-05 , std 7.145901007696752e-05 
2023-04-20 05:06:14,951 INFO ofi_cancel_10: 2.2114330618690705e-05 , std 5.960904238517901e-05 
2023-04-20 05:06:14,951 INFO ofi_trade_1: 6.305668057389008e-05 , std 0.00012547172798461266 
2023-04-20 05:06:14,951 INFO ofi_trade_2: 7.22355004246688e-05 , std 0.00014011287133928088 
2023-04-20 05:06:14,951 INFO ofi_trade_3: 5.008530280710334e-05 , std 0.00013726231333494182 
2023-04-20 05:06:14,951 INFO ofi_trade_4: 4.126259561126252e-05 , std 0.0001436732787537394 
2023-04-20 05:06:14,951 INFO ofi_trade_5: 3.282264957813929e-05 , std 0.00014555025218651818 
2023-04-20 05:06:14,951 INFO ofi_trade_6: 3.677097997727425e-05 , std 0.00015232528792794248 
2023-04-20 05:06:14,951 INFO ofi_trade_7: 3.8775646474698976e-05 , std 0.00014851998296117703 
2023-04-20 05:06:14,951 INFO ofi_trade_8: 4.408494636145846e-05 , std 0.00015321644520211887 
2023-04-20 05:06:14,951 INFO ofi_trade_9: 4.660731378409282e-05 , std 0.00014828091979747049 
2023-04-20 05:06:14,951 INFO ofi_trade_10: 5.718788291387479e-05 , std 0.00013895500123023677 
2023-04-20 05:06:14,951 INFO t_intercept: 0.02196510563759286 , std 1.0703389301568538 
2023-04-20 05:06:14,951 INFO t_ofi_add_1: 2.3363868669093932 , std 1.405670343719532 
2023-04-20 05:06:14,951 INFO t_ofi_add_2: 1.8639425828152572 , std 1.291013981105745 
2023-04-20 05:06:14,951 INFO t_ofi_add_3: 1.286973397660257 , std 1.2509016146921605 
2023-04-20 05:06:14,951 INFO t_ofi_add_4: 0.8622882254806602 , std 1.1952295894540126 
2023-04-20 05:06:14,951 INFO t_ofi_add_5: 0.6528559528006489 , std 1.208880991760255 
2023-04-20 05:06:14,951 INFO t_ofi_add_6: 0.528391042853842 , std 1.1688308370855618 
2023-04-20 05:06:14,951 INFO t_ofi_add_7: 0.47040568153860113 , std 1.1732352571297802 
2023-04-20 05:06:14,951 INFO t_ofi_add_8: 0.40604261414747583 , std 1.1818035324075296 
2023-04-20 05:06:14,951 INFO t_ofi_add_9: 0.3486575072546261 , std 1.191366531844524 
2023-04-20 05:06:14,951 INFO t_ofi_add_10: 0.5979133382662347 , std 1.2507463301388324 
2023-04-20 05:06:14,951 INFO t_ofi_cancel_1: 2.415781623957031 , std 1.377046602629569 
2023-04-20 05:06:14,951 INFO t_ofi_cancel_2: 2.0249083709723172 , std 1.2599315300158305 
2023-04-20 05:06:14,952 INFO t_ofi_cancel_3: 1.2174186087360084 , std 1.2428221297641886 
2023-04-20 05:06:14,952 INFO t_ofi_cancel_4: 0.8074465614300731 , std 1.21195502995259 
2023-04-20 05:06:14,952 INFO t_ofi_cancel_5: 0.5403125813711369 , std 1.198090700721643 
2023-04-20 05:06:14,952 INFO t_ofi_cancel_6: 0.4304170509034005 , std 1.1904244694848958 
2023-04-20 05:06:14,952 INFO t_ofi_cancel_7: 0.3630349757327987 , std 1.1889333921363967 
2023-04-20 05:06:14,952 INFO t_ofi_cancel_8: 0.3113314036291014 , std 1.164341231194844 
2023-04-20 05:06:14,952 INFO t_ofi_cancel_9: 0.2754055818699597 , std 1.1957422431293687 
2023-04-20 05:06:14,952 INFO t_ofi_cancel_10: 0.5120159299710914 , std 1.2528933577355574 
2023-04-20 05:06:14,952 INFO t_ofi_trade_1: 0.8026881788701503 , std 1.377499126484931 
2023-04-20 05:06:14,952 INFO t_ofi_trade_2: 0.7921525889662577 , std 1.2944585438934935 
2023-04-20 05:06:14,952 INFO t_ofi_trade_3: 0.5780622221749792 , std 1.276453845453889 
2023-04-20 05:06:14,952 INFO t_ofi_trade_4: 0.457704161998705 , std 1.2708745477260226 
2023-04-20 05:06:14,952 INFO t_ofi_trade_5: 0.38582648623105553 , std 1.2645916427867028 
2023-04-20 05:06:14,952 INFO t_ofi_trade_6: 0.38055167198293205 , std 1.2760248536277918 
2023-04-20 05:06:14,952 INFO t_ofi_trade_7: 0.40602453511303865 , std 1.2730615438996538 
2023-04-20 05:06:14,952 INFO t_ofi_trade_8: 0.46576526027407633 , std 1.2493596527768847 
2023-04-20 05:06:14,952 INFO t_ofi_trade_9: 0.4678143156009931 , std 1.267141075586059 
2023-04-20 05:06:14,952 INFO t_ofi_trade_10: 0.6581048892580206 , std 1.2910467057592425 
2023-04-20 05:06:14,952 INFO p_intercept: 0.4901378073381909 , std 0.2966236095285906 
2023-04-20 05:06:14,952 INFO p_ofi_add_1: 0.13777086075766698 , std 0.2309551406850929 
2023-04-20 05:06:14,952 INFO p_ofi_add_2: 0.1971436930620004 , std 0.2608764305845332 
