2023-04-20 05:06:12,141 INFO Tickers: ['CRM']
2023-04-20 05:06:13,356 INFO Negative OS: -1.4545798156623904 --- ticker CRM --- day 2017-01-24 --- time 46800
2023-04-20 05:06:15,422 INFO Negative OS: -0.36328569525942966 --- ticker CRM --- day 2017-03-02 --- time 37800
2023-04-20 05:06:15,456 INFO Negative OS: -0.6659692371443875 --- ticker CRM --- day 2017-03-02 --- time 48600
2023-04-20 05:06:17,064 INFO Negative OS: -0.10238461837033364 --- ticker CRM --- day 2017-03-30 --- time 37800
2023-04-20 05:06:27,117 INFO Negative OS: -1.768628058951113 --- ticker CRM --- day 2017-09-29 --- time 48600
2023-04-20 05:06:27,129 INFO Negative OS: -2.3657750588490853 --- ticker CRM --- day 2017-09-29 --- time 52200
2023-04-20 05:06:32,825 INFO Negative OS: -0.060610753866328526 --- ticker CRM --- day 2018-01-19 --- time 46800
2023-04-20 05:06:33,166 INFO Negative OS: -0.07086074027204958 --- ticker CRM --- day 2018-01-25 --- time 52200
2023-04-20 05:06:35,036 INFO Negative OS: -0.6890038416399176 --- ticker CRM --- day 2018-02-28 --- time 41400
2023-04-20 05:06:36,209 INFO Negative OS: -1.1881989663099142 --- ticker CRM --- day 2018-03-20 --- time 41400
2023-04-20 05:06:36,320 INFO Negative OS: -0.3046563758762211 --- ticker CRM --- day 2018-03-21 --- time 50400
2023-04-20 05:06:36,735 INFO Negative OS: -0.16715293044568824 --- ticker CRM --- day 2018-03-28 --- time 48600
2023-04-20 05:06:38,715 INFO Negative OS: -0.2564338840120868 --- ticker CRM --- day 2018-05-03 --- time 41400
2023-04-20 05:06:38,871 INFO Negative OS: -1.2389992368942844 --- ticker CRM --- day 2018-05-07 --- time 39600
2023-04-20 05:06:39,025 INFO Negative OS: -0.38796242955614435 --- ticker CRM --- day 2018-05-09 --- time 39600
2023-04-20 05:06:39,030 INFO Negative OS: -0.13194046533307002 --- ticker CRM --- day 2018-05-09 --- time 41400
2023-04-20 05:06:39,167 INFO Negative OS: -0.15551862630289626 --- ticker CRM --- day 2018-05-11 --- time 36000
2023-04-20 05:06:39,887 INFO Negative OS: -0.6652183603348838 --- ticker CRM --- day 2018-05-25 --- time 43200
2023-04-20 05:06:40,263 INFO Negative OS: -0.1511296579303869 --- ticker CRM --- day 2018-06-04 --- time 36000
2023-04-20 05:06:41,292 INFO Negative OS: -0.1180578145732003 --- ticker CRM --- day 2018-06-21 --- time 37800
2023-04-20 05:06:42,679 INFO Negative OS: -0.35839128577163337 --- ticker CRM --- day 2018-07-17 --- time 50400
2023-04-20 05:06:49,163 INFO Negative OS: -0.12473331394290521 --- ticker CRM --- day 2018-11-06 --- time 43200
2023-04-20 05:06:50,169 INFO Negative OS: -0.007807741349952657 --- ticker CRM --- day 2018-11-23 --- time 43200
2023-04-20 05:06:54,222 INFO Negative OS: -0.057095487438291403 --- ticker CRM --- day 2019-02-07 --- time 36000
2023-04-20 05:06:58,679 INFO Negative OS: -0.21929387408161283 --- ticker CRM --- day 2019-04-25 --- time 46800
2023-04-20 05:07:04,670 INFO Negative OS: -0.3087239429522777 --- ticker CRM --- day 2019-08-07 --- time 52200
2023-04-20 05:07:05,336 INFO Negative OS: -5.2536469720520635 --- ticker CRM --- day 2019-08-19 --- time 50400
2023-04-20 05:07:08,210 INFO Negative OS: -1.074111344536893 --- ticker CRM --- day 2019-10-08 --- time 45000
2023-04-20 05:07:08,462 INFO Negative OS: -0.47236859413262744 --- ticker CRM --- day 2019-10-11 --- time 46800
2023-04-20 05:07:09,946 INFO Negative OS: -0.0032674629831221935 --- ticker CRM --- day 2019-11-06 --- time 46800
2023-04-20 05:07:10,192 INFO Negative OS: -0.19826253974909824 --- ticker CRM --- day 2019-11-11 --- time 45000
2023-04-20 05:07:11,759 INFO Negative OS: -0.2809010034263144 --- ticker CRM --- day 2019-12-09 --- time 43200
2023-04-20 05:07:12,152 INFO in_r2: 0.8956601869102667 , std 0.05102091141886521 
2023-04-20 05:07:12,152 INFO os_r2: 0.8112490225381791 , std 0.16903318655165175 
2023-04-20 05:07:12,152 INFO intercept: -4.8610985423558e-08 , std 1.0314693055034889e-05 
2023-04-20 05:07:12,152 INFO ofi_add_1: 8.800930789275333e-05 , std 6.646291393413512e-05 
2023-04-20 05:07:12,152 INFO ofi_add_2: 0.00010175457095344419 , std 6.977000288831203e-05 
2023-04-20 05:07:12,152 INFO ofi_add_3: 7.303470229515587e-05 , std 6.878813342018258e-05 
2023-04-20 05:07:12,152 INFO ofi_add_4: 5.442353612388387e-05 , std 6.85924957261353e-05 
2023-04-20 05:07:12,152 INFO ofi_add_5: 4.151284226155372e-05 , std 6.849138217324396e-05 
2023-04-20 05:07:12,152 INFO ofi_add_6: 3.6561609722088625e-05 , std 6.886451918678938e-05 
2023-04-20 05:07:12,152 INFO ofi_add_7: 3.13528415008853e-05 , std 7.060699823009112e-05 
2023-04-20 05:07:12,152 INFO ofi_add_8: 2.913445235116969e-05 , std 7.367735859687831e-05 
2023-04-20 05:07:12,152 INFO ofi_add_9: 2.3555173112760977e-05 , std 7.355144076769855e-05 
2023-04-20 05:07:12,152 INFO ofi_add_10: 2.9735774894069127e-05 , std 6.44109412164214e-05 
2023-04-20 05:07:12,152 INFO ofi_cancel_1: 0.00010278474735530325 , std 7.611589610308067e-05 
2023-04-20 05:07:12,152 INFO ofi_cancel_2: 0.0001127108128827006 , std 7.221908450906429e-05 
2023-04-20 05:07:12,152 INFO ofi_cancel_3: 7.291559185695035e-05 , std 7.078389998422102e-05 
2023-04-20 05:07:12,152 INFO ofi_cancel_4: 5.1392215192131514e-05 , std 7.162309656885515e-05 
2023-04-20 05:07:12,152 INFO ofi_cancel_5: 3.909418032946811e-05 , std 7.209225521770485e-05 
2023-04-20 05:07:12,152 INFO ofi_cancel_6: 3.2557919173506365e-05 , std 7.238690283706678e-05 
2023-04-20 05:07:12,152 INFO ofi_cancel_7: 2.568943961892238e-05 , std 7.326114283646424e-05 
2023-04-20 05:07:12,152 INFO ofi_cancel_8: 2.516670444446842e-05 , std 7.536124815739577e-05 
2023-04-20 05:07:12,152 INFO ofi_cancel_9: 1.931328645408921e-05 , std 7.607524457343161e-05 
2023-04-20 05:07:12,152 INFO ofi_cancel_10: 2.9666273944924146e-05 , std 6.739078921035396e-05 
2023-04-20 05:07:12,152 INFO ofi_trade_1: 6.190003701188482e-05 , std 0.00014010634093572573 
2023-04-20 05:07:12,152 INFO ofi_trade_2: 8.374182309179081e-05 , std 0.0001347137945841532 
2023-04-20 05:07:12,152 INFO ofi_trade_3: 5.37436771778383e-05 , std 0.0001324719107340966 
2023-04-20 05:07:12,152 INFO ofi_trade_4: 4.5095776882413795e-05 , std 0.00013204894483917663 
2023-04-20 05:07:12,152 INFO ofi_trade_5: 4.444844888831951e-05 , std 0.00013336810132710442 
2023-04-20 05:07:12,152 INFO ofi_trade_6: 4.845014762909038e-05 , std 0.00013434763515314166 
2023-04-20 05:07:12,152 INFO ofi_trade_7: 5.458907842713457e-05 , std 0.00013368969743212332 
2023-04-20 05:07:12,152 INFO ofi_trade_8: 5.621839760218133e-05 , std 0.0001378073970673975 
2023-04-20 05:07:12,152 INFO ofi_trade_9: 5.785902150675441e-05 , std 0.00013938629991408036 
2023-04-20 05:07:12,152 INFO ofi_trade_10: 7.071434162790966e-05 , std 0.00013371033086709546 
2023-04-20 05:07:12,152 INFO t_intercept: -0.007028326045134747 , std 1.0200144440084853 
2023-04-20 05:07:12,152 INFO t_ofi_add_1: 2.2430990710664442 , std 1.4185519721044206 
2023-04-20 05:07:12,152 INFO t_ofi_add_2: 2.23658252578856 , std 1.361003055951611 
2023-04-20 05:07:12,152 INFO t_ofi_add_3: 1.517294506810572 , std 1.2681187734990664 
2023-04-20 05:07:12,152 INFO t_ofi_add_4: 1.1210292853790613 , std 1.2563543425419963 
2023-04-20 05:07:12,152 INFO t_ofi_add_5: 0.8246862856005934 , std 1.2110367450157782 
2023-04-20 05:07:12,152 INFO t_ofi_add_6: 0.727091311215146 , std 1.209823013028254 
2023-04-20 05:07:12,152 INFO t_ofi_add_7: 0.6197357961138033 , std 1.2155913811846244 
2023-04-20 05:07:12,153 INFO t_ofi_add_8: 0.5571430969948481 , std 1.2081217280479477 
2023-04-20 05:07:12,153 INFO t_ofi_add_9: 0.4560473055000677 , std 1.2132289258612936 
2023-04-20 05:07:12,153 INFO t_ofi_add_10: 0.6938088146704774 , std 1.3013079471012612 
2023-04-20 05:07:12,153 INFO t_ofi_cancel_1: 2.24751397479487 , std 1.390947088259498 
2023-04-20 05:07:12,153 INFO t_ofi_cancel_2: 2.3817192166716836 , std 1.3421803394731566 
2023-04-20 05:07:12,153 INFO t_ofi_cancel_3: 1.4507445576944937 , std 1.2517310680832268 
2023-04-20 05:07:12,153 INFO t_ofi_cancel_4: 1.004706704200493 , std 1.2525061975837095 
2023-04-20 05:07:12,153 INFO t_ofi_cancel_5: 0.7279930205726394 , std 1.2118471275320706 
2023-04-20 05:07:12,153 INFO t_ofi_cancel_6: 0.6005439594493956 , std 1.1969018787717856 
