2023-04-20 05:08:58,172 INFO Tickers: ['MMM']
2023-04-20 05:09:00,143 INFO Negative OS: -0.19067268822337957 --- ticker MMM --- day 2017-02-13 --- time 36000
2023-04-20 05:09:13,953 INFO Negative OS: -0.005836841010778304 --- ticker MMM --- day 2017-12-01 --- time 41400
2023-04-20 05:09:15,958 INFO Negative OS: -2.6508521865286996 --- ticker MMM --- day 2018-01-19 --- time 52200
2023-04-20 05:09:16,125 INFO Negative OS: -0.6353029898390803 --- ticker MMM --- day 2018-01-24 --- time 37800
2023-04-20 05:09:16,136 INFO Negative OS: -2.4835880130378163 --- ticker MMM --- day 2018-01-24 --- time 41400
2023-04-20 05:09:16,197 INFO Negative OS: -0.120080553894502 --- ticker MMM --- day 2018-01-25 --- time 36000
2023-04-20 05:09:16,485 INFO Negative OS: -0.039878186745037736 --- ticker MMM --- day 2018-01-31 --- time 36000
2023-04-20 05:09:19,245 INFO Negative OS: -0.08258160477026943 --- ticker MMM --- day 2018-03-22 --- time 46800
2023-04-20 05:09:28,096 INFO Negative OS: -0.17636342766247215 --- ticker MMM --- day 2018-09-10 --- time 52200
2023-04-20 05:09:28,239 INFO Negative OS: -0.07719296902963646 --- ticker MMM --- day 2018-09-12 --- time 48600
2023-04-20 05:09:29,736 INFO Negative OS: -0.20059801918600684 --- ticker MMM --- day 2018-10-11 --- time 36000
2023-04-20 05:09:29,864 INFO Negative OS: -0.01322294036682381 --- ticker MMM --- day 2018-10-12 --- time 50400
2023-04-20 05:09:29,943 INFO Negative OS: -0.013218523424862294 --- ticker MMM --- day 2018-10-15 --- time 50400
2023-04-20 05:09:30,235 INFO Negative OS: -0.5755804388281653 --- ticker MMM --- day 2018-10-19 --- time 41400
2023-04-20 05:09:30,403 INFO Negative OS: -0.05201156586190203 --- ticker MMM --- day 2018-10-23 --- time 41400
2023-04-20 05:09:30,487 INFO Negative OS: -1.0612910281503236 --- ticker MMM --- day 2018-10-24 --- time 41400
2023-04-20 05:09:30,565 INFO Negative OS: -0.4189010221477685 --- ticker MMM --- day 2018-10-25 --- time 39600
2023-04-20 05:09:30,805 INFO Negative OS: -0.9598289375620459 --- ticker MMM --- day 2018-10-30 --- time 36000
2023-04-20 05:09:31,074 INFO Negative OS: -0.8778032173282146 --- ticker MMM --- day 2018-11-02 --- time 41400
2023-04-20 05:09:31,311 INFO Negative OS: -0.02239802985253947 --- ticker MMM --- day 2018-11-07 --- time 48600
2023-04-20 05:09:31,515 INFO Negative OS: -0.6254566958122332 --- ticker MMM --- day 2018-11-12 --- time 41400
2023-04-20 05:09:31,695 INFO Negative OS: -0.5220746216350605 --- ticker MMM --- day 2018-11-14 --- time 46800
2023-04-20 05:09:32,312 INFO Negative OS: -0.20054842639998216 --- ticker MMM --- day 2018-11-27 --- time 41400
2023-04-20 05:09:32,523 INFO Negative OS: -0.024261306130638483 --- ticker MMM --- day 2018-11-30 --- time 37800
2023-04-20 05:09:32,857 INFO Negative OS: -0.008701498237169814 --- ticker MMM --- day 2018-12-07 --- time 41400
2023-04-20 05:09:33,655 INFO Negative OS: -1.494410322234454 --- ticker MMM --- day 2018-12-21 --- time 37800
2023-04-20 05:09:33,982 INFO Negative OS: -0.41274198575350707 --- ticker MMM --- day 2018-12-28 --- time 39600
2023-04-20 05:09:34,054 INFO Negative OS: -0.063951489060452 --- ticker MMM --- day 2018-12-31 --- time 36000
2023-04-20 05:09:34,302 INFO Negative OS: -0.37274332460073256 --- ticker MMM --- day 2019-01-04 --- time 41400
2023-04-20 05:09:34,950 INFO Negative OS: -0.7027029243441725 --- ticker MMM --- day 2019-01-18 --- time 39600
2023-04-20 05:09:35,283 INFO Negative OS: -0.017200685600424315 --- ticker MMM --- day 2019-01-25 --- time 41400
2023-04-20 05:09:35,435 INFO Negative OS: -0.8884866845020103 --- ticker MMM --- day 2019-01-29 --- time 36000
2023-04-20 05:09:35,530 INFO Negative OS: -0.25050544856957147 --- ticker MMM --- day 2019-01-30 --- time 39600
2023-04-20 05:09:35,557 INFO Negative OS: -2.081211232590322 --- ticker MMM --- day 2019-01-30 --- time 50400
2023-04-20 05:09:38,064 INFO Negative OS: -1.6359089807081442 --- ticker MMM --- day 2019-03-19 --- time 39600
2023-04-20 05:09:38,827 INFO Negative OS: -0.09082993331119105 --- ticker MMM --- day 2019-04-02 --- time 36000
2023-04-20 05:09:40,337 INFO Negative OS: -0.5845359668756829 --- ticker MMM --- day 2019-05-02 --- time 37800
2023-04-20 05:09:48,907 INFO Negative OS: -4.15089606890543 --- ticker MMM --- day 2019-10-14 --- time 48600
2023-04-20 05:09:48,918 INFO Negative OS: -1.6732118191774425 --- ticker MMM --- day 2019-10-14 --- time 52200
2023-04-20 05:09:49,946 INFO Negative OS: -1.0435580525557562 --- ticker MMM --- day 2019-11-04 --- time 36000
2023-04-20 05:09:50,169 INFO Negative OS: -3.5178174407962954 --- ticker MMM --- day 2019-11-07 --- time 39600
2023-04-20 05:09:50,174 INFO Negative OS: -4.619085749629128 --- ticker MMM --- day 2019-11-07 --- time 41400
2023-04-20 05:09:51,966 INFO in_r2: 0.867536490387103 , std 0.0672039357556045 
2023-04-20 05:09:51,966 INFO os_r2: 0.7489487417808192 , std 0.25217308210240164 
2023-04-20 05:09:51,966 INFO intercept: 1.0341087685114711e-06 , std 1.0762143786312005e-05 
2023-04-20 05:09:51,966 INFO ofi_add_1: 9.294024232905687e-05 , std 8.509361781370421e-05 
2023-04-20 05:09:51,966 INFO ofi_add_2: 9.921278542657557e-05 , std 7.914579100665315e-05 
2023-04-20 05:09:51,966 INFO ofi_add_3: 6.744777170655588e-05 , std 7.461700281398118e-05 
2023-04-20 05:09:51,966 INFO ofi_add_4: 4.249723532867625e-05 , std 7.380138322115542e-05 
2023-04-20 05:09:51,966 INFO ofi_add_5: 2.9460628553574656e-05 , std 7.328529592530412e-05 
2023-04-20 05:09:51,966 INFO ofi_add_6: 2.3197070697158548e-05 , std 7.726377615268983e-05 
2023-04-20 05:09:51,966 INFO ofi_add_7: 2.416956185608241e-05 , std 7.649869494715531e-05 
2023-04-20 05:09:51,966 INFO ofi_add_8: 2.21442138525981e-05 , std 7.958659136277821e-05 
2023-04-20 05:09:51,966 INFO ofi_add_9: 1.7747681841663064e-05 , std 8.341292801327046e-05 
2023-04-20 05:09:51,966 INFO ofi_add_10: 2.041890303717476e-05 , std 7.245862077683055e-05 
2023-04-20 05:09:51,966 INFO ofi_cancel_1: 0.00011634845347586068 , std 0.00010355888381988802 
2023-04-20 05:09:51,966 INFO ofi_cancel_2: 0.00011212535761755192 , std 8.245233290762232e-05 
2023-04-20 05:09:51,966 INFO ofi_cancel_3: 6.51642095938432e-05 , std 7.503547596571462e-05 
2023-04-20 05:09:51,966 INFO ofi_cancel_4: 3.96822726940092e-05 , std 7.601755124003153e-05 
2023-04-20 05:09:51,966 INFO ofi_cancel_5: 2.726291795989915e-05 , std 7.560286516634734e-05 
2023-04-20 05:09:51,966 INFO ofi_cancel_6: 1.965320954662152e-05 , std 7.956438762080665e-05 
2023-04-20 05:09:51,966 INFO ofi_cancel_7: 1.9426166986785246e-05 , std 7.912057976174957e-05 
2023-04-20 05:09:51,966 INFO ofi_cancel_8: 1.776682290951702e-05 , std 8.181999696682951e-05 
2023-04-20 05:09:51,967 INFO ofi_cancel_9: 1.2612410882142695e-05 , std 8.672507811633846e-05 
2023-04-20 05:09:51,967 INFO ofi_cancel_10: 1.779479317956976e-05 , std 7.661507869799308e-05 
2023-04-20 05:09:51,967 INFO ofi_trade_1: 8.22446438642084e-05 , std 0.00016101272353507531 
2023-04-20 05:09:51,967 INFO ofi_trade_2: 9.49568904212733e-05 , std 0.00015765636749139273 
2023-04-20 05:09:51,967 INFO ofi_trade_3: 5.97014563746017e-05 , std 0.00014622958596677467 
2023-04-20 05:09:51,967 INFO ofi_trade_4: 4.266141076150973e-05 , std 0.00015412023788382144 
2023-04-20 05:09:51,967 INFO ofi_trade_5: 3.0057834839343394e-05 , std 0.00015223159723324624 
2023-04-20 05:09:51,967 INFO ofi_trade_6: 3.648037526350758e-05 , std 0.00015216209053387484 
2023-04-20 05:09:51,967 INFO ofi_trade_7: 4.675317054514679e-05 , std 0.0001543610910716903 
2023-04-20 05:09:51,967 INFO ofi_trade_8: 5.089330170119285e-05 , std 0.00014809602430099564 
2023-04-20 05:09:51,967 INFO ofi_trade_9: 5.081127271940384e-05 , std 0.00015497050040736001 
2023-04-20 05:09:51,967 INFO ofi_trade_10: 6.285479760587352e-05 , std 0.00014189192163819006 
2023-04-20 05:09:51,967 INFO t_intercept: 0.07107005334074229 , std 1.035961614500746 
2023-04-20 05:09:51,967 INFO t_ofi_add_1: 2.334610346058551 , std 1.4849489500628246 
2023-04-20 05:09:51,967 INFO t_ofi_add_2: 2.190825359931813 , std 1.3341644723745447 
2023-04-20 05:09:51,967 INFO t_ofi_add_3: 1.4088359535363475 , std 1.2619835243988655 
2023-04-20 05:09:51,967 INFO t_ofi_add_4: 0.8701263790002328 , std 1.221161742550021 
2023-04-20 05:09:51,967 INFO t_ofi_add_5: 0.5704223364097158 , std 1.1791534031434427 
2023-04-20 05:09:51,967 INFO t_ofi_add_6: 0.46441428084206965 , std 1.2132580384441147 
2023-04-20 05:09:51,967 INFO t_ofi_add_7: 0.4510172191857208 , std 1.1823358337632308 
2023-04-20 05:09:51,967 INFO t_ofi_add_8: 0.4208122077976024 , std 1.1755480919762455 
2023-04-20 05:09:51,967 INFO t_ofi_add_9: 0.3154092932531296 , std 1.183201668645865 
2023-04-20 05:09:51,967 INFO t_ofi_add_10: 0.4727154324329104 , std 1.2551470400973859 
2023-04-20 05:09:51,967 INFO t_ofi_cancel_1: 2.4776514175014954 , std 1.4813651206338305 
2023-04-20 05:09:51,967 INFO t_ofi_cancel_2: 2.4092983193449435 , std 1.3378793647623772 
2023-04-20 05:09:51,967 INFO t_ofi_cancel_3: 1.326328901359359 , std 1.2594478749607363 
2023-04-20 05:09:51,967 INFO t_ofi_cancel_4: 0.7884172511508658 , std 1.2210746470671303 
