2023-04-20 05:06:14,303 INFO Tickers: ['PM']
2023-04-20 05:06:25,769 INFO Negative OS: -0.3256562673241361 --- ticker PM --- day 2017-07-28 --- time 37800
2023-04-20 05:06:32,324 INFO Negative OS: -1.2226091495406273 --- ticker PM --- day 2017-11-21 --- time 46800
2023-04-20 05:06:32,414 INFO Negative OS: -2.2746484416342265 --- ticker PM --- day 2017-11-22 --- time 48600
2023-04-20 05:06:32,782 INFO Negative OS: -2.5815940581965338 --- ticker PM --- day 2017-11-30 --- time 41400
2023-04-20 05:06:32,799 INFO Negative OS: -0.13668695844886436 --- ticker PM --- day 2017-11-30 --- time 46800
2023-04-20 05:06:32,878 INFO Negative OS: -7.041185639418172 --- ticker PM --- day 2017-12-01 --- time 45000
2023-04-20 05:06:35,281 INFO Negative OS: -0.8936223309770903 --- ticker PM --- day 2018-01-17 --- time 50400
2023-04-20 05:06:35,343 INFO Negative OS: -0.5899912305009527 --- ticker PM --- day 2018-01-18 --- time 43200
2023-04-20 05:06:35,749 INFO Negative OS: -0.4094475676327973 --- ticker PM --- day 2018-01-25 --- time 41400
2023-04-20 05:06:36,028 INFO Negative OS: -0.6219268969816789 --- ticker PM --- day 2018-01-30 --- time 50400
2023-04-20 05:06:36,503 INFO Negative OS: -0.1841022943575199 --- ticker PM --- day 2018-02-07 --- time 39600
2023-04-20 05:06:36,576 INFO Negative OS: -0.4992502095283886 --- ticker PM --- day 2018-02-08 --- time 36000
2023-04-20 05:06:36,610 INFO Negative OS: -1.0362442044751061 --- ticker PM --- day 2018-02-08 --- time 46800
2023-04-20 05:06:36,962 INFO Negative OS: -1.5702445957048692 --- ticker PM --- day 2018-02-14 --- time 50400
2023-04-20 05:06:37,840 INFO Negative OS: -0.367738441531936 --- ticker PM --- day 2018-03-02 --- time 36000
2023-04-20 05:06:41,273 INFO Negative OS: -0.05455628290975656 --- ticker PM --- day 2018-05-01 --- time 39600
2023-04-20 05:06:41,286 INFO Negative OS: -0.05681733729424043 --- ticker PM --- day 2018-05-01 --- time 45000
2023-04-20 05:06:46,682 INFO Negative OS: -5.966109527071138 --- ticker PM --- day 2018-08-03 --- time 36000
2023-04-20 05:06:50,633 INFO Negative OS: -0.15420489912852275 --- ticker PM --- day 2018-10-10 --- time 45000
2023-04-20 05:06:52,238 INFO Negative OS: -0.12234233973624398 --- ticker PM --- day 2018-11-06 --- time 41400
2023-04-20 05:06:52,243 INFO Negative OS: -0.761712393956832 --- ticker PM --- day 2018-11-06 --- time 43200
2023-04-20 05:06:58,752 INFO Negative OS: -2.222141372825663 --- ticker PM --- day 2019-02-07 --- time 43200
2023-04-20 05:07:23,613 INFO Negative OS: -5.970542520677703 --- ticker PM --- day 2019-09-06 --- time 41400
2023-04-20 05:07:23,795 INFO Negative OS: -0.05481916949349075 --- ticker PM --- day 2019-09-09 --- time 43200
2023-04-20 05:07:35,170 INFO in_r2: 0.9136185901944353 , std 0.04376627212685934 
2023-04-20 05:07:35,170 INFO os_r2: 0.8436492418021784 , std 0.20705635079345663 
2023-04-20 05:07:35,170 INFO intercept: -1.7056181403422087e-07 , std 6.759714863311582e-06 
2023-04-20 05:07:35,170 INFO ofi_add_1: 8.777605121462146e-05 , std 7.596646531837474e-05 
2023-04-20 05:07:35,170 INFO ofi_add_2: 0.00011172030770809081 , std 7.365165344695181e-05 
2023-04-20 05:07:35,170 INFO ofi_add_3: 6.920816769797e-05 , std 6.388778511863726e-05 
2023-04-20 05:07:35,170 INFO ofi_add_4: 5.5357434320410445e-05 , std 6.279487738260832e-05 
2023-04-20 05:07:35,170 INFO ofi_add_5: 4.344664811512215e-05 , std 6.380222639457146e-05 
2023-04-20 05:07:35,170 INFO ofi_add_6: 4.627218095312039e-05 , std 6.774006181141948e-05 
2023-04-20 05:07:35,170 INFO ofi_add_7: 3.7871436690388105e-05 , std 6.749783168063232e-05 
2023-04-20 05:07:35,170 INFO ofi_add_8: 3.87573319470481e-05 , std 7.616479327317508e-05 
2023-04-20 05:07:35,170 INFO ofi_add_9: 3.411277480691206e-05 , std 8.245660563451644e-05 
2023-04-20 05:07:35,170 INFO ofi_add_10: 3.681278028896844e-05 , std 8.028395548071892e-05 
2023-04-20 05:07:35,170 INFO ofi_cancel_1: 9.286990846942948e-05 , std 8.406719272038165e-05 
2023-04-20 05:07:35,170 INFO ofi_cancel_2: 0.00011978618191399905 , std 7.819986074067351e-05 
2023-04-20 05:07:35,170 INFO ofi_cancel_3: 6.734004707721641e-05 , std 6.7869494785142e-05 
2023-04-20 05:07:35,170 INFO ofi_cancel_4: 5.268936824717857e-05 , std 6.779154269432919e-05 
2023-04-20 05:07:35,170 INFO ofi_cancel_5: 4.040110155617939e-05 , std 6.903160272380118e-05 
2023-04-20 05:07:35,170 INFO ofi_cancel_6: 4.144777099129155e-05 , std 7.277901825502954e-05 
2023-04-20 05:07:35,170 INFO ofi_cancel_7: 3.3093985843483226e-05 , std 7.355977526890364e-05 
2023-04-20 05:07:35,170 INFO ofi_cancel_8: 3.311226734299405e-05 , std 8.163940266605752e-05 
2023-04-20 05:07:35,170 INFO ofi_cancel_9: 3.016441343302025e-05 , std 9.000388391089535e-05 
2023-04-20 05:07:35,170 INFO ofi_cancel_10: 3.747501658158545e-05 , std 8.799184520494984e-05 
2023-04-20 05:07:35,170 INFO ofi_trade_1: 6.388065077957395e-05 , std 0.0001472794838890351 
2023-04-20 05:07:35,170 INFO ofi_trade_2: 9.777414443429466e-05 , std 0.00013190237721122855 
2023-04-20 05:07:35,170 INFO ofi_trade_3: 5.652408603683671e-05 , std 0.00011807624352118848 
2023-04-20 05:07:35,170 INFO ofi_trade_4: 5.403815913906202e-05 , std 0.0001143479351755185 
