2023-04-20 05:10:32,380 INFO Tickers: ['UPS']
2023-04-20 05:10:32,437 INFO Negative OS: -1.573175904683629 --- ticker UPS --- day 2017-01-03 --- time 43200
2023-04-20 05:10:36,444 INFO Negative OS: -0.12204760949593196 --- ticker UPS --- day 2017-03-20 --- time 46800
2023-04-20 05:10:44,827 INFO Negative OS: -1.2715482860415421 --- ticker UPS --- day 2017-09-07 --- time 52200
2023-04-20 05:10:48,594 INFO Negative OS: -0.015644531525855543 --- ticker UPS --- day 2017-12-01 --- time 36000
2023-04-20 05:10:50,663 INFO Negative OS: -0.16174854340543288 --- ticker UPS --- day 2018-01-18 --- time 52200
2023-04-20 05:10:50,906 INFO Negative OS: -0.2846811787771133 --- ticker UPS --- day 2018-01-24 --- time 39600
2023-04-20 05:10:51,364 INFO Negative OS: -2.2747802466233025 --- ticker UPS --- day 2018-02-01 --- time 48600
2023-04-20 05:11:04,132 INFO Negative OS: -0.47723938174692915 --- ticker UPS --- day 2018-09-26 --- time 45000
2023-04-20 05:11:06,496 INFO Negative OS: -0.051885351156170545 --- ticker UPS --- day 2018-11-06 --- time 36000
2023-04-20 05:11:07,696 INFO Negative OS: -0.3775438384635632 --- ticker UPS --- day 2018-11-27 --- time 48600
2023-04-20 05:11:09,428 INFO Negative OS: -0.07009091393163258 --- ticker UPS --- day 2018-12-28 --- time 39600
2023-04-20 05:11:09,509 INFO Negative OS: -1.3346849313013056 --- ticker UPS --- day 2018-12-31 --- time 36000
2023-04-20 05:11:14,341 INFO Negative OS: -0.4645273994826762 --- ticker UPS --- day 2019-03-26 --- time 48600
2023-04-20 05:11:19,048 INFO Negative OS: -17.286977253331074 --- ticker UPS --- day 2019-06-19 --- time 37800
2023-04-20 05:11:19,693 INFO Negative OS: -1.568619865074122 --- ticker UPS --- day 2019-07-01 --- time 36000
2023-04-20 05:11:24,762 INFO Negative OS: -0.10299446031084702 --- ticker UPS --- day 2019-10-01 --- time 36000
2023-04-20 05:11:25,944 INFO Negative OS: -1.8067006425586358 --- ticker UPS --- day 2019-10-22 --- time 48600
2023-04-20 05:11:26,544 INFO Negative OS: -0.7957193908891906 --- ticker UPS --- day 2019-11-01 --- time 50400
2023-04-20 05:11:28,245 INFO Negative OS: -2.934500582520221 --- ticker UPS --- day 2019-12-06 --- time 41400
2023-04-20 05:11:28,695 INFO in_r2: 0.8881864500460547 , std 0.05088594250329487 
2023-04-20 05:11:28,695 INFO os_r2: 0.7922385877004174 , std 0.31158552380466253 
2023-04-20 05:11:28,695 INFO intercept: -2.6507037459277235e-07 , std 8.66289155892666e-06 
2023-04-20 05:11:28,695 INFO ofi_add_1: 0.00011264139888774668 , std 7.703202277277996e-05 
2023-04-20 05:11:28,695 INFO ofi_add_2: 0.00010946466731192818 , std 7.100739833640723e-05 
2023-04-20 05:11:28,695 INFO ofi_add_3: 6.88627444750388e-05 , std 6.367509681692403e-05 
2023-04-20 05:11:28,695 INFO ofi_add_4: 4.5933128225820995e-05 , std 6.163297120708145e-05 
2023-04-20 05:11:28,695 INFO ofi_add_5: 3.41792155947884e-05 , std 6.44315202718251e-05 
2023-04-20 05:11:28,695 INFO ofi_add_6: 2.8799741622419722e-05 , std 6.605570602926636e-05 
2023-04-20 05:11:28,695 INFO ofi_add_7: 2.5772377142933606e-05 , std 6.65479910959695e-05 
2023-04-20 05:11:28,695 INFO ofi_add_8: 3.53439194608711e-05 , std 7.456836835354211e-05 
2023-04-20 05:11:28,695 INFO ofi_add_9: 2.6253604245588783e-05 , std 7.649856766976136e-05 
2023-04-20 05:11:28,695 INFO ofi_add_10: 2.8864401381022854e-05 , std 7.188486829078658e-05 
2023-04-20 05:11:28,695 INFO ofi_cancel_1: 0.0001308776970178047 , std 9.023071391545997e-05 
2023-04-20 05:11:28,695 INFO ofi_cancel_2: 0.00012165601522216729 , std 7.691042265077489e-05 
2023-04-20 05:11:28,695 INFO ofi_cancel_3: 6.784800755539845e-05 , std 6.78649500400896e-05 
2023-04-20 05:11:28,695 INFO ofi_cancel_4: 4.547013247273598e-05 , std 6.517588882801317e-05 
2023-04-20 05:11:28,695 INFO ofi_cancel_5: 3.0871942163000926e-05 , std 6.852458201511022e-05 
2023-04-20 05:11:28,695 INFO ofi_cancel_6: 2.5063640794175782e-05 , std 6.897890407549255e-05 
2023-04-20 05:11:28,695 INFO ofi_cancel_7: 1.9210183277576774e-05 , std 7.129932232513868e-05 
2023-04-20 05:11:28,695 INFO ofi_cancel_8: 2.811725789452216e-05 , std 7.85127195909045e-05 
