2023-04-20 05:07:45,524 INFO Tickers: ['UTX']
2023-04-20 05:07:53,540 INFO Negative OS: -0.2800826547530022 --- ticker UTX --- day 2017-05-24 --- time 48600
2023-04-20 05:07:58,011 INFO Negative OS: -0.2740604186030262 --- ticker UTX --- day 2017-08-23 --- time 41400
2023-04-20 05:08:04,638 INFO Negative OS: -3.3572375730613864 --- ticker UTX --- day 2018-01-18 --- time 46800
2023-04-20 05:08:04,685 INFO Negative OS: -1.4971078847962698 --- ticker UTX --- day 2018-01-19 --- time 36000
2023-04-20 05:08:05,536 INFO Negative OS: -11.630413857835034 --- ticker UTX --- day 2018-02-05 --- time 41400
2023-04-20 05:08:05,621 INFO Negative OS: -0.6355843441196158 --- ticker UTX --- day 2018-02-06 --- time 41400
2023-04-20 05:08:06,215 INFO Negative OS: -0.20284020861792595 --- ticker UTX --- day 2018-02-15 --- time 41400
2023-04-20 05:08:18,547 INFO Negative OS: -0.5278874920981595 --- ticker UTX --- day 2018-09-24 --- time 52200
2023-04-20 05:08:21,139 INFO Negative OS: -4.678956130640033 --- ticker UTX --- day 2018-11-06 --- time 41400
2023-04-20 05:08:24,841 INFO Negative OS: -0.5585158927947427 --- ticker UTX --- day 2019-01-14 --- time 41400
2023-04-20 05:08:27,929 INFO Negative OS: -0.6688399448823508 --- ticker UTX --- day 2019-03-08 --- time 36000
2023-04-20 05:08:29,636 INFO Negative OS: -0.2092300304073471 --- ticker UTX --- day 2019-04-05 --- time 50400
2023-04-20 05:08:33,621 INFO Negative OS: -38.801039258990734 --- ticker UTX --- day 2019-06-18 --- time 36000
2023-04-20 05:08:37,144 INFO Negative OS: -0.048214853566700855 --- ticker UTX --- day 2019-08-22 --- time 39600
2023-04-20 05:08:37,676 INFO Negative OS: -7.199052638203867 --- ticker UTX --- day 2019-09-03 --- time 50400
2023-04-20 05:08:37,813 INFO Negative OS: -0.6840262525534209 --- ticker UTX --- day 2019-09-05 --- time 46800
2023-04-20 05:08:39,252 INFO Negative OS: -0.2227359536003799 --- ticker UTX --- day 2019-10-03 --- time 43200
2023-04-20 05:08:39,275 INFO Negative OS: -2.885525505084794 --- ticker UTX --- day 2019-10-03 --- time 50400
2023-04-20 05:08:40,570 INFO Negative OS: -0.9286244457564481 --- ticker UTX --- day 2019-10-28 --- time 50400
2023-04-20 05:08:41,052 INFO Negative OS: -0.31669842129565895 --- ticker UTX --- day 2019-11-06 --- time 37800
2023-04-20 05:08:43,101 INFO in_r2: 0.9032087230023638 , std 0.0428786273391445 
2023-04-20 05:08:43,101 INFO os_r2: 0.8218443149414758 , std 0.6086704266742842 
2023-04-20 05:08:43,101 INFO intercept: -4.697725754004749e-07 , std 6.994076101908602e-06 
2023-04-20 05:08:43,101 INFO ofi_add_1: 7.82262042781177e-05 , std 6.53569778063326e-05 
2023-04-20 05:08:43,101 INFO ofi_add_2: 9.445563878368569e-05 , std 6.7358599237851e-05 
2023-04-20 05:08:43,101 INFO ofi_add_3: 6.20349654060404e-05 , std 6.322584269485584e-05 
2023-04-20 05:08:43,101 INFO ofi_add_4: 4.269448299684477e-05 , std 6.239766312178969e-05 
2023-04-20 05:08:43,101 INFO ofi_add_5: 3.1061976798340834e-05 , std 6.272270324075449e-05 
2023-04-20 05:08:43,101 INFO ofi_add_6: 2.9110417763128328e-05 , std 6.144958718216076e-05 
2023-04-20 05:08:43,101 INFO ofi_add_7: 2.449279840207015e-05 , std 6.461555249463697e-05 
2023-04-20 05:08:43,101 INFO ofi_add_8: 2.8501088770748663e-05 , std 6.771639908074226e-05 
2023-04-20 05:08:43,101 INFO ofi_add_9: 2.3818850266761473e-05 , std 7.059518826848159e-05 
2023-04-20 05:08:43,101 INFO ofi_add_10: 2.804863119445102e-05 , std 6.634838144746007e-05 
2023-04-20 05:08:43,101 INFO ofi_cancel_1: 9.484272223189756e-05 , std 7.5961603676639e-05 
2023-04-20 05:08:43,101 INFO ofi_cancel_2: 0.00010390815697665206 , std 7.195290531914347e-05 
2023-04-20 05:08:43,101 INFO ofi_cancel_3: 6.076722546996097e-05 , std 6.732902148624863e-05 
2023-04-20 05:08:43,101 INFO ofi_cancel_4: 4.179924322503229e-05 , std 6.651551760610024e-05 
2023-04-20 05:08:43,101 INFO ofi_cancel_5: 2.8045296845300944e-05 , std 6.736260807343821e-05 
2023-04-20 05:08:43,101 INFO ofi_cancel_6: 2.602315119679056e-05 , std 6.608380981443361e-05 
2023-04-20 05:08:43,101 INFO ofi_cancel_7: 2.058765098879442e-05 , std 6.919323318091944e-05 
2023-04-20 05:08:43,101 INFO ofi_cancel_8: 2.2353127389485903e-05 , std 7.197193300348032e-05 
2023-04-20 05:08:43,101 INFO ofi_cancel_9: 1.92102398438492e-05 , std 7.520269409538478e-05 
2023-04-20 05:08:43,101 INFO ofi_cancel_10: 2.750997592955454e-05 , std 7.120828044449163e-05 
2023-04-20 05:08:43,101 INFO ofi_trade_1: 5.9894374524020994e-05 , std 0.00014997523652478275 
2023-04-20 05:08:43,101 INFO ofi_trade_2: 8.425655773666804e-05 , std 0.00013970245309377733 
2023-04-20 05:08:43,101 INFO ofi_trade_3: 5.4999524523234654e-05 , std 0.0001252409401145292 
2023-04-20 05:08:43,101 INFO ofi_trade_4: 4.3535843990149865e-05 , std 0.00011632811924939965 
2023-04-20 05:08:43,101 INFO ofi_trade_5: 3.641273659859409e-05 , std 0.00011865001903784173 
2023-04-20 05:08:43,102 INFO ofi_trade_6: 3.960874978280694e-05 , std 0.00012375688133418783 
2023-04-20 05:08:43,102 INFO ofi_trade_7: 3.969350243892414e-05 , std 0.000123391075068195 
2023-04-20 05:08:43,102 INFO ofi_trade_8: 4.850500623523992e-05 , std 0.0001272513236595781 
2023-04-20 05:08:43,102 INFO ofi_trade_9: 4.9345420841693426e-05 , std 0.00013025914935181198 
