2023-04-20 05:04:12,192 INFO Tickers: ['CMCSA']
2023-04-20 05:04:14,447 INFO Negative OS: -0.2714611748728757 --- ticker CMCSA --- day 2017-02-09 --- time 48600
2023-04-20 05:04:15,120 INFO Negative OS: -2.6194080086085085 --- ticker CMCSA --- day 2017-02-22 --- time 48600
2023-04-20 05:04:15,209 INFO Negative OS: -2.443945729019177 --- ticker CMCSA --- day 2017-02-23 --- time 50400
2023-04-20 05:04:15,288 INFO Negative OS: -1.9352038696412897 --- ticker CMCSA --- day 2017-02-24 --- time 48600
2023-04-20 05:04:15,718 INFO Negative OS: -0.48001609505330656 --- ticker CMCSA --- day 2017-03-03 --- time 52200
2023-04-20 05:04:15,796 INFO Negative OS: -0.7534277452724558 --- ticker CMCSA --- day 2017-03-06 --- time 50400
2023-04-20 05:04:16,376 INFO Negative OS: -37.11589016286416 --- ticker CMCSA --- day 2017-03-15 --- time 48600
2023-04-20 05:04:19,880 INFO Negative OS: -0.08317095607921998 --- ticker CMCSA --- day 2017-05-15 --- time 46800
2023-04-20 05:04:19,886 INFO Negative OS: -0.04963922533358778 --- ticker CMCSA --- day 2017-05-15 --- time 48600
2023-04-20 05:04:20,298 INFO Negative OS: -1.9365673166888961 --- ticker CMCSA --- day 2017-05-22 --- time 46800
2023-04-20 05:04:20,309 INFO Negative OS: -462.03357935273243 --- ticker CMCSA --- day 2017-05-22 --- time 50400
2023-04-20 05:04:20,625 INFO Negative OS: -0.6148243943301528 --- ticker CMCSA --- day 2017-05-26 --- time 45000
2023-04-20 05:04:24,703 INFO Negative OS: -0.3522170473824897 --- ticker CMCSA --- day 2017-08-07 --- time 48600
2023-04-20 05:04:29,118 INFO Negative OS: -0.1567919122539687 --- ticker CMCSA --- day 2017-10-20 --- time 45000
2023-04-20 05:04:58,288 INFO Negative OS: -0.423004486168191 --- ticker CMCSA --- day 2019-03-15 --- time 36000
2023-04-20 05:04:59,717 INFO Negative OS: -7.033492317774508 --- ticker CMCSA --- day 2019-04-09 --- time 37800
2023-04-20 05:05:14,232 INFO in_r2: 0.993361585279915 , std 0.007028425282330671 
2023-04-20 05:05:14,232 INFO os_r2: 0.9001892605719685 , std 5.407989214514144 
2023-04-20 05:05:14,232 INFO intercept: 8.137753725488024e-08 , std 2.31194378683074e-06 
2023-04-20 05:05:14,232 INFO ofi_add_1: 2.2879688442950057e-05 , std 3.0253061811221645e-05 
2023-04-20 05:05:14,232 INFO ofi_add_2: 9.418067394890077e-05 , std 6.460435533420818e-05 
2023-04-20 05:05:14,232 INFO ofi_add_3: 6.872591111221992e-05 , std 6.666116418907583e-05 
2023-04-20 05:05:14,232 INFO ofi_add_4: 0.00010686121244394069 , std 9.490363241911013e-05 
2023-04-20 05:05:14,232 INFO ofi_add_5: 0.00013050028180689683 , std 9.896918211995579e-05 
2023-04-20 05:05:14,232 INFO ofi_add_6: 0.00017223947516819562 , std 0.00013269571126778577 
2023-04-20 05:05:14,233 INFO ofi_add_7: 0.00018076510614794045 , std 0.00015209171953960705 
2023-04-20 05:05:14,233 INFO ofi_add_8: 0.00017590656027743852 , std 0.00015241712482757272 
2023-04-20 05:05:14,233 INFO ofi_add_9: 0.00017209878828895278 , std 0.00013930449651607511 
2023-04-20 05:05:14,233 INFO ofi_add_10: 0.00018633634731892002 , std 0.0001554007170990505 
2023-04-20 05:05:14,233 INFO ofi_cancel_1: 1.930730462668921e-05 , std 3.26932500420055e-05 
2023-04-20 05:05:14,233 INFO ofi_cancel_2: 7.15313663466448e-05 , std 6.304627504947387e-05 
2023-04-20 05:05:14,233 INFO ofi_cancel_3: 6.272096846125873e-05 , std 6.7991066613281e-05 
2023-04-20 05:05:14,233 INFO ofi_cancel_4: 8.687157516584535e-05 , std 9.472294747861035e-05 
2023-04-20 05:05:14,233 INFO ofi_cancel_5: 0.00012423808657527143 , std 0.00011793648166954033 
2023-04-20 05:05:14,233 INFO ofi_cancel_6: 0.00015704104615536717 , std 0.0001592634487794608 
