2023-04-20 05:03:10,187 INFO Tickers: ['VZ']
2023-04-20 05:03:12,806 INFO Negative OS: -0.22685462524374156 --- ticker VZ --- day 2017-02-15 --- time 48600
2023-04-20 05:03:13,122 INFO Negative OS: -0.09240636622746123 --- ticker VZ --- day 2017-02-22 --- time 41400
2023-04-20 05:03:14,257 INFO Negative OS: -0.3210774242999219 --- ticker VZ --- day 2017-03-13 --- time 52200
2023-04-20 05:03:14,392 INFO Negative OS: -1.4629054532981076 --- ticker VZ --- day 2017-03-15 --- time 41400
2023-04-20 05:03:17,524 INFO Negative OS: -0.44523919273567003 --- ticker VZ --- day 2017-05-08 --- time 43200
2023-04-20 05:03:17,636 INFO Negative OS: -6.1863478553006335 --- ticker VZ --- day 2017-05-09 --- time 52200
2023-04-20 05:03:17,878 INFO Negative OS: -0.19490272598075342 --- ticker VZ --- day 2017-05-12 --- time 48600
2023-04-20 05:03:17,957 INFO Negative OS: -1.271287359794751 --- ticker VZ --- day 2017-05-15 --- time 46800
2023-04-20 05:03:18,539 INFO Negative OS: -2.3776995707440265 --- ticker VZ --- day 2017-05-24 --- time 45000
2023-04-20 05:03:18,562 INFO Negative OS: -95.30486559228041 --- ticker VZ --- day 2017-05-24 --- time 52200
2023-04-20 05:03:18,646 INFO Negative OS: -16.539696779732 --- ticker VZ --- day 2017-05-25 --- time 52200
2023-04-20 05:03:20,312 INFO Negative OS: -3.3035271310217933 --- ticker VZ --- day 2017-06-23 --- time 46800
2023-04-20 05:03:20,477 INFO Negative OS: -0.8206803671880043 --- ticker VZ --- day 2017-06-27 --- time 46800
2023-04-20 05:03:21,475 INFO Negative OS: -0.6623720993655904 --- ticker VZ --- day 2017-07-14 --- time 45000
2023-04-20 05:03:21,559 INFO Negative OS: -3.1327056481055244 --- ticker VZ --- day 2017-07-17 --- time 45000
2023-04-20 05:03:21,988 INFO Negative OS: -5.259311941295135 --- ticker VZ --- day 2017-07-24 --- time 46800
2023-04-20 05:03:28,565 INFO Negative OS: -0.813463213414455 --- ticker VZ --- day 2017-11-13 --- time 48600
2023-04-20 05:03:37,501 INFO Negative OS: -0.296688433878211 --- ticker VZ --- day 2018-04-17 --- time 45000
2023-04-20 05:03:57,168 INFO Negative OS: -0.9025653204369803 --- ticker VZ --- day 2019-03-25 --- time 43200
2023-04-20 05:03:57,173 INFO Negative OS: -1.4621939837348479 --- ticker VZ --- day 2019-03-25 --- time 45000
2023-04-20 05:03:57,185 INFO Negative OS: -0.17788529615428095 --- ticker VZ --- day 2019-03-25 --- time 48600
2023-04-20 05:03:59,039 INFO Negative OS: -0.40216291347387756 --- ticker VZ --- day 2019-04-25 --- time 48600
2023-04-20 05:04:02,749 INFO Negative OS: -4.476945674618773 --- ticker VZ --- day 2019-06-27 --- time 43200
2023-04-20 05:04:02,829 INFO Negative OS: -0.21742627060409392 --- ticker VZ --- day 2019-06-28 --- time 41400
2023-04-20 05:04:02,840 INFO Negative OS: -2.2222043354847787 --- ticker VZ --- day 2019-06-28 --- time 45000
2023-04-20 05:04:06,382 INFO Negative OS: -0.5701587558222709 --- ticker VZ --- day 2019-08-28 --- time 45000
2023-04-20 05:04:06,405 INFO Negative OS: -1.1603572387058891 --- ticker VZ --- day 2019-08-28 --- time 52200
2023-04-20 05:04:08,512 INFO Negative OS: -0.039059243643088104 --- ticker VZ --- day 2019-10-03 --- time 50400
2023-04-20 05:04:08,896 INFO Negative OS: -0.2203507524010493 --- ticker VZ --- day 2019-10-10 --- time 37800
2023-04-20 05:04:11,470 INFO Negative OS: -2.337251574993563 --- ticker VZ --- day 2019-11-21 --- time 50400
2023-04-20 05:04:12,764 INFO in_r2: 0.9924615913094991 , std 0.006068192819745512 
2023-04-20 05:04:12,764 INFO os_r2: 0.9403222925746747 , std 1.1613214946195836 
2023-04-20 05:04:12,764 INFO intercept: -4.3238695090614704e-08 , std 2.019229870015416e-06 
2023-04-20 05:04:12,764 INFO ofi_add_1: 2.0278923915193403e-05 , std 2.88800078946525e-05 
2023-04-20 05:04:12,764 INFO ofi_add_2: 7.454334221566354e-05 , std 4.925173773692558e-05 
2023-04-20 05:04:12,764 INFO ofi_add_3: 6.356387185363534e-05 , std 5.1036331499053235e-05 
2023-04-20 05:04:12,764 INFO ofi_add_4: 4.260489898334784e-05 , std 4.948181280616347e-05 
2023-04-20 05:04:12,764 INFO ofi_add_5: 0.00010279183999253785 , std 6.3437835169083e-05 
2023-04-20 05:04:12,764 INFO ofi_add_6: 0.00013538477377391498 , std 8.573409013592512e-05 
2023-04-20 05:04:12,764 INFO ofi_add_7: 0.00014403673974265892 , std 0.00010699717056060792 
2023-04-20 05:04:12,764 INFO ofi_add_8: 0.00014852883899101277 , std 0.00012272688433539333 
2023-04-20 05:04:12,764 INFO ofi_add_9: 0.00014446627020004032 , std 0.0001388473727831523 
2023-04-20 05:04:12,764 INFO ofi_add_10: 0.00016143963987792615 , std 0.00020753874470893626 
2023-04-20 05:04:12,764 INFO ofi_cancel_1: 1.4574078697944879e-05 , std 3.105291683642794e-05 
2023-04-20 05:04:12,764 INFO ofi_cancel_2: 6.152022018882446e-05 , std 4.972149138248763e-05 
2023-04-20 05:04:12,764 INFO ofi_cancel_3: 5.885711039898667e-05 , std 5.269673625495192e-05 
2023-04-20 05:04:12,764 INFO ofi_cancel_4: 4.33705133759906e-05 , std 5.2895128425546227e-05 
2023-04-20 05:04:12,764 INFO ofi_cancel_5: 7.97797821825163e-05 , std 6.729987551509364e-05 
2023-04-20 05:04:12,764 INFO ofi_cancel_6: 0.00012883650538535594 , std 9.82306589091543e-05 
2023-04-20 05:04:12,764 INFO ofi_cancel_7: 0.00014660940096869392 , std 0.00012499785096651146 
2023-04-20 05:04:12,764 INFO ofi_cancel_8: 0.00016212404947394519 , std 0.0001711762017705348 
2023-04-20 05:04:12,764 INFO ofi_cancel_9: 0.00017906251653609494 , std 0.0002033806864129812 
2023-04-20 05:04:12,765 INFO ofi_cancel_10: 0.0001752610999315733 , std 0.0004802438733223989 
2023-04-20 05:04:12,765 INFO ofi_trade_1: 1.6475014241765625e-05 , std 9.578481706824056e-05 
2023-04-20 05:04:12,765 INFO ofi_trade_2: 8.950077927457031e-05 , std 0.00014548328750702366 
2023-04-20 05:04:12,765 INFO ofi_trade_3: 8.043636430257628e-05 , std 0.00014213074025638483 
2023-04-20 05:04:12,765 INFO ofi_trade_4: 5.9105881683128075e-05 , std 6.892411940421684e-05 
2023-04-20 05:04:12,765 INFO ofi_trade_5: 0.00010500198551697974 , std 0.00031634257220828 
2023-04-20 05:04:12,765 INFO ofi_trade_6: 0.00012962925873756198 , std 0.00017215553641555887 
2023-04-20 05:04:12,765 INFO ofi_trade_7: 0.0001252691584394081 , std 0.00026251655356165937 
2023-04-20 05:04:12,765 INFO ofi_trade_8: 0.00012857649616700994 , std 0.00021490241353198494 
2023-04-20 05:04:12,765 INFO ofi_trade_9: 0.0001225743106915651 , std 0.00024643326751959085 
2023-04-20 05:04:12,765 INFO ofi_trade_10: 0.00013469829822229475 , std 0.0003281593440831455 
2023-04-20 05:04:12,765 INFO t_intercept: -0.04709557595599839 , std 1.119423226095106 
