2023-04-20 05:05:14,927 INFO Tickers: ['MCD']
2023-04-20 05:05:19,820 INFO Negative OS: -0.06329043656262523 --- ticker MCD --- day 2017-03-30 --- time 48600
2023-04-20 05:05:33,407 INFO Negative OS: -8.712208640482357 --- ticker MCD --- day 2018-01-02 --- time 52200
2023-04-20 05:05:35,677 INFO Negative OS: -1.4467237151211836 --- ticker MCD --- day 2018-02-15 --- time 41400
2023-04-20 05:05:43,888 INFO Negative OS: -0.03583020275684845 --- ticker MCD --- day 2018-07-12 --- time 50400
2023-04-20 05:05:50,804 INFO Negative OS: -0.12718978448124574 --- ticker MCD --- day 2018-11-08 --- time 46800
2023-04-20 05:05:54,139 INFO Negative OS: -0.8876425653869267 --- ticker MCD --- day 2019-01-10 --- time 36000
2023-04-20 05:05:55,249 INFO Negative OS: -1.4449532586239822 --- ticker MCD --- day 2019-01-30 --- time 41400
2023-04-20 05:05:55,260 INFO Negative OS: -2.2561691982702827 --- ticker MCD --- day 2019-01-30 --- time 45000
2023-04-20 05:05:55,278 INFO Negative OS: -0.5092682235647588 --- ticker MCD --- day 2019-01-30 --- time 50400
2023-04-20 05:05:55,334 INFO Negative OS: -1.7310106188867045 --- ticker MCD --- day 2019-01-31 --- time 41400
2023-04-20 05:05:57,230 INFO Negative OS: -0.03426681587448144 --- ticker MCD --- day 2019-03-06 --- time 36000
2023-04-20 05:05:57,410 INFO Negative OS: -0.978571103932917 --- ticker MCD --- day 2019-03-08 --- time 39600
2023-04-20 05:05:58,840 INFO Negative OS: -7.587446665467295 --- ticker MCD --- day 2019-04-02 --- time 46800
2023-04-20 05:06:02,934 INFO Negative OS: -0.22790539867500703 --- ticker MCD --- day 2019-06-14 --- time 45000
2023-04-20 05:06:03,186 INFO Negative OS: -0.2915070264633284 --- ticker MCD --- day 2019-06-19 --- time 52200
2023-04-20 05:06:03,804 INFO Negative OS: -59.79101051962009 --- ticker MCD --- day 2019-07-01 --- time 37800
2023-04-20 05:06:03,850 INFO Negative OS: -2.2438305710542368 --- ticker MCD --- day 2019-07-01 --- time 52200
2023-04-20 05:06:07,453 INFO Negative OS: -15.461351014146643 --- ticker MCD --- day 2019-09-04 --- time 39600
2023-04-20 05:06:08,951 INFO Negative OS: -3.0688207285209046 --- ticker MCD --- day 2019-10-02 --- time 39600
2023-04-20 05:06:09,586 INFO Negative OS: -1.2044482491770783 --- ticker MCD --- day 2019-10-15 --- time 36000
2023-04-20 05:06:09,597 INFO Negative OS: -42.754630165231625 --- ticker MCD --- day 2019-10-15 --- time 39600
2023-04-20 05:06:09,963 INFO Negative OS: -0.3093310964769913 --- ticker MCD --- day 2019-10-22 --- time 36000
2023-04-20 05:06:09,975 INFO Negative OS: -0.9750825223032149 --- ticker MCD --- day 2019-10-22 --- time 39600
2023-04-20 05:06:11,263 INFO Negative OS: -0.17980972269607864 --- ticker MCD --- day 2019-11-12 --- time 52200
2023-04-20 05:06:13,017 INFO in_r2: 0.8782884455493534 , std 0.05217046974895136 
2023-04-20 05:06:13,017 INFO os_r2: 0.7643646038851237 , std 1.0688098474061962 
2023-04-20 05:06:13,017 INFO intercept: -6.540917902021277e-08 , std 5.593168849628367e-06 
2023-04-20 05:06:13,017 INFO ofi_add_1: 6.637034827011354e-05 , std 5.257043008385949e-05 
2023-04-20 05:06:13,017 INFO ofi_add_2: 8.266296064775065e-05 , std 5.691898869580235e-05 
2023-04-20 05:06:13,017 INFO ofi_add_3: 5.3067541351204524e-05 , std 5.253823807840396e-05 
2023-04-20 05:06:13,017 INFO ofi_add_4: 3.450631377477051e-05 , std 5.186794873550204e-05 
2023-04-20 05:06:13,017 INFO ofi_add_5: 2.6055265878332843e-05 , std 5.0494608166502816e-05 
2023-04-20 05:06:13,017 INFO ofi_add_6: 2.1583938667389818e-05 , std 5.12927346137718e-05 
2023-04-20 05:06:13,017 INFO ofi_add_7: 1.8212613327076356e-05 , std 5.1265820494776835e-05 
2023-04-20 05:06:13,017 INFO ofi_add_8: 1.5756543245090977e-05 , std 5.3154155406335315e-05 
2023-04-20 05:06:13,017 INFO ofi_add_9: 1.729231487374174e-05 , std 5.5508556322831706e-05 
2023-04-20 05:06:13,017 INFO ofi_add_10: 2.3018971701172124e-05 , std 5.32332704946445e-05 
2023-04-20 05:06:13,017 INFO ofi_cancel_1: 7.3992342582852e-05 , std 6.1018858862959536e-05 
2023-04-20 05:06:13,017 INFO ofi_cancel_2: 9.169687156838532e-05 , std 5.9044436901834575e-05 
2023-04-20 05:06:13,017 INFO ofi_cancel_3: 5.267414647052959e-05 , std 5.734904543549455e-05 
2023-04-20 05:06:13,017 INFO ofi_cancel_4: 3.365364166948056e-05 , std 5.5480180296775615e-05 
2023-04-20 05:06:13,017 INFO ofi_cancel_5: 2.3238044860740997e-05 , std 5.506976836412559e-05 
2023-04-20 05:06:13,017 INFO ofi_cancel_6: 1.8245154226423088e-05 , std 5.371193838405922e-05 
2023-04-20 05:06:13,017 INFO ofi_cancel_7: 1.5381862221078105e-05 , std 5.426726614040539e-05 
2023-04-20 05:06:13,017 INFO ofi_cancel_8: 1.2108725585408148e-05 , std 5.529051841695755e-05 
2023-04-20 05:06:13,017 INFO ofi_cancel_9: 1.1819287968329949e-05 , std 5.967302824714289e-05 
2023-04-20 05:06:13,017 INFO ofi_cancel_10: 1.95812141912373e-05 , std 5.756775345963427e-05 
2023-04-20 05:06:13,017 INFO ofi_trade_1: 4.650482149664432e-05 , std 0.00013041658630282346 
2023-04-20 05:06:13,018 INFO ofi_trade_2: 7.467394938760901e-05 , std 0.00012455512507476794 
2023-04-20 05:06:13,018 INFO ofi_trade_3: 5.439300649198028e-05 , std 0.0001114280111358237 
2023-04-20 05:06:13,018 INFO ofi_trade_4: 3.859646784701603e-05 , std 0.00010493685744902494 
