2023-04-20 05:12:07,460 INFO Tickers: ['PNC']
2023-04-20 05:12:25,589 INFO Negative OS: -7.300021526715129 --- ticker PNC --- day 2018-01-02 --- time 39600
2023-04-20 05:12:26,079 INFO Negative OS: -4.11766877669076 --- ticker PNC --- day 2018-01-11 --- time 50400
2023-04-20 05:12:26,118 INFO Negative OS: -0.04148418479205618 --- ticker PNC --- day 2018-01-12 --- time 36000
2023-04-20 05:12:26,635 INFO Negative OS: -0.19523929923317374 --- ticker PNC --- day 2018-01-24 --- time 41400
2023-04-20 05:12:26,774 INFO Negative OS: -0.18222024640404788 --- ticker PNC --- day 2018-01-26 --- time 39600
2023-04-20 05:12:26,848 INFO Negative OS: -0.9308931450261939 --- ticker PNC --- day 2018-01-29 --- time 41400
2023-04-20 05:12:26,997 INFO Negative OS: -0.8995407757332481 --- ticker PNC --- day 2018-01-31 --- time 39600
2023-04-20 05:12:27,024 INFO Negative OS: -0.04322986532762463 --- ticker PNC --- day 2018-01-31 --- time 50400
2023-04-20 05:12:27,317 INFO Negative OS: -0.04726838486328844 --- ticker PNC --- day 2018-02-06 --- time 41400
2023-04-20 05:12:27,429 INFO Negative OS: -0.5008916461593413 --- ticker PNC --- day 2018-02-07 --- time 50400
2023-04-20 05:12:27,502 INFO Negative OS: -0.11122193404322034 --- ticker PNC --- day 2018-02-08 --- time 46800
2023-04-20 05:12:28,570 INFO Negative OS: -0.44472825333140653 --- ticker PNC --- day 2018-03-01 --- time 43200
2023-04-20 05:12:28,593 INFO Negative OS: -0.6057631958260126 --- ticker PNC --- day 2018-03-01 --- time 50400
2023-04-20 05:12:28,901 INFO Negative OS: -0.11315804483200842 --- ticker PNC --- day 2018-03-07 --- time 48600
2023-04-20 05:12:29,403 INFO Negative OS: -0.5882158787691174 --- ticker PNC --- day 2018-03-16 --- time 36000
2023-04-20 05:12:29,737 INFO Negative OS: -0.00429172157118729 --- ticker PNC --- day 2018-03-22 --- time 48600
2023-04-20 05:12:29,882 INFO Negative OS: -0.18880198681265248 --- ticker PNC --- day 2018-03-26 --- time 41400
2023-04-20 05:12:29,899 INFO Negative OS: -0.014167214284581675 --- ticker PNC --- day 2018-03-26 --- time 46800
2023-04-20 05:12:30,242 INFO Negative OS: -0.6717957326434516 --- ticker PNC --- day 2018-04-02 --- time 50400
2023-04-20 05:12:30,248 INFO Negative OS: -1.8208983808344499 --- ticker PNC --- day 2018-04-02 --- time 52200
2023-04-20 05:12:30,533 INFO Negative OS: -0.017815513046356424 --- ticker PNC --- day 2018-04-06 --- time 48600
2023-04-20 05:12:30,662 INFO Negative OS: -0.2373945536006321 --- ticker PNC --- day 2018-04-10 --- time 41400
2023-04-20 05:12:31,797 INFO Negative OS: -0.0019029758820032772 --- ticker PNC --- day 2018-05-01 --- time 52200
2023-04-20 05:12:40,328 INFO Negative OS: -0.1050071772889638 --- ticker PNC --- day 2018-10-12 --- time 37800
2023-04-20 05:12:41,749 INFO Negative OS: -0.6573096632571847 --- ticker PNC --- day 2018-11-06 --- time 37800
2023-04-20 05:12:42,864 INFO Negative OS: -0.14694362938847005 --- ticker PNC --- day 2018-11-27 --- time 48600
2023-04-20 05:12:43,166 INFO Negative OS: -0.1219701491704086 --- ticker PNC --- day 2018-12-03 --- time 41400
2023-04-20 05:13:04,524 INFO in_r2: 0.8780385109117456 , std 0.0584414434099602 
2023-04-20 05:13:04,524 INFO os_r2: 0.7843030420081751 , std 0.1994604060631803 
2023-04-20 05:13:04,524 INFO intercept: -1.953805218001217e-07 , std 9.621943999844783e-06 
2023-04-20 05:13:04,524 INFO ofi_add_1: 0.00010618561743650283 , std 7.93628747550561e-05 
2023-04-20 05:13:04,524 INFO ofi_add_2: 0.00010384558528537737 , std 7.544935057603436e-05 
2023-04-20 05:13:04,524 INFO ofi_add_3: 6.975804192270808e-05 , std 6.800675812952186e-05 
2023-04-20 05:13:04,525 INFO ofi_add_4: 4.767708961780096e-05 , std 7.191339053009791e-05 
2023-04-20 05:13:04,525 INFO ofi_add_5: 3.5732132371762656e-05 , std 7.793552835652158e-05 
2023-04-20 05:13:04,525 INFO ofi_add_6: 3.4897164398114156e-05 , std 8.65757354098551e-05 
2023-04-20 05:13:04,525 INFO ofi_add_7: 2.84043140555712e-05 , std 9.200635258505164e-05 
2023-04-20 05:13:04,525 INFO ofi_add_8: 2.4535971071507667e-05 , std 9.319896784621723e-05 
2023-04-20 05:13:04,525 INFO ofi_add_9: 1.7278994621325747e-05 , std 9.286463909565301e-05 
2023-04-20 05:13:04,525 INFO ofi_add_10: 1.3159636138031361e-05 , std 7.832396636102996e-05 
2023-04-20 05:13:04,525 INFO ofi_cancel_1: 0.00012910194391658973 , std 9.554759391500359e-05 
2023-04-20 05:13:04,525 INFO ofi_cancel_2: 0.00011665901608882797 , std 8.130191618223534e-05 
2023-04-20 05:13:04,525 INFO ofi_cancel_3: 6.72363653000764e-05 , std 7.094212430277506e-05 
2023-04-20 05:13:04,525 INFO ofi_cancel_4: 4.4445289385751404e-05 , std 7.518985303970187e-05 
2023-04-20 05:13:04,525 INFO ofi_cancel_5: 3.066516076139521e-05 , std 8.171863171038756e-05 
2023-04-20 05:13:04,525 INFO ofi_cancel_6: 2.949351678686582e-05 , std 8.935463524168796e-05 
2023-04-20 05:13:04,525 INFO ofi_cancel_7: 2.2147488629694906e-05 , std 9.457521082853189e-05 
2023-04-20 05:13:04,525 INFO ofi_cancel_8: 1.9727173320150837e-05 , std 9.649929217923455e-05 
2023-04-20 05:13:04,525 INFO ofi_cancel_9: 1.315709163293249e-05 , std 9.672830846729542e-05 
2023-04-20 05:13:04,525 INFO ofi_cancel_10: 1.3150863763552675e-05 , std 8.268538673549135e-05 
2023-04-20 05:13:04,525 INFO ofi_trade_1: 0.00010854428625988821 , std 0.00018759173859549997 
2023-04-20 05:13:04,525 INFO ofi_trade_2: 7.23461062690347e-05 , std 0.00017073923447803266 
2023-04-20 05:13:04,525 INFO ofi_trade_3: 4.1020396385340184e-05 , std 0.00017351602653663592 
2023-04-20 05:13:04,525 INFO ofi_trade_4: 3.0399508374702478e-05 , std 0.00017544334694829446 
2023-04-20 05:13:04,525 INFO ofi_trade_5: 3.848673334945623e-05 , std 0.00019769530309853996 
2023-04-20 05:13:04,525 INFO ofi_trade_6: 5.962724960882502e-05 , std 0.0002144272035154165 
2023-04-20 05:13:04,525 INFO ofi_trade_7: 6.719912865807102e-05 , std 0.0002130379587203227 
2023-04-20 05:13:04,525 INFO ofi_trade_8: 7.184251894890076e-05 , std 0.00022094228773754978 
2023-04-20 05:13:04,525 INFO ofi_trade_9: 7.039979210951755e-05 , std 0.00020866587819530908 
2023-04-20 05:13:04,525 INFO ofi_trade_10: 8.030771730727906e-05 , std 0.0002021251565996192 
2023-04-20 05:13:04,525 INFO t_intercept: -0.062101002423274675 , std 1.0009375375343055 
2023-04-20 05:13:04,525 INFO t_ofi_add_1: 2.402530507880439 , std 1.4934603275172815 
2023-04-20 05:13:04,525 INFO t_ofi_add_2: 2.1676045704233498 , std 1.3552481944472838 
2023-04-20 05:13:04,525 INFO t_ofi_add_3: 1.4385469646926234 , std 1.2260189279956748 
2023-04-20 05:13:04,525 INFO t_ofi_add_4: 0.9464093285045486 , std 1.2223603200614936 
2023-04-20 05:13:04,525 INFO t_ofi_add_5: 0.6619401304049093 , std 1.199175226142753 
2023-04-20 05:13:04,525 INFO t_ofi_add_6: 0.5865393595918299 , std 1.2117322103599402 
2023-04-20 05:13:04,525 INFO t_ofi_add_7: 0.45214494848501935 , std 1.2097144601325847 
2023-04-20 05:13:04,525 INFO t_ofi_add_8: 0.40906755540325285 , std 1.20093385783894 
2023-04-20 05:13:04,525 INFO t_ofi_add_9: 0.27483867115530447 , std 1.2153487940233811 
2023-04-20 05:13:04,525 INFO t_ofi_add_10: 0.2799593558244537 , std 1.2966727982504043 
2023-04-20 05:13:04,525 INFO t_ofi_cancel_1: 2.5177024788247153 , std 1.4955284397504838 
2023-04-20 05:13:04,525 INFO t_ofi_cancel_2: 2.3326174730145226 , std 1.376925906601368 
2023-04-20 05:13:04,525 INFO t_ofi_cancel_3: 1.335530293859621 , std 1.2601544645737197 
2023-04-20 05:13:04,525 INFO t_ofi_cancel_4: 0.8468235334381822 , std 1.215089108928871 
2023-04-20 05:13:04,525 INFO t_ofi_cancel_5: 0.5535556415333939 , std 1.2326849791134782 
2023-04-20 05:13:04,525 INFO t_ofi_cancel_6: 0.47784092425242836 , std 1.2063049909456196 
2023-04-20 05:13:04,525 INFO t_ofi_cancel_7: 0.3369054175213088 , std 1.2077409245521564 
2023-04-20 05:13:04,525 INFO t_ofi_cancel_8: 0.3154307263647283 , std 1.1896278960342312 
2023-04-20 05:13:04,525 INFO t_ofi_cancel_9: 0.19788221838304876 , std 1.2257078431328112 
2023-04-20 05:13:04,525 INFO t_ofi_cancel_10: 0.2583756691070663 , std 1.316098135995963 
2023-04-20 05:13:04,525 INFO t_ofi_trade_1: 0.9386437216877892 , std 1.3556693291455948 
2023-04-20 05:13:04,525 INFO t_ofi_trade_2: 0.6419530726709118 , std 1.2983362471030173 
2023-04-20 05:13:04,525 INFO t_ofi_trade_3: 0.4071576493659707 , std 1.3033823918617953 
2023-04-20 05:13:04,525 INFO t_ofi_trade_4: 0.3168990790238864 , std 1.264834138762501 
2023-04-20 05:13:04,526 INFO t_ofi_trade_5: 0.3563550244570215 , std 1.2721858009698335 
2023-04-20 05:13:04,526 INFO t_ofi_trade_6: 0.45408921483649106 , std 1.273076412537085 
2023-04-20 05:13:04,526 INFO t_ofi_trade_7: 0.49609658957886854 , std 1.2753349944308783 
2023-04-20 05:13:04,526 INFO t_ofi_trade_8: 0.5221188662698416 , std 1.3014801583361575 
2023-04-20 05:13:04,526 INFO t_ofi_trade_9: 0.5231860894879645 , std 1.2868929506949656 
2023-04-20 05:13:04,526 INFO t_ofi_trade_10: 0.6392512468596122 , std 1.30427279037092 
2023-04-20 05:13:04,526 INFO p_intercept: 0.5031493905778194 , std 0.2886554375544479 
2023-04-20 05:13:04,526 INFO p_ofi_add_1: 0.1387648992363125 , std 0.23429477178528701 
2023-04-20 05:13:04,526 INFO p_ofi_add_2: 0.15422723964579763 , std 0.23843807743587228 
2023-04-20 05:13:04,526 INFO p_ofi_add_3: 0.26831140977595985 , std 0.28974470233197996 
2023-04-20 05:13:04,526 INFO p_ofi_add_4: 0.3531206898749805 , std 0.3043803619359333 
2023-04-20 05:13:04,526 INFO p_ofi_add_5: 0.40997984552278866 , std 0.30956016728944885 
2023-04-20 05:13:04,526 INFO p_ofi_add_6: 0.41054084280502207 , std 0.30579971905811554 
2023-04-20 05:13:04,526 INFO p_ofi_add_7: 0.41967599402463657 , std 0.3028802220606224 
2023-04-20 05:13:04,526 INFO p_ofi_add_8: 0.42259264087979115 , std 0.2997605809805287 
2023-04-20 05:13:04,526 INFO p_ofi_add_9: 0.4345485985145241 , std 0.30242568528718267 
2023-04-20 05:13:04,526 INFO p_ofi_add_10: 0.41911491365541337 , std 0.30538272084246976 
2023-04-20 05:13:04,526 INFO p_ofi_cancel_1: 0.1280949482217963 , std 0.22862401796957504 
2023-04-20 05:13:04,526 INFO p_ofi_cancel_2: 0.13434298459083288 , std 0.2270257526875296 
2023-04-20 05:13:04,526 INFO p_ofi_cancel_3: 0.2859211902629654 , std 0.29669684485890546 
2023-04-20 05:13:04,526 INFO p_ofi_cancel_4: 0.3679570463815854 , std 0.30379463729896133 
2023-04-20 05:13:04,526 INFO p_ofi_cancel_5: 0.40897252596855466 , std 0.30720123350355033 
2023-04-20 05:13:04,526 INFO p_ofi_cancel_6: 0.4216917610059722 , std 0.3042759283516798 
2023-04-20 05:13:04,526 INFO p_ofi_cancel_7: 0.4294902526342642 , std 0.3034210681960835 
2023-04-20 05:13:04,526 INFO p_ofi_cancel_8: 0.43868617948016625 , std 0.30301451257968853 
2023-04-20 05:13:04,526 INFO p_ofi_cancel_9: 0.43644171617568017 , std 0.30531792152249476 
2023-04-20 05:13:04,526 INFO p_ofi_cancel_10: 0.41696778519726546 , std 0.3070984784002097 
2023-04-20 05:13:04,526 INFO p_ofi_trade_1: 0.34417756403642474 , std 0.30687191526535984 
2023-04-20 05:13:04,526 INFO p_ofi_trade_2: 0.3922118335261192 , std 0.3110410766321574 
2023-04-20 05:13:04,526 INFO p_ofi_trade_3: 0.4087071061990854 , std 0.3059985931687742 
2023-04-20 05:13:04,526 INFO p_ofi_trade_4: 0.419531804522384 , std 0.30604449904347375 
2023-04-20 05:13:04,526 INFO p_ofi_trade_5: 0.4212918064441563 , std 0.30704562958012777 
2023-04-20 05:13:04,526 INFO p_ofi_trade_6: 0.40807364975381516 , std 0.3030764728074083 
2023-04-20 05:13:04,526 INFO p_ofi_trade_7: 0.40238627184236053 , std 0.3046607663952564 
2023-04-20 05:13:04,526 INFO p_ofi_trade_8: 0.3988305391541678 , std 0.3082274074534252 
2023-04-20 05:13:04,526 INFO p_ofi_trade_9: 0.40425207927660134 , std 0.3059266865638441 
2023-04-20 05:13:04,526 INFO p_ofi_trade_10: 0.3862942985688209 , std 0.3076859552856579 
