2023-04-20 05:06:13,025 INFO Tickers: ['NVDA']
2023-04-20 05:06:14,876 INFO Negative OS: -4.2736028674650255 --- ticker NVDA --- day 2017-02-02 --- time 46800
2023-04-20 05:06:32,668 INFO Negative OS: -0.471039182084525 --- ticker NVDA --- day 2017-12-01 --- time 48600
2023-04-20 05:06:34,021 INFO Negative OS: -0.2855558466856676 --- ticker NVDA --- day 2017-12-26 --- time 46800
2023-04-20 05:06:34,027 INFO Negative OS: -3.741727571806039 --- ticker NVDA --- day 2017-12-26 --- time 48600
2023-04-20 05:06:34,095 INFO Negative OS: -0.6988812724138467 --- ticker NVDA --- day 2017-12-27 --- time 43200
2023-04-20 05:06:34,124 INFO Negative OS: -2.6988355448220465 --- ticker NVDA --- day 2017-12-27 --- time 52200
2023-04-20 05:06:34,336 INFO Negative OS: -0.31839188702672483 --- ticker NVDA --- day 2018-01-02 --- time 43200
2023-04-20 05:06:34,687 INFO Negative OS: -0.7783634297681663 --- ticker NVDA --- day 2018-01-08 --- time 46800
2023-04-20 05:06:36,023 INFO Negative OS: -0.09492048240079098 --- ticker NVDA --- day 2018-01-31 --- time 37800
2023-04-20 05:06:41,872 INFO Negative OS: -0.4525137698385777 --- ticker NVDA --- day 2018-05-09 --- time 52200
2023-04-20 05:06:43,210 INFO Negative OS: -0.11164406290334217 --- ticker NVDA --- day 2018-06-01 --- time 45000
2023-04-20 05:06:43,647 INFO Negative OS: -0.19222237159541544 --- ticker NVDA --- day 2018-06-08 --- time 48600
2023-04-20 05:06:45,945 INFO Negative OS: -0.45082547918047977 --- ticker NVDA --- day 2018-07-18 --- time 52200
2023-04-20 05:07:01,956 INFO Negative OS: -0.2365467473321048 --- ticker NVDA --- day 2019-04-22 --- time 41400
2023-04-20 05:07:02,115 INFO Negative OS: -3.1126296280750774 --- ticker NVDA --- day 2019-04-24 --- time 37800
2023-04-20 05:07:11,356 INFO Negative OS: -0.025141202719370703 --- ticker NVDA --- day 2019-09-27 --- time 45000
2023-04-20 05:07:12,344 INFO Negative OS: -0.12258813850417183 --- ticker NVDA --- day 2019-10-15 --- time 36000
2023-04-20 05:07:15,969 INFO in_r2: 0.9282371165745645 , std 0.03909925009137651 
2023-04-20 05:07:15,969 INFO os_r2: 0.8652358074985125 , std 0.14771226221649145 
2023-04-20 05:07:15,969 INFO intercept: 7.001039973879172e-07 , std 1.185276071239817e-05 
2023-04-20 05:07:15,969 INFO ofi_add_1: 3.6976526448319596e-05 , std 3.788305874611796e-05 
2023-04-20 05:07:15,969 INFO ofi_add_2: 4.507620013706634e-05 , std 4.47763188974349e-05 
2023-04-20 05:07:15,969 INFO ofi_add_3: 4.362939926581985e-05 , std 4.7368610897948e-05 
2023-04-20 05:07:15,969 INFO ofi_add_4: 3.7886456365947395e-05 , std 4.889631620769416e-05 
2023-04-20 05:07:15,969 INFO ofi_add_5: 3.518295704932651e-05 , std 4.9968578789879515e-05 
2023-04-20 05:07:15,969 INFO ofi_add_6: 3.1061270533997513e-05 , std 4.9430236094265956e-05 
2023-04-20 05:07:15,969 INFO ofi_add_7: 3.152782356883041e-05 , std 4.951455620736818e-05 
2023-04-20 05:07:15,969 INFO ofi_add_8: 2.9531327807381563e-05 , std 4.79973960137152e-05 
2023-04-20 05:07:15,969 INFO ofi_add_9: 2.710675637225912e-05 , std 4.7959844408006475e-05 
2023-04-20 05:07:15,969 INFO ofi_add_10: 4.733226732597546e-05 , std 4.239126726781941e-05 
2023-04-20 05:07:15,970 INFO ofi_cancel_1: 4.973552409809118e-05 , std 4.998439979192172e-05 
2023-04-20 05:07:15,970 INFO ofi_cancel_2: 4.87354594707494e-05 , std 4.750347761461298e-05 
2023-04-20 05:07:15,970 INFO ofi_cancel_3: 4.375843870117029e-05 , std 4.8582303232313814e-05 
2023-04-20 05:07:15,970 INFO ofi_cancel_4: 3.6991005869676305e-05 , std 5.016387907777888e-05 
2023-04-20 05:07:15,970 INFO ofi_cancel_5: 3.409302744825467e-05 , std 5.1484486915077665e-05 
2023-04-20 05:07:15,970 INFO ofi_cancel_6: 2.964332977606218e-05 , std 5.082383452566782e-05 
2023-04-20 05:07:15,970 INFO ofi_cancel_7: 2.98549356750738e-05 , std 5.1029598532322516e-05 
2023-04-20 05:07:15,970 INFO ofi_cancel_8: 2.7416979292369815e-05 , std 4.902958319434556e-05 
2023-04-20 05:07:15,970 INFO ofi_cancel_9: 2.5372203228456108e-05 , std 4.856749090140588e-05 
2023-04-20 05:07:15,970 INFO ofi_cancel_10: 4.725553460106023e-05 , std 4.4057286683333094e-05 
2023-04-20 05:07:15,970 INFO ofi_trade_1: 1.9036996442328635e-05 , std 5.43432346956307e-05 
2023-04-20 05:07:15,970 INFO ofi_trade_2: 3.654183934773729e-05 , std 5.79247354123839e-05 
2023-04-20 05:07:15,970 INFO ofi_trade_3: 4.114821491749191e-05 , std 6.098639392165655e-05 
2023-04-20 05:07:15,970 INFO ofi_trade_4: 3.7710048616643144e-05 , std 6.207215623004015e-05 
2023-04-20 05:07:15,970 INFO ofi_trade_5: 3.6895957356648924e-05 , std 6.337156881905727e-05 
2023-04-20 05:07:15,970 INFO ofi_trade_6: 3.332687620487917e-05 , std 6.202024148571018e-05 
2023-04-20 05:07:15,970 INFO ofi_trade_7: 3.675976654159593e-05 , std 6.164510659515308e-05 
2023-04-20 05:07:15,970 INFO ofi_trade_8: 3.4707182773694506e-05 , std 5.9111134869622656e-05 
2023-04-20 05:07:15,970 INFO ofi_trade_9: 3.4877851779471044e-05 , std 5.837052451812904e-05 
2023-04-20 05:07:15,970 INFO ofi_trade_10: 5.842569286643436e-05 , std 5.243745671315962e-05 
2023-04-20 05:07:15,970 INFO t_intercept: 0.032793526428462054 , std 1.0679582973261168 
2023-04-20 05:07:15,970 INFO t_ofi_add_1: 1.4258511319420073 , std 1.3332992897614329 
2023-04-20 05:07:15,970 INFO t_ofi_add_2: 1.4155413186008665 , std 1.2557694620007473 
2023-04-20 05:07:15,970 INFO t_ofi_add_3: 1.3068801184892322 , std 1.2546689611583304 
2023-04-20 05:07:15,970 INFO t_ofi_add_4: 1.1152107797354127 , std 1.2520663021928284 
2023-04-20 05:07:15,970 INFO t_ofi_add_5: 1.00407182371794 , std 1.2325874743670024 
2023-04-20 05:07:15,970 INFO t_ofi_add_6: 0.8985320125555236 , std 1.2547535402028227 
2023-04-20 05:07:15,970 INFO t_ofi_add_7: 0.9225034875355237 , std 1.2589223506821323 
2023-04-20 05:07:15,970 INFO t_ofi_add_8: 0.8886644299908937 , std 1.2643343441651005 
2023-04-20 05:07:15,970 INFO t_ofi_add_9: 0.8258323819748904 , std 1.265232154500875 
2023-04-20 05:07:15,970 INFO t_ofi_add_10: 1.8350474105307772 , std 1.4209015954585666 
2023-04-20 05:07:15,970 INFO t_ofi_cancel_1: 1.4564395836148836 , std 1.2911288632368478 
2023-04-20 05:07:15,970 INFO t_ofi_cancel_2: 1.4718894552284036 , std 1.268098263019376 
2023-04-20 05:07:15,970 INFO t_ofi_cancel_3: 1.26176262736394 , std 1.2414808747560293 
2023-04-20 05:07:15,970 INFO t_ofi_cancel_4: 1.0499831109991262 , std 1.2452929553240992 
2023-04-20 05:07:15,970 INFO t_ofi_cancel_5: 0.939569073111071 , std 1.2346213556058994 
2023-04-20 05:07:15,970 INFO t_ofi_cancel_6: 0.8284581980305996 , std 1.2447342055871784 
2023-04-20 05:07:15,970 INFO t_ofi_cancel_7: 0.8470638553453116 , std 1.2564163307953606 
