2023-04-20 05:09:40,880 INFO Tickers: ['AMT']
2023-04-20 05:09:53,231 INFO Negative OS: -0.4079114629193701 --- ticker AMT --- day 2017-05-18 --- time 50400
2023-04-20 05:10:02,615 INFO Negative OS: -0.6381434138962714 --- ticker AMT --- day 2017-09-08 --- time 52200
2023-04-20 05:10:03,416 INFO Negative OS: -0.2569015983301757 --- ticker AMT --- day 2017-09-19 --- time 36000
2023-04-20 05:10:09,725 INFO Negative OS: -0.02002318559649585 --- ticker AMT --- day 2017-12-01 --- time 39600
2023-04-20 05:10:10,280 INFO Negative OS: -0.34078682964177887 --- ticker AMT --- day 2017-12-07 --- time 50400
2023-04-20 05:10:13,262 INFO Negative OS: -0.002784219437683033 --- ticker AMT --- day 2018-01-16 --- time 36000
2023-04-20 05:10:15,096 INFO Negative OS: -2.4250847799258737 --- ticker AMT --- day 2018-02-06 --- time 37800
2023-04-20 05:10:15,177 INFO Negative OS: -0.952002169224031 --- ticker AMT --- day 2018-02-06 --- time 52200
2023-04-20 05:10:15,285 INFO Negative OS: -0.24479558896572873 --- ticker AMT --- day 2018-02-07 --- time 46800
2023-04-20 05:10:15,412 INFO Negative OS: -0.0023651940600422083 --- ticker AMT --- day 2018-02-08 --- time 46800
2023-04-20 05:10:15,676 INFO Negative OS: -0.2518617358841928 --- ticker AMT --- day 2018-02-12 --- time 37800
2023-04-20 05:10:16,242 INFO Negative OS: -3.016637437663652 --- ticker AMT --- day 2018-02-16 --- time 36000
2023-04-20 05:10:17,081 INFO Negative OS: -0.6165059893914984 --- ticker AMT --- day 2018-02-27 --- time 52200
2023-04-20 05:10:17,820 INFO Negative OS: -0.020268104859960223 --- ticker AMT --- day 2018-03-07 --- time 36000
2023-04-20 05:10:19,121 INFO Negative OS: -2.275936729005669 --- ticker AMT --- day 2018-03-21 --- time 52200
2023-04-20 05:10:19,831 INFO Negative OS: -0.1103752469006587 --- ticker AMT --- day 2018-03-29 --- time 39600
2023-04-20 05:10:20,380 INFO Negative OS: -0.02080603790871316 --- ticker AMT --- day 2018-04-05 --- time 39600
2023-04-20 05:10:20,787 INFO Negative OS: -0.02572416539285194 --- ticker AMT --- day 2018-04-10 --- time 45000
2023-04-20 05:10:22,869 INFO Negative OS: -0.08686359329631066 --- ticker AMT --- day 2018-05-03 --- time 36000
2023-04-20 05:10:22,899 INFO Negative OS: -0.4833878142915531 --- ticker AMT --- day 2018-05-03 --- time 41400
2023-04-20 05:10:36,756 INFO Negative OS: -0.4511399142511645 --- ticker AMT --- day 2018-10-11 --- time 36000
2023-04-20 05:10:37,222 INFO Negative OS: -1.1957908831195816 --- ticker AMT --- day 2018-10-16 --- time 36000
2023-04-20 05:10:37,548 INFO Negative OS: -1.1869504934544612 --- ticker AMT --- day 2018-10-18 --- time 41400
2023-04-20 05:10:37,702 INFO Negative OS: -0.11323140629185069 --- ticker AMT --- day 2018-10-19 --- time 41400
2023-04-20 05:10:37,942 INFO Negative OS: -0.07303741216278525 --- ticker AMT --- day 2018-10-23 --- time 36000
2023-04-20 05:10:38,000 INFO Negative OS: -0.41601598810238927 --- ticker AMT --- day 2018-10-23 --- time 48600
2023-04-20 05:10:38,276 INFO Negative OS: -0.4707517481548551 --- ticker AMT --- day 2018-10-25 --- time 37800
2023-04-20 05:10:38,457 INFO Negative OS: -0.33132448143185145 --- ticker AMT --- day 2018-10-26 --- time 41400
2023-04-20 05:10:38,665 INFO Negative OS: -0.28565156424673144 --- ticker AMT --- day 2018-10-29 --- time 48600
2023-04-20 05:10:38,762 INFO Negative OS: -0.8788519095080165 --- ticker AMT --- day 2018-10-30 --- time 36000
2023-04-20 05:10:38,791 INFO Negative OS: -1.2859244799870706 --- ticker AMT --- day 2018-10-30 --- time 41400
2023-04-20 05:10:39,649 INFO Negative OS: -0.09352353964691384 --- ticker AMT --- day 2018-11-07 --- time 36000
2023-04-20 05:10:39,906 INFO Negative OS: -0.015043254784563365 --- ticker AMT --- day 2018-11-09 --- time 36000
2023-04-20 05:10:40,117 INFO Negative OS: -0.06170149048765872 --- ticker AMT --- day 2018-11-12 --- time 46800
2023-04-20 05:10:40,523 INFO Negative OS: -0.5093507600913956 --- ticker AMT --- day 2018-11-15 --- time 43200
2023-04-20 05:10:41,008 INFO Negative OS: -0.22528149598845126 --- ticker AMT --- day 2018-11-20 --- time 43200
2023-04-20 05:10:42,615 INFO Negative OS: -3.8216783202283695 --- ticker AMT --- day 2018-12-10 --- time 43200
2023-04-20 05:10:42,799 INFO Negative OS: -0.08863387668273326 --- ticker AMT --- day 2018-12-11 --- time 50400
2023-04-20 05:10:43,088 INFO Negative OS: -1.1620405034766308 --- ticker AMT --- day 2018-12-13 --- time 52200
2023-04-20 05:10:43,664 INFO Negative OS: -1.3045129042257173 --- ticker AMT --- day 2018-12-19 --- time 52200
2023-04-20 05:10:43,766 INFO Negative OS: -1.3180717190446765 --- ticker AMT --- day 2018-12-20 --- time 41400
2023-04-20 05:10:43,790 INFO Negative OS: -0.20679956512032271 --- ticker AMT --- day 2018-12-20 --- time 45000
2023-04-20 05:10:43,814 INFO Negative OS: -0.3944598900280447 --- ticker AMT --- day 2018-12-20 --- time 48600
2023-04-20 05:10:43,922 INFO Negative OS: -1.9988451293265337 --- ticker AMT --- day 2018-12-21 --- time 41400
2023-04-20 05:10:44,536 INFO Negative OS: -4.247510299647615 --- ticker AMT --- day 2018-12-31 --- time 37800
2023-04-20 05:10:44,580 INFO Negative OS: -0.19482922574942307 --- ticker AMT --- day 2018-12-31 --- time 45000
2023-04-20 05:10:44,586 INFO Negative OS: -9.689826903534426 --- ticker AMT --- day 2018-12-31 --- time 46800
2023-04-20 05:10:45,027 INFO Negative OS: -0.07984953907512926 --- ticker AMT --- day 2019-01-04 --- time 41400
2023-04-20 05:10:45,076 INFO Negative OS: -0.03855258904599035 --- ticker AMT --- day 2019-01-04 --- time 50400
2023-04-20 05:10:45,439 INFO Negative OS: -1.547728714393351 --- ticker AMT --- day 2019-01-10 --- time 41400
2023-04-20 05:10:45,463 INFO Negative OS: -0.40255488979631515 --- ticker AMT --- day 2019-01-10 --- time 45000
2023-04-20 05:10:46,635 INFO Negative OS: -2.2399990227409976 --- ticker AMT --- day 2019-01-23 --- time 48600
2023-04-20 05:10:46,737 INFO Negative OS: -0.1376537824253632 --- ticker AMT --- day 2019-01-24 --- time 37800
2023-04-20 05:10:47,054 INFO Negative OS: -0.0206080292822739 --- ticker AMT --- day 2019-01-28 --- time 48600
2023-04-20 05:10:47,340 INFO Negative OS: -0.1296494734483966 --- ticker AMT --- day 2019-01-30 --- time 50400
2023-04-20 05:10:47,670 INFO Negative OS: -0.09491162038808776 --- ticker AMT --- day 2019-02-01 --- time 52200
2023-04-20 05:10:52,670 INFO Negative OS: -13.251621658581026 --- ticker AMT --- day 2019-03-27 --- time 41400
2023-04-20 05:10:58,750 INFO Negative OS: -18.952861072279166 --- ticker AMT --- day 2019-05-31 --- time 37800
2023-04-20 05:11:06,191 INFO Negative OS: -1.3403127770020173 --- ticker AMT --- day 2019-08-20 --- time 39600
2023-04-20 05:11:08,340 INFO Negative OS: -0.6278628497784211 --- ticker AMT --- day 2019-09-12 --- time 37800
2023-04-20 05:11:10,254 INFO Negative OS: -0.5430082511775731 --- ticker AMT --- day 2019-10-03 --- time 50400
2023-04-20 05:11:15,289 INFO Negative OS: -0.025645877935527084 --- ticker AMT --- day 2019-12-02 --- time 36000
2023-04-20 05:11:16,534 INFO in_r2: 0.802755899434833 , std 0.10244702194039278 
2023-04-20 05:11:16,534 INFO os_r2: 0.5512128403790333 , std 0.8023194244541659 
2023-04-20 05:11:16,534 INFO intercept: 9.755521297268895e-08 , std 1.4581381074766743e-05 
2023-04-20 05:11:16,534 INFO ofi_add_1: 0.00012955565093226927 , std 0.00011535664969691294 
2023-04-20 05:11:16,534 INFO ofi_add_2: 0.00012806250025977837 , std 0.00011809189043203059 
2023-04-20 05:11:16,534 INFO ofi_add_3: 8.536431296830106e-05 , std 0.0001243217760191248 
2023-04-20 05:11:16,534 INFO ofi_add_4: 5.3697461367597356e-05 , std 0.0001440343283791451 
2023-04-20 05:11:16,534 INFO ofi_add_5: 4.651034228771791e-05 , std 0.00014863512889013307 
2023-04-20 05:11:16,534 INFO ofi_add_6: 4.824716069568495e-05 , std 0.0001818982910207121 
2023-04-20 05:11:16,534 INFO ofi_add_7: 3.6975038172277924e-05 , std 0.0001772807232166537 
2023-04-20 05:11:16,534 INFO ofi_add_8: 3.252437210460661e-05 , std 0.00017360815663031046 
2023-04-20 05:11:16,534 INFO ofi_add_9: 1.6201970980568443e-05 , std 0.00018607893766815008 
2023-04-20 05:11:16,534 INFO ofi_add_10: 2.2163604925636507e-05 , std 0.0001717666562439817 
2023-04-20 05:11:16,534 INFO ofi_cancel_1: 0.00016874226431326224 , std 0.0001490949927267327 
2023-04-20 05:11:16,534 INFO ofi_cancel_2: 0.000145475414527804 , std 0.00012137255115430744 
2023-04-20 05:11:16,534 INFO ofi_cancel_3: 8.338575679434054e-05 , std 0.00013275022642350102 
2023-04-20 05:11:16,534 INFO ofi_cancel_4: 4.9750997450025925e-05 , std 0.00014794594372411285 
2023-04-20 05:11:16,534 INFO ofi_cancel_5: 3.9399028920922284e-05 , std 0.0001540606568015383 
2023-04-20 05:11:16,534 INFO ofi_cancel_6: 3.6862182854165e-05 , std 0.00019015752956050194 
2023-04-20 05:11:16,534 INFO ofi_cancel_7: 3.0158672207246157e-05 , std 0.00017777438014987911 
2023-04-20 05:11:16,534 INFO ofi_cancel_8: 2.4451717675758665e-05 , std 0.0001828924445762585 
2023-04-20 05:11:16,534 INFO ofi_cancel_9: 1.1621860605907365e-05 , std 0.00018729132784105977 
2023-04-20 05:11:16,534 INFO ofi_cancel_10: 2.3878387898085984e-05 , std 0.00018052638659404955 
2023-04-20 05:11:16,534 INFO ofi_trade_1: 0.00014177863203304454 , std 0.00029977697059071194 
2023-04-20 05:11:16,535 INFO ofi_trade_2: 0.00010128441596801302 , std 0.0002965520046130774 
2023-04-20 05:11:16,535 INFO ofi_trade_3: 5.7702173654325814e-05 , std 0.00033066846247038593 
2023-04-20 05:11:16,535 INFO ofi_trade_4: 2.2550659961262843e-05 , std 0.00032017603284719044 
2023-04-20 05:11:16,535 INFO ofi_trade_5: 3.854343700383459e-05 , std 0.0003438972133479907 
2023-04-20 05:11:16,535 INFO ofi_trade_6: 7.384426941900052e-05 , std 0.0003688005114793657 
2023-04-20 05:11:16,535 INFO ofi_trade_7: 0.00011243421641280497 , std 0.00040652757491501003 
2023-04-20 05:11:16,535 INFO ofi_trade_8: 0.00010040163221294369 , std 0.00038408072139325695 
2023-04-20 05:11:16,535 INFO ofi_trade_9: 0.00010467115198755781 , std 0.0003834360409559386 
2023-04-20 05:11:16,535 INFO ofi_trade_10: 0.00014022650595497686 , std 0.00039075507924092384 
2023-04-20 05:11:16,535 INFO t_intercept: -0.02275949657600199 , std 1.048954750019764 
2023-04-20 05:11:16,535 INFO t_ofi_add_1: 2.6289095167933096 , std 1.5671049601670475 
2023-04-20 05:11:16,535 INFO t_ofi_add_2: 2.242686453773997 , std 1.4232824370856707 
2023-04-20 05:11:16,535 INFO t_ofi_add_3: 1.3574647854065154 , std 1.2949133640796593 
2023-04-20 05:11:16,535 INFO t_ofi_add_4: 0.7562915823020897 , std 1.2887828716794287 
2023-04-20 05:11:16,535 INFO t_ofi_add_5: 0.5481427445713467 , std 1.258424230796686 
2023-04-20 05:11:16,535 INFO t_ofi_add_6: 0.4647014327729218 , std 1.2663939301468403 
2023-04-20 05:11:16,535 INFO t_ofi_add_7: 0.4018654886073869 , std 1.2633385717860341 
2023-04-20 05:11:16,535 INFO t_ofi_add_8: 0.32534384846829295 , std 1.260699043375192 
2023-04-20 05:11:16,535 INFO t_ofi_add_9: 0.2200453739214118 , std 1.2619936962488802 
2023-04-20 05:11:16,535 INFO t_ofi_add_10: 0.3003600903369661 , std 1.426172305399541 
2023-04-20 05:11:16,535 INFO t_ofi_cancel_1: 2.6529457590140573 , std 1.4792219963077073 
2023-04-20 05:11:16,535 INFO t_ofi_cancel_2: 2.3905584284461114 , std 1.4172209674337162 
2023-04-20 05:11:16,535 INFO t_ofi_cancel_3: 1.263087144547836 , std 1.296886205225847 
2023-04-20 05:11:16,535 INFO t_ofi_cancel_4: 0.6619753232491624 , std 1.3218271122758716 
2023-04-20 05:11:16,535 INFO t_ofi_cancel_5: 0.41563964163410694 , std 1.2352262147232342 
2023-04-20 05:11:16,535 INFO t_ofi_cancel_6: 0.3345907429279168 , std 1.2688695134962378 
2023-04-20 05:11:16,535 INFO t_ofi_cancel_7: 0.28070630663705637 , std 1.2612511052011273 
2023-04-20 05:11:16,535 INFO t_ofi_cancel_8: 0.21442346149546404 , std 1.271285522179745 
2023-04-20 05:11:16,535 INFO t_ofi_cancel_9: 0.13917838152848785 , std 1.2392388742463551 
2023-04-20 05:11:16,535 INFO t_ofi_cancel_10: 0.29687308236632093 , std 1.4512175160047487 
2023-04-20 05:11:16,535 INFO t_ofi_trade_1: 1.165992604510523 , std 1.5390269310776592 
2023-04-20 05:11:16,535 INFO t_ofi_trade_2: 0.7701207689464133 , std 1.4063547961703056 
2023-04-20 05:11:16,535 INFO t_ofi_trade_3: 0.4449489460249176 , std 1.3623875057655788 
2023-04-20 05:11:16,535 INFO t_ofi_trade_4: 0.23960950203628548 , std 1.3468753872718784 
2023-04-20 05:11:16,535 INFO t_ofi_trade_5: 0.2126530691425711 , std 1.29511826577141 
2023-04-20 05:11:16,535 INFO t_ofi_trade_6: 0.36829621966555964 , std 1.3675959435073677 
2023-04-20 05:11:16,535 INFO t_ofi_trade_7: 0.47724821086325114 , std 1.3568738489568155 
2023-04-20 05:11:16,535 INFO t_ofi_trade_8: 0.5455208047612774 , std 1.3471523973421136 
2023-04-20 05:11:16,535 INFO t_ofi_trade_9: 0.584887678751619 , std 1.3790918010818136 
2023-04-20 05:11:16,535 INFO t_ofi_trade_10: 0.7192636161792766 , std 1.4789926707043044 
2023-04-20 05:11:16,535 INFO p_intercept: 0.4919808546140312 , std 0.2931300778085865 
2023-04-20 05:11:16,535 INFO p_ofi_add_1: 0.11906792157731766 , std 0.22228417899822236 
2023-04-20 05:11:16,535 INFO p_ofi_add_2: 0.154150064488753 , std 0.24917943083596908 
2023-04-20 05:11:16,535 INFO p_ofi_add_3: 0.28193355457007224 , std 0.29720084778789413 
2023-04-20 05:11:16,535 INFO p_ofi_add_4: 0.3747156479179824 , std 0.3114024866450955 
2023-04-20 05:11:16,535 INFO p_ofi_add_5: 0.4087670808542171 , std 0.30729506199191026 
2023-04-20 05:11:16,535 INFO p_ofi_add_6: 0.4090415827364308 , std 0.3043823290462262 
2023-04-20 05:11:16,535 INFO p_ofi_add_7: 0.42988564222282705 , std 0.31329175914273616 
