2023-04-20 05:27:38,019 INFO Tickers: ['PG']
2023-04-20 05:27:38,164 INFO Negative OS: -1.0655229668409243 --- ticker PG --- day 2017-01-03 --- time 36000
2023-04-20 05:27:45,210 INFO Negative OS: -0.0554634458896226 --- ticker PG --- day 2017-01-17 --- time 36000
2023-04-20 05:27:51,446 INFO Negative OS: -0.15615947435218303 --- ticker PG --- day 2017-01-26 --- time 36000
2023-04-20 05:27:52,144 INFO Negative OS: -0.8233061982016567 --- ticker PG --- day 2017-01-27 --- time 36000
2023-04-20 05:28:56,244 INFO Negative OS: -0.3692141010552079 --- ticker PG --- day 2017-05-12 --- time 36000
2023-04-20 05:29:12,508 INFO Negative OS: -0.33540190027440553 --- ticker PG --- day 2017-06-12 --- time 43200
2023-04-20 05:29:15,959 INFO Negative OS: -5.606023414736337 --- ticker PG --- day 2017-06-16 --- time 46800
2023-04-20 05:30:10,860 INFO Negative OS: -1.3091780087421006 --- ticker PG --- day 2017-09-19 --- time 45000
2023-04-20 05:30:23,184 INFO Negative OS: -0.3913709571227819 --- ticker PG --- day 2017-10-10 --- time 37800
2023-04-20 05:31:19,878 INFO Negative OS: -2.6440641096075805 --- ticker PG --- day 2018-01-19 --- time 50400
2023-04-20 05:31:21,116 INFO Negative OS: -0.360154245492464 --- ticker PG --- day 2018-01-23 --- time 39600
2023-04-20 05:31:22,038 INFO Negative OS: -3.886476847388205 --- ticker PG --- day 2018-01-24 --- time 43200
2023-04-20 05:31:23,532 INFO Negative OS: -0.26806344394304404 --- ticker PG --- day 2018-01-26 --- time 37800
2023-04-20 05:31:45,401 INFO Negative OS: -1.0001123789397406 --- ticker PG --- day 2018-02-28 --- time 50400
2023-04-20 05:31:55,573 INFO Negative OS: -1.173343498370524 --- ticker PG --- day 2018-03-16 --- time 36000
2023-04-20 05:32:15,785 INFO Negative OS: -1.3486100949136923 --- ticker PG --- day 2018-04-17 --- time 46800
2023-04-20 05:32:16,911 INFO Negative OS: -4.33440986095416 --- ticker PG --- day 2018-04-19 --- time 36000
2023-04-20 05:32:18,274 INFO Negative OS: -0.38847839683415075 --- ticker PG --- day 2018-04-20 --- time 45000
2023-04-20 05:32:40,827 INFO Negative OS: -2.584794689255029 --- ticker PG --- day 2018-05-30 --- time 45000
2023-04-20 05:32:41,560 INFO Negative OS: -0.925768538121871 --- ticker PG --- day 2018-05-31 --- time 43200
2023-04-20 05:33:02,880 INFO Negative OS: -1.7883362406808314 --- ticker PG --- day 2018-07-05 --- time 36000
2023-04-20 05:33:09,246 INFO Negative OS: -1.557571076059606 --- ticker PG --- day 2018-07-16 --- time 43200
2023-04-20 05:33:09,578 INFO Negative OS: -2.2299565780138555 --- ticker PG --- day 2018-07-16 --- time 48600
2023-04-20 05:33:09,711 INFO Negative OS: -0.46465138850013177 --- ticker PG --- day 2018-07-16 --- time 52200
2023-04-20 05:33:09,964 INFO Negative OS: -2.7559621969442794 --- ticker PG --- day 2018-07-17 --- time 39600
2023-04-20 05:34:08,399 INFO Negative OS: -0.6511706638936623 --- ticker PG --- day 2018-10-19 --- time 39600
2023-04-20 05:34:23,751 INFO Negative OS: -5.445676203274959 --- ticker PG --- day 2018-11-09 --- time 37800
2023-04-20 05:34:27,844 INFO Negative OS: -0.5128909857471804 --- ticker PG --- day 2018-11-15 --- time 46800
2023-04-20 05:34:47,643 INFO Negative OS: -0.9978966021856843 --- ticker PG --- day 2018-12-19 --- time 48600
2023-04-20 05:35:11,829 INFO Negative OS: -1.4925802807274984 --- ticker PG --- day 2019-01-30 --- time 48600
2023-04-20 05:35:14,616 INFO Negative OS: -1.113239117780973 --- ticker PG --- day 2019-02-04 --- time 43200
2023-04-20 05:35:20,236 INFO Negative OS: -0.19329799381797352 --- ticker PG --- day 2019-02-12 --- time 41400
2023-04-20 05:35:23,604 INFO Negative OS: -14.494148136023016 --- ticker PG --- day 2019-02-19 --- time 43200
2023-04-20 05:35:23,857 INFO Negative OS: -16.23578362135569 --- ticker PG --- day 2019-02-19 --- time 45000
2023-04-20 05:35:53,963 INFO Negative OS: -0.07248376140550072 --- ticker PG --- day 2019-04-08 --- time 39600
2023-04-20 05:36:17,974 INFO Negative OS: -0.8026744159843742 --- ticker PG --- day 2019-05-16 --- time 41400
2023-04-20 05:36:27,038 INFO Negative OS: -0.5712360147076412 --- ticker PG --- day 2019-05-31 --- time 48600
2023-04-20 05:36:59,445 INFO Negative OS: -0.014183318738750561 --- ticker PG --- day 2019-07-31 --- time 43200
2023-04-20 05:37:14,134 INFO Negative OS: -1.23107730133871 --- ticker PG --- day 2019-08-27 --- time 36000
2023-04-20 05:37:14,359 INFO Negative OS: -0.9313409090747313 --- ticker PG --- day 2019-08-27 --- time 39600
2023-04-20 05:37:14,717 INFO Negative OS: -1.805644731279831 --- ticker PG --- day 2019-08-27 --- time 46800
2023-04-20 05:37:15,501 INFO Negative OS: -0.055903565429360924 --- ticker PG --- day 2019-08-28 --- time 46800
2023-04-20 05:37:18,984 INFO Negative OS: -1.7507525031490592 --- ticker PG --- day 2019-09-04 --- time 52200
2023-04-20 05:37:20,676 INFO Negative OS: -1.3843237990069648 --- ticker PG --- day 2019-09-06 --- time 45000
2023-04-20 05:37:21,170 INFO Negative OS: -0.03831916124236967 --- ticker PG --- day 2019-09-06 --- time 46800
2023-04-20 05:37:29,573 INFO Negative OS: -0.890116458676133 --- ticker PG --- day 2019-09-23 --- time 45000
2023-04-20 05:37:31,815 INFO Negative OS: -0.24661691564559307 --- ticker PG --- day 2019-09-26 --- time 46800
2023-04-20 05:37:31,887 INFO Negative OS: -17.23627717869801 --- ticker PG --- day 2019-09-26 --- time 48600
2023-04-20 05:37:32,938 INFO Negative OS: -8.699932258029772 --- ticker PG --- day 2019-09-30 --- time 36000
2023-04-20 05:37:42,195 INFO Negative OS: -0.12575992918360845 --- ticker PG --- day 2019-10-16 --- time 48600
2023-04-20 05:37:42,252 INFO Negative OS: -1.8285597139727265 --- ticker PG --- day 2019-10-16 --- time 50400
2023-04-20 05:37:45,237 INFO Negative OS: -1.0297579058810773 --- ticker PG --- day 2019-10-23 --- time 41400
2023-04-20 05:37:46,260 INFO Negative OS: -16.59889429838917 --- ticker PG --- day 2019-10-24 --- time 48600
2023-04-20 05:37:48,270 INFO Negative OS: -15.244553523023175 --- ticker PG --- day 2019-10-29 --- time 36000
2023-04-20 05:37:49,586 INFO Negative OS: -0.9700795638695516 --- ticker PG --- day 2019-10-30 --- time 41400
2023-04-20 05:37:53,409 INFO Negative OS: -0.7802338989923103 --- ticker PG --- day 2019-11-05 --- time 52200
2023-04-20 05:38:01,303 INFO Negative OS: -6.651035250110671 --- ticker PG --- day 2019-11-20 --- time 50400
2023-04-20 05:38:17,963 INFO in_r2: 0.9431621587540678 , std 0.04074396108886164 
2023-04-20 05:38:17,963 INFO os_r2: 0.8579374966995418 , std 0.5168013321014241 
2023-04-20 05:38:17,963 INFO intercept: -0.001291692562920583 , std 0.001001977668310417 
2023-04-20 05:38:17,964 INFO ofi_add_1: 7.638878681516478e-05 , std 0.0001489501061004448 
2023-04-20 05:38:17,964 INFO ofi_add_2: 0.0001275897304666956 , std 0.0001785064130023838 
2023-04-20 05:38:17,964 INFO ofi_add_3: 0.00014250618102477832 , std 0.00021240682782863824 
2023-04-20 05:38:17,964 INFO ofi_add_4: 0.00012345153051085796 , std 0.00015759360476020844 
2023-04-20 05:38:17,964 INFO ofi_add_5: 0.00010810326820464701 , std 0.0001846436802382644 
2023-04-20 05:38:17,964 INFO ofi_add_6: 9.388942026524061e-05 , std 0.00014434095360035958 
2023-04-20 05:38:17,964 INFO ofi_add_7: 0.00011104921344972137 , std 0.0001707574476043622 
2023-04-20 05:38:17,964 INFO ofi_add_8: 0.00011462610047594467 , std 0.00015492736973889964 
2023-04-20 05:38:17,964 INFO ofi_add_9: 0.00010882428396017121 , std 0.00015094014727991872 
2023-04-20 05:38:17,964 INFO ofi_add_10: 0.00014524115085635416 , std 0.00021681463881781987 
2023-04-20 05:38:17,964 INFO ofi_cancel_1: 3.8996369746468486e-05 , std 0.00010433826407289044 
2023-04-20 05:38:17,964 INFO ofi_cancel_2: 0.00010291278078671319 , std 0.00015206036576496322 
2023-04-20 05:38:17,964 INFO ofi_cancel_3: 0.0001240597775586322 , std 0.00020174135481632933 
2023-04-20 05:38:17,964 INFO ofi_cancel_4: 0.0001117773915402665 , std 0.00015714375477151414 
2023-04-20 05:38:17,964 INFO ofi_cancel_5: 9.538008009625813e-05 , std 0.00016009114748531802 
2023-04-20 05:38:17,964 INFO ofi_cancel_6: 7.734041293479567e-05 , std 0.00013434797186623017 
2023-04-20 05:38:17,964 INFO ofi_cancel_7: 7.913674589672887e-05 , std 0.00015115204487125557 
2023-04-20 05:38:17,964 INFO ofi_cancel_8: 8.528519813498289e-05 , std 0.00013023824835001554 
2023-04-20 05:38:17,964 INFO ofi_cancel_9: 8.469012034175887e-05 , std 0.00014974052329603597 
2023-04-20 05:38:17,964 INFO ofi_cancel_10: 0.00010239161743107377 , std 0.00017442610045328156 
2023-04-20 05:38:17,964 INFO ofi_trade_1: 3.168847099206633e-05 , std 8.948770328744719e-05 
2023-04-20 05:38:17,964 INFO ofi_trade_2: 5.303329490367365e-05 , std 9.173654144542126e-05 
2023-04-20 05:38:17,964 INFO ofi_trade_3: 6.334064152830985e-05 , std 9.352704228313473e-05 
2023-04-20 05:38:17,964 INFO ofi_trade_4: 5.7222554561065115e-05 , std 8.846027628677825e-05 
2023-04-20 05:38:17,964 INFO ofi_trade_5: 4.702030733880699e-05 , std 8.091427950458798e-05 
2023-04-20 05:38:17,964 INFO ofi_trade_6: 4.272999423460514e-05 , std 7.889805494674564e-05 
2023-04-20 05:38:17,964 INFO ofi_trade_7: 5.417593295302914e-05 , std 9.331742897944817e-05 
2023-04-20 05:38:17,964 INFO ofi_trade_8: 5.406928776329464e-05 , std 8.409455531202389e-05 
2023-04-20 05:38:17,964 INFO ofi_trade_9: 5.196572570576734e-05 , std 9.178484131881213e-05 
2023-04-20 05:38:17,964 INFO ofi_trade_10: 6.435128737493279e-05 , std 0.00010310368314221545 
2023-04-20 05:38:17,964 INFO t_intercept: -16.640830078788895 , std 6.911769516918833 
2023-04-20 05:38:17,964 INFO t_ofi_add_1: 1.0084718254265463 , std 1.210423200627194 
2023-04-20 05:38:17,964 INFO t_ofi_add_2: 1.3280144385372246 , std 1.207334909176822 
2023-04-20 05:38:17,964 INFO t_ofi_add_3: 1.5474455001311813 , std 1.2655335568361965 
2023-04-20 05:38:17,964 INFO t_ofi_add_4: 1.2921353993049731 , std 1.1823140834691168 
2023-04-20 05:38:17,964 INFO t_ofi_add_5: 1.1010037883176749 , std 1.0877787206388585 
2023-04-20 05:38:17,964 INFO t_ofi_add_6: 0.9313548755203929 , std 1.003238496346374 
2023-04-20 05:38:17,964 INFO t_ofi_add_7: 1.0186136664968175 , std 1.0717092352168902 
2023-04-20 05:38:17,964 INFO t_ofi_add_8: 1.0570691977821647 , std 1.1215066262745361 
2023-04-20 05:38:17,964 INFO t_ofi_add_9: 1.0243808548052757 , std 1.1119371257218762 
2023-04-20 05:38:17,964 INFO t_ofi_add_10: 1.4258663647439853 , std 1.3593749456465714 
2023-04-20 05:38:17,964 INFO t_ofi_cancel_1: 0.6854710321167727 , std 1.0435856111559334 
2023-04-20 05:38:17,964 INFO t_ofi_cancel_2: 1.3355070024642675 , std 1.209006602252635 
2023-04-20 05:38:17,964 INFO t_ofi_cancel_3: 1.4338893756320237 , std 1.2311370873164484 
2023-04-20 05:38:17,964 INFO t_ofi_cancel_4: 1.2037744409859232 , std 1.1403990722144022 
2023-04-20 05:38:17,964 INFO t_ofi_cancel_5: 1.001210019278546 , std 1.0391569359439032 
2023-04-20 05:38:17,964 INFO t_ofi_cancel_6: 0.794711919593933 , std 0.9501068269888681 
2023-04-20 05:38:17,964 INFO t_ofi_cancel_7: 0.7600515448124304 , std 0.9729710151692852 
2023-04-20 05:38:17,964 INFO t_ofi_cancel_8: 0.87681827878365 , std 1.0591026774245287 
2023-04-20 05:38:17,964 INFO t_ofi_cancel_9: 0.8819676712224793 , std 1.0761423967549324 
2023-04-20 05:38:17,965 INFO t_ofi_cancel_10: 1.0767112008174975 , std 1.238873869361796 
2023-04-20 05:38:17,965 INFO t_ofi_trade_1: 0.5283508651824906 , std 1.0252538978206813 
2023-04-20 05:38:17,965 INFO t_ofi_trade_2: 0.8100433244027548 , std 1.0103595287689031 
2023-04-20 05:38:17,965 INFO t_ofi_trade_3: 0.8756897491489777 , std 1.0234088112303732 
2023-04-20 05:38:17,965 INFO t_ofi_trade_4: 0.7751567020003312 , std 0.9910502707472587 
2023-04-20 05:38:17,965 INFO t_ofi_trade_5: 0.660477996029794 , std 0.9213392878620703 
2023-04-20 05:38:17,965 INFO t_ofi_trade_6: 0.5992454592532219 , std 0.9016512290984966 
2023-04-20 05:38:17,965 INFO t_ofi_trade_7: 0.7692299144246566 , std 0.980655457335379 
2023-04-20 05:38:17,965 INFO t_ofi_trade_8: 0.7751704192926892 , std 0.9847696888099037 
2023-04-20 05:38:17,965 INFO t_ofi_trade_9: 0.7312306401164109 , std 0.9437762588176918 
2023-04-20 05:38:17,965 INFO t_ofi_trade_10: 0.952294771862947 , std 1.0996124229359938 
2023-04-20 05:38:17,965 INFO p_intercept: 0.0023075779804900155 , std 0.03321030358277636 
