2023-04-20 05:26:08,630 INFO Tickers: ['V']
2023-04-20 05:26:15,940 INFO Negative OS: -0.20951868872907586 --- ticker V --- day 2017-01-17 --- time 36000
2023-04-20 05:26:30,559 INFO Negative OS: -0.0005505832841525837 --- ticker V --- day 2017-02-09 --- time 50400
2023-04-20 05:26:31,583 INFO Negative OS: -0.7741284345801394 --- ticker V --- day 2017-02-13 --- time 36000
2023-04-20 05:26:39,278 INFO Negative OS: -0.22854478252132182 --- ticker V --- day 2017-02-23 --- time 52200
2023-04-20 05:27:03,921 INFO Negative OS: -0.6832944927573386 --- ticker V --- day 2017-03-31 --- time 50400
2023-04-20 05:27:21,892 INFO Negative OS: -1.0903224630425066 --- ticker V --- day 2017-04-28 --- time 36000
2023-04-20 05:27:38,242 INFO Negative OS: -6.894464742450166 --- ticker V --- day 2017-05-24 --- time 48600
2023-04-20 05:27:38,377 INFO Negative OS: -10.227599053367042 --- ticker V --- day 2017-05-24 --- time 52200
2023-04-20 05:28:02,153 INFO Negative OS: -0.13554338800416388 --- ticker V --- day 2017-07-05 --- time 41400
2023-04-20 05:28:11,154 INFO Negative OS: -0.475400287241714 --- ticker V --- day 2017-07-20 --- time 36000
2023-04-20 05:28:44,822 INFO Negative OS: -2.701793346334959 --- ticker V --- day 2017-09-18 --- time 52200
2023-04-20 05:28:46,391 INFO Negative OS: -2.0391303372454352 --- ticker V --- day 2017-09-20 --- time 50400
2023-04-20 05:28:59,158 INFO Negative OS: -0.04163452796872802 --- ticker V --- day 2017-10-12 --- time 52200
2023-04-20 05:29:01,079 INFO Negative OS: -0.933128291639624 --- ticker V --- day 2017-10-17 --- time 50400
2023-04-20 05:29:29,917 INFO Negative OS: -0.09277242030529909 --- ticker V --- day 2017-12-13 --- time 50400
2023-04-20 05:29:33,153 INFO Negative OS: -0.6407139821711749 --- ticker V --- day 2017-12-21 --- time 39600
2023-04-20 05:29:40,339 INFO Negative OS: -0.217320294742831 --- ticker V --- day 2018-01-05 --- time 41400
2023-04-20 05:29:44,154 INFO Negative OS: -8.680363807466094 --- ticker V --- day 2018-01-11 --- time 46800
2023-04-20 05:29:46,996 INFO Negative OS: -0.5472251190740192 --- ticker V --- day 2018-01-16 --- time 52200
2023-04-20 05:29:48,600 INFO Negative OS: -2.2249828413457933 --- ticker V --- day 2018-01-18 --- time 43200
2023-04-20 05:29:49,705 INFO Negative OS: -0.7648918045280173 --- ticker V --- day 2018-01-19 --- time 52200
2023-04-20 05:29:58,405 INFO Negative OS: -0.9153013788574664 --- ticker V --- day 2018-02-02 --- time 50400
2023-04-20 05:29:58,519 INFO Negative OS: -2.259839945513409 --- ticker V --- day 2018-02-02 --- time 52200
2023-04-20 05:30:03,857 INFO Negative OS: -1.4205739306104066 --- ticker V --- day 2018-02-06 --- time 50400
2023-04-20 05:30:06,305 INFO Negative OS: -0.282091100977097 --- ticker V --- day 2018-02-08 --- time 43200
2023-04-20 05:30:07,533 INFO Negative OS: -3.6049781713760947 --- ticker V --- day 2018-02-09 --- time 36000
2023-04-20 05:30:09,443 INFO Negative OS: -0.8431537264822859 --- ticker V --- day 2018-02-09 --- time 50400
2023-04-20 05:30:15,094 INFO Negative OS: -0.09165279400615112 --- ticker V --- day 2018-02-20 --- time 50400
2023-04-20 05:30:15,189 INFO Negative OS: -0.37852966816693856 --- ticker V --- day 2018-02-20 --- time 52200
2023-04-20 05:30:25,955 INFO Negative OS: -0.190269170901334 --- ticker V --- day 2018-03-09 --- time 41400
2023-04-20 05:30:26,298 INFO Negative OS: -6.356182418098224 --- ticker V --- day 2018-03-09 --- time 46800
2023-04-20 05:30:30,547 INFO Negative OS: -4.5609417393774665 --- ticker V --- day 2018-03-16 --- time 52200
2023-04-20 05:30:32,211 INFO Negative OS: -1.850910706382666 --- ticker V --- day 2018-03-20 --- time 48600
2023-04-20 05:30:36,636 INFO Negative OS: -0.14500695952266018 --- ticker V --- day 2018-03-27 --- time 37800
2023-04-20 05:30:37,766 INFO Negative OS: -1.9435461180966973 --- ticker V --- day 2018-03-28 --- time 36000
2023-04-20 05:30:43,177 INFO Negative OS: -0.24720904834396662 --- ticker V --- day 2018-04-04 --- time 36000
2023-04-20 05:30:51,001 INFO Negative OS: -0.26454045217182154 --- ticker V --- day 2018-04-17 --- time 46800
2023-04-20 05:30:51,231 INFO Negative OS: -0.7211131019353081 --- ticker V --- day 2018-04-17 --- time 52200
2023-04-20 05:30:56,474 INFO Negative OS: -0.00782054134558452 --- ticker V --- day 2018-04-26 --- time 41400
2023-04-20 05:30:56,685 INFO Negative OS: -0.032298386858190975 --- ticker V --- day 2018-04-26 --- time 45000
2023-04-20 05:31:05,155 INFO Negative OS: -0.09508941651397906 --- ticker V --- day 2018-05-11 --- time 45000
2023-04-20 05:31:10,960 INFO Negative OS: -2.7111575705515056 --- ticker V --- day 2018-05-24 --- time 37800
2023-04-20 05:31:22,555 INFO Negative OS: -2.5599670051058996 --- ticker V --- day 2018-06-15 --- time 50400
2023-04-20 05:31:36,347 INFO Negative OS: -0.23949472754303347 --- ticker V --- day 2018-07-10 --- time 41400
2023-04-20 05:31:36,444 INFO Negative OS: -6.220641963601493 --- ticker V --- day 2018-07-10 --- time 43200
2023-04-20 05:32:49,763 INFO Negative OS: -0.06745300553033551 --- ticker V --- day 2018-10-25 --- time 39600
2023-04-20 05:32:50,152 INFO Negative OS: -0.295464862351958 --- ticker V --- day 2018-10-25 --- time 46800
2023-04-20 05:32:50,236 INFO Negative OS: -0.2615608768206441 --- ticker V --- day 2018-10-25 --- time 48600
2023-04-20 05:32:54,884 INFO Negative OS: -1.6877663274536197 --- ticker V --- day 2018-10-30 --- time 43200
2023-04-20 05:32:55,262 INFO Negative OS: -0.22252541128052927 --- ticker V --- day 2018-10-30 --- time 45000
2023-04-20 05:32:57,390 INFO Negative OS: -0.6238984917373098 --- ticker V --- day 2018-11-01 --- time 45000
2023-04-20 05:32:57,628 INFO Negative OS: -0.15534985500063736 --- ticker V --- day 2018-11-01 --- time 48600
2023-04-20 05:33:01,232 INFO Negative OS: -7.064435050844352 --- ticker V --- day 2018-11-06 --- time 43200
2023-04-20 05:33:14,450 INFO Negative OS: -1.7753329471218637 --- ticker V --- day 2018-11-26 --- time 37800
2023-04-20 05:33:24,978 INFO Negative OS: -5.984566178749853 --- ticker V --- day 2018-12-10 --- time 52200
2023-04-20 05:33:40,379 INFO Negative OS: -112.77938952617671 --- ticker V --- day 2018-12-31 --- time 45000
2023-04-20 05:33:42,356 INFO Negative OS: -0.34332998863780473 --- ticker V --- day 2019-01-03 --- time 36000
2023-04-20 05:35:23,485 INFO Negative OS: -1.5443622143154503 --- ticker V --- day 2019-05-28 --- time 41400
2023-04-20 05:35:30,944 INFO Negative OS: -0.27080664683653644 --- ticker V --- day 2019-06-10 --- time 36000
2023-04-20 05:36:06,067 INFO Negative OS: -2.1390815007546236 --- ticker V --- day 2019-07-31 --- time 43200
2023-04-20 05:36:09,154 INFO Negative OS: -0.26079660393618864 --- ticker V --- day 2019-08-05 --- time 43200
2023-04-20 05:36:14,310 INFO Negative OS: -2.1625476245674884 --- ticker V --- day 2019-08-12 --- time 52200
2023-04-20 05:36:36,939 INFO Negative OS: -0.7559633124072045 --- ticker V --- day 2019-09-16 --- time 45000
2023-04-20 05:36:44,482 INFO Negative OS: -0.9036909925584176 --- ticker V --- day 2019-09-26 --- time 45000
2023-04-20 05:36:53,935 INFO Negative OS: -2.145253526836394 --- ticker V --- day 2019-10-08 --- time 52200
2023-04-20 05:37:06,328 INFO Negative OS: -1.6353790154918215 --- ticker V --- day 2019-10-28 --- time 36000
2023-04-20 05:37:06,542 INFO Negative OS: -0.34564401891381524 --- ticker V --- day 2019-10-28 --- time 39600
2023-04-20 05:37:17,528 INFO Negative OS: -0.12734840887974186 --- ticker V --- day 2019-11-13 --- time 41400
2023-04-20 05:37:24,697 INFO Negative OS: -1.671511211398209 --- ticker V --- day 2019-11-25 --- time 39600
2023-04-20 05:37:29,426 INFO Negative OS: -0.13823306695817217 --- ticker V --- day 2019-12-03 --- time 46800
2023-04-20 05:37:38,998 INFO in_r2: 0.9078603571109716 , std 0.05414003857001071 
2023-04-20 05:37:38,999 INFO os_r2: 0.8023572047020583 , std 1.3756098134717218 
2023-04-20 05:37:38,999 INFO intercept: -0.0017627629308041356 , std 0.001988840249420788 
2023-04-20 05:37:38,999 INFO ofi_add_1: 0.00015649623106711404 , std 0.00025838272455612585 
2023-04-20 05:37:38,999 INFO ofi_add_2: 0.00021103988805699014 , std 0.00036828373890757874 
2023-04-20 05:37:38,999 INFO ofi_add_3: 0.0002087092094542262 , std 0.0003643224354533835 
2023-04-20 05:37:38,999 INFO ofi_add_4: 0.0001766925346751838 , std 0.00036037674030286126 
2023-04-20 05:37:38,999 INFO ofi_add_5: 0.0001553560611940359 , std 0.00036758899600916416 
2023-04-20 05:37:38,999 INFO ofi_add_6: 0.00013033086464974062 , std 0.00037975599205859316 
2023-04-20 05:37:38,999 INFO ofi_add_7: 0.00011548378420135891 , std 0.00028983002270916244 
2023-04-20 05:37:38,999 INFO ofi_add_8: 0.00012321379322089267 , std 0.0003178850779278036 
2023-04-20 05:37:38,999 INFO ofi_add_9: 0.00013097035938994264 , std 0.0003193787856681392 
2023-04-20 05:37:38,999 INFO ofi_add_10: 0.00018979903320565593 , std 0.0003364540154101461 
2023-04-20 05:37:38,999 INFO ofi_cancel_1: 0.00011686514957670198 , std 0.00021817143851289258 
2023-04-20 05:37:38,999 INFO ofi_cancel_2: 0.00018071838014352377 , std 0.00034378619108843344 
2023-04-20 05:37:38,999 INFO ofi_cancel_3: 0.00017849288885956403 , std 0.00034155442763202294 
2023-04-20 05:37:38,999 INFO ofi_cancel_4: 0.00015415894964621333 , std 0.0003225742314142236 
2023-04-20 05:37:38,999 INFO ofi_cancel_5: 0.00013417588670518673 , std 0.0003495083306622845 
2023-04-20 05:37:38,999 INFO ofi_cancel_6: 0.00011224891911758141 , std 0.0003646315774980775 
2023-04-20 05:37:38,999 INFO ofi_cancel_7: 9.263541137740698e-05 , std 0.00027242241309812415 
2023-04-20 05:37:38,999 INFO ofi_cancel_8: 9.524959515032629e-05 , std 0.00029517904677289146 
2023-04-20 05:37:38,999 INFO ofi_cancel_9: 0.00010470393259763317 , std 0.0002934745808987067 
2023-04-20 05:37:38,999 INFO ofi_cancel_10: 0.00014945850220079795 , std 0.0003092459235474806 
2023-04-20 05:37:38,999 INFO ofi_trade_1: 6.760439784612811e-05 , std 0.00015630932310638915 
2023-04-20 05:37:38,999 INFO ofi_trade_2: 6.241411310883095e-05 , std 0.00011642603484315684 
2023-04-20 05:37:38,999 INFO ofi_trade_3: 6.456222118480704e-05 , std 0.00012253455191944132 
2023-04-20 05:37:38,999 INFO ofi_trade_4: 6.18783796538113e-05 , std 0.00013409172090077479 
2023-04-20 05:37:38,999 INFO ofi_trade_5: 5.3338434246174185e-05 , std 0.0001320479573806861 
2023-04-20 05:37:38,999 INFO ofi_trade_6: 4.8586129699584384e-05 , std 0.00011610016611672312 
2023-04-20 05:37:38,999 INFO ofi_trade_7: 4.7172396784983296e-05 , std 0.00011430840447353369 
2023-04-20 05:37:38,999 INFO ofi_trade_8: 5.5991986413329165e-05 , std 0.00011149218271442494 
2023-04-20 05:37:38,999 INFO ofi_trade_9: 5.737785555730817e-05 , std 0.00010090742517675639 
2023-04-20 05:37:38,999 INFO ofi_trade_10: 7.70568278345008e-05 , std 0.00012981976818212212 
2023-04-20 05:37:38,999 INFO t_intercept: -12.684679353953129 , std 6.0000818149048785 
2023-04-20 05:37:38,999 INFO t_ofi_add_1: 1.3687986303759188 , std 1.3731067815823104 
2023-04-20 05:37:38,999 INFO t_ofi_add_2: 1.2935459339273203 , std 1.169251148854061 
2023-04-20 05:37:38,999 INFO t_ofi_add_3: 1.2519923706794538 , std 1.071913195313822 
2023-04-20 05:37:38,999 INFO t_ofi_add_4: 0.9928884157096438 , std 0.964991556515075 
2023-04-20 05:37:38,999 INFO t_ofi_add_5: 0.8423492943348215 , std 0.8893651518682644 
2023-04-20 05:37:38,999 INFO t_ofi_add_6: 0.6801288555039572 , std 0.7909889725748842 
2023-04-20 05:37:38,999 INFO t_ofi_add_7: 0.6285158781721057 , std 0.7978234059683571 
2023-04-20 05:37:38,999 INFO t_ofi_add_8: 0.66635853071465 , std 0.8187398038822462 
2023-04-20 05:37:38,999 INFO t_ofi_add_9: 0.7019915120664455 , std 0.8587870640308612 
2023-04-20 05:37:38,999 INFO t_ofi_add_10: 1.0947642624256935 , std 1.116149802232631 
2023-04-20 05:37:38,999 INFO t_ofi_cancel_1: 1.2019408342539457 , std 1.3433115605630872 
2023-04-20 05:37:38,999 INFO t_ofi_cancel_2: 1.2833650563529313 , std 1.1856351066883657 
2023-04-20 05:37:38,999 INFO t_ofi_cancel_3: 1.1695815337086857 , std 1.0448601268699622 
2023-04-20 05:37:38,999 INFO t_ofi_cancel_4: 0.9456185276233106 , std 0.9470351921206406 
2023-04-20 05:37:38,999 INFO t_ofi_cancel_5: 0.7708832773321015 , std 0.8636930028366999 
2023-04-20 05:37:39,000 INFO t_ofi_cancel_6: 0.5991657944211265 , std 0.7665277487127079 
2023-04-20 05:37:39,000 INFO t_ofi_cancel_7: 0.5145282396595586 , std 0.7547097825524417 
2023-04-20 05:37:39,000 INFO t_ofi_cancel_8: 0.5411365377458045 , std 0.7673765040612128 
2023-04-20 05:37:39,000 INFO t_ofi_cancel_9: 0.6075111149648569 , std 0.8252567734557731 
2023-04-20 05:37:39,000 INFO t_ofi_cancel_10: 0.92227675127881 , std 1.0588798670729178 
2023-04-20 05:37:39,000 INFO t_ofi_trade_1: 0.6914169915566256 , std 1.0205744405482755 
2023-04-20 05:37:39,000 INFO t_ofi_trade_2: 0.6694070545030807 , std 0.89083793706099 
2023-04-20 05:37:39,000 INFO t_ofi_trade_3: 0.6692806281824282 , std 0.8673454158433151 
2023-04-20 05:37:39,000 INFO t_ofi_trade_4: 0.5931989358235527 , std 0.8124408405607312 
2023-04-20 05:37:39,000 INFO t_ofi_trade_5: 0.5192501170085351 , std 0.7779769021257215 
2023-04-20 05:37:39,000 INFO t_ofi_trade_6: 0.4736953575870807 , std 0.7410094700954322 
2023-04-20 05:37:39,000 INFO t_ofi_trade_7: 0.48844053198492127 , std 0.7579721393125174 
2023-04-20 05:37:39,000 INFO t_ofi_trade_8: 0.5736897045536372 , std 0.8138391879658065 
2023-04-20 05:37:39,000 INFO t_ofi_trade_9: 0.6095629703661541 , std 0.8145616888318209 
2023-04-20 05:37:39,000 INFO t_ofi_trade_10: 0.8381001855267167 , std 0.953099219757631 
2023-04-20 05:37:39,000 INFO p_intercept: 0.004872840227809317 , std 0.048170493437336113 
2023-04-20 05:37:39,000 INFO p_ofi_add_1: 0.40728569426234773 , std 0.3898362123391042 
2023-04-20 05:37:39,000 INFO p_ofi_add_2: 0.40733733732178345 , std 0.3831672696377607 
2023-04-20 05:37:39,000 INFO p_ofi_add_3: 0.3980803224118621 , std 0.36875508518640754 
2023-04-20 05:37:39,000 INFO p_ofi_add_4: 0.48233651587714677 , std 0.3744314750565037 
2023-04-20 05:37:39,000 INFO p_ofi_add_5: 0.5374893010061969 , std 0.36926298558791704 
2023-04-20 05:37:39,000 INFO p_ofi_add_6: 0.6044492513291801 , std 0.3582679356473798 
2023-04-20 05:37:39,000 INFO p_ofi_add_7: 0.629303758794761 , std 0.35021715995900654 
2023-04-20 05:37:39,000 INFO p_ofi_add_8: 0.6170103303328361 , std 0.3567298489312828 
2023-04-20 05:37:39,000 INFO p_ofi_add_9: 0.6088683580608701 , std 0.3610728265074042 
2023-04-20 05:37:39,000 INFO p_ofi_add_10: 0.4748136045834694 , std 0.38620586003562574 
2023-04-20 05:37:39,000 INFO p_ofi_cancel_1: 0.45953008238488324 , std 0.4034639968254461 
2023-04-20 05:37:39,000 INFO p_ofi_cancel_2: 0.414669770779673 , std 0.3927686630468699 
2023-04-20 05:37:39,000 INFO p_ofi_cancel_3: 0.42541123279513066 , std 0.37797292045429365 
