2023-04-20 05:45:04,763 INFO Tickers: ['CVX']
2023-04-20 05:45:18,479 INFO Negative OS: -3.296341098981361 --- ticker CVX --- day 2017-01-25 --- time 48600
2023-04-20 05:45:53,312 INFO Negative OS: -4.365762104315274 --- ticker CVX --- day 2017-03-27 --- time 45000
2023-04-20 05:46:15,214 INFO Negative OS: -5.087333118084792 --- ticker CVX --- day 2017-04-28 --- time 37800
2023-04-20 05:46:15,432 INFO Negative OS: -2.690175399762491 --- ticker CVX --- day 2017-04-28 --- time 39600
2023-04-20 05:46:52,447 INFO Negative OS: -0.3823771913692602 --- ticker CVX --- day 2017-06-30 --- time 46800
2023-04-20 05:47:07,914 INFO Negative OS: -18.21415088732561 --- ticker CVX --- day 2017-07-28 --- time 41400
2023-04-20 05:47:29,687 INFO Negative OS: -0.2734525846349165 --- ticker CVX --- day 2017-09-06 --- time 45000
2023-04-20 05:47:29,880 INFO Negative OS: -0.576899701802853 --- ticker CVX --- day 2017-09-06 --- time 48600
2023-04-20 05:47:30,103 INFO Negative OS: -9.461164722682831 --- ticker CVX --- day 2017-09-07 --- time 36000
2023-04-20 05:47:37,750 INFO Negative OS: -0.6500577406209531 --- ticker CVX --- day 2017-09-21 --- time 36000
2023-04-20 05:47:45,598 INFO Negative OS: -0.07144279967066702 --- ticker CVX --- day 2017-10-05 --- time 45000
2023-04-20 05:48:22,416 INFO Negative OS: -0.39211191741843354 --- ticker CVX --- day 2017-12-08 --- time 36000
2023-04-20 05:48:23,272 INFO Negative OS: -2.189833609352873 --- ticker CVX --- day 2017-12-11 --- time 36000
2023-04-20 05:48:30,177 INFO Negative OS: -1.6161750291422416 --- ticker CVX --- day 2017-12-21 --- time 46800
2023-04-20 05:48:33,660 INFO Negative OS: -0.34269109573646794 --- ticker CVX --- day 2018-01-02 --- time 39600
2023-04-20 05:48:34,836 INFO Negative OS: -1.6278970886227317 --- ticker CVX --- day 2018-01-03 --- time 36000
2023-04-20 05:49:09,605 INFO Negative OS: -1.1678137708182144 --- ticker CVX --- day 2018-03-05 --- time 39600
2023-04-20 05:49:19,044 INFO Negative OS: -1.2301017963225211 --- ticker CVX --- day 2018-03-21 --- time 37800
2023-04-20 05:49:21,922 INFO Negative OS: -1.475297558364923 --- ticker CVX --- day 2018-03-26 --- time 52200
2023-04-20 05:49:25,212 INFO Negative OS: -0.01763297182172785 --- ticker CVX --- day 2018-04-02 --- time 46800
2023-04-20 05:49:27,829 INFO Negative OS: -0.8941850786082197 --- ticker CVX --- day 2018-04-05 --- time 52200
2023-04-20 05:49:34,252 INFO Negative OS: -13.328375954561555 --- ticker CVX --- day 2018-04-18 --- time 41400
2023-04-20 05:49:34,695 INFO Negative OS: -233.3157466640429 --- ticker CVX --- day 2018-04-18 --- time 43200
2023-04-20 05:49:35,329 INFO Negative OS: -0.7042473259384854 --- ticker CVX --- day 2018-04-19 --- time 37800
2023-04-20 05:49:35,440 INFO Negative OS: -0.6192849628183554 --- ticker CVX --- day 2018-04-19 --- time 39600
2023-04-20 05:49:39,944 INFO Negative OS: -1.177034107886139 --- ticker CVX --- day 2018-04-27 --- time 43200
2023-04-20 05:49:50,744 INFO Negative OS: -1.0112759373238007 --- ticker CVX --- day 2018-05-22 --- time 37800
2023-04-20 05:50:48,401 INFO Negative OS: -0.55543945505681 --- ticker CVX --- day 2018-09-06 --- time 36000
2023-04-20 05:51:02,090 INFO Negative OS: -0.15657180168340634 --- ticker CVX --- day 2018-10-03 --- time 37800
2023-04-20 05:51:12,133 INFO Negative OS: -0.022777174268681977 --- ticker CVX --- day 2018-10-19 --- time 46800
2023-04-20 05:51:28,152 INFO Negative OS: -0.279318812803778 --- ticker CVX --- day 2018-11-15 --- time 39600
2023-04-20 05:51:30,542 INFO Negative OS: -1.3604356931953205 --- ticker CVX --- day 2018-11-19 --- time 52200
2023-04-20 05:51:45,726 INFO Negative OS: -0.0029897635264368727 --- ticker CVX --- day 2018-12-19 --- time 48600
2023-04-20 05:51:48,535 INFO Negative OS: -0.24403586397345545 --- ticker CVX --- day 2018-12-26 --- time 37800
2023-04-20 05:51:53,220 INFO Negative OS: -1.0490885164875743 --- ticker CVX --- day 2019-01-03 --- time 36000
2023-04-20 05:52:39,428 INFO Negative OS: -1.2524656402594054 --- ticker CVX --- day 2019-03-18 --- time 41400
2023-04-20 05:53:20,042 INFO Negative OS: -1.211030988639429 --- ticker CVX --- day 2019-05-16 --- time 50400
2023-04-20 05:53:20,209 INFO Negative OS: -0.843823236429311 --- ticker CVX --- day 2019-05-17 --- time 36000
2023-04-20 05:53:50,090 INFO Negative OS: -4.362039099682471 --- ticker CVX --- day 2019-07-12 --- time 36000
2023-04-20 05:54:03,201 INFO Negative OS: -1.6579601125691492 --- ticker CVX --- day 2019-08-07 --- time 36000
2023-04-20 05:54:11,041 INFO Negative OS: -0.015974914405861185 --- ticker CVX --- day 2019-08-21 --- time 50400
2023-04-20 05:54:17,555 INFO Negative OS: -0.02079328789609125 --- ticker CVX --- day 2019-09-04 --- time 36000
2023-04-20 05:54:23,847 INFO Negative OS: -0.8071212984688414 --- ticker CVX --- day 2019-09-16 --- time 45000
2023-04-20 05:54:26,649 INFO Negative OS: -0.7900224738504054 --- ticker CVX --- day 2019-09-20 --- time 39600
2023-04-20 05:54:27,001 INFO Negative OS: -5.30587925714011 --- ticker CVX --- day 2019-09-20 --- time 46800
2023-04-20 05:54:28,033 INFO Negative OS: -12.177450349830867 --- ticker CVX --- day 2019-09-23 --- time 50400
2023-04-20 05:54:28,203 INFO Negative OS: -8.292527852643387 --- ticker CVX --- day 2019-09-23 --- time 52200
2023-04-20 05:54:32,425 INFO Negative OS: -1.3525905219494585 --- ticker CVX --- day 2019-10-01 --- time 36000
2023-04-20 05:54:41,858 INFO Negative OS: -1.8414960709002388 --- ticker CVX --- day 2019-10-17 --- time 50400
2023-04-20 05:54:42,856 INFO Negative OS: -0.37604673083864903 --- ticker CVX --- day 2019-10-21 --- time 37800
2023-04-20 05:54:43,140 INFO Negative OS: -0.12803451116823683 --- ticker CVX --- day 2019-10-21 --- time 45000
2023-04-20 05:54:48,656 INFO Negative OS: -0.7917363349915851 --- ticker CVX --- day 2019-11-01 --- time 37800
2023-04-20 05:54:49,332 INFO Negative OS: -1.1427316841057893 --- ticker CVX --- day 2019-11-04 --- time 37800
2023-04-20 05:54:50,113 INFO Negative OS: -4.990035763012372 --- ticker CVX --- day 2019-11-05 --- time 36000
2023-04-20 05:54:51,080 INFO Negative OS: -2.378841602367824 --- ticker CVX --- day 2019-11-05 --- time 50400
2023-04-20 05:54:52,793 INFO Negative OS: -3.2412067396519344 --- ticker CVX --- day 2019-11-08 --- time 37800
2023-04-20 05:54:55,763 INFO Negative OS: -1.310200403109194 --- ticker CVX --- day 2019-11-13 --- time 48600
2023-04-20 05:54:58,486 INFO Negative OS: -3.1138135601325008 --- ticker CVX --- day 2019-11-19 --- time 43200
2023-04-20 05:55:00,996 INFO Negative OS: -0.47944820764289475 --- ticker CVX --- day 2019-11-22 --- time 48600
2023-04-20 05:55:01,511 INFO Negative OS: -4.086027677146224 --- ticker CVX --- day 2019-11-25 --- time 41400
2023-04-20 05:55:02,105 INFO Negative OS: -3.782049621248392 --- ticker CVX --- day 2019-11-26 --- time 37800
2023-04-20 05:55:02,868 INFO Negative OS: -7.844653765466017 --- ticker CVX --- day 2019-11-27 --- time 37800
2023-04-20 05:55:12,167 INFO Negative OS: -1.118837911206751 --- ticker CVX --- day 2019-12-13 --- time 45000
2023-04-20 05:55:12,462 INFO in_r2: 0.9068233662532296 , std 0.05283719689349431 
2023-04-20 05:55:12,462 INFO os_r2: 0.7948259352388154 , std 2.770852385177631 
2023-04-20 05:55:12,462 INFO intercept: -0.0015808020196615685 , std 0.001153476583280911 
2023-04-20 05:55:12,462 INFO ofi_add_1: 0.00015528579189965787 , std 0.0002384390992570045 
2023-04-20 05:55:12,462 INFO ofi_add_2: 0.00021538698196140417 , std 0.00026356083700222423 
2023-04-20 05:55:12,462 INFO ofi_add_3: 0.00019216516273403694 , std 0.0002461136388433827 
2023-04-20 05:55:12,462 INFO ofi_add_4: 0.00016308007799516392 , std 0.00021830842558677696 
2023-04-20 05:55:12,462 INFO ofi_add_5: 0.00013022794029816023 , std 0.000195019979630845 
2023-04-20 05:55:12,462 INFO ofi_add_6: 0.00011505519133069448 , std 0.00017743305991714206 
2023-04-20 05:55:12,462 INFO ofi_add_7: 0.00010083578567995201 , std 0.00017211042267135295 
2023-04-20 05:55:12,462 INFO ofi_add_8: 0.00010461234130458311 , std 0.0001802970094151755 
2023-04-20 05:55:12,462 INFO ofi_add_9: 0.00011087026947422729 , std 0.0001755794029323815 
2023-04-20 05:55:12,462 INFO ofi_add_10: 0.00014559303074165026 , std 0.00021779698295770197 
2023-04-20 05:55:12,462 INFO ofi_cancel_1: 0.00012265378950339348 , std 0.0002045301181506605 
2023-04-20 05:55:12,462 INFO ofi_cancel_2: 0.00018418678988151098 , std 0.00024190803893655915 
2023-04-20 05:55:12,462 INFO ofi_cancel_3: 0.0001576097421651935 , std 0.00022224732316452497 
2023-04-20 05:55:12,462 INFO ofi_cancel_4: 0.0001409826805147533 , std 0.00019671635713102735 
2023-04-20 05:55:12,462 INFO ofi_cancel_5: 0.00010886735303771503 , std 0.0001807128352726345 
2023-04-20 05:55:12,462 INFO ofi_cancel_6: 9.01863406089338e-05 , std 0.0001617007442472528 
2023-04-20 05:55:12,463 INFO ofi_cancel_7: 7.28780117916393e-05 , std 0.0001584488642974382 
2023-04-20 05:55:12,463 INFO ofi_cancel_8: 6.79832654280434e-05 , std 0.0001510751217814943 
2023-04-20 05:55:12,463 INFO ofi_cancel_9: 7.71613531691671e-05 , std 0.00015478207820534764 
2023-04-20 05:55:12,463 INFO ofi_cancel_10: 0.00010818624218118518 , std 0.00019507457767677048 
2023-04-20 05:55:12,463 INFO ofi_trade_1: 7.344870910500057e-05 , std 0.00016585032052842687 
2023-04-20 05:55:12,463 INFO ofi_trade_2: 7.258703017905214e-05 , std 0.00012431884969863003 
2023-04-20 05:55:12,463 INFO ofi_trade_3: 6.61126694298385e-05 , std 0.00011152008225396699 
2023-04-20 05:55:12,463 INFO ofi_trade_4: 6.014710058180035e-05 , std 0.00010329932027348704 
2023-04-20 05:55:12,463 INFO ofi_trade_5: 5.019129624589199e-05 , std 9.853175362025933e-05 
2023-04-20 05:55:12,463 INFO ofi_trade_6: 4.856738702219314e-05 , std 9.354936977959842e-05 
2023-04-20 05:55:12,463 INFO ofi_trade_7: 4.241519054843582e-05 , std 9.20998365003401e-05 
2023-04-20 05:55:12,463 INFO ofi_trade_8: 4.747067815338793e-05 , std 9.279274677411705e-05 
2023-04-20 05:55:12,463 INFO ofi_trade_9: 5.562911628918129e-05 , std 0.00010703321641207179 
2023-04-20 05:55:12,463 INFO ofi_trade_10: 6.637404036722001e-05 , std 0.00011544969054114812 
2023-04-20 05:55:12,463 INFO t_intercept: -13.070763565284377 , std 5.356950581332807 
2023-04-20 05:55:12,463 INFO t_ofi_add_1: 1.4780371749674586 , std 1.3781690885413533 
2023-04-20 05:55:12,463 INFO t_ofi_add_2: 1.5282465073521656 , std 1.1869371866662808 
2023-04-20 05:55:12,463 INFO t_ofi_add_3: 1.1935910273789845 , std 0.9923424988667994 
2023-04-20 05:55:12,463 INFO t_ofi_add_4: 0.961545527849538 , std 0.9064385654759078 
2023-04-20 05:55:12,463 INFO t_ofi_add_5: 0.7398706198621064 , std 0.7988232847951802 
2023-04-20 05:55:12,463 INFO t_ofi_add_6: 0.6426715825662821 , std 0.7280866429067514 
2023-04-20 05:55:12,463 INFO t_ofi_add_7: 0.5608078964265266 , std 0.6832220377733964 
2023-04-20 05:55:12,463 INFO t_ofi_add_8: 0.5445925858297859 , std 0.6655321248566894 
2023-04-20 05:55:12,463 INFO t_ofi_add_9: 0.568708238520543 , std 0.6907464783675001 
2023-04-20 05:55:12,463 INFO t_ofi_add_10: 0.8591825044999458 , std 0.9432861082380591 
2023-04-20 05:55:12,463 INFO t_ofi_cancel_1: 1.4166418658984588 , std 1.3166668632251637 
2023-04-20 05:55:12,463 INFO t_ofi_cancel_2: 1.5439618973160587 , std 1.1979856514340472 
2023-04-20 05:55:12,463 INFO t_ofi_cancel_3: 1.1197327810529727 , std 0.9644277038587326 
2023-04-20 05:55:12,463 INFO t_ofi_cancel_4: 0.9446536793445792 , std 0.8929001478197782 
2023-04-20 05:55:12,463 INFO t_ofi_cancel_5: 0.6907620475545392 , std 0.787991649132267 
2023-04-20 05:55:12,463 INFO t_ofi_cancel_6: 0.5553821753980775 , std 0.7148860821514283 
2023-04-20 05:55:12,463 INFO t_ofi_cancel_7: 0.4436652251379106 , std 0.6585773674408486 
2023-04-20 05:55:12,463 INFO t_ofi_cancel_8: 0.40419668495227984 , std 0.6241344383773093 
2023-04-20 05:55:12,463 INFO t_ofi_cancel_9: 0.4637348222847052 , std 0.671214262280498 
2023-04-20 05:55:12,463 INFO t_ofi_cancel_10: 0.7414199045249021 , std 0.9112852165470474 
2023-04-20 05:55:12,463 INFO t_ofi_trade_1: 0.751130305364857 , std 1.0366779257120582 
2023-04-20 05:55:12,463 INFO t_ofi_trade_2: 0.739355849711204 , std 0.8991738180803928 
2023-04-20 05:55:12,463 INFO t_ofi_trade_3: 0.6213974263288775 , std 0.8081254706220289 
2023-04-20 05:55:12,463 INFO t_ofi_trade_4: 0.5640920155396631 , std 0.7777554478293127 
2023-04-20 05:55:12,463 INFO t_ofi_trade_5: 0.4693580113174563 , std 0.7162003092199329 
2023-04-20 05:55:12,463 INFO t_ofi_trade_6: 0.4625520752531567 , std 0.7049501989701537 
2023-04-20 05:55:12,463 INFO t_ofi_trade_7: 0.41685652763798137 , std 0.6851593207164535 
2023-04-20 05:55:12,463 INFO t_ofi_trade_8: 0.46070662557379355 , std 0.7008515358718134 
2023-04-20 05:55:12,463 INFO t_ofi_trade_9: 0.5328094988730809 , std 0.7328039637324629 
2023-04-20 05:55:12,463 INFO t_ofi_trade_10: 0.6794720286386721 , std 0.8549029002061355 
2023-04-20 05:55:12,463 INFO p_intercept: 0.002864155806282408 , std 0.03853485366688123 
2023-04-20 05:55:12,463 INFO p_ofi_add_1: 0.37705504014756935 , std 0.3841291322373242 
2023-04-20 05:55:12,463 INFO p_ofi_add_2: 0.32739819435691736 , std 0.3584776380128418 
2023-04-20 05:55:12,463 INFO p_ofi_add_3: 0.40386218564073106 , std 0.36283422178158253 
2023-04-20 05:55:12,464 INFO p_ofi_add_4: 0.4822664079421946 , std 0.3666950449819117 
2023-04-20 05:55:12,464 INFO p_ofi_add_5: 0.5690268884482628 , std 0.3584343102251886 
2023-04-20 05:55:12,464 INFO p_ofi_add_6: 0.6098156291958962 , std 0.34482416068165295 
2023-04-20 05:55:12,464 INFO p_ofi_add_7: 0.6494833331294327 , std 0.33337066032414825 
2023-04-20 05:55:12,464 INFO p_ofi_add_8: 0.6585195822165136 , std 0.33143929190808413 
